RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
110,0,23497,Tag Ridings,71.14,3486,49
112,0,23409,James Driscoll,71.15,3273,46
112,0,20645,John Senden,71.15,3913,55
114,0,28780,Nicholas Thompson,71.16,4341,61
115,0,20105,Jeff Gove,71.19,1851,26
116,0,01226,Fred Couples,71.20,2136,30
116,0,06034,Marco Dawson,71.20,2492,35
116,0,26476,Chez Reavie,71.20,3275,46
119,0,23135,Tim Clark,71.21,2777,39
119,0,22806,Doug LaBelle II,71.21,2421,34
121,0,20157,Retief Goosen,71.22,1923,27
122,0,23718,Nathan Green,71.27,3635,51
122,0,23108,Matt Kuchar,71.27,3136,44
124,0,27561,Nick Flanagan,71.28,3564,50
125,0,07867,Woody Austin,71.29,3921,55
125,0,10425,Jay Williamson,71.29,3493,49
127,0,25190,Jeff Quinney,71.31,2995,42
128,0,01677,Tom Lehman,71.32,1783,25
129,0,01577,Lee Janzen,71.34,3139,44
130,0,01388,Robert Gamez,71.35,3068,43
131,0,20572,Rod Pampling,71.36,2783,39
132,0,21461,Kenneth Ferrie,71.38,2784,39
132,0,22378,Trevor Immelman,71.38,2427,34
132,0,24140,Sean O'Hair,71.38,2784,39
135,0,24663,Y.E. Yang,71.41,3499,49
136,0,25900,Lucas Glover,71.43,3286,46
137,0,06012,Greg Kraft,71.44,1929,27
138,0,11032,Frank Lickliter II,71.46,4502,63
138,0,01797,Rocco Mediate,71.46,3287,46
140,0,19913,Ron Whittaker,71.48,1930,27
141,0,24138,Ian Poulter,71.50,1573,22
142,0,27963,Chris Stroud,71.51,3075,43
143,0,27613,David Lutterus,71.52,2217,31
144,0,27120,Troy Matteson,71.53,3362,47
144,0,01948,Tim Petrovic,71.53,3505,49
144,0,12309,Bob Sowards,71.53,2432,34
147,0,21961,Charles Howell III,71.54,3291,46
148,0,23614,Rich Beem,71.55,3649,51
149,0,21805,Harrison Frazar,71.57,2505,35
149,0,26679,Kevin Stadler,71.57,3292,46
151,0,23621,Rory Sabbatini,71.58,2577,36
152,0,22046,Geoff Ogilvy,71.59,2291,32
153,0,10733,Kent Jones,71.60,2506,35
154,0,01035,Tommy Armour III,71.61,2363,33
155,0,20848,Ángel Cabrera,71.62,1862,26
156,0,19803,Ryan Armour,71.65,3511,49
157,0,23125,Brad Elder,71.66,2508,35
158,0,30925,Dustin Johnson,71.69,3513,49
159,0,20850,Daniel Chopra,71.70,3083,43
160,0,25632,Jimmy Walker,71.72,2797,39
161,0,12826,Paul Claxton,71.73,2367,33
161,0,01473,Todd Hamilton,71.73,3443,48
163,0,10649,Tom Scherrer,71.74,2224,31
164,0,20378,Mathias Grönberg,71.78,3589,50
165,0,26300,Matt Jones,71.81,3806,53
166,0,23157,Richard Johnson,71.82,2801,39
167,0,07547,Craig Kanada,71.84,2299,32
168,0,23349,Charles Warren,71.85,2802,39
169,0,23540,Jason Allred,71.86,2515,35
169,0,06522,Ernie Els,71.86,1509,21
171,0,26951,Johnson Wagner,71.89,3307,46
172,0,01161,Mark Calcavecchia,71.90,2229,31
173,0,12705,Cliff Kresge,71.91,3092,43
174,0,06573,Brandt Jobe,71.93,2014,28
175,0,01024,Billy Andrade,71.95,2878,40
176,0,08075,Jerry Kelly,71.97,2735,38
176,0,25562,Andres Romero,71.97,2591,36
178,0,01707,Steve Lowery,72.00,3024,42
178,0,23797,Brett Rumford,72.00,2736,38
180,0,20433,Mark Hensby,72.03,2377,33
181,0,30750,Tommy Gainey,72.06,2234,31
181,0,25842,Jon Mills,72.06,3603,50
183,0,25364,Paul Casey,72.07,2018,28
184,0,01139,Olin Browne,72.09,3100,43
184,0,12680,Shigeki Maruyama,72.09,1658,23
186,0,06643,Paul Goydos,72.10,2812,39
187,0,24912,Will MacKenzie,72.15,2381,33
188,0,20472,Alex Cejka,72.21,2744,38
188,0,26631,Cody Freeman,72.21,2455,34
190,0,06251,Chris DiMarco,72.28,3325,46
191,0,20443,Jin Park,72.36,3256,45
192,0,20382,Stephen Leaney,72.42,2245,31
193,0,24227,Justin Bolli,72.43,3332,46
194,0,22582,Kyle Thompson,72.52,2393,33
195,0,08537,J.P. Hayes,72.56,2467,34
196,0,09011,David Duval,73.65,1915,26
197,0,25594,Travis Perkins,73.70,1990,27
