RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,36689,Brooks Koepka,29.42,9684006,32911200
2,0,28237,Rory McIlroy,25.34,7785286,30726000
3,0,35450,Patrick Cantlay,19.09,6121488,32061200
4,0,23108,Matt Kuchar,18.72,6294690,33634000
5,0,30925,Dustin Johnson,18.52,5534619,29880000
6,0,48081,Xander Schauffele,16.95,5609456,33102000
7,0,33448,Justin Thomas,16.37,5013084,30628000
8,0,46970,Jon Rahm,16.32,4990110,30571200
9,0,52215,Robert MacIntyre,16.18,313000,1935000
10,0,22405,Justin Rose,15.93,4358849,27357000
11,0,31323,Gary Woodland,15.64,5690965,36388000
12,0,08793,Tiger Woods,14.85,3199615,21553000
13,0,29221,Webb Simpson,14.84,4690572,31618000
14,0,24502,Adam Scott,14.58,4084541,28013200
15,0,33204,Shane Lowry,14.56,3490098,23972200
16,0,50525,Collin Morikawa,14.36,1754890,12222000
17,0,30911,Tommy Fleetwood,13.44,3853651,28677200
17,0,25198,Francesco Molinari,13.44,3467143,25795000
19,0,56278,Matthew Wolff,13.06,1390433,10646000
20,0,32102,Rickie Fowler,12.91,3945810,30572000
21,0,25364,Paul Casey,12.68,4257040,33561000
22,0,53165,Doc Redman,12.51,1003290,8019000
23,0,26851,Marc Leishman,11.81,3886577,32896000
24,0,29725,Tony Finau,11.50,4344380,37785200
25,0,46567,Paul Dunne,10.56,57000,540000
26,0,47959,Bryson DeChambeau,9.84,3186232,32374000
27,0,23320,Ryan Palmer,9.78,2873316,29392200
28,0,34360,Patrick Reed,9.59,3593844,37465200
29,0,29478,Kevin Kisner,9.42,3489144,37057200
30,0,26476,Chez Reavie,9.10,3660909,40251200
31,0,32839,Hideki Matsuyama,8.96,3335137,37202000
32,0,40098,Matt Fitzpatrick,8.63,2124146,24620000
33,0,20396,Lee Westwood,8.57,634500,7405000
34,0,26329,Louis Oosthuizen,8.41,2539183,30181200
35,0,10809,Jim Furyk,8.33,2669938,32036200
36,0,39997,Corey Conners,7.93,2919864,36807200
37,0,25818,Scott Piercy,7.84,2679915,34175200
38,0,21961,Charles Howell III,7.81,3039049,38936000
38,0,27649,Brandt Snedeker,7.81,3122936,39997000
40,0,28089,Jason Day,7.74,2637480,34064200
41,0,28307,Matt Every,7.53,1413149,18772200
41,0,01810,Phil Mickelson,7.53,2440221,32388000
43,0,25900,Lucas Glover,7.42,2613965,35224200
44,0,28775,Nate Lashley,7.35,2030287,27627200
45,0,25396,Kevin Na,7.34,2257309,30758000
46,0,27974,Sung Kang,7.20,2801650,38931200
46,0,48887,Matt Wallace,7.20,1549150,21524000
48,0,21209,Sergio Garcia,7.18,1793027,24988200
49,0,24138,Ian Poulter,7.17,2162306,30157200
50,0,30944,Jason Kokrak,7.02,2330212,33172200
51,0,45526,Abraham Ancer,6.91,2688625,38930200
