RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
1,0,40098,Matt Fitzpatrick,$2124146,155374971,57039583
2,0,48887,Matt Wallace,$1549150,126739950,28175000
3,0,33803,Lucas Bjerregaard,$1324194,59269400,73150000
4,0,34709,Eddie Pepperell,$1054811,88968600,16512500
5,0,53165,Doc Redman,$1003290,100329000
6,0,28938,Justin Harding,$763567,52613800,23742857
7,0,35296,Haotong Li,$716164,17958100,53658334
8,0,46717,Viktor Hovland,$678035,67803500
9,0,40006,Erik van Rooyen,$638002,47650214,16150000
10,0,20396,Lee Westwood,$634500,50350000,13100000
11,0,33968,Thorbjørn Olesen,$623936,19962300,42431250
12,0,39113,Shubhankar Sharma,$358996,26149562,9750000
13,0,33293,Thomas Pieters,$331743,22824300,10350000
14,0,52215,Robert MacIntyre,$313000,31300000
15,0,35104,Tom Lewis,$302638,17170000,13093750
16,0,28300,Joost Luiten,$273352,11185200,16150000
17,0,29936,Ryan Fox,$249938,12631300,12362500
18,0,52375,Doug Ghim,$243356,24335600
19,0,36326,David Lipsky,$234228,7272800,16150000
20,0,32797,Sanghyun Park,$226778,15877800,6800000
21,0,49633,Charlie Danielson,$223748,22374750
22,0,46414,Aaron Rai,$203625,0,20362500
23,0,47238,Jazz Janewattananond,$191665,19166500
24,0,32775,Shugo Imahira,$187790,3104000,15675000
25,0,55421,Chip McDaniel,$185768,18576800
26,0,45734,John Catlin,$154993,10468067,5031250
27,0,34310,Alexander Björk,$149000,0,14900000
28,0,29772,Michael Lorenzo-Vera,$143100,14310000
29,0,46046,Scottie Scheffler,$139871,13987133
30,0,47989,Sam Horsfield,$139405,13940500
31,0,39412,Zack Fischer,$135000,13500000
32,0,52330,Dylan Meyer,$119114,11911429
33,0,30756,Andrea Pavan,$113217,2671666,8650000
34,0,28937,George Coetzee,$110500,0,11050000
35,0,28697,Gaganjeet Bhullar,$109120,5012000,5900000
36,0,34136,Armando Favela,$108000,10800000
37,0,28158,Steve Marino,$107603,10760300
38,0,34575,Adrian Otaegui,$99500,0,9950000
39,0,36514,Yuki Inamori,$82817,3794200,4487500
40,0,34126,Scott Vincent,$80740,1274000,6800000
41,0,37212,Paul Barjon,$79257,7925715
42,0,34579,Alexander Levy,$78500,0,7850000
