RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,36689,Brooks Koepka,5.93,9684006,163300000
2,0,28237,Rory McIlroy,5.20,7785286,149700000
3,0,35450,Patrick Cantlay,3.84,6121488,159300000
4,0,30925,Dustin Johnson,3.82,5534619,145000000
5,0,23108,Matt Kuchar,3.81,6294690,165300000
6,0,48081,Xander Schauffele,3.44,5609456,162900000
7,0,46970,Jon Rahm,3.32,4990110,150300000
7,0,22405,Justin Rose,3.32,4358849,131150000
9,0,08793,Tiger Woods,3.25,3199615,98350000
10,0,31323,Gary Woodland,3.15,5690965,180600000
11,0,33448,Justin Thomas,3.14,5013084,159600000
12,0,33204,Shane Lowry,3.08,3490098,113250000
13,0,29221,Webb Simpson,3.04,4690572,154100000
14,0,24502,Adam Scott,3.01,4084541,135700000
15,0,52215,Robert MacIntyre,2.91,313000,10750000
16,0,25198,Francesco Molinari,2.85,3467143,121750000
17,0,30911,Tommy Fleetwood,2.74,3853651,140500000
18,0,32102,Rickie Fowler,2.67,3945810,147900000
19,0,50525,Collin Morikawa,2.58,1754890,67900000
20,0,25364,Paul Casey,2.57,4257040,165450000
21,0,26851,Marc Leishman,2.41,3886577,161200000
22,0,56278,Matthew Wolff,2.33,1390433,59700000
23,0,29725,Tony Finau,2.27,4344380,191100000
24,0,53165,Doc Redman,2.25,1003290,44550000
25,0,20396,Lee Westwood,2.03,634500,31250000
26,0,47959,Bryson DeChambeau,2.01,3186232,158300000
27,0,34360,Patrick Reed,1.91,3593844,188600000
28,0,46567,Paul Dunne,1.90,57000,3000000
29,0,29478,Kevin Kisner,1.87,3489144,186500000
29,0,23320,Ryan Palmer,1.87,2873316,153750000
31,0,40098,Matt Fitzpatrick,1.82,2124146,116500000
32,0,32839,Hideki Matsuyama,1.79,3335137,186400000
33,0,47238,Jazz Janewattananond,1.78,191665,10750000
34,0,26329,Louis Oosthuizen,1.71,2539183,148300000
35,0,26476,Chez Reavie,1.69,3660909,216300000
36,0,39997,Corey Conners,1.59,2919864,184000000
37,0,10809,Jim Furyk,1.57,2669938,169550000
38,0,28089,Jason Day,1.56,2637480,169150000
38,0,21961,Charles Howell III,1.56,3039049,194200000
38,0,27649,Brandt Snedeker,1.56,3122936,200650000
38,0,48887,Matt Wallace,1.56,1549150,99300000
42,0,01810,Phil Mickelson,1.53,2440221,159100000
43,0,34709,Eddie Pepperell,1.51,1054811,70000000
44,0,21209,Sergio Garcia,1.50,1793027,119450000
44,0,25396,Kevin Na,1.50,2257309,150600000
46,0,25818,Scott Piercy,1.49,2679915,179600000
47,0,24138,Ian Poulter,1.46,2162306,148000000
48,0,25900,Lucas Glover,1.40,2613965,186150000
49,0,27974,Sung Kang,1.35,2801650,207300000
50,0,28307,Matt Every,1.34,1413149,105750000
51,0,30944,Jason Kokrak,1.33,2330212,174750000
51,0,29772,Michael Lorenzo-Vera,1.33,143100,10750000
53,0,28775,Nate Lashley,1.31,2030287,155500000
54,0,34256,Andrew Putnam,1.30,2439137,187450000
55,0,45526,Abraham Ancer,1.29,2688625,207850000
56,0,32333,Kevin Tway,1.25,2300050,183450000
56,0,40006,Erik van Rooyen,1.25,638002,51100000
58,0,26499,Rafa Cabrera Bello,1.23,1926935,156950000
59,0,39977,Max Homa,1.21,2063606,171050000
59,0,49771,J.T. Poston,1.21,2461215,203000000
59,0,23621,Rory Sabbatini,1.21,2382298,197250000
62,0,39546,Keith Mitchell,1.19,2405360,201850000
62,0,29908,C.T. Pan,1.19,2362399,198800000
62,0,33449,Zack Sucher,1.19,753782,63500000
65,0,33803,Lucas Bjerregaard,1.18,1324194,112500000
65,0,34046,Jordan Spieth,1.18,2124192,179800000
67,0,39971,Sungjae Im,1.17,2851134,244350000
68,0,25572,Graeme McDowell,1.16,1671523,144650000
69,0,21528,Henrik Stenson,1.14,1397370,122100000
70,0,26596,Ryan Moore,1.12,1838788,163800000
71,0,33399,Adam Hadwin,1.11,2039012,183650000
72,0,27141,J.B. Holmes,1.09,2147065,197050000
73,0,33948,Byeong Hun An,1.08,1990033,183650000
73,0,32366,Kevin Chappell,1.08,257024,23700000
73,0,28500,Martin Flores,1.08,32400,3000000
73,0,32640,Troy Merritt,1.08,1531143,142000000
77,0,34363,Tyrrell Hatton,1.07,1517396,141950000
78,0,29420,Billy Horschel,1.06,2187249,206900000
79,0,25804,Bubba Watson,1.05,1558014,148350000
80,0,37455,Si Woo Kim,1.04,2191808,211000000
81,0,30978,Kiradech Aphibarnrat,1.03,1630073,157700000
82,0,34136,Armando Favela,1.01,108000,10700000
83,0,31646,Emiliano Grillo,.99,1752114,176250000
83,0,46414,Aaron Rai,.99,203625,20500000
83,0,27064,Jhonattan Vegas,.99,1566910,157750000
86,0,46717,Viktor Hovland,.98,678035,69000000
87,0,29970,Dylan Frittelli,.97,1576974,162250000
87,0,35104,Tom Lewis,.97,302638,31250000
89,0,33141,Keegan Bradley,.96,1902797,197800000
90,0,52372,Cameron Champ,.92,1695748,185200000
