RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,40098,Matt Fitzpatrick,$1553750,2124146
2,0,48887,Matt Wallace,$1267400,1549150
3,0,53165,Doc Redman,$1003290,1003290
4,0,34709,Eddie Pepperell,$889686,1054811
5,0,46717,Viktor Hovland,$678035,678035
6,0,33803,Lucas Bjerregaard,$592694,1324194
7,0,28938,Justin Harding,$526138,763567
8,0,20396,Lee Westwood,$503500,634500
9,0,40006,Erik van Rooyen,$476502,638002
10,0,52215,Robert MacIntyre,$313000,313000
11,0,39113,Shubhankar Sharma,$261496,358996
12,0,52375,Doug Ghim,$243356,243356
13,0,33293,Thomas Pieters,$228243,331743
14,0,49633,Charlie Danielson,$223748,223748
15,0,33968,Thorbjørn Olesen,$199623,623936
16,0,47238,Jazz Janewattananond,$191665,191665
17,0,55421,Chip McDaniel,$185768,185768
18,0,35296,Haotong Li,$179581,716164
19,0,35104,Tom Lewis,$171700,302638
20,0,32797,Sanghyun Park,$158778,226778
21,0,29772,Michael Lorenzo-Vera,$143100,143100
22,0,46046,Scottie Scheffler,$139871,139871
23,0,47989,Sam Horsfield,$139405,139405
24,0,39412,Zack Fischer,$135000,135000
25,0,29936,Ryan Fox,$126313,249938
26,0,52330,Dylan Meyer,$119114,119114
27,0,28300,Joost Luiten,$111852,273352
28,0,34136,Armando Favela,$108000,108000
29,0,28158,Steve Marino,$107603,107603
30,0,45734,John Catlin,$104681,154994
31,0,37212,Paul Barjon,$79257,79257
32,0,29454,Bernd Wiesberger,$78006,78006
33,0,46404,Marcus Kinhult,$72928,72928
34,0,36326,David Lipsky,$72728,234228
35,0,45733,Austen Truslow,$66500,66500
36,0,46567,Paul Dunne,$57000,57000
37,0,55940,Andrew Wilson,$56278,56278
38,0,47995,Davis Riley,$50231,50231
39,0,28697,Gaganjeet Bhullar,$50120,109120
40,0,54328,Norman Xiong,$48326,48326
41,0,35110,Brett Drewitt,$46800,46800
41,0,40042,Tyler McCumber,$46800,46800
43,0,36514,Yuki Inamori,$37942,82817
44,0,30812,Benjamin Hebert,$36925,36925
44,0,29136,Innchoon Hwang,$36925,36925
44,0,46035,Callum Shinkwin,$36925,36925
47,0,35658,Kris Ventura,$34563,34563
48,0,49481,Tae Hee Lee,$33747,33747
49,0,54926,George Cunningham,$32970,32970
50,0,28500,Martin Flores,$32400,32400
51,0,32775,Shugo Imahira,$31040,187790
52,0,34031,Dong Seop Maeng,$30970,30970
53,0,36824,Paul Peterson,$30483,30483
54,0,47983,Chad Ramey,$29944,29944
55,0,55648,Minchel Choi,$27475,27475
56,0,30756,Andrea Pavan,$26717,113217
57,0,50674,Ashton Turner,$26467,26467
58,0,34262,Jon Curran,$25861,25861
59,0,29370,Mikko Korhonen,$25800,25800
59,0,37250,Romain Langasque,$25800,25800
59,0,31113,Paul Waring,$25800,25800
62,0,52096,Adri Arnaus,$25350,25350
62,0,33592,Andy Pope,$25350,25350
64,0,30736,Oscar Fraustro,$25200,25200
65,0,31395,Yosuke Asaji,$25088,25088
66,0,24964,Ryan Vermeer,$24520,24520
67,0,32252,Nino Bertasio,$24438,24438
68,0,27140,Justin Walters,$23851,23851
69,0,30907,Rhys Enoch,$22977,22977
70,0,40181,Clément Sordet,$22353,22353
71,0,34358,Jonathan Randolph,$22165,22165
72,0,27896,Ross Fisher,$21300,21300
72,0,27324,Seungsu Han,$21300,21300
72,0,25431,Rob Labritz,$21300,21300
75,0,56762,Will Gordon,$21219,21219
76,0,48117,Kurt Kitayama,$20200,20200
77,0,49773,Chase Koepka,$19610,19610
78,0,39058,Lucas Herbert,$19250,19250
79,0,26735,Marty Jertson,$18400,18400
80,0,39852,Doyeob Mun,$18050,18050
81,0,52144,Braden Thornberry,$16557,16557
82,0,35834,Hyungjoon Lee,$15960,15960
83,0,33653,Thomas Detry,$15850,15850
84,0,49709,Matthew Short,$15721,15721
85,0,39470,Richard Jung,$15352,15352
86,0,33227,Hyun-woo Ryu,$15295,15295
87,0,47420,Jake Knapp,$15200,15200
88,0,34296,Wes Homan,$15184,15184
89,0,54628,Lee Hodges,$14592,14592
89,0,39004,Dru Love,$14592,14592
89,0,30163,Henrik Norlander,$14592,14592
92,0,35139,Richard Lee,$14356,14356
93,0,32369,Sihwan Kim,$14280,73280
93,0,27619,Ben Leong,$14280,14280
95,0,39384,Alex Kang,$14164,14164
96,0,55410,Shintaro Ban,$14112,14112
97,0,50493,Justin Suh,$13952,13952
98,0,46442,Maverick McNealy,$13568,13568
99,0,47056,Rikuya Hoshino,$13120,13120
100,0,34126,Scott Vincent,$12740,80740
101,0,32582,Eric Dugas,$12544,12544
102,0,31121,Berry Henson,$11970,11970
103,0,45729,Drew Nesbitt,$11832,11832
104,0,24580,Rahil Gangjee,$11480,11480
105,0,45467,Kim Leun-Kwang,$11200,11200
106,0,45860,Case Cochran,$9634,9634
106,0,54364,Stephen Stallings Jr.,$9634,9634
108,0,54625,Dawson Armstrong,$9240,9240
108,0,55708,Hayden Buckley,$9240,9240
110,0,25349,Tim Wilkinson,$8624,8624
111,0,32070,Rafael Campos,$7540,7540
111,0,54591,Ben Griffin,$7540,7540
113,0,51680,Alistair Docherty,$7280,7280
114,0,40058,Zac Blair,$6660,6660
115,0,33951,Julio Santos,$5970,5970
