RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
123,0,34431,Robert Streb,71.08,1848,26
124,0,29908,C.T. Pan,71.09,1564,22
124,0,33419,Cameron Tringale,71.09,1635,23
126,0,34360,Patrick Reed,71.10,2844,40
127,0,33413,Ben Martin,71.11,1351,19
127,0,25572,Graeme McDowell,71.11,1351,19
127,0,22046,Geoff Ogilvy,71.11,1351,19
130,0,27895,Jonas Blixt,71.12,1209,17
130,0,48084,Wesley Bryan,71.12,1849,26
132,0,34358,Jonathan Randolph,71.14,1494,21
133,0,29720,Andres Gonzales,71.15,925,13
133,0,30944,Jason Kokrak,71.15,1850,26
135,0,28307,Matt Every,71.17,1281,18
136,0,32333,Kevin Tway,71.18,1566,22
137,0,20229,Stewart Cink,71.19,1922,27
137,0,26758,David Hearn,71.19,2207,31
137,0,29222,Billy Hurley III,71.19,1139,16
137,0,26289,Boo Weekley,71.19,1139,16
141,0,33461,Morgan Hoffmann,71.22,1923,27
142,0,36699,Patrick Rodgers,71.25,1710,24
143,0,20572,Rod Pampling,71.27,1069,15
144,0,23983,Luke Donald,71.29,998,14
144,0,27963,Chris Stroud,71.29,1212,17
144,0,23325,Vaughn Taylor,71.29,998,14
147,0,46440,Smylie Kaufman,71.30,1426,20
148,0,39954,Cody Gribble,71.33,1284,18
149,0,28132,Tyrone Van Aswegen,71.36,1570,22
150,0,46732,Rick Lamb,71.38,928,13
151,0,25834,Daniel Summerhays,71.39,2213,31
151,0,37189,Harold Varner III,71.39,1999,28
153,0,25804,Bubba Watson,71.42,1857,26
154,0,34409,David Lingmerth,71.43,1643,23
155,0,37278,Nicholas Lindheim,71.45,786,11
156,0,30926,Chris Kirk,71.50,1430,20
156,0,33204,Shane Lowry,71.50,1001,14
158,0,27141,J.B. Holmes,71.57,1646,23
159,0,29223,Sam Saunders,71.60,1432,20
160,0,31416,Derek Fathauer,71.64,1791,25
161,0,20157,Retief Goosen,71.70,717,10
162,0,33948,Byeong Hun An,71.74,1363,19
163,0,25240,D.A. Points,71.76,1220,17
164,0,28093,Miguel Angel Carballo,71.80,1077,15
165,0,22371,Aaron Baddeley,71.81,1149,16
166,0,23320,Ryan Palmer,71.83,1293,18
167,0,30852,Ryo Ishikawa,71.86,1006,14
167,0,29476,Kyle Reifers,71.86,1581,22
169,0,22986,Søren Kjeldsen,72.00,1152,16
169,0,25345,Carl Pettersson,72.00,1224,17
171,0,31560,Brian Stuard,72.08,937,13
172,0,46443,Brian Campbell,72.09,793,11
173,0,31646,Emiliano Grillo,72.11,1947,27
174,0,37455,Si Woo Kim,72.15,1876,26
175,0,20104,Ken Duke,72.16,1371,19
176,0,35532,Tom Hoge,72.20,722,10
177,0,32200,Roberto Castro,72.21,1011,14
178,0,25191,Gonzalo Fernandez-Castaño,72.23,939,13
179,0,06522,Ernie Els,72.28,1301,18
180,0,32150,Michael Thompson,72.30,723,10
181,0,29485,Brett Stegmaier,72.33,1085,15
182,0,31202,William McGirt,72.35,1664,23
183,0,24357,K.J. Choi,72.36,1013,14
184,0,20593,Greg Chalmers,72.40,724,10
185,0,25632,Jimmy Walker,72.52,1958,27
186,0,24507,Jason Bohn,72.74,1382,19
187,0,23800,Bryce Molder,72.92,948,13
188,0,35300,Andrew Loupe,73.14,1024,14
189,0,35110,Brett Drewitt,73.75,295,4
190,0,25274,Steven Bowditch,75.83,455,6
