RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
91,0,26951,Johnson Wagner,70.80,2478,35
93,0,31557,Jim Herman,70.81,2195,31
93,0,23325,Vaughn Taylor,70.81,2266,32
95,0,29974,Branden Grace,70.82,1983,28
95,0,31420,Anirban Lahiri,70.82,2691,38
97,0,28089,Jason Day,70.83,2479,35
97,0,30926,Chris Kirk,70.83,2904,41
99,0,20472,Alex Cejka,70.85,2338,33
99,0,33418,Shawn Stefani,70.85,1913,27
101,0,37454,Whee Kim,70.88,2835,40
102,0,46550,Brandon Hagy,70.89,2481,35
102,0,37278,Nicholas Lindheim,70.89,1914,27
102,0,34409,David Lingmerth,70.89,2623,37
102,0,34466,Peter Malnati,70.89,2694,38
106,0,28679,Fabián Gómez,70.90,2056,29
106,0,36801,Mark Hubbard,70.90,2127,30
108,0,23541,Ben Crane,70.91,2482,35
108,0,29720,Andres Gonzales,70.91,2482,35
108,0,34098,Russell Henley,70.91,3758,53
111,0,34174,John Huh,70.92,2695,38
112,0,29420,Billy Horschel,70.93,2908,41
113,0,33141,Keegan Bradley,70.94,3618,51
113,0,35506,Mackenzie Hughes,70.94,3405,48
115,0,35532,Tom Hoge,70.95,1561,22
116,0,20771,Steven Alker,70.96,1987,28
116,0,34360,Patrick Reed,70.96,3548,50
116,0,39324,J.J. Spaun,70.96,3193,45
119,0,33413,Ben Martin,70.98,2839,40
120,0,35110,Brett Drewitt,71.00,1775,25
120,0,10809,Jim Furyk,71.00,1562,22
120,0,25572,Graeme McDowell,71.00,1988,28
123,0,27466,Spencer Levin,71.05,2842,40
123,0,29908,C.T. Pan,71.05,2771,39
123,0,36699,Patrick Rodgers,71.05,2700,38
126,0,29479,Scott Brown,71.07,3198,45
126,0,25720,Chad Collins,71.07,2061,29
126,0,34431,Robert Streb,71.07,3127,44
129,0,25818,Scott Piercy,71.08,2630,37
130,0,26289,Boo Weekley,71.10,2204,31
131,0,34099,Harris English,71.14,2632,37
131,0,20157,Retief Goosen,71.14,1565,22
131,0,32757,Patton Kizzire,71.14,2561,36
134,0,37189,Harold Varner III,71.19,3061,43
135,0,26758,David Hearn,71.20,2919,41
136,0,25834,Daniel Summerhays,71.21,3347,47
137,0,27141,J.B. Holmes,71.22,2635,37
137,0,35879,Kelly Kraft,71.22,2279,32
139,0,34358,Jonathan Randolph,71.23,2137,30
139,0,33419,Cameron Tringale,71.23,2778,39
141,0,29223,Sam Saunders,71.24,2707,38
142,0,33204,Shane Lowry,71.27,1853,26
142,0,48822,Sebastián Muñoz,71.27,1568,22
142,0,22046,Geoff Ogilvy,71.27,2352,33
142,0,25240,D.A. Points,71.27,2352,33
146,0,25804,Bubba Watson,71.28,2067,29
147,0,29222,Billy Hurley III,71.29,2424,34
148,0,23983,Luke Donald,71.31,1854,26
148,0,28132,Tyrone Van Aswegen,71.31,3209,45
150,0,35891,Cameron Smith,71.32,2924,41
151,0,30852,Ryo Ishikawa,71.35,1855,26
152,0,46443,Brian Campbell,71.36,1784,25
152,0,31202,William McGirt,71.36,2783,39
154,0,46440,Smylie Kaufman,71.37,2712,38
155,0,33948,Byeong Hun An,71.38,2427,34
155,0,27895,Jonas Blixt,71.38,2427,34
155,0,30944,Jason Kokrak,71.38,3569,50
158,0,29740,Brad Fritsch,71.40,1785,25
159,0,31560,Brian Stuard,71.51,2503,35
160,0,40009,Dominic Bozzelli,71.53,2432,34
160,0,33461,Morgan Hoffmann,71.53,3076,43
160,0,24781,Hunter Mahan,71.53,2575,36
163,0,27963,Chris Stroud,71.54,2003,28
164,0,32150,Michael Thompson,71.55,1431,20
165,0,31416,Derek Fathauer,71.61,2721,38
166,0,25191,Gonzalo Fernandez-Castaño,71.62,1862,26
166,0,23320,Ryan Palmer,71.62,1862,26
168,0,20572,Rod Pampling,71.64,2006,28
169,0,22371,Aaron Baddeley,71.67,1935,27
169,0,46732,Rick Lamb,71.67,1720,24
171,0,29476,Kyle Reifers,71.68,2867,40
172,0,30191,Julián Etulain,71.69,2079,29
173,0,24357,K.J. Choi,71.70,2151,30
174,0,28093,Miguel Angel Carballo,71.77,1866,26
174,0,20593,Greg Chalmers,71.77,2225,31
176,0,25345,Carl Pettersson,71.81,1867,26
177,0,39954,Cody Gribble,71.83,2586,36
178,0,20104,Ken Duke,71.85,2443,34
179,0,31646,Emiliano Grillo,71.87,2803,39
180,0,06522,Ernie Els,72.04,1801,25
181,0,22986,Søren Kjeldsen,72.08,1730,24
182,0,32200,Roberto Castro,72.13,2164,30
183,0,29485,Brett Stegmaier,72.14,2525,35
184,0,23800,Bryce Molder,72.15,2453,34
185,0,28307,Matt Every,72.24,2673,37
186,0,25632,Jimmy Walker,72.68,2253,31
187,0,37455,Si Woo Kim,72.71,2545,35
188,0,35300,Andrew Loupe,72.74,1964,27
189,0,24507,Jason Bohn,72.84,2331,32
190,0,25274,Steven Bowditch,74.59,2014,27
