RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,33448,Justin Thomas,68.78,3508,51
2,0,34046,Jordan Spieth,68.81,3234,47
3,0,32839,Hideki Matsuyama,69.02,2899,42
4,0,46970,Jon Rahm,69.31,3119,45
5,0,21961,Charles Howell III,69.35,2774,40
6,0,30925,Dustin Johnson,69.46,2709,39
7,0,12716,Charley Hoffman,69.70,3694,53
8,0,19803,Ryan Armour,69.74,1883,27
9,0,29478,Kevin Kisner,69.75,3348,48
10,0,40026,Daniel Berger,69.76,3488,50
11,0,35450,Patrick Cantlay,69.81,1885,27
12,0,25396,Kevin Na,69.82,2374,34
13,0,30110,Kyle Stanley,69.89,3145,45
14,0,24138,Ian Poulter,69.90,2167,31
15,0,23108,Matt Kuchar,69.92,3496,50
16,0,29221,Webb Simpson,70.00,3360,48
17,0,24358,Robert Garrigus,70.03,2381,34
18,0,25364,Paul Casey,70.05,3923,56
18,0,46501,Ollie Schniederjans,70.05,3082,44
20,0,24502,Adam Scott,70.09,2383,34
21,0,32102,Rickie Fowler,70.10,3365,48
22,0,36689,Brooks Koepka,70.11,3155,45
22,0,29461,Jamie Lovemark,70.11,3225,46
24,0,12510,Chad Campbell,70.13,3647,52
24,0,29926,Danny Lee,70.13,3296,47
24,0,25349,Tim Wilkinson,70.13,1613,23
27,0,27436,Graham DeLaet,70.15,2876,41
27,0,25892,Steve Wheatcroft,70.15,1403,20
29,0,22056,Cameron Percy,70.17,2105,30
30,0,26476,Chez Reavie,70.18,3579,51
31,0,26851,Marc Leishman,70.20,3229,46
32,0,19846,Brian Gay,70.21,2738,39
33,0,28252,Seamus Power,70.23,2809,40
34,0,22405,Justin Rose,70.25,2529,36
35,0,23497,Tag Ridings,70.26,1897,27
36,0,26499,Rafa Cabrera Bello,70.28,2249,32
37,0,47128,Richy Werenski,70.32,2672,38
38,0,48081,Xander Schauffele,70.33,3235,46
39,0,27649,Brandt Snedeker,70.39,2182,31
39,0,31323,Gary Woodland,70.39,2886,41
41,0,24361,Pat Perez,70.40,3309,47
42,0,29725,Tony Finau,70.41,3591,51
42,0,27214,Kevin Streelman,70.41,3098,44
44,0,25900,Lucas Glover,70.43,3310,47
45,0,39975,Michael Kim,70.44,2536,36
45,0,27129,Luke List,70.44,3170,45
45,0,24140,Sean O'Hair,70.44,2888,41
48,0,24924,Bill Haas,70.45,3311,47
48,0,27644,Brian Harman,70.45,3593,51
48,0,23353,J.J. Henry,70.45,2677,38
51,0,26329,Louis Oosthuizen,70.48,2044,29
51,0,25493,Nick Taylor,70.48,3383,48
53,0,46601,Trey Mullinax,70.50,2820,40
54,0,35545,Blayne Barber,70.52,2186,31
54,0,27095,Nick Watney,70.52,2186,31
56,0,21209,Sergio Garcia,70.53,2257,32
56,0,33399,Adam Hadwin,70.53,3456,49
58,0,33122,Russell Knox,70.56,2752,39
58,0,25198,Francesco Molinari,70.56,2752,39
60,0,25686,Jason Dufner,70.57,3246,46
60,0,29289,S.Y. Noh,70.57,2964,42
62,0,26596,Ryan Moore,70.58,3035,43
63,0,20229,Stewart Cink,70.59,3106,44
63,0,28500,Martin Flores,70.59,2894,41
63,0,32333,Kevin Tway,70.59,2753,39
66,0,27958,Ryan Blaum,70.62,2754,39
66,0,26331,Charl Schwartzel,70.62,2048,29
68,0,26300,Matt Jones,70.63,1695,24
69,0,29518,Brendan Steele,70.66,3109,44
70,0,47959,Bryson DeChambeau,70.68,3322,47
70,0,27936,Martin Laird,70.68,2898,41
70,0,28237,Rory McIlroy,70.68,1979,28
70,0,32640,Troy Merritt,70.68,2615,37
74,0,32448,James Hahn,70.70,3252,46
75,0,40058,Zac Blair,70.71,3182,45
75,0,27770,Camilo Villegas,70.71,2475,35
77,0,24024,Zach Johnson,70.72,2758,39
78,0,24846,Ricky Barnes,70.73,2829,40
78,0,34021,Bud Cauley,70.73,3183,45
78,0,01810,Phil Mickelson,70.73,2900,41
78,0,34213,Grayson Murray,70.73,3183,45
78,0,34264,Hudson Swafford,70.73,3183,45
83,0,30692,Scott Stallings,70.74,2759,39
83,0,27064,Jhonattan Vegas,70.74,2759,39
85,0,28420,Ryan Brehm,70.76,2618,37
85,0,23621,Rory Sabbatini,70.76,2406,34
87,0,33120,Mark Anderson,70.78,1628,23
87,0,49771,J.T. Poston,70.78,2902,41
89,0,32366,Kevin Chappell,70.79,3327,47
89,0,27974,Sung Kang,70.79,3398,48
91,0,48084,Wesley Bryan,70.80,2903,41
