RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,01876,Greg Norman,10.78,6.24,-4.09,2.70
2,0,06522,Ernie Els,8.60,6.17,-4.47,3.20
3,0,01906,Masashi Jumbo Ozaki,7.58,3.51,-2.38,2.28
4,0,01968,Nick Price,6.12,4.94,-3.85,1.54
5,0,01313,Steve Elkington,5.84,3.46,-1.87,1.04
6,0,06567,Vijay Singh,5.03,3.84,-2.55,1.88
7,0,01796,Mark McNulty,4.98,1.56,-1.18,1.66
8,0,10457,Frank Nobilo,4.02,1.98,-1.33,1.64
9,0,10885,Robert Allenby,3.56,1.80,-1.30,1.60
10,0,02076,Peter Senior,3.08,1.89,-1.15,1.14
11,0,01920,Craig Parry,3.03,2.36,-1.54,1.30
12,0,12680,Shigeki Maruyama,2.74,1.23,-.70,1.06
13,0,01378,David Frost,2.74,2.66,-1.98,.88
14,0,02271,Wayne Westner,2.42,.71,-.52,1.02
15,0,01905,Joe Ozaki,2.36,1.41,-.98,1.08
16,0,01610,Yoshinori Kaneko,2.31,.44,-.32,1.24
17,0,11106,Frankie Minoza,2.08,.82,-.52,.74
18,0,08973,Wayne Riley,2.03,1.34,-.78,.76
19,0,20548,Hidemichi Tanaka,2.00,.76,-.38,.66
20,0,20400,Michael Campbell,1.92,2.16,-1.13,.18
21,0,06004,Stephen Ames,1.90,.38,-.27,.86
22,0,12823,Carlos Franco,1.88,.77,-.56,.54
23,0,01886,Peter O'Malley,1.74,1.34,-.76,.48
24,0,07269,Greg Turner,1.72,.95,-.65,.56
25,0,20992,Kazuhiko Hosokawa,1.71,.52,-.26,.70
26,0,19972,José Coceres,1.64,.57,-.35,.60
27,0,02020,Eduardo Romero,1.64,.95,-.74,.56
28,0,20157,Retief Goosen,1.56,.82,-.55,.76
29,0,10962,Bradley Hughes,1.51,.20,-.17,.62
30,0,01803,Hajime Meshiai,1.47,.39,-.23,.62
31,0,01659,Massy Kuramoto,1.46,1.23,-.73,.42
32,0,01858,Tommy Nakajima,1.46,1.23,-.92,.52
33,0,20974,Masanobu Kimura,1.39,.23,-.17,.72
34,0,02077,Nobuo Serizawa,1.37,.87,-.58,.56
35,0,20259,Hisayuki Sasaki,1.37,.88,-.57,.58
36,0,11155,Katsuyoshi Tomori,1.37,1.15,-.73,.44
37,0,01409,Rick Gibson,1.36,.68,-.40,.40
38,0,01517,Satoshi Higashi,1.35,1.51,-.81,.26
39,0,02245,Grant Waite,1.28,.65,-.35,.48
40,0,01514,Eduardo Herrera,1.28,.55,-.37,.42
41,0,20568,Anthony Painter,1.25,.12,-.06,.44
42,0,01890,Brett Ogle,1.20,1.13,-.78,.20
43,0,20634,Peter Lonard,1.15,.12,-.06,.40
44,0,20569,Richard Green,1.15,.14,-.09,.42
45,0,01592,Tony Johnstone,1.14,.69,-.51,.40
46,0,10821,Toshi Izawa,1.13,.59,-.31,.24
47,0,20618,Peter McWhinney,1.06,.43,-.25,.36
48,0,20772,Toru Suzuki,1.05,.66,-.38,.36
49,0,20502,Michael Long,1.02,.03,-.02,.40
50,0,20927,Shoichi Kuwabara,1.02,.06,-.04,.42
51,0,20929,Katsunori Kuwabara,1.02,.43,-.22,.38
52,0,07465,Hideki Kase,1.00,.89,-.58,.34
53,0,20941,Hideyuki Sato,.93,.06,-.05,.38
