RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,01968,Nick Price,+.337,95,+32.00
2,0,12753,David Morland IV,+.345,145,+50.00
3,0,20127,Chris Riley,+.346,208,+72.00
4,0,01157,Tom Byrum,+.351,154,+54.00
5,0,01761,Len Mattiace,+.356,191,+68.00
6,0,23108,Matt Kuchar,+.367,158,+58.00
7,0,20634,Peter Lonard,+.370,154,+57.00
8,0,01553,John Huston,+.372,145,+54.00
9,0,01219,John Cook,+.383,141,+54.00
10,0,02010,Loren Roberts,+.391,161,+63.00
11,0,06004,Stephen Ames,+.397,156,+62.00
12,0,01139,Olin Browne,+.399,183,+73.00
13,0,01928,Corey Pavin,+.404,161,+65.00
14,0,06251,Chris DiMarco,+.411,168,+69.00
15,0,01685,J.L. Lewis,+.414,186,+77.00
15,0,06373,José María Olazábal,+.414,111,+46.00
17,0,20094,Jonathan Kaye,+.416,178,+74.00
17,0,01887,Mark O'Meara,+.416,101,+42.00
19,0,10860,Justin Leonard,+.419,124,+52.00
20,0,12823,Carlos Franco,+.424,203,+86.00
21,0,06527,Steve Stricker,+.426,122,+52.00
22,0,01307,Joel Edwards,+.427,171,+73.00
23,0,01175,Jim Carter,+.428,173,+74.00
24,0,01098,Jay Don Blake,+.429,198,+85.00
24,0,08793,Tiger Woods,+.429,105,+45.00
26,0,19824,Craig Barlow,+.430,114,+49.00
26,0,01320,Bob Estes,+.430,93,+40.00
26,0,01527,Scott Hoch,+.430,114,+49.00
26,0,02246,Duffy Waldorf,+.430,193,+83.00
30,0,01475,Donnie Hammond,+.433,97,+42.00
31,0,11011,Mike Sposa,+.434,226,+98.00
32,0,19846,Brian Gay,+.435,207,+90.00
32,0,06078,Esteban Toledo,+.435,193,+84.00
34,0,06809,Bob Burns,+.436,195,+85.00
35,0,01938,David Peoples,+.438,208,+91.00
36,0,01724,Jeff Maggert,+.441,143,+63.00
37,0,06621,Joe Durant,+.442,104,+46.00
38,0,01577,Lee Janzen,+.444,160,+71.00
38,0,10457,Frank Nobilo,+.444,171,+76.00
40,0,08075,Jerry Kelly,+.445,155,+69.00
41,0,12782,Tim Herron,+.446,204,+91.00
41,0,21961,Charles Howell III,+.446,175,+78.00
43,0,20572,Rod Pampling,+.447,190,+85.00
43,0,08553,Lee Porter,+.447,197,+88.00
45,0,23983,Luke Donald,+.449,187,+84.00
46,0,01381,Fred Funk,+.450,171,+77.00
47,0,01619,Skip Kendall,+.451,193,+87.00
48,0,01920,Craig Parry,+.453,117,+53.00
49,0,01941,Tom Pernice Jr.,+.454,207,+94.00
49,0,22913,John Rollins,+.454,240,+109.00
51,0,01313,Steve Elkington,+.455,165,+75.00
52,0,12388,Michael Clark II,+.456,171,+78.00
53,0,06498,Matt Peterson,+.457,138,+63.00
54,0,01329,Brad Faxon,+.458,142,+65.00
54,0,08545,Glen Hnatiuk,+.458,153,+70.00
56,0,21805,Harrison Frazar,+.460,202,+93.00
56,0,01707,Steve Lowery,+.460,174,+80.00
56,0,01723,Andrew Magee,+.460,200,+92.00
59,0,24357,K.J. Choi,+.463,164,+76.00
59,0,02002,John Riegger,+.463,162,+75.00
61,0,02214,Kirk Triplett,+.464,125,+58.00
62,0,08537,J.P. Hayes,+.466,146,+68.00
63,0,19972,José Coceres,+.467,75,+35.00
63,0,10733,Kent Jones,+.467,225,+105.00
65,0,12645,Brent Geiberger,+.469,162,+76.00
66,0,12826,Paul Claxton,+.470,202,+95.00
67,0,12652,Cameron Beckman,+.471,153,+72.00
68,0,23614,Rich Beem,+.472,180,+85.00
68,0,08931,Glen Day,+.472,199,+94.00
68,0,20157,Retief Goosen,+.472,53,+25.00
68,0,02239,Scott Verplank,+.472,123,+58.00
72,0,06012,Greg Kraft,+.473,182,+86.00
73,0,02170,Hal Sutton,+.474,97,+46.00
73,0,02206,David Toms,+.474,152,+72.00
73,0,20566,Kaname Yokoo,+.474,173,+82.00
76,0,24937,Jess Daley,+.475,177,+84.00
76,0,06617,Brian Henninger,+.475,141,+67.00
78,0,01035,Tommy Armour III,+.476,168,+80.00
78,0,23125,Brad Elder,+.476,164,+78.00
78,0,01945,Kenny Perry,+.476,164,+78.00
78,0,06567,Vijay Singh,+.476,145,+69.00
82,0,24925,Jonathan Byrd,+.477,222,+106.00
82,0,06332,Neal Lancaster,+.477,214,+102.00
82,0,02099,Scott Simpson,+.477,149,+71.00
85,0,20098,Stuart Appleby,+.479,163,+78.00
85,0,20645,John Senden,+.479,169,+81.00
87,0,06643,Paul Goydos,+.480,127,+61.00
88,0,08339,Spike McRoy,+.482,137,+66.00
89,0,10912,Craig Perks,+.483,172,+83.00
89,0,23621,Rory Sabbatini,+.483,116,+56.00
89,0,02223,Bob Tway,+.483,147,+71.00
92,0,01771,Blaine McCallister,+.484,122,+59.00
92,0,20095,Carl Paulson,+.484,159,+77.00
94,0,01024,Billy Andrade,+.485,202,+98.00
94,0,20498,Briny Baird,+.485,194,+94.00
96,0,06595,Kevin Sutherland,+.487,150,+73.00
97,0,01666,Bernhard Langer,+.488,80,+39.00
98,0,01014,Fulton Allem,+.489,131,+64.00
98,0,10201,Matt Gogel,+.489,137,+67.00
100,0,06350,Bob May,+.490,198,+97.00
100,0,01810,Phil Mickelson,+.490,149,+73.00
102,0,10809,Jim Furyk,+.491,114,+56.00
103,0,01042,Paul Azinger,+.492,126,+62.00
103,0,23135,Tim Clark,+.492,124,+61.00
103,0,23338,David Gossett,+.492,177,+87.00
103,0,01549,Mike Hulbert,+.492,122,+60.00
107,0,20229,Stewart Cink,+.493,140,+69.00
107,0,20548,Hidemichi Tanaka,+.493,205,+101.00
109,0,01569,Peter Jacobsen,+.495,103,+51.00
110,0,01203,Russ Cochran,+.496,127,+63.00
111,0,23541,Ben Crane,+.497,187,+93.00
111,0,08633,Per-Ulrik Johansson,+.497,173,+86.00
111,0,01948,Tim Petrovic,+.497,171,+85.00
111,0,02245,Grant Waite,+.497,195,+97.00
115,0,06522,Ernie Els,+.500,106,+53.00
115,0,07457,Steve Flesch,+.500,200,+100.00
115,0,01457,Jay Haas,+.500,142,+71.00
