RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
58,0,23621,Rory Sabbatini,70.26,1897,27
60,0,24494,Erik Compton,70.27,1827,26
61,0,34099,Harris English,70.29,2460,35
61,0,31416,Derek Fathauer,70.29,1195,17
61,0,23800,Bryce Molder,70.29,2179,31
61,0,26329,Louis Oosthuizen,70.29,1195,17
61,0,33418,Shawn Stefani,70.29,2460,35
66,0,29725,Tony Finau,70.30,2320,33
67,0,25834,Daniel Summerhays,70.31,2461,35
68,0,24357,K.J. Choi,70.32,1547,22
69,0,26851,Marc Leishman,70.33,1477,21
69,0,29221,Webb Simpson,70.33,1899,27
71,0,40058,Zac Blair,70.34,2673,38
72,0,21753,Brian Davis,70.36,1759,25
73,0,36801,Mark Hubbard,70.38,1478,21
73,0,30927,Brendon Todd,70.38,2393,34
75,0,25720,Chad Collins,70.43,1479,21
75,0,23983,Luke Donald,70.43,1479,21
75,0,32640,Troy Merritt,70.43,1620,23
75,0,33486,Roger Sloan,70.43,493,7
79,0,24502,Adam Scott,70.44,634,9
80,0,20229,Stewart Cink,70.45,1550,22
81,0,37273,Derek Ernst,70.46,1832,26
81,0,30944,Jason Kokrak,70.46,1832,26
83,0,29478,Kevin Kisner,70.47,2396,34
83,0,24140,Sean O'Hair,70.47,1339,19
85,0,34264,Hudson Swafford,70.48,1621,23
85,0,25349,Tim Wilkinson,70.48,1621,23
87,0,22371,Aaron Baddeley,70.50,2115,30
87,0,22405,Justin Rose,70.50,705,10
89,0,33667,Carlos Ortiz,70.53,2116,30
90,0,24138,Ian Poulter,70.57,988,14
90,0,34431,Robert Streb,70.57,2470,35
92,0,29479,Scott Brown,70.58,2188,31
92,0,29420,Billy Horschel,70.58,1694,24
94,0,29222,Billy Hurley III,70.60,1765,25
95,0,32448,James Hahn,70.61,2330,33
95,0,25818,Scott Piercy,70.61,2330,33
97,0,21209,Sergio Garcia,70.63,565,8
97,0,33122,Russell Knox,70.63,1907,27
99,0,23548,Bill Lunde,70.64,989,14
100,0,23320,Ryan Palmer,70.66,2049,29
101,0,23638,Brendon de Jonge,70.67,2544,36
101,0,33413,Ben Martin,70.67,2332,33
103,0,27064,Jhonattan Vegas,70.68,1555,22
104,0,20104,Ken Duke,70.69,2757,39
104,0,28500,Martin Flores,70.69,1838,26
104,0,34409,David Lingmerth,70.69,1838,26
107,0,33399,Adam Hadwin,70.70,2121,30
107,0,25345,Carl Pettersson,70.70,2616,37
109,0,20396,Lee Westwood,70.71,1485,21
110,0,34261,Scott Langley,70.72,2263,32
111,0,27214,Kevin Streelman,70.73,2617,37
112,0,20472,Alex Cejka,70.74,2193,31
113,0,20645,John Senden,70.75,2264,32
114,0,24781,Hunter Mahan,70.76,2335,33
115,0,24846,Ricky Barnes,70.78,1274,18
115,0,22892,Jason Gore,70.78,1628,23
117,0,25686,Jason Dufner,70.81,1841,26
118,0,30946,Alex Prugh,70.83,2125,30
118,0,25892,Steve Wheatcroft,70.83,1700,24
120,0,35539,Luke Guthrie,70.85,1842,26
120,0,02206,David Toms,70.85,921,13
122,0,27644,Brian Harman,70.86,1984,28
123,0,26758,David Hearn,70.88,2339,33
124,0,34174,John Huh,70.91,3049,43
124,0,35451,Scott Pinckney,70.91,1631,23
126,0,25191,Gonzalo Fernandez-Castaño,70.95,1348,19
127,0,20157,Retief Goosen,70.96,1845,26
128,0,32102,Rickie Fowler,71.00,994,14
128,0,25900,Lucas Glover,71.00,2201,31
128,0,10860,Justin Leonard,71.00,1207,17
128,0,29223,Sam Saunders,71.00,1633,23
132,0,31560,Brian Stuard,71.03,2202,31
133,0,29535,Brice Garnett,71.04,1847,26
133,0,33461,Morgan Hoffmann,71.04,1776,25
133,0,32150,Michael Thompson,71.04,1918,27
133,0,23623,Bo Van Pelt,71.04,1634,23
133,0,25632,Jimmy Walker,71.04,1705,24
138,0,26596,Ryan Moore,71.07,2061,29
139,0,01706,Davis Love III,71.08,853,12
140,0,01810,Phil Mickelson,71.09,1564,22
141,0,25493,Nick Taylor,71.10,2133,30
142,0,28679,Fabián Gómez,71.12,1778,25
142,0,06567,Vijay Singh,71.12,2418,34
142,0,31323,Gary Woodland,71.12,2347,33
145,0,24924,Bill Haas,71.13,2205,31
145,0,25562,Andres Romero,71.13,1138,16
147,0,27963,Chris Stroud,71.14,2063,29
147,0,21878,Mark Wilson,71.14,2561,36
149,0,29289,S.Y. Noh,71.15,1850,26
150,0,23353,J.J. Henry,71.19,2207,31
151,0,30852,Ryo Ishikawa,71.22,2279,32
151,0,34130,Sung Joon Park,71.22,1638,23
153,0,32334,Charlie Beljan,71.24,1781,25
154,0,28259,Sangmoon Bae,71.26,2993,42
155,0,20691,Greg Owen,71.29,1212,17
156,0,34256,Andrew Putnam,71.33,1070,15
156,0,26289,Boo Weekley,71.33,1712,24
158,0,27141,J.B. Holmes,71.35,1855,26
158,0,26331,Charl Schwartzel,71.35,1213,17
158,0,33419,Cameron Tringale,71.35,1427,20
161,0,34262,Jon Curran,71.36,1570,22
162,0,28780,Nicholas Thompson,71.38,1713,24
163,0,23541,Ben Crane,71.39,1285,18
164,0,30926,Chris Kirk,71.46,2001,28
165,0,27770,Camilo Villegas,71.47,2287,32
166,0,22046,Geoff Ogilvy,71.55,1574,22
167,0,22293,Heath Slocum,71.58,1360,19
168,0,20593,Greg Chalmers,71.67,1505,21
169,0,39977,Max Homa,71.73,1076,15
170,0,25369,Jamie Donaldson,71.80,1436,20
171,0,34563,Chesson Hadley,71.98,3167,44
172,0,28023,Byron Smith,72.00,1224,17
173,0,31193,Jim Renner,72.06,1225,17
174,0,23048,Eric Axley,72.15,938,13
175,0,20766,Padraig Harrington,72.20,1444,20
176,0,25240,D.A. Points,72.23,2239,31
177,0,20848,Ángel Cabrera,72.26,1373,19
178,0,24358,Robert Garrigus,72.29,1229,17
179,0,06522,Ernie Els,72.31,1157,16
180,0,10885,Robert Allenby,72.50,1305,18
180,0,30736,Oscar Fraustro,72.50,1305,18
182,0,28307,Matt Every,72.52,1958,27
183,0,29425,Andrew Svoboda,72.67,1962,27
184,0,30692,Scott Stallings,72.68,1599,22
