RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,28089,Jason Day,68.19,1841,27
2,0,21528,Henrik Stenson,68.64,1510,22
3,0,34265,Will Wilcox,68.68,1923,28
4,0,30925,Dustin Johnson,69.13,2074,30
5,0,34046,Jordan Spieth,69.18,1937,28
6,0,08075,Jerry Kelly,69.36,2705,39
7,0,24507,Jason Bohn,69.57,3061,44
8,0,23108,Matt Kuchar,69.59,2853,41
9,0,36699,Patrick Rodgers,69.68,1742,25
10,0,24024,Zach Johnson,69.69,2439,35
11,0,32839,Hideki Matsuyama,69.70,2788,40
11,0,25804,Bubba Watson,69.70,1603,23
13,0,29725,Tony Finau,69.71,3555,51
14,0,33141,Keegan Bradley,69.77,3070,44
14,0,33448,Justin Thomas,69.77,3070,44
16,0,29221,Webb Simpson,69.80,2792,40
17,0,29518,Brendan Steele,69.82,3142,45
18,0,25364,Paul Casey,69.83,2793,40
19,0,34360,Patrick Reed,69.84,3143,45
20,0,24490,George McNeill,69.86,3074,44
20,0,25396,Kevin Na,69.86,3004,43
22,0,30711,Colt Knost,69.89,3215,46
22,0,36689,Brooks Koepka,69.89,2586,37
22,0,23621,Rory Sabbatini,69.89,2586,37
25,0,31557,Jim Herman,69.91,3146,45
25,0,26476,Chez Reavie,69.91,2237,32
27,0,26300,Matt Jones,69.93,2797,40
27,0,34431,Robert Streb,69.93,3776,54
29,0,33418,Shawn Stefani,69.94,3357,48
30,0,24361,Pat Perez,69.96,3638,52
31,0,24925,Jonathan Byrd,69.97,2239,32
32,0,32366,Kevin Chappell,69.98,3149,45
32,0,25834,Daniel Summerhays,69.98,3639,52
34,0,12716,Charley Hoffman,70.00,3220,46
35,0,25892,Steve Wheatcroft,70.03,2801,40
36,0,12510,Chad Campbell,70.04,3152,45
36,0,21961,Charles Howell III,70.04,3922,56
38,0,31202,William McGirt,70.05,4133,59
39,0,25274,Steven Bowditch,70.06,3783,54
40,0,10809,Jim Furyk,70.08,1822,26
41,0,34099,Harris English,70.11,3786,54
42,0,29720,Andres Gonzales,70.12,2875,41
42,0,28475,Jeff Overton,70.12,3436,49
44,0,27649,Brandt Snedeker,70.13,3296,47
45,0,40026,Daniel Berger,70.14,3016,43
45,0,33413,Ben Martin,70.14,3016,43
47,0,22056,Cameron Percy,70.15,2315,33
48,0,20771,Steven Alker,70.19,2246,32
48,0,36801,Mark Hubbard,70.19,2597,37
50,0,34098,Russell Henley,70.23,3090,44
50,0,34264,Hudson Swafford,70.23,3090,44
52,0,27466,Spencer Levin,70.24,3231,46
53,0,40058,Zac Blair,70.25,3864,55
53,0,24494,Erik Compton,70.25,3091,44
53,0,27095,Nick Watney,70.25,3091,44
56,0,27895,Jonas Blixt,70.26,2459,35
56,0,20229,Stewart Cink,70.26,2670,38
56,0,29926,Danny Lee,70.26,4075,58
56,0,28486,Michael Putnam,70.26,3232,46
56,0,25632,Jimmy Walker,70.26,3232,46
61,0,26851,Marc Leishman,70.27,2600,37
62,0,33122,Russell Knox,70.28,3233,46
63,0,27436,Graham DeLaet,70.29,2390,34
63,0,27644,Brian Harman,70.29,2952,42
65,0,30927,Brendon Todd,70.30,3234,46
66,0,25198,Francesco Molinari,70.31,2039,29
66,0,35541,John Peterson,70.31,3445,49
68,0,32448,James Hahn,70.33,3657,52
68,0,29222,Billy Hurley III,70.33,3165,45
70,0,25720,Chad Collins,70.34,3095,44
71,0,26951,Johnson Wagner,70.37,2463,35
72,0,28500,Martin Flores,70.38,3378,48
73,0,27933,John Merrick,70.39,2534,36
74,0,29478,Kevin Kisner,70.40,3661,52
74,0,23800,Bryce Molder,70.40,3168,45
76,0,25686,Jason Dufner,70.42,2676,38
77,0,27141,J.B. Holmes,70.43,2817,40
78,0,29476,Kyle Reifers,70.44,3804,54
79,0,34409,David Lingmerth,70.47,2678,38
79,0,33667,Carlos Ortiz,70.47,3453,49
81,0,23638,Brendon de Jonge,70.51,3737,53
81,0,29420,Billy Horschel,70.51,3455,49
81,0,37454,Whee Kim,70.51,2468,35
81,0,24140,Sean O'Hair,70.51,2891,41
