RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
85,0,22405,Justin Rose,70.52,1763,25
86,0,27936,Martin Laird,70.54,2892,41
87,0,35532,Tom Hoge,70.55,3104,44
87,0,34261,Scott Langley,70.55,3457,49
87,0,35451,Scott Pinckney,70.55,3104,44
90,0,30944,Jason Kokrak,70.57,3317,47
90,0,26289,Boo Weekley,70.57,2470,35
92,0,30946,Alex Prugh,70.61,3107,44
93,0,23320,Ryan Palmer,70.63,2684,38
94,0,22371,Aaron Baddeley,70.64,2967,42
94,0,29479,Scott Brown,70.64,3320,47
94,0,26329,Louis Oosthuizen,70.64,1978,28
97,0,21878,Mark Wilson,70.65,3391,48
98,0,20472,Alex Cejka,70.66,3321,47
99,0,37273,Derek Ernst,70.67,2544,36
100,0,32102,Rickie Fowler,70.69,2262,32
100,0,02206,David Toms,70.69,2050,29
102,0,22892,Jason Gore,70.70,2616,37
102,0,34174,John Huh,70.70,4525,64
102,0,27214,Kevin Streelman,70.70,3535,50
105,0,24502,Adam Scott,70.71,1485,21
106,0,24357,K.J. Choi,70.75,2547,36
106,0,20396,Lee Westwood,70.75,1981,28
108,0,34262,Jon Curran,70.76,2689,38
108,0,26596,Ryan Moore,70.76,2406,34
108,0,06567,Vijay Singh,70.76,2972,42
111,0,33399,Adam Hadwin,70.80,3469,49
112,0,26758,David Hearn,70.81,3682,52
112,0,28132,Tyrone Van Aswegen,70.81,1912,27
114,0,35545,Blayne Barber,70.84,2621,37
114,0,23983,Luke Donald,70.84,2621,37
114,0,24781,Hunter Mahan,70.84,3471,49
117,0,32200,Roberto Castro,70.85,1913,27
117,0,25818,Scott Piercy,70.85,3259,46
119,0,23548,Bill Lunde,70.88,1843,26
119,0,25493,Nick Taylor,70.88,3473,49
121,0,21209,Sergio Garcia,70.91,1560,22
122,0,31416,Derek Fathauer,70.92,2553,36
122,0,01810,Phil Mickelson,70.92,2624,37
124,0,25345,Carl Pettersson,70.93,4043,57
125,0,23541,Ben Crane,70.94,2270,32
126,0,25900,Lucas Glover,70.95,2767,39
127,0,01706,Davis Love III,70.96,1987,28
127,0,27064,Jhonattan Vegas,70.96,3264,46
129,0,29535,Brice Garnett,70.98,2839,40
130,0,24924,Bill Haas,71.00,3124,44
130,0,33461,Morgan Hoffmann,71.00,3266,46
130,0,24138,Ian Poulter,71.00,1917,27
130,0,29223,Sam Saunders,71.00,2840,40
130,0,31560,Brian Stuard,71.00,3692,52
130,0,25349,Tim Wilkinson,71.00,2840,40
136,0,20645,John Senden,71.02,2912,41
136,0,32150,Michael Thompson,71.02,3125,44
138,0,25191,Gonzalo Fernandez-Castaño,71.03,2628,37
138,0,29289,S.Y. Noh,71.03,2415,34
140,0,21753,Brian Davis,71.04,3410,48
141,0,28780,Nicholas Thompson,71.05,3126,44
141,0,31323,Gary Woodland,71.05,2842,40
143,0,20691,Greg Owen,71.07,2061,29
143,0,27963,Chris Stroud,71.07,3198,45
145,0,23353,J.J. Henry,71.10,3413,48
146,0,35539,Luke Guthrie,71.11,3129,44
147,0,20104,Ken Duke,71.12,3698,52
147,0,30852,Ryo Ishikawa,71.12,3485,49
149,0,23623,Bo Van Pelt,71.14,2988,42
150,0,28259,Sangmoon Bae,71.15,3842,54
150,0,28679,Fabián Gómez,71.15,3273,46
152,0,24846,Ricky Barnes,71.17,2491,35
153,0,30926,Chris Kirk,71.19,2563,36
153,0,26331,Charl Schwartzel,71.19,1922,27
155,0,27770,Camilo Villegas,71.20,3275,46
156,0,25562,Andres Romero,71.24,2422,34
157,0,20157,Retief Goosen,71.26,2708,38
158,0,34358,Jonathan Randolph,71.29,2210,31
159,0,10860,Justin Leonard,71.33,2140,30
159,0,34130,Sung Joon Park,71.33,2996,42
161,0,28023,Byron Smith,71.34,2069,29
162,0,33486,Roger Sloan,71.36,1784,25
163,0,23048,Eric Axley,71.39,2213,31
164,0,20593,Greg Chalmers,71.43,2143,30
165,0,32640,Troy Merritt,71.48,3002,42
166,0,30692,Scott Stallings,71.52,2217,31
167,0,22046,Geoff Ogilvy,71.54,2003,28
168,0,20848,Ángel Cabrera,71.55,2075,29
169,0,06522,Ernie Els,71.57,2147,30
170,0,33419,Cameron Tringale,71.58,3221,45
171,0,39977,Max Homa,71.59,2649,37
172,0,25369,Jamie Donaldson,71.63,1934,27
173,0,24358,Robert Garrigus,71.79,2369,33
174,0,34563,Chesson Hadley,71.84,4382,61
175,0,32334,Charlie Beljan,72.00,2664,37
175,0,34256,Andrew Putnam,72.00,2232,31
175,0,22293,Heath Slocum,72.00,2232,31
178,0,31193,Jim Renner,72.03,2449,34
179,0,25240,D.A. Points,72.05,2882,40
180,0,30736,Oscar Fraustro,72.14,2020,28
181,0,29425,Andrew Svoboda,72.23,2889,40
182,0,20766,Padraig Harrington,72.42,2245,31
183,0,10885,Robert Allenby,72.62,2469,34
184,0,28307,Matt Every,72.74,3055,42
