RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,01249,John Daly,149.6,856529000,159
2,0,27613,David Lutterus,149.7,1018334000,189
3,0,06515,Shaun Micheel,151.5,791034000,145
4,0,27936,Martin Laird,152.5,1273980000,232
4,0,26882,Michael Sim,152.5,707996000,129
6,0,20070,Matt Bettencourt,153.1,1240104000,225
7,0,25892,Steve Wheatcroft,153.3,1103644000,200
8,0,27330,Josh Teater,153.4,1485545000,269
9,0,26300,Matt Jones,153.6,1194781000,216
9,0,24138,Ian Poulter,153.6,514175000,93
11,0,27141,J.B. Holmes,154.2,1343241000,242
11,0,25804,Bubba Watson,154.2,1076889000,194
13,0,23541,Ben Crane,154.6,1012715000,182
14,0,01945,Kenny Perry,154.8,802506000,144
15,0,08537,J.P. Hayes,154.9,1159745000,208
15,0,23623,Bo Van Pelt,154.9,1159959000,208
17,0,27060,John Mallinger,155.0,1004560000,180
18,0,20850,Daniel Chopra,155.1,1222458000,219
19,0,24361,Pat Perez,155.5,1175782000,210
20,0,20572,Rod Pampling,155.8,1144520000,204
21,0,23613,Rich Barcelo,156.0,1072918000,191
21,0,28089,Jason Day,156.0,1117686000,199
21,0,33419,Cameron Tringale,156.0,735622000,131
24,0,22371,Aaron Baddeley,156.1,1388273000,247
24,0,02206,David Toms,156.1,938178000,167
26,0,23788,D.J. Trahan,156.2,1315620000,234
27,0,06514,Kevin Johnson,156.4,1075145000,191
27,0,26851,Marc Leishman,156.4,1132063000,201
29,0,23548,Bill Lunde,156.6,1178608000,209
29,0,28237,Rory McIlroy,156.6,648419000,115
31,0,23320,Ryan Palmer,156.7,1156295000,205
31,0,23322,Brett Wetterich,156.7,817990000,145
33,0,27466,Spencer Levin,156.8,1417241000,251
33,0,26392,Chris Wilson,156.8,1078094000,191
35,0,23638,Brendon de Jonge,157.0,1327815000,235
35,0,08725,Tom Gillis,157.0,1520855000,269
35,0,26287,Roland Thatcher,157.0,1158417000,205
38,0,30925,Dustin Johnson,157.1,1086100000,192
39,0,28307,Matt Every,157.3,922942000,163
40,0,26695,Michael Letzig,157.4,1376699000,243
41,0,28087,Kris Blanks,157.6,1253769000,221
42,0,07457,Steve Flesch,157.7,1231625000,217
42,0,22405,Justin Rose,157.7,993780000,175
42,0,20645,John Senden,157.7,1192197000,210
45,0,28500,Martin Flores,158.0,1268112000,223
46,0,24925,Jonathan Byrd,158.2,1190390000,209
47,0,20848,Ángel Cabrera,158.5,872753000,153
47,0,25364,Paul Casey,158.5,582079000,102
49,0,31560,Brian Stuard,158.6,1261928000,221
50,0,32617,Jerod Turner,158.7,942442000,165
51,0,29910,Blake Adams,158.8,1320199000,231
51,0,01116,Michael Bradley,158.8,1045959000,183
53,0,21959,Ted Purdy,158.9,1527443000,267
53,0,26289,Boo Weekley,158.9,1104110000,193
55,0,09011,David Duval,159.0,921662000,161
55,0,30946,Alex Prugh,159.0,1356503000,237
55,0,20686,Jeev Milkha Singh,159.0,789793000,138
58,0,22946,Henrik Bjornstad,159.1,1139444000,199
58,0,25190,Jeff Quinney,159.1,1328647000,232
60,0,22046,Geoff Ogilvy,159.2,779311000,136
61,0,23673,Michael Connell,159.3,1290182000,225
61,0,20691,Greg Owen,159.3,1164241000,203
63,0,27302,Garth Mulroy,159.4,762990000,133
64,0,26881,Jarrod Lyle,159.8,782615000,136
64,0,26596,Ryan Moore,159.8,857167000,149
66,0,23325,Vaughn Taylor,159.9,1306535000,227
66,0,12755,Vance Veazey,159.9,1087690000,189
68,0,27933,John Merrick,160.1,1435249000,249
68,0,28475,Jeff Overton,160.1,1181544000,205
68,0,25345,Carl Pettersson,160.1,1256440000,218
71,0,32640,Troy Merritt,160.3,1436917000,249
72,0,23621,Rory Sabbatini,160.4,1137238000,197
73,0,21961,Charles Howell III,160.5,1097487000,190
74,0,10425,Jay Williamson,160.6,982817000,170
75,0,23409,James Driscoll,160.7,1174512000,203
75,0,01706,Davis Love III,160.7,1110978000,192
77,0,21350,Ryuji Imada,160.8,1284894000,222
77,0,20663,Brenden Pappas,160.8,972635000,168
77,0,08375,Paul Stankowski,160.8,833686000,144
80,0,06522,Ernie Els,160.9,816766000,141
80,0,22293,Heath Slocum,160.9,1019614000,176
82,0,12705,Cliff Kresge,161.0,765035000,132
82,0,10585,Scott McCarron,161.0,1315641000,227
82,0,27214,Kevin Streelman,161.0,1373289000,237
85,0,24227,Justin Bolli,161.1,887113000,153
86,0,21209,Sergio Garcia,161.2,580335000,100
86,0,27797,Derek Lamely,161.2,1253586000,216
88,0,20378,Mathias Grönberg,161.3,876795000,151
88,0,24663,Y.E. Yang,161.3,946735000,163
90,0,25900,Lucas Glover,161.4,976366000,168
90,0,24912,Will MacKenzie,161.4,1045828000,180
90,0,24490,George McNeill,161.4,1301456000,224
93,0,12652,Cameron Beckman,161.5,1017146000,175
93,0,22122,Andrew McLardy,161.5,808188000,139
93,0,21949,Joe Ogilvie,161.5,1558446000,268
93,0,26951,Johnson Wagner,161.5,1301935000,224
97,0,32102,Rickie Fowler,161.6,1238966000,213
97,0,06527,Steve Stricker,161.6,645642000,111
97,0,23349,Charles Warren,161.6,931091000,160
100,0,20593,Greg Chalmers,161.7,1245361000,214
100,0,23718,Nathan Green,161.7,1373988000,236
100,0,20766,Padraig Harrington,161.7,611161000,105
103,0,24140,Sean O'Hair,161.8,955068000,164
103,0,07749,Brett Quigley,161.8,1403658000,241
105,0,07867,Woody Austin,161.9,1380932000,237
105,0,24502,Adam Scott,161.9,909251000,156
105,0,08385,Omar Uresti,161.9,944350000,162
108,0,11123,Chris Couch,162.1,1027041000,176
109,0,01329,Brad Faxon,162.2,1191420000,204
109,0,25818,Scott Piercy,162.2,1430753000,245
111,0,01810,Phil Mickelson,162.3,940747000,161
112,0,23983,Luke Donald,162.5,660901000,113
112,0,01707,Steve Lowery,162.5,1193587000,204
112,0,01724,Jeff Maggert,162.5,1181769000,202
112,0,27120,Troy Matteson,162.5,1228231000,210
112,0,01766,Billy Mayfair,162.5,1217084000,208
112,0,06567,Vijay Singh,162.5,947520000,162
118,0,20229,Stewart Cink,162.6,989142000,169
118,0,27436,Graham DeLaet,162.6,1194127000,204
118,0,21731,Freddie Jacobson,162.6,1141167000,195
121,0,06621,Joe Durant,162.7,849355000,145
122,0,24357,K.J. Choi,162.8,890917000,152
122,0,23135,Tim Clark,162.8,931777000,159
122,0,06251,Chris DiMarco,162.8,1166344000,199
122,0,19846,Brian Gay,162.8,1090136000,186
122,0,08075,Jerry Kelly,162.8,1289088000,220
127,0,24358,Robert Garrigus,162.9,1160948000,198
127,0,20105,Jeff Gove,162.9,914632000,156
129,0,23353,J.J. Henry,163.0,1126605000,192
