RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,1,24138,Ian Poulter,7.7
2,-1,29221,Webb Simpson,7.6
3,0,47959,Bryson DeChambeau,7.1
4,0,40098,Matt Fitzpatrick,7.0
5,0,30911,Tommy Fleetwood,6.9
5,0,31323,Gary Woodland,6.9
7,1,34363,Tyrrell Hatton,6.8
7,0,34360,Patrick Reed,6.8
9,-1,47993,Denny McCarthy,6.6
9,2,48081,Xander Schauffele,6.6
9,-1,24502,Adam Scott,6.6
12,3,30925,Dustin Johnson,6.5
13,-1,46442,Maverick McNealy,6.4
13,-1,47128,Richy Werenski,6.4
15,0,40026,Daniel Berger,6.3
15,2,46970,Jon Rahm,6.3
17,-5,46046,Scottie Scheffler,6.2
17,0,30927,Brendon Todd,6.2
19,0,35450,Patrick Cantlay,6.1
19,0,46717,Viktor Hovland,6.1
19,10,29478,Kevin Kisner,6.1
19,0,26329,Louis Oosthuizen,6.1
19,10,33448,Justin Thomas,6.1
24,-1,49771,J.T. Poston,6.0
24,-1,34046,Jordan Spieth,6.0
26,3,35310,Lanto Griffin,5.9
26,-1,33399,Adam Hadwin,5.9
26,-1,36801,Mark Hubbard,5.9
26,-1,53165,Doc Redman,5.9
26,-1,36699,Patrick Rodgers,5.9
31,2,29725,Tony Finau,5.8
31,-2,28237,Rory McIlroy,5.8
31,2,50525,Collin Morikawa,5.8
34,-1,34255,Joseph Bramlett,5.7
34,5,34099,Harris English,5.7
34,28,35506,Mackenzie Hughes,5.7
34,-1,39971,Sungjae Im,5.7
34,-1,24024,Zach Johnson,5.7
34,-1,23108,Matt Kuchar,5.7
40,-1,48045,Michael Gellerman,5.6
40,-1,32640,Troy Merritt,5.6
40,-1,25396,Kevin Na,5.6
43,1,32366,Kevin Chappell,5.5
43,1,32618,Rhein Gibson,5.5
43,6,29420,Billy Horschel,5.5
43,1,37455,Si Woo Kim,5.5
43,1,29518,Brendan Steele,5.5
43,1,29484,Peter Uihlein,5.5
49,4,45526,Abraham Ancer,5.4
49,-10,52372,Cameron Champ,5.4
49,0,46435,Austin Cook,5.4
49,0,34076,Joel Dahmen,5.4
49,0,27644,Brian Harman,5.4
49,4,26851,Marc Leishman,5.4
55,-2,35449,Adam Long,5.3
55,17,32839,Hideki Matsuyama,5.3
55,-2,48887,Matt Wallace,5.3
55,-2,25804,Bubba Watson,5.3
59,-1,10809,Jim Furyk,5.2
59,-1,46402,Talor Gooch,5.2
59,-1,33597,Harry Higgs,5.2
59,-1,39546,Keith Mitchell,5.2
59,13,35891,Cameron Smith,5.2
64,-2,28089,Jason Day,5.1
64,-2,32102,Rickie Fowler,5.1
64,-2,29970,Dylan Frittelli,5.1
64,-2,34563,Chesson Hadley,5.1
64,-2,35461,Beau Hossler,5.1
64,-2,33204,Shane Lowry,5.1
64,8,45486,Joaquin Niemann,5.1
64,-2,23320,Ryan Palmer,5.1
64,-2,56278,Matthew Wolff,5.1
73,-1,26499,Rafa Cabrera Bello,5.0
73,-1,27554,Scott Harrington,5.0
73,-1,21961,Charles Howell III,5.0
73,-1,24361,Pat Perez,5.0
73,-1,27649,Brandt Snedeker,5.0
73,-1,31560,Brian Stuard,5.0
79,2,34098,Russell Henley,4.9
79,2,32757,Patton Kizzire,4.9
79,2,36689,Brooks Koepka,4.9
79,2,29926,Danny Lee,4.9
79,2,33667,Carlos Ortiz,4.9
79,2,47347,Adam Schenk,4.9
79,2,39324,J.J. Spaun,4.9
79,2,27095,Nick Watney,4.9
79,2,32139,Danny Willett,4.9
88,2,33948,Byeong Hun An,4.8
88,2,56762,Will Gordon,4.8
88,2,26300,Matt Jones,4.8
88,2,27129,Luke List,4.8
88,11,48822,Sebastián Muñoz,4.8
88,2,27349,Alex Noren,4.8
88,2,22405,Justin Rose,4.8
88,2,35658,Kris Ventura,4.8
96,3,47504,Sam Burns,4.7
96,3,45157,Cam Davis,4.7
96,3,45609,Tyler Duncan,4.7
96,3,28679,Fabián Gómez,4.7
96,3,32254,Xinjun Zhang,4.7
101,4,40009,Dominic Bozzelli,4.6
101,4,20229,Stewart Cink,4.6
101,4,39997,Corey Conners,4.6
101,4,46550,Brandon Hagy,4.6
101,4,12716,Charley Hoffman,4.6
101,4,26596,Ryan Moore,4.6
101,4,25818,Scott Piercy,4.6
101,4,34256,Andrew Putnam,4.6
101,4,46441,Robby Shelton,4.6
101,4,23325,Vaughn Taylor,4.6
111,4,33120,Mark Anderson,4.5
111,4,29268,Bronson Burgoon,4.5
111,4,27974,Sung Kang,4.5
111,4,30692,Scott Stallings,4.5
111,4,49960,Sepp Straka,4.5
116,4,33141,Keegan Bradley,4.4
116,4,25364,Paul Casey,4.4
116,4,33490,Bo Hoag,4.4
116,4,39977,Max Homa,4.4
116,4,28775,Nate Lashley,4.4
116,4,30163,Henrik Norlander,4.4
116,4,26476,Chez Reavie,4.4
116,4,23621,Rory Sabbatini,4.4
116,4,27214,Kevin Streelman,4.4
116,4,25493,Nick Taylor,4.4
116,4,33419,Cameron Tringale,4.4
127,4,34021,Bud Cauley,4.3
127,4,51766,Wyndham Clark,4.3
127,4,21209,Sergio Garcia,4.3
127,4,29535,Brice Garnett,4.3
127,4,19846,Brian Gay,4.3
127,4,26758,David Hearn,4.3
127,4,31557,Jim Herman,4.3
127,4,37189,Harold Varner III,4.3
127,4,51894,Vince Whaley,4.3
136,5,35532,Tom Hoge,4.2
136,5,27936,Martin Laird,4.2
136,5,34466,Peter Malnati,4.2
136,5,25572,Graeme McDowell,4.2
136,5,36871,Matthew NeSmith,4.2
136,5,32150,Michael Thompson,4.2
136,5,25349,Tim Wilkinson,4.2
143,5,19803,Ryan Armour,4.1
143,5,30944,Jason Kokrak,4.1
143,5,37275,Sam Ryder,4.1
143,5,39953,Chase Seiffert,4.1
147,6,21407,Arjun Atwal,4.0
147,6,40058,Zac Blair,4.0
147,6,29974,Branden Grace,4.0
147,6,33410,Andrew Landry,4.0
147,6,01810,Phil Mickelson,4.0
147,6,28252,Seamus Power,4.0
