RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,47959,Bryson DeChambeau,67.66,235,159
2,0,49771,J.T. Poston,65.40,237,155
3,0,40098,Matt Fitzpatrick,64.97,177,115
4,0,34256,Andrew Putnam,64.96,137,89
5,1,47993,Denny McCarthy,64.75,244,158
6,1,29268,Bronson Burgoon,64.47,197,127
7,5,25396,Kevin Na,64.31,269,173
8,-3,40026,Daniel Berger,64.26,235,151
9,0,45526,Abraham Ancer,64.25,221,142
10,-2,35506,Mackenzie Hughes,63.64,231,147
10,8,48081,Xander Schauffele,63.64,253,161
12,-2,24138,Ian Poulter,63.13,160,101
13,1,34099,Harris English,62.67,292,183
14,1,26329,Louis Oosthuizen,62.50,176,110
15,1,23108,Matt Kuchar,62.43,181,113
16,1,36699,Patrick Rodgers,62.38,303,189
17,-6,29478,Kevin Kisner,61.97,213,132
18,1,27649,Brandt Snedeker,61.50,200,123
19,1,12716,Charley Hoffman,61.43,223,137
20,1,24502,Adam Scott,61.11,108,66
21,1,35658,Kris Ventura,61.06,113,69
22,1,33399,Adam Hadwin,60.95,210,128
23,1,34360,Patrick Reed,60.70,257,156
24,0,31420,Anirban Lahiri,60.67,89,54
25,1,47504,Sam Burns,60.66,244,148
26,1,32640,Troy Merritt,60.55,218,132
27,1,32102,Rickie Fowler,60.45,177,107
28,1,33419,Cameron Tringale,60.40,202,122
29,1,24024,Zach Johnson,60.19,211,127
30,3,35310,Lanto Griffin,60.18,329,198
31,1,35532,Tom Hoge,60.14,281,169
32,11,48822,Sebastián Muñoz,60.11,361,217
33,0,28775,Nate Lashley,60.00,195,117
33,0,23621,Rory Sabbatini,60.00,205,123
35,1,22371,Aaron Baddeley,59.87,152,91
35,1,46402,Talor Gooch,59.87,299,179
37,1,37275,Sam Ryder,59.83,229,137
38,1,46442,Maverick McNealy,59.75,241,144
39,2,32366,Kevin Chappell,59.68,124,74
40,45,34363,Tyrrell Hatton,59.56,136,81
41,1,36801,Mark Hubbard,59.54,304,181
42,2,46970,Jon Rahm,59.52,210,125
43,2,51766,Wyndham Clark,59.42,207,123
44,2,40058,Zac Blair,59.41,202,120
45,2,34466,Peter Malnati,59.38,192,114
46,2,20229,Stewart Cink,59.36,187,111
46,-6,29221,Webb Simpson,59.36,219,130
48,21,30927,Brendon Todd,59.25,319,189
49,1,48119,Ben Taylor,59.13,115,68
50,1,26596,Ryan Moore,59.12,137,81
51,1,32757,Patton Kizzire,59.06,171,101
52,1,35461,Beau Hossler,59.04,188,111
53,-4,46717,Viktor Hovland,58.96,251,148
53,1,27349,Alex Noren,58.96,173,102
55,1,34021,Bud Cauley,58.78,245,144
55,1,35449,Adam Long,58.78,279,164
57,1,28420,Ryan Brehm,58.73,126,74
58,16,50525,Collin Morikawa,58.72,298,175
59,0,39953,Chase Seiffert,58.71,155,91
60,0,30163,Henrik Norlander,58.65,237,139
61,1,56278,Matthew Wolff,58.63,249,146
