RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,02239,Scott Verplank,16' 4",1620.750,99,-27
2,0,23108,Matt Kuchar,16' 6",1519.167,92,-17
3,0,01810,Phil Mickelson,16' 8",1116.000,67,-22
4,0,23320,Ryan Palmer,16' 10",1938.000,115,-20
5,0,10860,Justin Leonard,17' 1",2035.833,119,-35
6,0,12826,Paul Claxton,17' 2",1029.583,60,-13
6,0,01797,Rocco Mediate,17' 2",1750.833,102,-10
6,0,08385,Omar Uresti,17' 2",1559.667,91,-20
9,0,22378,Trevor Immelman,17' 3",1514.583,88,-17
10,0,20472,Alex Cejka,17' 4",1250.250,72,-13
11,0,20848,Ángel Cabrera,17' 6",858.917,49,-8
11,0,10423,Mike Weir,17' 6",2016.250,115,-22
13,0,24502,Adam Scott,17' 7",737.667,42,-6
14,0,01320,Bob Estes,17' 8",2115.000,120,-20
14,0,20443,Jin Park,17' 8",1945.167,110,+5
16,0,01226,Fred Couples,17' 9",1223.333,69,-9
17,0,07867,Woody Austin,17' 11",2314.417,129,-19
17,0,25364,Paul Casey,17' 11",949.500,53,-12
17,0,02206,David Toms,17' 11",1633.750,91,-19
17,0,24663,Y.E. Yang,17' 11",2360.000,132,-14
21,0,25900,Lucas Glover,18' 0",2210.500,123,-25
21,0,22046,Geoff Ogilvy,18' 0",1222.917,68,-16
23,0,20098,Stuart Appleby,18' 1",1426.833,79,-17
23,0,25720,Chad Collins,18' 1",1413.417,78,-18
23,0,06527,Steve Stricker,18' 1",1193.667,66,-8
26,0,06004,Stephen Ames,18' 3",1804.750,99,-17
26,0,10809,Jim Furyk,18' 3",1859.167,102,-25
26,0,19846,Brian Gay,18' 3",2114.750,116,-11
26,0,20105,Jeff Gove,18' 3",1332.250,73,-6
26,0,24490,George McNeill,18' 3",2757.083,151,-22
31,0,06090,Jim McGovern,18' 4",1487.167,81,-7
32,0,26951,Johnson Wagner,18' 5",1803.917,98,-12
33,0,22806,Doug LaBelle II,18' 6",1461.833,79,-13
34,0,01553,John Huston,18' 7",1356.167,73,-19
34,0,27770,Camilo Villegas,18' 7",1411.667,76,-13
36,0,23614,Rich Beem,18' 8",2221.917,119,-9
36,0,22621,Ben Curtis,18' 8",2108.750,113,-13
36,0,08845,Scott Sterling,18' 8",2485.833,133,-20
39,0,06034,Marco Dawson,18' 9",1591.250,85,-8
39,0,06621,Joe Durant,18' 9",2133.750,114,-10
39,0,09011,David Duval,18' 9",975.167,52,-3
39,0,06522,Ernie Els,18' 9",844.333,45,-2
39,0,23325,Vaughn Taylor,18' 9",2816.083,150,-22
44,0,12652,Cameron Beckman,18' 10",2372.750,126,-16
44,0,07547,Craig Kanada,18' 10",1602.750,85,-21
44,0,27095,Nick Watney,18' 10",2377.667,126,-10
47,0,01388,Robert Gamez,18' 11",2248.833,119,-15
47,0,01766,Billy Mayfair,18' 11",2400.833,127,-23
47,0,10425,Jay Williamson,18' 11",2343.083,124,-22
50,0,10885,Robert Allenby,19' 0",2369.833,125,-20
51,0,23135,Tim Clark,19' 1",1961.583,103,-28
51,0,01313,Steve Elkington,19' 1",1772.917,93,-12
51,0,01928,Corey Pavin,19' 1",1394.250,73,-1
54,0,01142,Bart Bryant,19' 2",1918.167,100,-16
54,0,24781,Hunter Mahan,19' 2",2050.417,107,-16
54,0,27060,John Mallinger,19' 2",2415.083,126,-31
54,0,25349,Tim Wilkinson,19' 2",2013.167,105,-19
58,0,20498,Briny Baird,19' 3",2651.333,138,-16
58,0,23541,Ben Crane,19' 3",1948.333,101,-13
58,0,20157,Retief Goosen,19' 3",1037.750,54,-9
58,0,24361,Pat Perez,19' 3",2214.250,115,-9
62,0,21731,Freddie Jacobson,19' 4",1795.750,93,-20
62,0,24024,Zach Johnson,19' 4",2239.583,116,-19
62,0,24140,Sean O'Hair,19' 4",1835.167,95,-5
62,0,25190,Jeff Quinney,19' 4",1717.750,89,-11
66,0,06197,Michael Allen,19' 5",2345.500,121,-17
66,0,23048,Eric Axley,19' 5",2326.417,120,-12
66,0,07457,Steve Flesch,19' 5",2597.750,134,-11
66,0,06567,Vijay Singh,19' 5",1673.167,86,-12
70,0,24357,K.J. Choi,19' 6",1616.250,83,-6
70,0,08075,Jerry Kelly,19' 6",1734.500,89,-10
70,0,12602,Dean Wilson,19' 6",2829.250,145,-19
73,0,10505,Shane Bertsch,19' 7",2601.333,133,-16
73,0,01724,Jeff Maggert,19' 7",2313.000,118,-7
73,0,22348,Nick O'Hern,19' 7",2052.250,105,-12
73,0,02002,John Riegger,19' 7",2271.000,116,-13
77,0,11032,Frank Lickliter II,19' 8",2847.667,145,-17
77,0,28158,Steve Marino,19' 8",3191.167,162,-19
77,0,28475,Jeff Overton,19' 8",2514.250,128,-15
77,0,20572,Rod Pampling,19' 8",2123.000,108,-11
81,0,01024,Billy Andrade,19' 9",2113.000,107,-10
81,0,24227,Justin Bolli,19' 9",2095.333,106,-8
81,0,21350,Ryuji Imada,19' 9",1443.333,73,-7
81,0,29718,Anthony Kim,19' 9",1893.917,96,-21
85,0,20574,Mathew Goggin,19' 10",2301.500,116,-10
85,0,01473,Todd Hamilton,19' 10",2474.750,125,-23
85,0,06573,Brandt Jobe,19' 10",1328.500,67,-8
