RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,29221,Webb Simpson,68.57,960,14
2,0,26331,Charl Schwartzel,68.80,344,5
3,0,24507,Jason Bohn,68.82,757,11
4,0,33419,Cameron Tringale,68.83,826,12
5,0,22371,Aaron Baddeley,68.86,964,14
5,0,11123,Chris Couch,68.86,482,7
7,0,02206,David Toms,69.00,552,8
8,0,24781,Hunter Mahan,69.14,968,14
9,0,25632,Jimmy Walker,69.20,692,10
10,0,21209,Sergio Garcia,69.22,623,9
11,0,22378,Trevor Immelman,69.25,554,8
12,0,27141,J.B. Holmes,69.29,485,7
13,0,27649,Brandt Snedeker,69.38,555,8
14,0,26289,Boo Weekley,69.44,625,9
15,0,23983,Luke Donald,69.50,695,10
15,0,10809,Jim Furyk,69.50,973,14
15,0,25804,Bubba Watson,69.50,556,8
18,0,20572,Rod Pampling,69.56,626,9
19,0,20593,Greg Chalmers,69.57,974,14
20,0,31323,Gary Woodland,69.58,835,12
21,0,20645,John Senden,69.62,905,13
22,0,28486,Michael Putnam,69.64,766,11
23,0,24358,Robert Garrigus,69.67,836,12
24,0,27095,Nick Watney,69.73,1046,15
25,0,26596,Ryan Moore,69.75,837,12
26,0,21878,Mark Wilson,69.77,907,13
27,0,23541,Ben Crane,69.82,768,11
27,0,06527,Steve Stricker,69.82,768,11
29,0,23108,Matt Kuchar,69.83,838,12
30,0,25900,Lucas Glover,69.86,489,7
30,0,23718,Nathan Green,69.86,978,14
30,0,23548,Bill Lunde,69.86,978,14
33,0,22046,Geoff Ogilvy,69.88,559,8
34,0,24846,Ricky Barnes,69.90,699,10
34,0,28089,Jason Day,69.90,699,10
36,0,27933,John Merrick,69.91,769,11
37,0,27963,Chris Stroud,69.92,839,12
38,0,27466,Spencer Levin,69.93,1049,15
38,0,26679,Kevin Stadler,69.93,1049,15
40,0,25274,Steven Bowditch,70.00,980,14
40,0,33141,Keegan Bradley,70.00,1120,16
40,0,19970,Robert Karlsson,70.00,630,9
40,0,24138,Ian Poulter,70.00,350,5
40,0,23325,Vaughn Taylor,70.00,980,14
45,0,24604,Hunter Haas,70.07,981,14
46,0,21731,Freddie Jacobson,70.08,841,12
46,0,30110,Kyle Stanley,70.08,911,13
48,0,24502,Adam Scott,70.09,771,11
49,0,01577,Lee Janzen,70.10,701,10
50,0,31193,Jim Renner,70.11,631,9
50,0,27064,Jhonattan Vegas,70.11,631,9
52,0,24925,Jonathan Byrd,70.17,842,12
52,0,24924,Bill Haas,70.17,842,12
54,0,12510,Chad Campbell,70.20,1053,15
54,0,27936,Martin Laird,70.20,702,10
56,0,28475,Jeff Overton,70.21,983,14
56,0,23623,Bo Van Pelt,70.21,983,14
58,0,23614,Rich Beem,70.25,562,8
58,0,21961,Charles Howell III,70.25,1124,16
58,0,01766,Billy Mayfair,70.25,843,12
61,0,25345,Carl Pettersson,70.29,1195,17
62,0,24357,K.J. Choi,70.31,914,13
63,0,23673,Michael Connell,70.33,844,12
63,0,24140,Sean O'Hair,70.33,844,12
65,0,23638,Brendon de Jonge,70.38,1126,16
65,0,31202,William McGirt,70.38,1126,16
67,0,22961,David Mathis,70.40,704,10
67,0,22348,Nick O'Hern,70.40,1056,15
69,0,27120,Troy Matteson,70.41,1197,17
70,0,19846,Brian Gay,70.43,986,14
71,0,01706,Davis Love III,70.44,634,9
72,0,21753,Brian Davis,70.47,1198,17
73,0,25686,Jason Dufner,70.50,1128,16
74,0,10860,Justin Leonard,70.55,776,11
75,0,26758,David Hearn,70.56,1129,16
