RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
121,0,27120,Troy Matteson,71.19,3346,47
121,0,06515,Shaun Micheel,71.19,2278,32
124,0,24140,Sean O'Hair,71.21,2421,34
125,0,10885,Robert Allenby,71.23,2493,35
125,0,07457,Steve Flesch,71.23,2778,39
125,0,27974,Sung Kang,71.23,2137,30
128,0,01577,Lee Janzen,71.24,1781,25
128,0,10733,Kent Jones,71.24,2351,33
130,0,23673,Michael Connell,71.25,2565,36
131,0,26881,Jarrod Lyle,71.26,3064,43
132,0,20848,Ángel Cabrera,71.27,1853,26
133,0,20157,Retief Goosen,71.29,1497,21
133,0,08375,Paul Stankowski,71.29,2424,34
135,0,21407,Arjun Atwal,71.30,2852,40
135,0,26300,Matt Jones,71.30,2638,37
137,0,22293,Heath Slocum,71.33,2782,39
137,0,12602,Dean Wilson,71.33,2140,30
139,0,12652,Cameron Beckman,71.35,2212,31
140,0,20472,Alex Cejka,71.36,1784,25
141,0,26420,Richard Johnson,71.37,1927,27
142,0,26851,Marc Leishman,71.38,2855,40
142,0,20436,Garrett Willis,71.38,2641,37
144,0,25818,Scott Piercy,71.42,2714,38
145,0,29718,Anthony Kim,71.44,2286,32
145,0,33413,Ben Martin,71.44,2786,39
147,0,32698,Bobby Gates,71.45,2858,40
147,0,12716,Charley Hoffman,71.45,2858,40
149,0,31401,Zack Miller,71.46,2787,39
149,0,26668,Marc Turnesa,71.46,1715,24
151,0,32366,Kevin Chappell,71.48,3002,42
151,0,29518,Brendan Steele,71.48,3288,46
153,0,25274,Steven Bowditch,71.49,3074,43
154,0,23497,Tag Ridings,71.50,2574,36
155,0,20229,Stewart Cink,71.52,2360,33
156,0,23621,Rory Sabbatini,71.56,2576,36
157,0,23353,J.J. Henry,71.57,3149,44
158,0,20127,Chris Riley,71.58,2362,33
159,0,23320,Ryan Palmer,71.63,3080,43
159,0,25834,Daniel Summerhays,71.63,2507,35
161,0,29478,Kevin Kisner,71.66,2293,32
162,0,21805,Harrison Frazar,71.67,1935,27
163,0,35087,Bio Kim,71.77,2512,35
164,0,34255,Joseph Bramlett,71.80,2154,30
165,0,23718,Nathan Green,71.81,2657,37
166,0,06621,Joe Durant,71.84,2227,31
167,0,29720,Andres Gonzales,71.88,1797,25
168,0,20070,Matt Bettencourt,71.90,2948,41
168,0,09011,David Duval,71.90,2229,31
170,0,30711,Colt Knost,71.92,2661,37
171,0,33911,Nate Smith,71.94,2518,35
172,0,24290,D.J. Brigman,71.96,2015,28
173,0,26287,Roland Thatcher,71.97,2303,32
174,0,24980,Scott Gutschewski,72.00,2160,30
175,0,20098,Stuart Appleby,72.03,2521,35
175,0,32876,Martin Piller,72.03,2377,33
177,0,23409,James Driscoll,72.13,2164,30
177,0,08537,J.P. Hayes,72.13,2164,30
179,0,27797,Derek Lamely,72.17,2093,29
180,0,32640,Troy Merritt,72.19,1949,27
181,0,08725,Tom Gillis,72.29,1518,21
182,0,30946,Alex Prugh,72.46,2536,35
183,0,34072,Will Strickler,72.73,1600,22
184,0,25444,Justin Hicks,72.74,2473,34
185,0,23614,Rich Beem,72.81,1893,26
186,0,01797,Rocco Mediate,72.96,1678,23
