RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,29221,Webb Simpson,69.05,4281,62
2,0,23983,Luke Donald,69.17,2905,42
3,0,23108,Matt Kuchar,69.56,3756,54
4,0,27095,Nick Watney,69.65,3343,48
5,0,06527,Steve Stricker,69.66,3274,47
6,0,22371,Aaron Baddeley,69.69,3136,45
7,0,27141,J.B. Holmes,69.70,1882,27
8,0,28089,Jason Day,69.84,2654,38
9,0,24781,Hunter Mahan,69.85,3283,47
10,0,23800,Bryce Molder,69.93,3147,45
11,0,02206,David Toms,70.05,2802,40
12,0,21961,Charles Howell III,70.06,4484,64
13,0,19970,Robert Karlsson,70.07,2032,29
13,0,27936,Martin Laird,70.07,2943,42
15,0,24502,Adam Scott,70.08,2663,38
16,0,25632,Jimmy Walker,70.11,2594,37
17,0,25345,Carl Pettersson,70.15,3227,46
18,0,24490,George McNeill,70.18,2316,33
19,0,24357,K.J. Choi,70.19,2948,42
20,0,21731,Freddie Jacobson,70.20,3440,49
21,0,25562,Andres Romero,70.21,2668,38
22,0,30750,Tommy Gainey,70.22,3862,55
22,0,24924,Bill Haas,70.22,3581,51
22,0,24024,Zach Johnson,70.22,2598,37
25,0,26679,Kevin Stadler,70.26,2951,42
26,0,08075,Jerry Kelly,70.27,3092,44
27,0,20498,Briny Baird,70.29,1968,28
27,0,11123,Chris Couch,70.29,2460,35
29,0,10809,Jim Furyk,70.35,3588,51
30,0,25686,Jason Dufner,70.40,3027,43
30,0,22913,John Rollins,70.40,2957,42
32,0,01810,Phil Mickelson,70.41,2746,39
33,0,31323,Gary Woodland,70.42,3873,55
34,0,27933,John Merrick,70.45,2677,38
34,0,22046,Geoff Ogilvy,70.45,2184,31
36,0,24925,Jonathan Byrd,70.47,2678,38
36,0,30926,Chris Kirk,70.47,3030,43
38,0,06573,Brandt Jobe,70.48,3524,50
38,0,27466,Spencer Levin,70.48,4299,61
40,0,23548,Bill Lunde,70.49,2890,41
40,0,23623,Bo Van Pelt,70.49,3313,47
42,0,28087,Kris Blanks,70.50,3243,46
42,0,28158,Steve Marino,70.50,2820,40
42,0,28620,Aron Price,70.50,1974,28
42,0,26476,Chez Reavie,70.50,3102,44
46,0,27649,Brandt Snedeker,70.51,3455,49
46,0,30110,Kyle Stanley,70.51,3314,47
48,0,23638,Brendon de Jonge,70.53,3879,55
48,0,26596,Ryan Moore,70.53,2680,38
50,0,20593,Greg Chalmers,70.54,2892,41
50,0,19846,Brian Gay,70.54,3245,46
52,0,26758,David Hearn,70.55,2822,40
52,0,22961,David Mathis,70.55,2822,40
54,0,20766,Padraig Harrington,70.56,1905,27
54,0,22378,Trevor Immelman,70.56,2893,41
56,0,24507,Jason Bohn,70.57,2117,30
57,0,25396,Kevin Na,70.59,2753,39
57,0,21878,Mark Wilson,70.59,3106,44
59,0,28475,Jeff Overton,70.62,2754,39
59,0,20645,John Senden,70.62,3743,53
61,0,24604,Hunter Haas,70.63,3390,48
61,0,27214,Kevin Streelman,70.63,2684,38
63,0,24358,Robert Garrigus,70.64,2755,39
63,0,01766,Billy Mayfair,70.64,2967,42
63,0,22405,Justin Rose,70.64,2331,33
66,0,25804,Bubba Watson,70.65,2614,37
67,0,01116,Michael Bradley,70.66,2261,32
68,0,21350,Ryuji Imada,70.69,2757,39
68,0,30925,Dustin Johnson,70.69,2757,39
70,0,10505,Shane Bertsch,70.72,2263,32
70,0,31193,Jim Renner,70.72,2263,32
72,0,26289,Boo Weekley,70.73,1839,26
73,0,22348,Nick O'Hern,70.74,3537,50
74,0,31202,William McGirt,70.75,3750,53
74,0,25240,D.A. Points,70.75,3113,44
76,0,29910,Blake Adams,70.76,3609,51
76,0,07867,Woody Austin,70.76,1769,25
76,0,32150,Michael Thompson,70.76,2972,42
76,0,27064,Jhonattan Vegas,70.76,2901,41
80,0,23541,Ben Crane,70.79,2407,34
80,0,21209,Sergio Garcia,70.79,2407,34
80,0,28486,Michael Putnam,70.79,1982,28
83,0,24846,Ricky Barnes,70.80,2903,41
84,0,27939,Matt McQuillan,70.82,2408,34
85,0,26331,Charl Schwartzel,70.83,2054,29
85,0,23788,D.J. Trahan,70.83,3258,46
87,0,33419,Cameron Tringale,70.84,3896,55
88,0,33141,Keegan Bradley,70.85,3401,48
89,0,01948,Tim Petrovic,70.86,3047,43
89,0,24663,Y.E. Yang,70.86,2055,29
91,0,06004,Stephen Ames,70.87,2126,30
92,0,06251,Chris DiMarco,70.88,2906,41
92,0,06567,Vijay Singh,70.88,2835,40
94,0,27770,Camilo Villegas,70.89,2552,36
95,0,12782,Tim Herron,70.90,2907,41
95,0,01706,Davis Love III,70.90,2765,39
97,0,21949,Joe Ogilvie,70.91,2482,35
98,0,12510,Chad Campbell,70.93,3192,45
98,0,30692,Scott Stallings,70.93,2908,41
100,0,24138,Ian Poulter,70.96,1703,24
101,0,31557,Jim Herman,70.97,2768,39
101,0,20572,Rod Pampling,70.97,2626,37
103,0,21753,Brian Davis,71.00,3834,54
103,0,25900,Lucas Glover,71.00,2840,40
103,0,24361,Pat Perez,71.00,2272,32
103,0,20160,Charlie Wi,71.00,2698,38
107,0,06522,Ernie Els,71.03,2131,30
108,0,27330,Josh Teater,71.04,3339,47
109,0,26951,Johnson Wagner,71.05,2842,40
110,0,10860,Justin Leonard,71.07,3056,43
111,0,01313,Steve Elkington,71.08,1706,24
112,0,27963,Chris Stroud,71.09,3341,47
112,0,23325,Vaughn Taylor,71.09,3270,46
114,0,25457,Alexandre Rocha,71.10,2062,29
115,0,28679,Fabián Gómez,71.14,3130,44
115,0,25572,Graeme McDowell,71.14,1565,22
117,0,32102,Rickie Fowler,71.15,3273,46
117,0,06643,Paul Goydos,71.15,2846,40
119,0,10585,Scott McCarron,71.16,1779,25
120,0,22621,Ben Curtis,71.17,2135,30
121,0,29420,Billy Horschel,71.19,2563,36
