RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,46046,Scottie Scheffler,37.7,137,363,-0.44
2,0,29221,Webb Simpson,41.2,112,272,+1.61
3,0,34409,David Lingmerth,42.3,116,274,+2.76
4,0,22405,Justin Rose,42.5,119,280,+1.34
5,0,35879,Kelly Kraft,42.9,152,354,+0.72
5,0,48867,Matti Schmid,42.9,120,280,+0.67
7,0,47079,Harrison Endycott,43.0,156,363,+0.96
8,0,47591,Eric Cole,43.1,287,666,+1.22
9,0,40098,Matt Fitzpatrick,43.4,154,355,+0.78
10,0,29420,Billy Horschel,43.6,112,257,+2.59
10,0,47128,Richy Werenski,43.6,177,406,+1.47
12,0,32791,K.H. Lee,44.0,204,464,+1.62
13,0,48887,Matt Wallace,44.2,173,391,+0.81
14,0,34431,Robert Streb,44.6,162,363,+0.43
15,0,31646,Emiliano Grillo,44.9,206,459,+1.12
15,0,30926,Chris Kirk,44.9,185,412,+1.46
17,0,52375,Doug Ghim,45.3,149,329,+1.41
18,0,39954,Cody Gribble,45.4,124,273,+0.89
18,0,58696,Peter Kuest,45.4,88,194,+1.48
20,0,49766,Hank Lebioda,45.6,109,239,+2.11
21,0,28775,Nate Lashley,45.7,202,442,+1.24
21,0,47995,Davis Riley,45.7,190,416,+1.32
23,0,57975,Harry Hall,45.8,208,454,+1.11
24,0,33597,Harry Higgs,46.0,173,376,+0.64
25,0,48081,Xander Schauffele,46.1,159,345,+1.13
26,0,30163,Henrik Norlander,46.3,163,352,+1.04
27,0,34563,Chesson Hadley,46.6,207,444,+1.40
27,0,36326,David Lipsky,46.6,193,414,+1.35
29,0,27644,Brian Harman,46.9,168,358,+0.54
30,0,28420,Ryan Brehm,47.0,220,468,+1.00
31,0,27129,Luke List,47.4,229,483,+0.44
32,0,23108,Matt Kuchar,47.5,190,400,+0.53
33,0,56630,Akshay Bhatia,47.6,141,296,+0.85
33,0,35461,Beau Hossler,47.6,243,511,+0.45
35,0,46435,Austin Cook,47.7,136,285,+1.32
35,0,30927,Brendon Todd,47.7,184,386,+1.36
37,0,40162,Justin Lower,47.9,216,451,+1.16
38,0,48084,Wesley Bryan,48.1,88,183,+0.80
38,0,54783,Dylan Wu,48.1,198,412,+1.36
40,0,34076,Joel Dahmen,48.2,179,371,+2.01
41,0,28089,Jason Day,48.3,159,329,+0.69
41,0,49298,Kramer Hickok,48.3,197,408,+1.07
43,0,30911,Tommy Fleetwood,48.4,152,314,+1.84
43,0,34098,Russell Henley,48.4,138,285,+1.96
43,0,50525,Collin Morikawa,48.4,125,258,+1.68
43,0,35617,Martin Trainer,48.4,119,246,+1.26
47,0,32816,Satoshi Kodaira,48.5,80,165,+1.75
48,0,29289,S.Y. Noh,48.6,141,290,+1.99
49,0,33653,Thomas Detry,48.8,185,379,+0.70
49,0,29725,Tony Finau,48.8,181,371,+0.06
49,0,36799,Stephan Jaeger,48.8,295,604,+0.47
52,0,33204,Shane Lowry,48.9,138,282,+1.01
53,0,39975,Michael Kim,49.0,192,392,+1.15
53,0,36871,Matt NeSmith,49.0,201,410,+1.39
55,0,33399,Adam Hadwin,49.1,196,399,+1.02
55,0,40250,Taylor Pendrith,49.1,245,499,+1.06
57,0,50095,Austin Smotherman,49.4,208,421,+1.68
57,0,39324,J.J. Spaun,49.4,202,409,+1.34
59,0,46601,Trey Mullinax,49.5,209,422,+1.48
60,0,39546,Keith Mitchell,49.6,183,369,+1.20
61,0,46970,Jon Rahm,49.7,174,350,+0.69
62,0,55708,Hayden Buckley,49.8,154,309,+1.36
