RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
62,0,55454,Carl Yuan,49.8,208,418,+0.87
64,0,39067,MJ Daffue,50.0,215,430,+0.51
64,0,25900,Lucas Glover,50.0,177,354,+1.81
64,0,39335,Kevin Roy,50.0,156,312,+1.15
67,0,52955,Ludvig Åberg,50.2,109,217,+1.01
68,0,33141,Keegan Bradley,50.3,183,364,+1.20
69,0,46414,Aaron Rai,50.4,182,361,+1.48
70,0,29535,Brice Garnett,50.5,157,311,+0.89
70,0,40006,Erik van Rooyen,50.5,167,331,+1.62
72,0,20229,Stewart Cink,50.6,209,413,+0.57
72,0,34466,Peter Malnati,50.6,265,524,+1.28
72,0,31202,William McGirt,50.6,88,174,+2.84
75,0,59018,Ryan Gerard,50.8,134,264,+1.42
75,0,47993,Denny McCarthy,50.8,224,441,+0.54
75,0,58967,Trevor Werbylo,50.8,188,370,+0.90
78,0,35901,Paul Haley II,50.9,175,344,+2.34
78,0,27095,Nick Watney,50.9,192,377,+1.72
80,0,56762,Will Gordon,51.0,230,451,+1.61
80,0,24140,Sean O'Hair,51.0,76,149,+2.63
80,0,26476,Chez Reavie,51.0,211,414,+2.09
83,0,25686,Jason Dufner,51.1,205,401,+1.12
83,0,55893,Sam Stevens,51.1,240,470,+0.92
85,0,35449,Adam Long,51.2,198,387,+1.57
86,0,34046,Jordan Spieth,51.4,188,366,+1.17
87,0,54421,Garrick Higgo,51.5,260,505,+1.58
88,0,32333,Kevin Tway,51.6,268,519,+0.26
88,0,57366,Cameron Young,51.6,192,372,+1.46
90,0,45157,Cam Davis,51.7,230,445,+1.22
90,0,51349,Nico Echavarria,51.7,152,294,+2.30
92,0,48699,Callum Tarren,51.8,277,535,+1.16
92,0,33448,Justin Thomas,51.8,203,392,+1.53
92,0,31323,Gary Woodland,51.8,205,396,+1.22
95,0,24024,Zach Johnson,51.9,135,260,+1.70
95,0,53165,Doc Redman,51.9,181,349,+1.49
95,0,46441,Robby Shelton,51.9,248,478,+1.21
98,0,54628,Lee Hodges,52.0,237,456,+1.35
99,0,49453,Trevor Cone,52.1,201,386,+0.95
99,0,51414,Brent Grant,52.1,152,292,+1.84
99,0,48119,Ben Taylor,52.1,295,566,+1.59
102,0,28252,Seamus Power,52.2,190,364,+0.26
103,0,35506,Mackenzie Hughes,52.3,223,426,+0.67
104,0,34099,Harris English,52.4,217,414,+1.15
104,0,50188,S.H. Kim,52.4,293,559,+1.26
104,0,25493,Nick Taylor,52.4,218,416,+1.79
104,0,51634,Sahith Theegala,52.4,285,544,+1.23
108,0,24925,Jonathan Byrd,52.5,106,202,+0.57
109,0,47347,Adam Schenk,52.8,308,583,+0.88
109,0,34610,Matthias Schwab,52.8,233,441,+1.42
111,0,37275,Sam Ryder,53.0,279,526,+0.93
112,0,49960,Sepp Straka,53.1,190,358,+1.84
113,0,36699,Patrick Rodgers,53.2,273,513,+1.68
114,0,32839,Hideki Matsuyama,53.3,201,377,+1.34
115,0,32448,James Hahn,53.4,181,339,+1.60
115,0,58168,Davis Thompson,53.4,256,479,+1.45
117,0,52372,Cameron Champ,53.6,165,308,+1.27
118,0,27214,Kevin Streelman,53.7,252,469,+0.99
119,0,28237,Rory McIlroy,53.8,189,351,+0.74
120,0,39977,Max Homa,54.0,224,415,+0.67
120,0,39971,Sungjae Im,54.0,225,417,+1.29
120,0,32640,Troy Merritt,54.0,183,339,+1.91
123,0,35450,Patrick Cantlay,54.2,154,284,+0.13
123,0,32102,Rickie Fowler,54.2,240,443,+0.92
123,0,45242,Kevin Yu,54.2,129,238,+0.54
126,0,29970,Dylan Frittelli,54.4,221,406,+0.50
127,0,45522,Christiaan Bezuidenhout,54.5,222,407,+1.13
128,0,27554,Scott Harrington,54.6,196,359,+2.24
128,0,47983,Chad Ramey,54.6,253,463,+1.50
130,0,57362,Austin Eckroat,54.7,188,344,+0.90
130,0,46717,Viktor Hovland,54.7,185,338,+1.68
130,0,48117,Kurt Kitayama,54.7,187,342,+1.60
133,0,27974,Sung Kang,54.8,109,199,+1.47
133,0,33413,Ben Martin,54.8,230,420,+0.96
135,0,23320,Ryan Palmer,54.9,179,326,+1.96
136,0,34255,Joseph Bramlett,55.0,231,420,+0.61
137,0,37455,Si Woo Kim,55.1,204,370,+1.91
138,0,33948,Byeong Hun An,55.2,302,547,+1.16
138,0,52513,Carson Young,55.2,198,359,+1.57
140,0,31557,Jim Herman,55.6,158,284,+2.78
140,0,29908,C.T. Pan,55.6,115,207,+0.26
140,0,46340,Alex Smalley,55.6,285,513,+1.12
143,0,51766,Wyndham Clark,55.8,276,495,+0.80
144,0,36724,Augusto Núñez,55.9,193,345,+0.52
145,0,32366,Kevin Chappell,56.1,124,221,+0.48
145,0,32757,Patton Kizzire,56.1,271,483,+1.59
145,0,22056,Cameron Percy,56.1,125,223,E
148,0,54591,Ben Griffin,56.3,301,535,+0.80
148,0,51070,Vincent Norrman,56.3,200,355,+1.10
150,0,39997,Corey Conners,56.5,216,382,+1.39
150,0,26596,Ryan Moore,56.5,152,269,+1.45
152,0,37338,Zecheng Dou,56.6,267,472,+1.80
152,0,35310,Lanto Griffin,56.6,128,226,+2.11
152,0,51890,Greyson Sigg,56.6,267,472,+1.46
155,0,35532,Tom Hoge,56.8,268,472,+1.57
155,0,46442,Maverick McNealy,56.8,171,301,+2.11
157,0,19803,Ryan Armour,57.4,155,270,+1.81
157,0,22371,Aaron Baddeley,57.4,198,345,+1.41
159,0,27963,Chris Stroud,57.5,130,226,+0.92
160,0,33122,Russell Knox,57.6,261,453,+1.84
160,0,49771,J.T. Poston,57.6,257,446,+1.71
160,0,40115,Adam Svensson,57.6,297,516,+1.18
163,0,24502,Adam Scott,57.8,182,315,+0.71
164,0,33408,Tyson Alexander,57.9,263,454,+2.55
165,0,52453,Nicolai Hojgaard,58.0,127,219,+0.47
165,0,30692,Scott Stallings,58.0,224,386,+1.16
165,0,52411,Kyle Westmoreland,58.0,232,400,+1.72
168,0,34363,Tyrrell Hatton,58.3,207,355,+0.58
169,0,45609,Tyler Duncan,58.5,210,359,+1.90
169,0,32662,Michael Gligic,58.5,199,340,+2.61
169,0,34256,Andrew Putnam,58.5,257,439,+1.13
172,0,49947,Taylor Moore,58.6,276,471,+1.41
172,0,25632,Jimmy Walker,58.6,276,471,+0.58
174,0,36801,Mark Hubbard,58.7,274,467,+1.09
175,0,33410,Andrew Landry,58.8,183,311,+2.19
176,0,55789,Taylor Montgomery,58.9,311,528,+1.22
177,0,51997,Andrew Novak,59.0,223,378,+1.30
178,0,32139,Danny Willett,59.3,182,307,+1.70
179,0,40058,Zac Blair,59.5,169,284,+2.43
180,0,27936,Martin Laird,59.6,198,332,+1.72
181,0,27349,Alex Noren,59.8,259,433,+1.04
182,0,39058,Lucas Herbert,60.0,171,285,+1.93
183,0,31560,Brian Stuard,60.6,157,259,+2.10
184,0,47504,Sam Burns,61.0,260,426,+1.58
185,0,50493,Justin Suh,61.1,306,501,+0.98
186,0,55182,Tom Kim,61.3,203,331,+1.53
187,0,47988,Nick Hardy,61.7,317,514,+0.98
188,0,51491,Brandon Matthews,61.8,162,262,+0.99
188,0,52374,Brandon Wu,61.8,270,437,+1.89
190,0,25818,Scott Piercy,63.5,247,389,+1.38
191,0,31577,Tano Goya,64.9,229,353,+0.26
192,0,12716,Charley Hoffman,65.4,231,353,+1.52
193,0,51950,Max McGreevy,66.6,245,368,+2.98
