RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,32816,Satoshi Kodaira,9.92%,59,595,+0.03
2,0,29221,Webb Simpson,10.61%,78,735,+0.10
3,0,34098,Russell Henley,10.70%,109,1019,+0.19
4,0,34409,David Lingmerth,11.03%,90,816,+0.18
5,0,22405,Justin Rose,11.19%,83,742,+0.06
6,0,46046,Scottie Scheffler,11.72%,120,1024,-0.08
7,0,50525,Collin Morikawa,11.76%,102,867,+0.06
8,0,55708,Hayden Buckley,12.03%,109,906,+0.03
9,0,29420,Billy Horschel,12.07%,88,729,+0.17
10,0,37455,Si Woo Kim,12.21%,146,1196,+0.10
11,0,27644,Brian Harman,12.31%,135,1097,-0.02
12,0,35449,Adam Long,12.37%,148,1196,+0.10
13,0,30927,Brendon Todd,12.39%,149,1203,+0.05
14,0,46414,Aaron Rai,12.40%,150,1210,+0.09
15,0,25900,Lucas Glover,12.46%,139,1116,+0.10
16,0,47079,Harrison Endycott,12.77%,120,940,-0.02
17,0,48081,Xander Schauffele,13.00%,111,854,+0.04
18,0,52375,Doug Ghim,13.05%,134,1027,+0.12
19,0,34076,Joel Dahmen,13.07%,132,1010,+0.11
20,0,23108,Matt Kuchar,13.08%,144,1101,-0.01
21,0,31646,Emiliano Grillo,13.09%,159,1215,+0.05
22,0,39546,Keith Mitchell,13.10%,134,1023,+0.09
23,0,56630,Akshay Bhatia,13.15%,106,806,+0.03
24,0,19803,Ryan Armour,13.17%,122,926,+0.07
25,0,30911,Tommy Fleetwood,13.22%,113,855,+0.10
26,0,30926,Chris Kirk,13.26%,140,1056,+0.09
26,0,33204,Shane Lowry,13.26%,103,777,+0.04
28,0,28775,Nate Lashley,13.38%,156,1166,+0.03
29,0,24024,Zach Johnson,13.42%,104,775,+0.06
30,0,30163,Henrik Norlander,13.48%,127,942,+0.03
31,0,47995,Davis Riley,13.60%,142,1044,+0.06
32,0,35879,Kelly Kraft,13.61%,138,1014,+0.04
33,0,46435,Austin Cook,13.71%,106,773,+0.03
34,0,28089,Jason Day,13.80%,122,884,-0.03
35,0,35450,Patrick Cantlay,13.87%,120,865,-0.09
35,0,32791,K.H. Lee,13.87%,158,1139,+0.03
37,0,40098,Matt Fitzpatrick,13.93%,122,876,-0.01
38,0,31202,William McGirt,13.95%,72,516,+0.19
39,0,26596,Ryan Moore,13.98%,125,894,+0.08
40,0,58696,Peter Kuest,14.07%,76,540,+0.03
41,0,36326,David Lipsky,14.08%,158,1122,+0.11
42,0,31557,Jim Herman,14.09%,122,866,+0.24
42,0,47993,Denny McCarthy,14.09%,171,1214,+0.04
44,0,32640,Troy Merritt,14.12%,137,970,+0.09
45,0,52955,Ludvig Åberg,14.22%,89,626,+0.06
46,0,34099,Harris English,14.25%,161,1130,+0.06
46,0,48867,Matti Schmid,14.25%,101,709,-0.01
48,0,29725,Tony Finau,14.27%,143,1002,-0.01
49,0,54783,Dylan Wu,14.35%,156,1087,+0.10
50,0,26476,Chez Reavie,14.36%,171,1191,+0.15
51,0,49298,Kramer Hickok,14.43%,156,1081,+0.03
52,0,33399,Adam Hadwin,14.49%,163,1125,+0.05
53,0,47128,Richy Werenski,14.53%,144,991,+0.10
54,0,36871,Matt NeSmith,14.57%,170,1167,+0.05
55,0,29535,Brice Garnett,14.65%,128,874,+0.02
56,0,49960,Sepp Straka,14.67%,157,1070,+0.08
57,0,33141,Keegan Bradley,14.70%,137,932,+0.10
58,0,39324,J.J. Spaun,14.72%,171,1162,+0.07
59,0,49766,Hank Lebioda,14.78%,85,575,+0.07
60,0,53165,Doc Redman,14.85%,138,929,+0.09
61,0,50095,Austin Smotherman,14.87%,167,1123,+0.07
62,0,35461,Beau Hossler,14.88%,181,1216,-0.04
63,0,47591,Eric Cole,14.92%,224,1501,+0.06
64,0,23320,Ryan Palmer,14.94%,134,897,+0.12
65,0,39954,Cody Gribble,14.97%,103,688,+0.01
66,0,57362,Austin Eckroat,15.07%,149,989,+0.05
67,0,34431,Robert Streb,15.12%,130,860,-0.02
68,0,39971,Sungjae Im,15.14%,180,1189,+0.08
69,0,24140,Sean O'Hair,15.15%,65,429,+0.28
70,0,51349,Nico Echavarria,15.18%,114,751,+0.11
71,0,35901,Paul Haley II,15.25%,145,951,+0.21
72,0,32839,Hideki Matsuyama,15.30%,149,974,+0.10
73,0,32102,Rickie Fowler,15.31%,171,1117,+0.07
74,0,39975,Michael Kim,15.36%,145,944,+0.07
75,0,45522,Christiaan Bezuidenhout,15.39%,169,1098,-0.02
76,0,32448,James Hahn,15.40%,146,948,+0.10
77,0,55182,Tom Kim,15.41%,163,1058,+0.06
78,0,34563,Chesson Hadley,15.46%,166,1074,+0.05
79,0,52513,Carson Young,15.50%,161,1039,+0.08
80,0,33653,Thomas Detry,15.51%,143,922,+0.07
81,0,46717,Viktor Hovland,15.53%,151,972,+0.03
82,0,39997,Corey Conners,15.54%,163,1049,+0.07
83,0,45609,Tyler Duncan,15.55%,171,1100,+0.11
84,0,54628,Lee Hodges,15.57%,192,1233,+0.11
85,0,57366,Cameron Young,15.67%,146,932,+0.10
86,0,28252,Seamus Power,15.71%,142,904,-0.06
87,0,40162,Justin Lower,15.76%,176,1117,+0.05
88,0,48084,Wesley Bryan,15.79%,66,418,-0.03
89,0,24925,Jonathan Byrd,15.88%,81,510,+0.04
89,0,48887,Matt Wallace,15.88%,144,907,+0.04
91,0,36799,Stephan Jaeger,15.93%,235,1475,-0.01
92,0,56762,Will Gordon,16.06%,197,1227,+0.09
93,0,55893,Sam Stevens,16.07%,183,1139,-0.03
94,0,59018,Ryan Gerard,16.14%,108,669,+0.07
95,0,33448,Justin Thomas,16.18%,150,927,+0.03
96,0,40115,Adam Svensson,16.19%,233,1439,+0.09
96,0,45242,Kevin Yu,16.19%,107,661,+0.01
98,0,45157,Cam Davis,16.20%,178,1099,+0.04
99,0,33597,Harry Higgs,16.26%,132,812,+0.02
100,0,54421,Garrick Higgo,16.30%,202,1239,+0.08
101,0,52372,Cameron Champ,16.34%,133,814,+0.04
102,0,34046,Jordan Spieth,16.38%,141,861,+0.04
103,0,29289,S.Y. Noh,16.48%,104,631,+0.07
104,0,34610,Matthias Schwab,16.49%,184,1116,+0.06
105,0,25493,Nick Taylor,16.51%,171,1036,+0.12
106,0,47983,Chad Ramey,16.59%,206,1242,+0.07
107,0,40058,Zac Blair,16.61%,145,873,+0.16
108,0,49771,J.T. Poston,16.64%,198,1190,+0.08
109,0,25686,Jason Dufner,16.65%,159,955,+0.02
109,0,40250,Taylor Pendrith,16.65%,184,1105,+0.04
111,0,27129,Luke List,16.67%,191,1146,-0.03
112,0,35310,Lanto Griffin,16.72%,104,622,+0.14
113,0,39067,MJ Daffue,16.80%,172,1024,-0.03
113,0,46340,Alex Smalley,16.80%,216,1286,+0.03
115,0,46970,Jon Rahm,16.81%,140,833,-0.01
116,0,34363,Tyrrell Hatton,16.90%,155,917,-0.01
117,0,46441,Robby Shelton,16.91%,193,1141,+0.04
117,0,51890,Greyson Sigg,16.91%,209,1236,+0.11
119,0,51414,Brent Grant,16.92%,134,792,+0.10
119,0,34256,Andrew Putnam,16.92%,210,1241,+0.07
121,0,39977,Max Homa,16.93%,181,1069,+0.01
121,0,27936,Martin Laird,16.93%,159,939,+0.06
123,0,29908,C.T. Pan,17.04%,92,540,-0.04
124,0,33122,Russell Knox,17.10%,199,1164,+0.15
125,0,40006,Erik van Rooyen,17.17%,132,769,+0.08
126,0,31323,Gary Woodland,17.18%,173,1007,+0.06
127,0,33410,Andrew Landry,17.20%,151,878,+0.14
128,0,58168,Davis Thompson,17.21%,207,1203,+0.05
129,0,50188,S.H. Kim,17.34%,232,1338,+0.06
130,0,33413,Ben Martin,17.38%,191,1099,+0.05
131,0,57975,Harry Hall,17.43%,175,1004,+0.05
132,0,55454,Carl Yuan,17.46%,165,945,-0.04
133,0,39335,Kevin Roy,17.47%,127,727,+0.09
134,0,20229,Stewart Cink,17.52%,158,902,+0.04
135,0,27214,Kevin Streelman,17.55%,206,1174,E
136,0,22056,Cameron Percy,17.80%,110,618,E
137,0,36801,Mark Hubbard,17.89%,221,1235,+0.06
138,0,35532,Tom Hoge,17.95%,212,1181,+0.10
139,0,47347,Adam Schenk,17.96%,243,1353,+0.05
140,0,49947,Taylor Moore,18.06%,201,1113,+0.06
141,0,32757,Patton Kizzire,18.11%,207,1143,+0.10
142,0,37275,Sam Ryder,18.18%,222,1221,-0.01
143,0,51997,Andrew Novak,18.21%,171,939,+0.07
144,0,58967,Trevor Werbylo,18.32%,146,797,E
144,0,32139,Danny Willett,18.32%,135,737,+0.13
146,0,46601,Trey Mullinax,18.37%,167,909,+0.05
146,0,51070,Vincent Norrman,18.37%,165,898,+0.04
148,0,51634,Sahith Theegala,18.40%,218,1185,+0.01
149,0,50493,Justin Suh,18.42%,247,1341,+0.03
150,0,52374,Brandon Wu,18.58%,218,1173,+0.09
151,0,51766,Wyndham Clark,18.62%,216,1160,E
152,0,35506,Mackenzie Hughes,18.67%,182,975,-0.01
153,0,27554,Scott Harrington,18.93%,148,782,+0.14
153,0,31560,Brian Stuard,18.93%,131,692,+0.17
155,0,27349,Alex Noren,18.94%,190,1003,+0.03
156,0,22371,Aaron Baddeley,18.95%,155,818,+0.06
156,0,46442,Maverick McNealy,18.95%,126,665,+0.13
158,0,28420,Ryan Brehm,19.06%,175,918,+0.02
159,0,28237,Rory McIlroy,19.25%,154,800,E
160,0,48117,Kurt Kitayama,19.26%,146,758,+0.12
161,0,33948,Byeong Hun An,19.40%,234,1206,+0.06
161,0,48699,Callum Tarren,19.40%,219,1129,+0.01
163,0,34466,Peter Malnati,19.43%,204,1050,+0.10
164,0,35617,Martin Trainer,19.50%,102,523,+0.04
165,0,36724,Augusto Núñez,19.52%,154,789,-0.03
166,0,36699,Patrick Rodgers,19.53%,225,1152,+0.09
167,0,30692,Scott Stallings,19.57%,182,930,+0.05
168,0,54591,Ben Griffin,19.72%,242,1227,+0.03
169,0,32366,Kevin Chappell,19.76%,97,491,-0.02
170,0,48119,Ben Taylor,19.88%,229,1152,+0.04
171,0,49453,Trevor Cone,19.93%,171,858,-0.01
171,0,27963,Chris Stroud,19.93%,113,567,+0.06
173,0,24502,Adam Scott,19.94%,144,722,-0.04
174,0,55789,Taylor Montgomery,20.02%,234,1169,+0.09
175,0,25818,Scott Piercy,20.06%,194,967,+0.07
176,0,32333,Kevin Tway,20.13%,220,1093,-0.02
177,0,39058,Lucas Herbert,20.33%,134,659,+0.13
177,0,27095,Nick Watney,20.33%,150,738,+0.10
179,0,34255,Joseph Bramlett,20.67%,190,919,+0.02
180,0,31577,Tano Goya,20.69%,185,894,-0.03
181,0,47988,Nick Hardy,20.80%,255,1226,+0.02
182,0,47504,Sam Burns,20.95%,211,1007,+0.07
183,0,37338,Zecheng Dou,20.99%,220,1048,+0.12
184,0,27974,Sung Kang,21.21%,91,429,+0.08
185,0,33408,Tyson Alexander,21.29%,204,958,+0.16
186,0,25632,Jimmy Walker,21.58%,221,1024,+0.03
187,0,29970,Dylan Frittelli,21.97%,172,783,+0.06
