RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,32816,Satoshi Kodaira,87.34%,759,869
2,0,19803,Ryan Armour,87.00%,1111,1277
3,0,26596,Ryan Moore,86.97%,1008,1159
4,0,52955,Ludvig Åberg,86.53%,604,698
5,0,52375,Doug Ghim,86.43%,1121,1297
6,0,25900,Lucas Glover,86.33%,1206,1397
7,0,32448,James Hahn,85.87%,954,1111
7,0,46414,Aaron Rai,85.87%,1252,1458
9,0,45609,Tyler Duncan,85.84%,1128,1314
10,0,34098,Russell Henley,85.78%,1007,1174
11,0,31577,Tano Goya,85.77%,1073,1251
12,0,56630,Akshay Bhatia,85.73%,1003,1170
13,0,52513,Carson Young,85.72%,1183,1380
14,0,39954,Cody Gribble,85.64%,835,975
15,0,24140,Sean O'Hair,85.62%,619,723
16,0,29535,Brice Garnett,85.51%,1027,1201
17,0,45242,Kevin Yu,85.41%,843,987
18,0,46046,Scottie Scheffler,85.38%,1045,1224
19,0,35879,Kelly Kraft,85.26%,1070,1255
20,0,51414,Brent Grant,85.23%,998,1171
21,0,50525,Collin Morikawa,85.17%,959,1126
22,0,53165,Doc Redman,85.07%,923,1085
23,0,58696,Peter Kuest,85.03%,551,648
24,0,55182,Tom Kim,84.90%,1063,1252
25,0,22056,Cameron Percy,84.89%,792,933
26,0,35449,Adam Long,84.85%,1333,1571
27,0,39324,J.J. Spaun,84.83%,1208,1424
28,0,57362,Austin Eckroat,84.75%,1145,1351
29,0,55708,Hayden Buckley,84.73%,988,1166
30,0,35450,Patrick Cantlay,84.69%,852,1006
31,0,35310,Lanto Griffin,84.65%,673,795
32,0,27644,Brian Harman,84.57%,1096,1296
33,0,30927,Brendon Todd,84.44%,1232,1459
34,0,23108,Matt Kuchar,84.39%,1076,1275
35,0,49298,Kramer Hickok,84.27%,1141,1354
36,0,33122,Russell Knox,84.25%,1337,1587
36,0,28775,Nate Lashley,84.25%,1257,1492
38,0,34256,Andrew Putnam,84.21%,1291,1533
39,0,36871,Matt NeSmith,84.20%,1156,1373
40,0,56762,Will Gordon,84.14%,1294,1538
41,0,27936,Martin Laird,84.12%,1028,1222
42,0,33413,Ben Martin,84.11%,1202,1429
43,0,24024,Zach Johnson,84.04%,795,946
44,0,30163,Henrik Norlander,84.00%,1066,1269
45,0,54783,Dylan Wu,83.93%,1233,1469
46,0,46435,Austin Cook,83.91%,991,1181
47,0,39067,MJ Daffue,83.86%,1205,1437
47,0,37455,Si Woo Kim,83.86%,1164,1388
49,0,32366,Kevin Chappell,83.74%,654,781
49,0,32640,Troy Merritt,83.74%,1071,1279
51,0,51890,Greyson Sigg,83.62%,1225,1465
52,0,26476,Chez Reavie,83.61%,1122,1342
53,0,36724,Augusto Núñez,83.60%,989,1183
54,0,40115,Adam Svensson,83.57%,1419,1698
55,0,48867,Matti Schmid,83.50%,921,1103
56,0,27129,Luke List,83.48%,1157,1386
57,0,31557,Jim Herman,83.47%,899,1077
58,0,36326,David Lipsky,83.42%,1187,1423
59,0,27963,Chris Stroud,83.40%,663,795
60,0,36799,Stephan Jaeger,83.39%,1411,1692
61,0,33410,Andrew Landry,83.38%,933,1119
62,0,40058,Zac Blair,83.32%,899,1079
63,0,47079,Harrison Endycott,83.24%,1033,1241
64,0,49766,Hank Lebioda,83.23%,705,847
65,0,32791,K.H. Lee,83.22%,1235,1484
66,0,49453,Trevor Cone,83.20%,951,1143
66,0,33399,Adam Hadwin,83.20%,1020,1226
68,0,39997,Corey Conners,83.19%,1000,1202
69,0,25686,Jason Dufner,83.18%,1058,1272
70,0,39335,Kevin Roy,83.16%,879,1057
71,0,35901,Paul Haley II,83.11%,1063,1279
72,0,34076,Joel Dahmen,83.06%,1054,1269
73,0,23320,Ryan Palmer,83.05%,916,1103
74,0,46340,Alex Smalley,83.02%,1291,1555
75,0,29908,C.T. Pan,83.00%,620,747
76,0,46717,Viktor Hovland,82.99%,1015,1223
77,0,36801,Mark Hubbard,82.94%,1337,1612
77,0,49960,Sepp Straka,82.94%,1065,1284
79,0,33204,Shane Lowry,82.87%,716,864
80,0,50493,Justin Suh,82.85%,1309,1580
81,0,24925,Jonathan Byrd,82.80%,693,837
82,0,31646,Emiliano Grillo,82.78%,1298,1568
83,0,34610,Matthias Schwab,82.72%,1187,1435
84,0,47983,Chad Ramey,82.68%,1165,1409
85,0,35461,Beau Hossler,82.67%,1259,1523
86,0,39546,Keith Mitchell,82.66%,1077,1303
87,0,28089,Jason Day,82.59%,920,1114
88,0,40162,Justin Lower,82.58%,1256,1521
89,0,47993,Denny McCarthy,82.55%,1145,1387
90,0,28252,Seamus Power,82.51%,948,1149
91,0,52372,Cameron Champ,82.47%,889,1078
91,0,34363,Tyrrell Hatton,82.47%,894,1084
93,0,31202,William McGirt,82.46%,611,741
94,0,34409,David Lingmerth,82.43%,1004,1218
94,0,31560,Brian Stuard,82.43%,840,1019
96,0,59018,Ryan Gerard,82.33%,708,860
96,0,34431,Robert Streb,82.33%,932,1132
98,0,25818,Scott Piercy,82.26%,1136,1381
99,0,52374,Brandon Wu,82.17%,1309,1593
100,0,55893,Sam Stevens,82.16%,1207,1469
101,0,46970,Jon Rahm,82.12%,813,990
102,0,31323,Gary Woodland,82.05%,937,1142
103,0,49771,J.T. Poston,81.99%,1143,1394
104,0,39975,Michael Kim,81.95%,1099,1341
105,0,29725,Tony Finau,81.85%,956,1168
106,0,34563,Chesson Hadley,81.83%,1076,1315
107,0,50095,Austin Smotherman,81.78%,1140,1394
108,0,40006,Erik van Rooyen,81.76%,883,1080
109,0,57366,Cameron Young,81.73%,984,1204
110,0,47988,Nick Hardy,81.72%,1341,1641
110,0,29221,Webb Simpson,81.72%,648,793
112,0,58168,Davis Thompson,81.69%,1093,1338
113,0,51349,Nico Echavarria,81.68%,883,1081
114,0,39971,Sungjae Im,81.63%,1182,1448
115,0,27214,Kevin Streelman,81.54%,1082,1327
116,0,30926,Chris Kirk,81.49%,1048,1286
117,0,34099,Harris English,81.41%,1099,1350
118,0,54591,Ben Griffin,81.38%,1342,1649
118,0,25493,Nick Taylor,81.38%,1049,1289
120,0,22405,Justin Rose,81.23%,766,943
121,0,29420,Billy Horschel,81.17%,724,892
121,0,51070,Vincent Norrman,81.17%,957,1179
123,0,30911,Tommy Fleetwood,81.15%,831,1024
123,0,51997,Andrew Novak,81.15%,1072,1321
123,0,40250,Taylor Pendrith,81.15%,1119,1379
126,0,35532,Tom Hoge,80.97%,1170,1445
127,0,12716,Charley Hoffman,80.79%,904,1119
128,0,51766,Wyndham Clark,80.77%,1134,1404
129,0,39977,Max Homa,80.70%,970,1202
129,0,35617,Martin Trainer,80.70%,711,881
131,0,27554,Scott Harrington,80.63%,899,1115
131,0,32839,Hideki Matsuyama,80.63%,974,1208
133,0,47347,Adam Schenk,80.59%,1329,1649
134,0,47591,Eric Cole,80.57%,1406,1745
135,0,47995,Davis Riley,80.53%,1133,1407
136,0,22371,Aaron Baddeley,80.47%,894,1111
137,0,33653,Thomas Detry,80.46%,1108,1377
138,0,37275,Sam Ryder,80.45%,1239,1540
138,0,32333,Kevin Tway,80.45%,1132,1407
140,0,48084,Wesley Bryan,80.42%,538,669
141,0,45522,Christiaan Bezuidenhout,80.40%,997,1240
142,0,33141,Keegan Bradley,80.39%,918,1142
143,0,48081,Xander Schauffele,80.34%,899,1119
144,0,54628,Lee Hodges,80.27%,1188,1480
145,0,33448,Justin Thomas,80.24%,804,1002
146,0,32102,Rickie Fowler,80.20%,1065,1328
146,0,47128,Richy Werenski,80.20%,1106,1379
148,0,50188,S.H. Kim,80.18%,1234,1539
149,0,24502,Adam Scott,80.17%,760,948
150,0,52453,Nicolai Hojgaard,80.13%,508,634
151,0,40098,Matt Fitzpatrick,80.12%,818,1021
152,0,54421,Garrick Higgo,80.10%,1147,1432
153,0,32757,Patton Kizzire,80.04%,1119,1398
153,0,46441,Robby Shelton,80.04%,1155,1443
155,0,45157,Cam Davis,80.03%,1010,1262
156,0,33597,Harry Higgs,79.91%,939,1175
157,0,51950,Max McGreevy,79.78%,1022,1281
158,0,34046,Jordan Spieth,79.76%,800,1003
159,0,28237,Rory McIlroy,79.60%,710,892
160,0,34255,Joseph Bramlett,79.46%,878,1105
161,0,30692,Scott Stallings,79.42%,930,1171
162,0,32139,Danny Willett,79.34%,741,934
163,0,55454,Carl Yuan,79.26%,925,1167
164,0,52411,Kyle Westmoreland,79.16%,870,1099
165,0,37338,Zecheng Dou,79.14%,1066,1347
166,0,27349,Alex Noren,79.12%,1008,1274
167,0,33408,Tyson Alexander,78.97%,1040,1317
168,0,48699,Callum Tarren,78.87%,1086,1377
169,0,58967,Trevor Werbylo,78.85%,906,1149
170,0,20229,Stewart Cink,78.69%,875,1112
171,0,33948,Byeong Hun An,78.66%,1143,1453
172,0,32662,Michael Gligic,78.62%,798,1015
173,0,49947,Taylor Moore,78.60%,1098,1397
174,0,57975,Harry Hall,78.49%,1109,1413
175,0,28420,Ryan Brehm,78.39%,943,1203
176,0,48887,Matt Wallace,78.29%,905,1156
177,0,35506,Mackenzie Hughes,78.28%,966,1234
178,0,27974,Sung Kang,78.17%,537,687
179,0,29289,S.Y. Noh,78.14%,740,947
180,0,47504,Sam Burns,77.99%,879,1127
181,0,36699,Patrick Rodgers,77.95%,1096,1406
182,0,48119,Ben Taylor,77.88%,1141,1465
183,0,51491,Brandon Matthews,77.71%,638,821
184,0,25632,Jimmy Walker,77.62%,926,1193
185,0,55789,Taylor Montgomery,77.54%,1098,1416
186,0,51634,Sahith Theegala,77.34%,1140,1474
187,0,34466,Peter Malnati,76.87%,1017,1323
188,0,39058,Lucas Herbert,76.46%,656,858
189,0,46442,Maverick McNealy,76.36%,662,867
190,0,48117,Kurt Kitayama,76.03%,755,993
191,0,46601,Trey Mullinax,75.71%,751,992
192,0,27095,Nick Watney,74.98%,794,1059
193,0,29970,Dylan Frittelli,71.83%,775,1079
