RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,34098,Russell Henley,71.44%,728,1019,-0.23
2,0,32816,Satoshi Kodaira,71.26%,424,595,-0.19
3,0,19803,Ryan Armour,70.19%,650,926,-0.14
4,0,26596,Ryan Moore,68.79%,615,894,-0.21
5,0,46414,Aaron Rai,68.51%,829,1210,-0.21
6,0,50525,Collin Morikawa,67.94%,589,867,-0.26
7,0,37455,Si Woo Kim,67.56%,808,1196,-0.19
8,0,40058,Zac Blair,67.24%,587,873,-0.21
9,0,30927,Brendon Todd,67.17%,808,1203,-0.23
10,0,25900,Lucas Glover,67.11%,749,1116,-0.18
11,0,55182,Tom Kim,66.54%,704,1058,-0.27
12,0,35449,Adam Long,66.47%,795,1196,-0.19
13,0,31557,Jim Herman,66.28%,574,866,-0.09
14,0,34409,David Lingmerth,66.18%,540,816,-0.11
15,0,27644,Brian Harman,66.00%,724,1097,-0.20
16,0,52375,Doug Ghim,65.92%,677,1027,-0.19
17,0,45609,Tyler Duncan,65.73%,723,1100,-0.20
18,0,24024,Zach Johnson,65.68%,509,775,-0.15
19,0,31202,William McGirt,65.12%,336,516,-0.21
20,0,49960,Sepp Straka,65.05%,696,1070,-0.23
21,0,35450,Patrick Cantlay,64.74%,560,865,-0.30
22,0,52513,Carson Young,64.39%,669,1039,-0.16
23,0,26476,Chez Reavie,64.23%,765,1191,-0.17
24,0,24140,Sean O'Hair,63.87%,274,429,-0.18
25,0,32640,Troy Merritt,63.71%,618,970,-0.16
26,0,32448,James Hahn,63.61%,603,948,-0.14
26,0,35879,Kelly Kraft,63.61%,645,1014,-0.19
28,0,52955,Ludvig Åberg,63.58%,398,626,-0.33
28,0,55708,Hayden Buckley,63.58%,576,906,-0.15
30,0,27936,Martin Laird,63.47%,596,939,-0.18
31,0,22056,Cameron Percy,63.43%,392,618,-0.16
32,0,33399,Adam Hadwin,63.29%,712,1125,-0.22
33,0,34256,Andrew Putnam,63.26%,785,1241,-0.18
34,0,39324,J.J. Spaun,63.25%,735,1162,-0.22
35,0,33410,Andrew Landry,63.21%,555,878,-0.15
36,0,57362,Austin Eckroat,63.20%,625,989,-0.19
37,0,29535,Brice Garnett,63.16%,552,874,-0.18
37,0,39971,Sungjae Im,63.16%,751,1189,-0.27
39,0,35901,Paul Haley II,63.09%,600,951,-0.12
40,0,46717,Viktor Hovland,62.86%,611,972,-0.29
41,0,29420,Billy Horschel,62.69%,457,729,-0.20
42,0,23108,Matt Kuchar,62.67%,690,1101,-0.19
43,0,36871,Matt NeSmith,62.55%,730,1167,-0.16
44,0,40115,Adam Svensson,62.54%,900,1439,-0.23
45,0,47993,Denny McCarthy,62.27%,756,1214,-0.24
46,0,31560,Brian Stuard,62.14%,430,692,-0.12
47,0,46435,Austin Cook,62.10%,480,773,-0.11
48,0,33204,Shane Lowry,62.03%,482,777,-0.18
49,0,46046,Scottie Scheffler,62.01%,635,1024,-0.31
50,0,39546,Keith Mitchell,61.97%,634,1023,-0.21
51,0,34099,Harris English,61.95%,700,1130,-0.18
52,0,29221,Webb Simpson,61.77%,454,735,-0.18
53,0,35310,Lanto Griffin,61.74%,384,622,-0.18
54,0,34076,Joel Dahmen,61.68%,623,1010,-0.17
54,0,36326,David Lipsky,61.68%,692,1122,-0.18
56,0,50493,Justin Suh,61.67%,827,1341,-0.15
57,0,56630,Akshay Bhatia,61.66%,497,806,-0.21
58,0,30163,Henrik Norlander,61.57%,580,942,-0.16
59,0,39997,Corey Conners,61.49%,645,1049,-0.24
60,0,45522,Christiaan Bezuidenhout,61.48%,675,1098,-0.19
61,0,22405,Justin Rose,61.46%,456,742,-0.23
62,0,30911,Tommy Fleetwood,61.40%,525,855,-0.26
63,0,49298,Kramer Hickok,61.24%,662,1081,-0.18
64,0,47983,Chad Ramey,61.19%,760,1242,-0.22
65,0,45242,Kevin Yu,61.12%,404,661,-0.23
66,0,28775,Nate Lashley,61.06%,712,1166,-0.23
67,0,53165,Doc Redman,61.03%,567,929,-0.13
68,0,50095,Austin Smotherman,61.00%,685,1123,-0.18
69,0,54628,Lee Hodges,60.99%,752,1233,-0.19
70,0,23320,Ryan Palmer,60.98%,547,897,-0.23
71,0,52374,Brandon Wu,60.95%,715,1173,-0.23
72,0,58696,Peter Kuest,60.93%,329,540,-0.26
73,0,28089,Jason Day,60.86%,538,884,-0.23
74,0,31646,Emiliano Grillo,60.82%,739,1215,-0.17
75,0,36801,Mark Hubbard,60.73%,750,1235,-0.20
76,0,51890,Greyson Sigg,60.68%,750,1236,-0.22
77,0,29725,Tony Finau,60.58%,607,1002,-0.27
78,0,56762,Will Gordon,60.55%,743,1227,-0.21
79,0,33413,Ben Martin,60.42%,664,1099,-0.17
80,0,51414,Brent Grant,60.35%,478,792,-0.16
81,0,49771,J.T. Poston,60.34%,718,1190,-0.23
82,0,54783,Dylan Wu,60.26%,655,1087,-0.23
83,0,32839,Hideki Matsuyama,60.06%,585,974,-0.23
84,0,33122,Russell Knox,60.05%,699,1164,-0.19
85,0,47079,Harrison Endycott,60.00%,564,940,-0.16
