RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,50525,Collin Morikawa,19' 4",4897.500,253
2,0,26596,Ryan Moore,19' 11",5262.750,264
3,0,26476,Chez Reavie,20' 9",8480.250,408
4,0,25900,Lucas Glover,21' 1",7333.583,348
5,0,27644,Brian Harman,21' 3",7550.417,355
5,0,34098,Russell Henley,21' 3",5946.333,280
5,0,46414,Aaron Rai,21' 3",7634.333,359
8,0,39971,Sungjae Im,21' 6",8929.750,415
9,0,40058,Zac Blair,21' 7",6068.667,281
9,0,37455,Si Woo Kim,21' 7",7781.917,360
11,0,19803,Ryan Armour,21' 10",5852.583,268
12,0,34409,David Lingmerth,21' 11",5779.833,264
13,0,30927,Brendon Todd,22' 1",8488.667,384
14,0,34256,Andrew Putnam,22' 4",9778.250,438
15,0,40115,Adam Svensson,22' 6",11516.917,511
16,0,39997,Corey Conners,22' 7",8556.750,379
17,0,35879,Kelly Kraft,22' 11",8026.583,350
18,0,55708,Hayden Buckley,23' 2",7098.083,306
18,0,45609,Tyler Duncan,23' 2",8238.583,355
20,0,46970,Jon Rahm,23' 4",7899.500,338
21,0,35450,Patrick Cantlay,23' 8",6667.917,282
22,0,52375,Doug Ghim,23' 9",7788.500,328
23,0,55182,Tom Kim,23' 10",7757.583,325
23,0,35449,Adam Long,23' 10",9063.833,380
25,0,31557,Jim Herman,23' 11",6675.833,279
25,0,24024,Zach Johnson,23' 11",6095.250,255
25,0,39324,J.J. Spaun,23' 11",9664.250,404
25,0,52513,Carson Young,23' 11",8576.000,359
29,0,46717,Viktor Hovland,24' 1",7937.250,330
30,0,49298,Kramer Hickok,24' 5",9743.917,399
30,0,36326,David Lipsky,24' 5",9876.167,404
32,0,28252,Seamus Power,24' 7",8867.333,361
33,0,32839,Hideki Matsuyama,24' 8",9110.333,369
33,0,25493,Nick Taylor,24' 8",10073.750,409
35,0,34076,Joel Dahmen,24' 9",9014.083,364
35,0,32791,K.H. Lee,24' 9",11219.250,453
37,0,23108,Matt Kuchar,24' 10",9906.333,399
38,0,46435,Austin Cook,24' 11",6997.250,281
38,0,35532,Tom Hoge,24' 11",11656.000,468
40,0,46340,Alex Smalley,25' 1",12808.000,510
41,0,33399,Adam Hadwin,25' 2",9953.750,395
42,0,54628,Lee Hodges,25' 3",11414.667,452
43,0,56630,Akshay Bhatia,25' 4",7479.417,295
44,0,57362,Austin Eckroat,25' 6",8659.333,340
44,0,31202,William McGirt,25' 6",4417.250,173
44,0,31560,Brian Stuard,25' 6",6529.417,256
47,0,33410,Andrew Landry,25' 7",7868.583,308
47,0,46046,Scottie Scheffler,25' 7",9283.667,363
49,0,27214,Kevin Streelman,25' 8",11926.917,465
50,0,32640,Troy Merritt,25' 9",8720.083,339
51,0,36801,Mark Hubbard,25' 10",11777.000,456
52,0,27936,Martin Laird,25' 11",8468.583,327
52,0,36871,Matt NeSmith,25' 11",10350.500,400
52,0,47983,Chad Ramey,25' 11",11751.833,454
55,0,28775,Nate Lashley,26' 0",11371.167,438
56,0,35310,Lanto Griffin,26' 1",5846.167,224
56,0,34363,Tyrrell Hatton,26' 1",9155.167,351
56,0,50493,Justin Suh,26' 1",12907.750,495
59,0,45522,Christiaan Bezuidenhout,26' 2",10506.917,402
59,0,32816,Satoshi Kodaira,26' 2",4206.750,161
61,0,51890,Greyson Sigg,26' 3",12343.750,470
62,0,53165,Doc Redman,26' 4",9085.833,345
62,0,33448,Justin Thomas,26' 4",10089.167,383
64,0,40098,Matt Fitzpatrick,26' 5",9291.333,352
65,0,37275,Sam Ryder,26' 6",13572.667,512
66,0,47993,Denny McCarthy,26' 7",11707.167,441
67,0,30926,Chris Kirk,26' 8",10857.167,407
68,0,24140,Sean O'Hair,26' 9",3881.083,145
68,0,34046,Jordan Spieth,26' 9",9524.833,356
70,0,29535,Brice Garnett,26' 10",8241.333,307
70,0,33122,Russell Knox,26' 10",11965.917,446
72,0,29420,Billy Horschel,26' 11",6719.000,250
72,0,33204,Shane Lowry,26' 11",7571.583,281
72,0,24502,Adam Scott,26' 11",8313.917,309
72,0,58168,Davis Thompson,26' 11",12842.333,477
76,0,35901,Paul Haley II,27' 0",9362.417,347
76,0,40162,Justin Lower,27' 0",11976.333,443
78,0,33141,Keegan Bradley,27' 1",9773.333,361
79,0,31646,Emiliano Grillo,27' 2",12574.583,463
79,0,49960,Sepp Straka,27' 2",9541.583,351
81,0,27349,Alex Noren,27' 4",11541.000,422
82,0,49771,J.T. Poston,27' 5",12058.583,440
83,0,52955,Ludvig Åberg,27' 7",5905.167,214
83,0,25818,Scott Piercy,27' 7",10682.833,387
85,0,28237,Rory McIlroy,27' 8",9598.667,347
85,0,30163,Henrik Norlander,27' 8",9595.500,347
87,0,30911,Tommy Fleetwood,27' 9",8695.833,313
88,0,39546,Keith Mitchell,27' 10",10029.667,360
88,0,31323,Gary Woodland,27' 10",10953.833,393
90,0,28089,Jason Day,27' 11",9118.083,327
90,0,59018,Ryan Gerard,27' 11",7591.667,272
90,0,36699,Patrick Rodgers,27' 11",14068.750,504
90,0,45242,Kevin Yu,27' 11",6753.917,242
94,0,52374,Brandon Wu,28' 0",12149.500,434
95,0,39977,Max Homa,28' 1",11587.500,413
95,0,32139,Danny Willett,28' 1",8391.083,299
97,0,32102,Rickie Fowler,28' 2",12235.000,434
97,0,23320,Ryan Palmer,28' 2",9229.083,328
99,0,33413,Ben Martin,28' 3",11895.750,421
100,0,52372,Cameron Champ,28' 4",8476.083,299
100,0,51414,Brent Grant,28' 4",8111.333,286
102,0,49766,Hank Lebioda,28' 5",6765.500,238
102,0,22405,Justin Rose,28' 5",7861.417,277
104,0,39067,MJ Daffue,28' 6",12202.750,428
105,0,39954,Cody Gribble,28' 7",7855.500,275
106,0,31577,Tano Goya,28' 8",10120.083,353
106,0,50188,S.H. Kim,28' 8",16063.500,561
106,0,55893,Sam Stevens,28' 8",13316.167,465
109,0,25686,Jason Dufner,28' 9",11456.500,398
109,0,12716,Charley Hoffman,28' 9",10050.167,350
