RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,40058,Zac Blair,1.49%,13,873,+0.77
2,0,27644,Brian Harman,1.64%,18,1097,+0.50
3,0,34098,Russell Henley,1.77%,18,1019,+0.28
4,0,30927,Brendon Todd,1.83%,22,1203,+0.45
5,0,39971,Sungjae Im,1.85%,22,1189,+0.36
6,0,25900,Lucas Glover,1.97%,22,1116,+0.64
7,0,24024,Zach Johnson,2.06%,16,775,+0.88
8,0,31202,William McGirt,2.13%,11,516,+0.64
8,0,26596,Ryan Moore,2.13%,19,894,+0.37
10,0,31560,Brian Stuard,2.31%,16,692,+0.81
11,0,19803,Ryan Armour,2.38%,22,926,+0.59
12,0,22056,Cameron Percy,2.43%,15,618,+0.60
13,0,34409,David Lingmerth,2.45%,20,816,+0.75
14,0,26476,Chez Reavie,2.52%,30,1191,+0.47
15,0,39324,J.J. Spaun,2.58%,30,1162,+0.50
16,0,32448,James Hahn,2.64%,25,948,+0.44
17,0,33413,Ben Martin,2.73%,30,1099,+0.30
18,0,52513,Carson Young,2.79%,29,1039,+0.72
19,0,46414,Aaron Rai,2.81%,34,1210,+0.15
20,0,46046,Scottie Scheffler,2.83%,29,1024,+0.17
21,0,37455,Si Woo Kim,2.93%,35,1196,+0.43
22,0,35879,Kelly Kraft,2.96%,30,1014,+0.63
23,0,32839,Hideki Matsuyama,2.98%,29,974,+0.45
24,0,40115,Adam Svensson,2.99%,43,1439,+0.16
25,0,50525,Collin Morikawa,3.00%,26,867,+0.15
25,0,27963,Chris Stroud,3.00%,17,567,+0.24
27,0,57362,Austin Eckroat,3.03%,30,989,-0.03
27,0,36326,David Lipsky,3.03%,34,1122,+0.68
29,0,31646,Emiliano Grillo,3.05%,37,1215,+0.32
30,0,33399,Adam Hadwin,3.11%,35,1125,+0.60
31,0,35450,Patrick Cantlay,3.12%,27,865,+0.19
31,0,52375,Doug Ghim,3.12%,32,1027,+0.34
33,0,34256,Andrew Putnam,3.14%,39,1241,+0.36
34,0,51890,Greyson Sigg,3.16%,39,1236,+0.41
35,0,39977,Max Homa,3.18%,34,1069,+0.26
35,0,23108,Matt Kuchar,3.18%,35,1101,+0.20
37,0,32816,Satoshi Kodaira,3.19%,19,595,+0.37
38,0,35901,Paul Haley II,3.26%,31,951,+0.48
39,0,33410,Andrew Landry,3.30%,29,878,+0.55
40,0,55182,Tom Kim,3.31%,35,1058,+0.46
41,0,29908,C.T. Pan,3.33%,18,540,+0.22
42,0,35532,Tom Hoge,3.39%,40,1181,+0.53
43,0,46717,Viktor Hovland,3.40%,33,972,+0.45
43,0,32640,Troy Merritt,3.40%,33,970,+0.33
45,0,35449,Adam Long,3.43%,41,1196,+0.39
46,0,31557,Jim Herman,3.46%,30,866,+0.70
46,0,47993,Denny McCarthy,3.46%,42,1214,+0.12
48,0,52955,Ludvig Åberg,3.51%,22,626,+0.32
49,0,39997,Corey Conners,3.53%,37,1049,+0.24
50,0,45609,Tyler Duncan,3.55%,39,1100,+0.26
51,0,25493,Nick Taylor,3.57%,37,1036,+0.41
52,0,49298,Kramer Hickok,3.61%,39,1081,+0.54
53,0,46435,Austin Cook,3.62%,28,773,+0.32
54,0,45242,Kevin Yu,3.63%,24,661,+0.08
55,0,27214,Kevin Streelman,3.66%,43,1174,+0.42
56,0,30926,Chris Kirk,3.69%,39,1056,+0.38
57,0,27936,Martin Laird,3.73%,35,939,+0.63
57,0,50493,Justin Suh,3.73%,50,1341,+0.36
59,0,28775,Nate Lashley,3.77%,44,1166,+0.43
60,0,22371,Aaron Baddeley,3.79%,31,818,+0.58
61,0,47347,Adam Schenk,3.84%,52,1353,+0.60
61,0,34431,Robert Streb,3.84%,33,860,+0.39
63,0,35310,Lanto Griffin,3.86%,24,622,+0.42
63,0,47983,Chad Ramey,3.86%,48,1242,+0.56
65,0,54628,Lee Hodges,3.89%,48,1233,+0.21
65,0,46340,Alex Smalley,3.89%,50,1286,+0.24
67,0,39954,Cody Gribble,3.92%,27,688,+0.48
68,0,25818,Scott Piercy,3.93%,38,967,+0.45
68,0,49960,Sepp Straka,3.93%,42,1070,+0.60
70,0,24140,Sean O'Hair,3.96%,17,429,+0.53
71,0,30911,Tommy Fleetwood,3.98%,34,855,+0.21
72,0,33204,Shane Lowry,3.99%,31,777,+0.35
73,0,30163,Henrik Norlander,4.03%,38,942,+0.50
73,0,49771,J.T. Poston,4.03%,48,1190,+0.29
75,0,34076,Joel Dahmen,4.06%,41,1010,+0.56
76,0,58168,Davis Thompson,4.07%,49,1203,+0.41
77,0,53165,Doc Redman,4.09%,38,929,+0.32
78,0,50188,S.H. Kim,4.11%,55,1338,+0.25
79,0,29535,Brice Garnett,4.12%,36,874,+0.47
