RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,20229,Stewart Cink,94.06,219,206
2,0,22046,Geoff Ogilvy,93.75,192,180
3,0,06527,Steve Stricker,92.68,164,152
4,0,25632,Jimmy Walker,92.35,183,169
5,0,23353,J.J. Henry,92.27,233,215
6,0,24138,Ian Poulter,92.17,166,153
7,0,10885,Robert Allenby,92.07,227,209
8,0,23541,Ben Crane,92.02,238,219
9,0,26420,Richard Johnson,91.92,297,273
10,0,23320,Ryan Palmer,91.89,296,272
11,0,26596,Ryan Moore,91.85,233,214
12,0,21805,Harrison Frazar,91.27,275,251
13,0,12755,Vance Veazey,91.13,203,185
14,0,24357,K.J. Choi,91.04,268,244
15,0,12660,Jesper Parnevik,90.67,268,243
16,0,20608,David Howell,90.57,106,96
17,0,24980,Scott Gutschewski,90.36,166,150
18,0,07749,Brett Quigley,90.31,320,289
19,0,20850,Daniel Chopra,90.27,298,269
20,0,01685,J.L. Lewis,90.26,195,176
21,0,22293,Heath Slocum,90.25,277,250
22,0,22946,Henrik Bjornstad,90.09,343,309
23,0,01724,Jeff Maggert,90.08,252,227
23,0,06373,José María Olazábal,90.08,121,109
25,0,22378,Trevor Immelman,90.04,241,217
26,0,01381,Fred Funk,90.03,321,289
27,0,20628,Arron Oberholser,90.00,230,207
28,0,01219,John Cook,89.76,166,149
29,0,12760,Danny Ellis,89.71,204,183
29,0,01823,Larry Mize,89.71,136,122
31,0,06515,Shaun Micheel,89.68,281,252
32,0,20766,Padraig Harrington,89.47,133,119
33,0,20121,Todd Fischer,89.40,283,253
33,0,20157,Retief Goosen,89.40,151,135
33,0,22405,Justin Rose,89.40,302,270
36,0,19846,Brian Gay,89.39,311,278
37,0,23718,Nathan Green,89.31,346,309
38,0,12602,Dean Wilson,89.29,336,300
39,0,01329,Brad Faxon,89.26,242,216
40,0,01142,Bart Bryant,89.22,232,207
41,0,22892,Jason Gore,89.20,250,223
41,0,23623,Bo Van Pelt,89.20,352,314
43,0,06197,Michael Allen,89.16,249,222
43,0,01810,Phil Mickelson,89.16,166,148
45,0,01042,Paul Azinger,89.13,276,246
46,0,24924,Bill Haas,88.99,327,291
47,0,25345,Carl Pettersson,88.98,254,226
48,0,20382,Stephen Leaney,88.94,226,201
49,0,12680,Shigeki Maruyama,88.93,262,233
50,0,06522,Ernie Els,88.89,162,144
50,0,23497,Tag Ridings,88.89,306,272
