RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,32102,Rickie Fowler,68.66,92,134,+13.00
2,0,23983,Luke Donald,64.44,58,90,+29.00
3,0,28237,Rory McIlroy,63.24,43,68,+11.00
4,0,29289,S.Y. Noh,61.90,78,126,+23.00
5,0,29221,Webb Simpson,61.49,99,161,+37.00
6,0,26329,Louis Oosthuizen,61.22,60,98,+26.00
7,0,33399,Adam Hadwin,61.11,110,180,+34.00
8,0,25349,Tim Wilkinson,61.05,58,95,+28.00
9,0,28132,Tyrone Van Aswegen,60.78,93,153,+35.00
10,0,31323,Gary Woodland,60.68,71,117,+15.00
11,0,24138,Ian Poulter,59.29,67,113,+24.00
12,0,46970,Jon Rahm,59.12,81,137,+26.00
13,0,34099,Harris English,58.97,69,117,+31.00
14,0,27644,Brian Harman,58.70,108,184,+44.00
15,0,22371,Aaron Baddeley,58.42,59,101,+15.00
16,0,32150,Michael Thompson,58.16,57,98,+28.00
17,0,35532,Tom Hoge,58.06,36,62,+17.00
18,0,25632,Jimmy Walker,57.89,66,114,+40.00
19,0,25274,Steven Bowditch,57.80,63,109,+49.00
20,0,26331,Charl Schwartzel,57.61,53,92,+20.00
21,0,23108,Matt Kuchar,57.55,80,139,+41.00
22,0,22046,Geoff Ogilvy,57.50,69,120,+46.00
23,0,23800,Bryce Molder,57.24,83,145,+46.00
24,0,34174,John Huh,57.23,99,173,+40.00
25,0,46443,Brian Campbell,57.14,44,77,+24.00
25,0,26300,Matt Jones,57.14,56,98,+16.00
27,0,40058,Zac Blair,56.29,85,151,+51.00
28,0,27649,Brandt Snedeker,56.25,45,80,+19.00
29,0,27095,Nick Watney,56.10,46,82,+11.00
30,0,34409,David Lingmerth,56.06,74,132,+39.00
31,0,22405,Justin Rose,55.93,66,118,+19.00
32,0,23325,Vaughn Taylor,55.80,77,138,+35.00
33,0,34046,Jordan Spieth,55.79,53,95,+19.00
34,0,28252,Seamus Power,55.74,68,122,+32.00
35,0,26758,David Hearn,55.35,88,159,+57.00
36,0,48084,Wesley Bryan,55.33,83,150,+61.00
37,0,27895,Jonas Blixt,55.28,89,161,+52.00
38,0,24781,Hunter Mahan,55.22,74,134,+41.00
39,0,46550,Brandon Hagy,54.69,70,128,+36.00
40,0,25396,Kevin Na,54.55,72,132,+40.00
40,0,24361,Pat Perez,54.55,84,154,+52.00
40,0,46501,Ollie Schniederjans,54.55,84,154,+46.00
43,0,23541,Ben Crane,54.48,73,134,+40.00
44,0,33461,Morgan Hoffmann,54.43,86,158,+57.00
45,0,19846,Brian Gay,54.17,65,120,+50.00
45,0,29908,C.T. Pan,54.17,78,144,+31.00
47,0,37278,Nicholas Lindheim,53.93,48,89,+32.00
48,0,28089,Jason Day,53.92,55,102,+35.00
49,0,48081,Xander Schauffele,53.91,69,128,+39.00
50,0,25198,Francesco Molinari,53.85,49,91,+21.00
50,0,24502,Adam Scott,53.85,49,91,+17.00
52,0,29223,Sam Saunders,53.70,58,108,+42.00
53,0,29720,Andres Gonzales,53.68,51,95,+19.00
53,0,29926,Danny Lee,53.68,73,136,+29.00
55,0,24924,Bill Haas,53.57,75,140,+28.00
56,0,39975,Michael Kim,53.52,76,142,+46.00
57,0,46601,Trey Mullinax,53.51,61,114,+32.00
58,0,26499,Rafa Cabrera Bello,53.33,56,105,+32.00
58,0,37454,Whee Kim,53.33,56,105,+29.00
58,0,01810,Phil Mickelson,53.33,72,135,+48.00
61,0,31646,Emiliano Grillo,53.28,73,137,+35.00
62,0,25720,Chad Collins,53.21,58,109,+44.00
63,0,29461,Jamie Lovemark,53.18,92,173,+45.00
64,0,21209,Sergio Garcia,53.10,60,113,+25.00
65,0,12716,Charley Hoffman,53.09,103,194,+50.00
66,0,34466,Peter Malnati,53.06,78,147,+49.00
67,0,26851,Marc Leishman,53.02,79,149,+44.00
68,0,12510,Chad Campbell,52.99,62,117,+29.00
69,0,22056,Cameron Percy,52.94,45,85,+31.00
69,0,33419,Cameron Tringale,52.94,63,119,+40.00
71,0,33413,Ben Martin,52.90,82,155,+49.00
72,0,29479,Scott Brown,52.70,78,148,+51.00
73,0,32640,Troy Merritt,52.38,55,105,+37.00
74,0,20157,Retief Goosen,52.31,34,65,+24.00
74,0,31420,Anirban Lahiri,52.31,68,130,+42.00
76,0,26476,Chez Reavie,52.29,80,153,+57.00
77,0,29478,Kevin Kisner,52.14,73,140,+47.00
78,0,23621,Rory Sabbatini,52.04,51,98,+27.00
79,0,20104,Ken Duke,52.03,64,123,+51.00
80,0,29725,Tony Finau,52.00,78,150,+49.00
