RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,35891,Cameron Smith,68.91,1516,22
2,0,46970,Jon Rahm,68.95,1379,20
3,0,33419,Cameron Tringale,69.23,1800,26
4,0,30944,Jason Kokrak,69.28,1732,25
5,0,27644,Brian Harman,69.37,1873,27
5,0,46046,Scottie Scheffler,69.37,1873,27
7,0,35450,Patrick Cantlay,69.50,1529,22
7,0,48081,Xander Schauffele,69.50,1390,20
9,0,34360,Patrick Reed,69.55,1530,22
10,0,28252,Seamus Power,69.59,1183,17
11,0,34098,Russell Henley,69.63,1671,24
11,0,26329,Louis Oosthuizen,69.63,1323,19
13,0,33141,Keegan Bradley,69.65,1811,26
13,0,21209,Sergio Garcia,69.65,1602,23
13,0,29221,Webb Simpson,69.65,1393,20
16,0,47504,Sam Burns,69.67,1672,24
17,0,33448,Justin Thomas,69.68,1533,22
18,0,45486,Joaquin Niemann,69.69,1812,26
19,0,30926,Chris Kirk,69.72,1743,25
20,0,52375,Doug Ghim,69.77,1814,26
21,0,27330,Josh Teater,69.80,1047,15
22,0,25493,Nick Taylor,69.85,1886,27
23,0,27214,Kevin Streelman,69.86,1956,28
24,0,46402,Talor Gooch,69.88,1817,26
25,0,39971,Sungjae Im,69.94,2308,33
26,0,45526,Abraham Ancer,69.96,1819,26
26,0,37189,Harold Varner III,69.96,1889,27
28,0,48822,Sebastián Muñoz,69.97,2169,31
29,0,39997,Corey Conners,70.00,1960,28
29,0,32757,Patton Kizzire,70.00,2030,29
31,0,36801,Mark Hubbard,70.03,2101,30
32,0,20229,Stewart Cink,70.04,1821,26
32,0,47483,Will Zalatoris,70.04,1681,24
34,0,27064,Jhonattan Vegas,70.08,1752,25
35,0,49960,Sepp Straka,70.10,2103,30
36,0,33120,Mark Anderson,70.11,1332,19
37,0,28775,Nate Lashley,70.13,1683,24
38,0,40026,Daniel Berger,70.14,1543,22
39,0,45157,Cam Davis,70.15,1824,26
40,0,34255,Joseph Bramlett,70.16,1754,25
41,0,31646,Emiliano Grillo,70.17,2035,29
41,0,34046,Jordan Spieth,70.17,1684,24
43,0,47959,Bryson DeChambeau,70.19,1474,21
43,0,50525,Collin Morikawa,70.19,1474,21
45,0,33122,Russell Knox,70.20,2106,30
45,0,36689,Brooks Koepka,70.20,1404,20
45,0,33486,Roger Sloan,70.20,1755,25
48,0,24361,Pat Perez,70.23,2107,30
49,0,29535,Brice Garnett,70.24,2037,29
50,0,22405,Justin Rose,70.25,1124,16
51,0,49766,Hank Lebioda,70.26,1616,23
52,0,32150,Michael Thompson,70.27,1546,22
