"year","tournament_id","tournament_name"
"2010","R2010009","Arnold Palmer Invitational presented by MasterCard"
"2010","R2010475","Transitions Championship"
"2010","R2010483","Puerto Rico Open presented by Banco Popular"
"2010","R2010473","World Golf Championships-CA Championship"
"2010","R2010010","The Honda Classic"
"2010","R2010003","Waste Management Phoenix Open"
"2010","R2010457","Mayakoba Golf Classic at Riviera Maya-Cancun"
"2010","R2010005","AT&T Pebble Beach National Pro-Am"
"2010","R2010007","Northern Trust Open"
"2010","R2010004","Farmers Insurance Open"
"2010","R2010002","Bob Hope Classic"
"2010","R2010006","Sony Open in Hawaii"
"2010","R2010016","SBS Championship"
"2009","R2009045","Children's Miracle Network Classic"
"2009","R2009464","Frys.com Open"
"2009","R2009047","Justin Timberlake Shriners Hospitals for Children Open"
"2009","R2009481","Turning Stone Resort Championship"
"2009","R2009060","THE TOUR Championship presented by Coca-Cola"
"2009","R2009028","BMW Championship"
"2009","R2009505","Deutsche Bank Championship"
"2009","R2009027","The Barclays"
"2009","R2009013","Wyndham Championship"
"2009","R2009033","PGA Championship"
"2009","R2009476","World Golf Championships-Bridgestone Invitational"
"2009","R2009472","Legends Reno-Tahoe Open"
"2009","R2009035","Buick Open"
"2009","R2009032","RBC Canadian Open"
"2009","R2009029","U.S. Bank Championship in Milwaukee"
"2009","R2009100","The Open Championship"
"2009","R2009030","John Deere Classic"
"2009","R2009471","AT&T National"
"2009","R2009034","Travelers Championship"
"2009","R2009026","U.S. Open Championship"
"2009","R2009025","St. Jude Classic presented by FedEx"
"2009","R2009023","the Memorial Tournament"
"2009","R2009021","Crowne Plaza Invitational at Colonial"
"2009","R2009019","HP Byron Nelson Championship"
"2009","R2009041","Valero Texas Open"
"2009","R2009011","THE PLAYERS Championship"
"2009","R2009480","Quail Hollow Championship"
"2009","R2009018","Zurich Classic of New Orleans"
"2009","R2009012","Verizon Heritage"
"2009","R2009014","Masters Tournament"
"2009","R2009020","Shell Houston Open"
"2009","R2009009","Arnold Palmer Invitational presented by MasterCard"
"2009","R2009475","Transitions Championship"
"2009","R2009483","Puerto Rico Open presented by Banco Popular"
"2009","R2009473","World Golf Championships-CA Championship"
"2009","R2009010","The Honda Classic"
"2009","R2009457","Mayakoba Golf Classic at Riviera Maya-Cancun"
"2009","R2009007","Northern Trust Open"
"2009","R2009005","AT&T Pebble Beach National Pro-Am"
"2009","R2009004","Buick Invitational"
"2009","R2009003","FBR Open"
"2009","R2009002","The 50th Bob Hope Classic hosted by Arnold Palmer"
"2009","R2009006","Sony Open in Hawaii"
"2009","R2009016","Mercedes-Benz Championship"
"2008","R2008045","Children's Miracle Network Classic presented by Wal-Mart"
"2008","R2008482","Ginn sur Mer Classic"
"2008","R2008464","Frys.com Open"
"2008","R2008047","Justin Timberlake Shriners Hospitals for Children Open"
"2008","R2008041","Valero Texas Open"
"2008","R2008481","Turning Stone Resort Championship"
"2008","R2008060","THE TOUR Championship presented by Coca-Cola"
"2008","R2008054","Viking Classic"
"2008","R2008028","BMW Championship"
"2008","R2008505","Deutsche Bank Championship"
"2008","R2008027","The Barclays"
"2008","R2008013","Wyndham Championship"
"2008","R2008033","PGA Championship"
"2008","R2008472","Legends Reno-Tahoe Open"
"2008","R2008476","World Golf Championships-Bridgestone Invitational"
"2008","R2008032","RBC Canadian Open"
"2008","R2008029","U.S. Bank Championship in Milwaukee"
"2008","R2008100","The Open Championship"
"2008","R2008030","John Deere Classic"
"2008","R2008471","AT&T National"
"2008","R2008035","Buick Open"
"2008","R2008034","Travelers Championship"
"2008","R2008026","U.S. Open Championship"
"2008","R2008025","Stanford St. Jude Championship"
"2008","R2008023","the Memorial Tournament presented by Morgan Stanley"
"2008","R2008021","Crowne Plaza Invitational at Colonial"
"2008","R2008022","AT&T Classic"
"2008","R2008011","THE PLAYERS Championship"
"2008","R2008480","Wachovia Championship"
"2008","R2008019","EDS Byron Nelson Championship"
"2008","R2008012","Verizon Heritage"
"2008","R2008014","Masters Tournament"
"2008","R2008020","Shell Houston Open"
"2008","R2008018","Zurich Classic of New Orleans"
"2008","R2008483","Puerto Rico Open presented by Banco Popular"
"2008","R2008473","World Golf Championships-CA Championship"
"2008","R2008009","Arnold Palmer Invitational presented by MasterCard"
"2008","R2008475","PODS Championship"
"2008","R2008010","The Honda Classic"
"2008","R2008457","Mayakoba Golf Classic at Riviera Maya-Cancun"
"2008","R2008007","Northern Trust Open"
"2008","R2008005","AT&T Pebble Beach National Pro-Am"
"2008","R2008003","FBR Open"
"2008","R2008004","Buick Invitational"
"2008","R2008002","Bob Hope Chrysler Classic"
"2008","R2008006","Sony Open in Hawaii"
"2008","R2008016","Mercedes-Benz Championship"
"2007","R2007045","Children's Miracle Network Classic presented by Wal-Mart"
"2007","R2007482","Ginn sur Mer Classic at Tesoro"
"2007","R2007464","Fry's Electronics Open"
"2007","R2007047","Frys.com Open benefiting Shriners Hospitals for Children"
"2007","R2007041","Valero Texas Open"
"2007","R2007054","Viking Classic"
"2007","R2007481","Turning Stone Resort Championship"
"2007","R2007060","THE TOUR Championship presented by Coca-Cola"
"2007","R2007028","BMW Championship"
"2007","R2007505","Deutsche Bank Championship"
"2007","R2007027","The Barclays"
"2007","R2007013","Wyndham Championship"
"2007","R2007033","PGA Championship"
"2007","R2007472","Reno-Tahoe Open"
"2007","R2007476","World Golf Championships-Bridgestone Invitational"
"2007","R2007032","Canadian Open presented by Franklin Templeton Investments"
"2007","R2007029","U.S. Bank Championship in Milwaukee"
"2007","R2007100","The Open Championship"
"2007","R2007030","John Deere Classic"
"2007","R2007471","AT&T National"
"2007","R2007035","Buick Open"
"2007","R2007034","Travelers Championship"
"2007","R2007026","U.S. Open Championship"
"2007","R2007025","Stanford St. Jude Championship"
"2007","R2007023","the Memorial Tournament presented by Morgan Stanley"
"2007","R2007021","Crowne Plaza Invitational at Colonial"
"2007","R2007022","AT&T Classic"
"2007","R2007011","THE PLAYERS Championship"
"2007","R2007480","Wachovia Championship"
"2007","R2007019","EDS Byron Nelson Championship"
"2007","R2007018","Zurich Classic of New Orleans"
"2007","R2007012","Verizon Heritage"
"2007","R2007014","Masters Tournament"
"2007","R2007020","Shell Houston Open"
"2007","R2007473","World Golf Championships-CA Championship"
"2007","R2007009","Arnold Palmer Invitational presented by MasterCard"
"2007","R2007475","PODS Championship"
"2007","R2007010","The Honda Classic"
"2007","R2007457","Mayakoba Golf Classic at Riviera Maya-Cancun"
"2007","R2007007","Nissan Open"
"2007","R2007005","AT&T Pebble Beach National Pro-Am"
"2007","R2007003","FBR Open"
"2007","R2007004","Buick Invitational"
"2007","R2007002","Bob Hope Chrysler Classic"
"2007","R2007006","Sony Open in Hawaii"
"2007","R2007016","Mercedes-Benz Championship"
"2006","R2006060","THE TOUR Championship presented by Coca-Cola"
"2006","R2006475","Chrysler Championship"
"2006","R2006045","FUNAI Classic at the WALT DISNEY WORLD Resort"
"2006","R2006047","Frys.com Open"
"2006","R2006013","Chrysler Classic of Greensboro"
"2006","R2006473","World Golf Championships-American Express Championship"
"2006","R2006054","Southern Farm Bureau Classic"
"2006","R2006041","Valero Texas Open"
"2006","R2006474","84 LUMBER Classic"
"2006","R2006032","Canadian Open"
"2006","R2006505","Deutsche Bank Championship"
"2006","R2006476","World Golf Championships-Bridgestone Invitational"
"2006","R2006472","Reno-Tahoe Open"
"2006","R2006033","PGA Championship"
"2006","R2006035","Buick Open"
"2006","R2006029","U.S. Bank Championship in Milwaukee"
"2006","R2006037","B.C. Open presented by Turning Stone Resort"
"2006","R2006100","The Open Championship"
"2006","R2006030","John Deere Classic"
"2006","R2006028","Cialis Western Open"
"2006","R2006034","Buick Championship"
"2006","R2006024","Booz Allen Classic"
"2006","R2006026","U.S. Open Championship"
"2006","R2006027","Barclays Classic"
"2006","R2006023","the Memorial Tournament"
"2006","R2006025","FedEx St. Jude Classic"
"2006","R2006021","Bank of America Colonial"
"2006","R2006019","EDS Byron Nelson Championship"
"2006","R2006480","Wachovia Championship"
"2006","R2006018","Zurich Classic of New Orleans"
"2006","R2006020","Shell Houston Open"
"2006","R2006012","Verizon Heritage"
"2006","R2006014","Masters Tournament"
"2006","R2006022","BellSouth Classic"
"2006","R2006011","THE PLAYERS Championship"
"2006","R2006009","Bay Hill Invitational Presented by MasterCard"
"2006","R2006010","The Honda Classic"
"2006","R2006008","Ford Championship at Doral"
"2006","R2006001","Chrysler Classic of Tucson"
"2006","R2006007","Nissan Open"
"2006","R2006005","AT&T Pebble Beach National Pro-Am"
"2006","R2006003","FBR Open"
"2006","R2006004","Buick Invitational"
"2006","R2006002","Bob Hope Chrysler Classic"
"2006","R2006006","Sony Open in Hawaii"
"2006","R2006016","Mercedes Championships"
"2005","R2005054","Southern Farm Bureau Classic"
"2005","R2005060","THE TOUR Championship presented by Coca-Cola"
"2005","R2005475","Chrysler Championship"
"2005","R2005045","FUNAI Classic at the WALT DISNEY WORLD Resort"
"2005","R2005047","Michelin Championship at Las Vegas"
"2005","R2005473","World Golf Championships-American Express Championship"
"2005","R2005013","Chrysler Classic of Greensboro"
"2005","R2005041","Valero Texas Open"
"2005","R2005474","84 LUMBER Classic"
"2005","R2005032","Bell Canadian Open"
"2005","R2005505","Deutsche Bank Championship"
"2005","R2005034","Buick Championship"
"2005","R2005476","World Golf Championships-NEC Invitational"
"2005","R2005472","Reno-Tahoe Open"
"2005","R2005033","PGA Championship"
"2005","R2005035","Buick Open"
"2005","R2005029","U.S. Bank Championship in Milwaukee"
"2005","R2005037","B.C. Open"
"2005","R2005100","The Open Championship"
"2005","R2005030","John Deere Classic"
"2005","R2005028","Cialis Western Open"
"2005","R2005027","Barclays Classic"
"2005","R2005026","U.S. Open Championship"
"2005","R2005024","Booz Allen Classic"
"2005","R2005023","the Memorial Tournament"
"2005","R2005025","FedEx St. Jude Classic"
"2005","R2005021","Bank of America Colonial"
"2005","R2005019","EDS Byron Nelson Championship"
"2005","R2005480","Wachovia Championship"
"2005","R2005018","Zurich Classic of New Orleans"
"2005","R2005020","Shell Houston Open"
"2005","R2005012","MCI Heritage"
"2005","R2005014","Masters Tournament"
"2005","R2005022","BellSouth Classic"
"2005","R2005011","THE PLAYERS Championship"
"2005","R2005009","Bay Hill Invitational Presented by MasterCard"
"2005","R2005010","The Honda Classic"
"2005","R2005008","Ford Championship at Doral"
"2005","R2005001","Chrysler Classic of Tucson"
"2005","R2005007","Nissan Open"
"2005","R2005005","AT&T Pebble Beach National Pro-Am"
"2005","R2005003","FBR Open"
"2005","R2005002","Bob Hope Chrysler Classic"
"2005","R2005004","Buick Invitational"
"2005","R2005006","Sony Open in Hawaii"
"2005","R2005016","Mercedes Championships"
"2004","R2004060","THE TOUR Championship presented by Coca-Cola"
"2004","R2004475","Chrysler Championship"
"2004","R2004045","FUNAI Classic at the WALT DISNEY WORLD Resort"
"2004","R2004013","Chrysler Classic of Greensboro"
"2004","R2004047","Michelin Championship at Las Vegas"
"2004","R2004473","World Golf Championships-American Express Championship"
"2004","R2004054","Southern Farm Bureau Classic"
"2004","R2004474","84 LUMBER Classic"
"2004","R2004041","Valero Texas Open"
"2004","R2004032","Bell Canadian Open"
"2004","R2004505","Deutsche Bank Championship"
"2004","R2004034","Buick Championship"
"2004","R2004472","Reno-Tahoe Open"
"2004","R2004476","World Golf Championships-NEC Invitational"
"2004","R2004033","PGA Championship"
"2004","R2004035","Buick Open"
"2004","R2004029","U.S. Bank Championship in Milwaukee"
"2004","R2004037","B.C. Open"
"2004","R2004100","The Open Championship"
"2004","R2004030","John Deere Classic"
"2004","R2004028","Cialis Western Open"
"2004","R2004024","Booz Allen Classic"
"2004","R2004026","U.S. Open Championship"
"2004","R2004027","Buick Classic"
"2004","R2004023","the Memorial Tournament"
"2004","R2004025","FedEx St. Jude Classic"
"2004","R2004019","EDS Byron Nelson Championship"
"2004","R2004480","Wachovia Championship"
"2004","R2004018","HP Classic of New Orleans"
"2004","R2004020","Shell Houston Open"
"2004","R2004012","MCI Heritage"
"2004","R2004014","Masters Tournament"
"2004","R2004022","BellSouth Classic"
"2004","R2004011","THE PLAYERS Championship"
"2004","R2004009","Bay Hill Invitational Presented by MasterCard"
"2004","R2004010","The Honda Classic"
"2004","R2004008","Ford Championship at Doral"
"2004","R2004001","Chrysler Classic of Tucson"
"2004","R2004007","Nissan Open"
"2004","R2004004","Buick Invitational"
"2004","R2004005","AT&T Pebble Beach National Pro-Am"
"2004","R2004003","FBR Open"
"2004","R2004002","Bob Hope Chrysler Classic"
"2004","R2004006","Sony Open in Hawaii"
"2004","R2004016","Mercedes Championships"
"2003","R2003060","THE TOUR Championship presented by Coca-Cola"
"2003","R2003475","Chrysler Championship"
"2003","R2003045","FUNAI Classic at the WALT DISNEY WORLD Resort"
"2003","R2003013","Chrysler Classic of Greensboro"
"2003","R2003047","Las Vegas Invitational"
"2003","R2003473","World Golf Championships-American Express Championship"
"2003","R2003054","Southern Farm Bureau Classic"
"2003","R2003041","Valero Texas Open"
"2003","R2003474","84 Lumber Classic of Pennsylvania"
"2003","R2003030","John Deere Classic"
"2003","R2003032","Bell Canadian Open"
"2003","R2003505","Deutsche Bank Championship"
"2003","R2003472","Reno-Tahoe Open"
"2003","R2003476","World Golf Championships-NEC Invitational"
"2003","R2003033","PGA Championship"
"2003","R2003035","Buick Open"
"2003","R2003034","Greater Hartford Open"
"2003","R2003100","The Open Championship"
"2003","R2003037","B.C. Open"
"2003","R2003029","Greater Milwaukee Open"
"2003","R2003028","100th Western Open presented by Golf Digest"
"2003","R2003025","FedEx St. Jude Classic"
"2003","R2003027","Buick Classic"
"2003","R2003026","U.S. Open Championship"
"2003","R2003024","FBR Capital Open"
"2003","R2003023","the Memorial Tournament"
"2003","R2003021","Bank of America Colonial"
"2003","R2003019","EDS Byron Nelson Championship"
"2003","R2003480","Wachovia Championship"
"2003","R2003018","HP Classic of New Orleans"
"2003","R2003020","Shell Houston Open"
"2003","R2003012","MCI Heritage"
"2003","R2003014","Masters Tournament"
"2003","R2003022","BellSouth Classic"
"2003","R2003011","THE PLAYERS Championship"
"2003","R2003009","Bay Hill Invitational presented by Cooper Tires"
"2003","R2003010","The Honda Classic"
"2003","R2003008","Ford Championship at Doral"
"2003","R2003001","Chrysler Classic of Tucson"
"2003","R2003007","Nissan Open"
"2003","R2003004","Buick Invitational"
"2003","R2003005","AT&T Pebble Beach National Pro-Am"
"2003","R2003002","Bob Hope Chrysler Classic"
"2003","R2003003","Phoenix Open"
"2003","R2003006","Sony Open in Hawaii"
"2003","R2003016","Mercedes Championships"
"2002","R2002060","THE TOUR Championship presented by Coca-Cola"
"2002","R2002054","Southern Farm Bureau Classic"
"2002","R2002040","Buick Challenge"
"2002","R2002045","Disney Golf Classic"
"2002","R2002047","Invensys Classic at Las Vegas"
"2002","R2002041","Valero Texas Open"
"2002","R2002475","Tampa Bay Classic presented by Buick"
"2002","R2002473","World Golf Championships-American Express Championship"
"2002","R2002474","SEI Pennsylvania Classic"
"2002","R2002032","Bell Canadian Open"
"2002","R2002502","Air Canada Championship"
"2002","R2002476","World Golf Championships-NEC Invitational"
"2002","R2002472","Reno-Tahoe Open"
"2002","R2002033","PGA Championship"
"2002","R2002035","Buick Open"
"2002","R2002030","John Deere Classic"
"2002","R2002100","The Open Championship"
"2002","R2002037","B.C. Open"
"2002","R2002029","Greater Milwaukee Open"
"2002","R2002028","Advil Western Open"
"2002","R2002025","FedEx St. Jude Classic"
"2002","R2002034","Canon Greater Hartford Open"
"2002","R2002026","U.S. Open Championship"
"2002","R2002027","Buick Classic"
"2002","R2002024","Kemper Insurance Open"
"2002","R2002023","Memorial Tournament"
"2002","R2002021","MasterCard Colonial"
"2002","R2002019","Verizon Byron Nelson Classic"
"2002","R2002018","Compaq Classic of New Orleans"
"2002","R2002013","Greater Greensboro Chrysler Classic"
"2002","R2002012","WORLDCOM CLASSIC-The Heritage of Golf"
"2002","R2002014","Masters Tournament"
"2002","R2002022","BellSouth Classic"
"2002","R2002020","Shell Houston Open"
"2002","R2002011","THE PLAYERS Championship"
"2002","R2002009","Bay Hill Invitational presented by Cooper Tires"
"2002","R2002010","The Honda Classic"
"2002","R2002008","Genuity Championship"
"2002","R2002001","Touchstone Energy Tucson Open"
"2002","R2002007","Nissan Open"
"2002","R2002004","Buick Invitational"
"2002","R2002005","AT&T Pebble Beach National Pro-Am"
"2002","R2002003","Phoenix Open"
"2002","R2002002","Bob Hope Chrysler Classic"
"2002","R2002006","Sony Open in Hawaii"
"2002","R2002016","Mercedes Championships"
"2001","R2001054","Southern Farm Bureau Classic"
"2001","R2001060","THE TOUR Championship"
"2001","R2001040","Buick Challenge"
"2001","R2001045","National Car Rental Golf Classic Disney"
"2001","R2001047","Invensys Classic at Las Vegas"
"2001","R2001031","Michelob Championship at Kingsmill"
"2001","R2001041","Texas Open at LaCantera"
"2001","R2001474","Marconi Pennsylvania Classic"
"2001","R2001032","Bell Canadian Open"
"2001","R2001502","Air Canada Championship"
"2001","R2001472","Reno-Tahoe Open"
"2001","R2001476","World Golf Championships-NEC Invitational"
"2001","R2001033","PGA Championship"
"2001","R2001035","Buick Open"
"2001","R2001030","John Deere Classic"
"2001","R2001037","B.C. Open"
"2001","R2001100","The Open Championship"
"2001","R2001029","Greater Milwaukee Open"
"2001","R2001028","Advil Western Open"
"2001","R2001034","Canon Greater Hartford Open"
"2001","R2001027","Buick Classic"
"2001","R2001026","U.S. Open Championship"
"2001","R2001025","FedEx St. Jude Classic"
"2001","R2001023","Memorial Tournament"
"2001","R2001024","Kemper Insurance Open"
"2001","R2001021","MasterCard Colonial"
"2001","R2001019","Verizon Byron Nelson Classic"
"2001","R2001018","Compaq Classic of New Orleans"
"2001","R2001013","Greater Greensboro Chrysler Classic"
"2001","R2001020","Shell Houston Open"
"2001","R2001012","WORLDCOM CLASSIC-The Heritage of Golf"
"2001","R2001014","Masters Tournament"
"2001","R2001022","BellSouth Classic"
"2001","R2001011","THE PLAYERS Championship"
"2001","R2001009","Bay Hill Invitational"
"2001","R2001010","Honda Classic"
"2001","R2001008","Genuity Championship"
"2001","R2001007","Nissan Open"
"2001","R2001002","Bob Hope Chrysler Classic"
"2001","R2001004","Buick Invitational"
"2001","R2001005","AT&T Pebble Beach National Pro-Am"
"2001","R2001003","Phoenix Open"
"2001","R2001006","Sony Open in Hawaii"
"2001","R2001016","Mercedes Championships"
"2001","R2001001","Touchstone Energy Tucson Open"
"2000","R2000473","World Golf Championships-American Express Championship"
"2000","R2000054","Southern Farm Bureau Classic"
"2000","R2000060","THE TOUR Championship"
"2000","R2000045","National Car Rental Golf Classic Disney"
"2000","R2000475","Tampa Bay Classic"
"2000","R2000047","Invensys Classic at Las Vegas"
"2000","R2000031","Michelob Championship at Kingsmill"
"2000","R2000040","Buick Challenge"
"2000","R2000041","Westin Texas Open at LaCantera"
"2000","R2000474","SEI Pennsylvania Classic"
"2000","R2000032","Bell Canadian Open"
"2000","R2000502","Air Canada Championship"
"2000","R2000476","World Golf Championships-NEC Invitational"
"2000","R2000472","Reno-Tahoe Open"
"2000","R2000033","PGA Championship"
"2000","R2000035","Buick Open"
"2000","R2000030","John Deere Classic"
"2000","R2000100","The Open Championship"
"2000","R2000037","B.C. Open"
"2000","R2000029","Greater Milwaukee Open"
"2000","R2000028","Advil Western Open"
"2000","R2000034","Canon Greater Hartford Open"
"2000","R2000025","FedEx St. Jude Classic"
"2000","R2000026","U.S. Open Championship"
"2000","R2000027","Buick Classic"
"2000","R2000024","Kemper Insurance Open"
"2000","R2000023","Memorial Tournament"
"2000","R2000021","MasterCard Colonial"
"2000","R2000019","GTE Byron Nelson Classic"
"2000","R2000018","COMPAQ Classic of New Orleans"
"2000","R2000020","Shell Houston Open"
"2000","R2000013","Greater Greensboro Chrysler Classic"
"2000","R2000012","MCI Classic"
"2000","R2000014","Masters Tournament"
"2000","R2000022","BellSouth Classic"
"2000","R2000011","THE PLAYERS Championship"
"2000","R2000009","Bay Hill Invitational"
"2000","R2000010","Honda Classic"
"2000","R2000008","Doral-Ryder Open"
"2000","R2000001","Touchstone Energy Tucson Open"
"2000","R2000007","Nissan Open"
"2000","R2000004","Buick Invitational"
"2000","R2000005","AT&T Pebble Beach National Pro-Am"
"2000","R2000003","Phoenix Open"
"2000","R2000002","Bob Hope Chrysler Classic"
"2000","R2000006","Sony Open in Hawaii"
"2000","R2000016","Mercedes Championships"
"1999","R1999473","World Golf Championships-American Express Championship"
"1999","R1999060","THE TOUR Championship"
"1999","R1999054","Southern Farm Bureau Classic"
"1999","R1999045","National Car Rental Golf Classic/Disney"
"1999","R1999047","Las Vegas Invitational"
"1999","R1999031","Michelob Championship at Kingsmill"
"1999","R1999040","Buick Challenge"
"1999","R1999041","Westin Texas Open"
"1999","R1999037","B.C. Open"
"1999","R1999032","Bell Canadian Open"
"1999","R1999502","Air Canada Championship"
"1999","R1999472","Reno-Tahoe Open"
"1999","R1999476","World Golf Championships-NEC Invitational"
"1999","R1999033","PGA Championship"
"1999","R1999035","Buick Open"
"1999","R1999034","Canon Greater Hartford Open"
"1999","R1999030","John Deere Classic"
"1999","R1999100","The Open Championship"
"1999","R1999029","Greater Milwaukee Open"
"1999","R1999028","Motorola Western Open"
"1999","R1999027","Buick Classic"
"1999","R1999026","U.S. Open Championship"
"1999","R1999025","FedEx St. Jude Classic"
"1999","R1999023","Memorial Tournament"
"1999","R1999024","Kemper Open"
"1999","R1999021","MasterCard Colonial"
"1999","R1999019","GTE Byron Nelson Classic"
"1999","R1999018","COMPAQ Classic of New Orleans"
"1999","R1999020","Shell Houston Open"
"1999","R1999013","Greater Greensboro Chrysler Classic"
"1999","R1999012","MCI Classic"
"1999","R1999014","Masters Tournament"
"1999","R1999022","BellSouth Classic"
"1999","R1999011","THE PLAYERS Championship"
"1999","R1999009","Bay Hill Invitational"
"1999","R1999010","Honda Classic"
"1999","R1999008","Doral-Ryder Open"
"1999","R1999001","Touchstone Energy Tucson Open"
"1999","R1999007","Nissan Open"
"1999","R1999004","Buick Invitational"
"1999","R1999005","AT&T Pebble Beach National Pro-Am"
"1999","R1999003","Phoenix Open"
"1999","R1999002","Bob Hope Chrysler Classic"
"1999","R1999006","Sony Open in Hawaii"
"1999","R1999016","Mercedes Championships"
"1998","R1998060","THE TOUR Championship"
"1998","R1998045","National Car Rental Golf Classic/Disney"
"1998","R1998047","Las Vegas Invitational"
"1998","R1998031","Michelob Championship at Kingsmill"
"1998","R1998040","Buick Challenge"
"1998","R1998041","Westin Texas Open"
"1998","R1998037","B.C. Open"
"1998","R1998032","Bell Canadian Open"
"1998","R1998029","Greater Milwaukee Open"
"1998","R1998502","Greater Vancouver Open"
"1998","R1998036","NEC World Series of Golf"
"1998","R1998033","PGA Championship"
"1998","R1998035","Buick Open"
"1998","R1998025","FedEx St. Jude Classic"
"1998","R1998038","CVS Charity Classic"
"1998","R1998100","The Open Championship"
"1998","R1998054","Deposit Guaranty Golf Classic"
"1998","R1998030","Quad City Classic"
"1998","R1998034","Canon Greater Hartford Open"
"1998","R1998028","Motorola Western Open"
"1998","R1998026","U.S. Open Championship"
"1998","R1998027","Buick Classic"
"1998","R1998024","Kemper Open"
"1998","R1998023","Memorial Tournament"
"1998","R1998021","MasterCard Colonial"
"1998","R1998019","GTE Byron Nelson Golf Classic"
"1998","R1998022","BellSouth Classic"
"1998","R1998020","Shell Houston Open"
"1998","R1998013","Greater Greensboro Chrysler Classic"
"1998","R1998012","MCI Classic"
"1998","R1998014","Masters Tournament"
"1998","R1998018","Freeport-McDermott Classic"
"1998","R1998011","THE PLAYERS Championship"
"1998","R1998009","Bay Hill Invitational"
"1998","R1998010","Honda Classic"
"1998","R1998008","Doral-Ryder Open"
"1998","R1998007","Nissan Open"
"1998","R1998001","Tucson Chrysler Classic"
"1998","R1998006","United Airlines Hawaiian Open"
"1998","R1998004","Buick Invitational"
"1998","R1998005","AT&T Pebble Beach National Pro-Am"
"1998","R1998003","Phoenix Open"
"1998","R1998002","Bob Hope Chrysler Classic"
"1998","R1998016","Mercedes Championships"
"1997","R1997060","THE TOUR Championship"
"1997","R1997047","Las Vegas Invitational"
"1997","R1997045","Walt Disney World/Oldsmobile Classic"
"1997","R1997031","Michelob Championship at Kingsmill"
"1997","R1997040","Buick Challenge"
"1997","R1997037","B.C. Open"
"1997","R1997041","LaCantera Texas Open"
"1997","R1997038","CVS Charity Classic"
"1997","R1997032","Bell Canadian Open"
"1997","R1997029","Greater Milwaukee Open"
"1997","R1997036","NEC World Series of Golf"
"1997","R1997502","Greater Vancouver Open"
"1997","R1997033","PGA Championship"
"1997","R1997035","Buick Open"
"1997","R1997034","Canon Greater Hartford Open"
"1997","R1997054","Deposit Guaranty Golf Classic"
"1997","R1997100","The Open Championship"
"1997","R1997030","Quad City Classic"
"1997","R1997028","Motorola Western Open"
"1997","R1997025","FedEx St. Jude Classic"
"1997","R1997027","Buick Classic"
"1997","R1997026","U.S. Open Championship"
"1997","R1997024","Kemper Open"
"1997","R1997023","Memorial Tournament"
"1997","R1997021","MasterCard Colonial"
"1997","R1997019","GTE Byron Nelson Golf Classic"
"1997","R1997022","BellSouth Classic"
"1997","R1997020","Shell Houston Open"
"1997","R1997013","Greater Greensboro Chrysler Classic"
"1997","R1997012","MCI Classic"
"1997","R1997014","Masters Tournament"
"1997","R1997018","Freeport-McDermott Classic"
"1997","R1997011","THE PLAYERS Championship"
"1997","R1997009","Bay Hill Invitational"
"1997","R1997010","Honda Classic"
"1997","R1997008","Doral-Ryder Open"
"1997","R1997007","Nissan Open"
"1997","R1997001","Tucson Chrysler Classic"
"1997","R1997006","United Airlines Hawaiian Open"
"1997","R1997004","Buick Invitational"
"1997","R1997005","AT&T Pebble Beach National Pro-Am"
"1997","R1997003","Phoenix Open"
"1997","R1997002","Bob Hope Chrysler Classic"
"1997","R1997016","Mercedes Championships"
"1996","R1996060","THE TOUR Championship"
"1996","R1996045","Walt Disney World/Oldsmobile Classic"
"1996","R1996041","LaCantera Texas Open"
"1996","R1996047","Las Vegas Invitational"
"1996","R1996040","Buick Challenge"
"1996","R1996037","B.C. Open"
"1996","R1996030","Quad City Classic"
"1996","R1996032","Bell Canadian Open"
"1996","R1996029","Greater Milwaukee Open"
"1996","R1996036","NEC World Series of Golf"
"1996","R1996502","Greater Vancouver Open"
"1996","R1996033","PGA Championship"
"1996","R1996035","Buick Open"
"1996","R1996038","CVS Charity Classic"
"1996","R1996100","The Open Championship"
"1996","R1996054","Deposit Guaranty Golf Classic"
"1996","R1996031","Michelob Championship at Kingsmill"
"1996","R1996028","Motorola Western Open"
"1996","R1996034","Canon Greater Hartford Open"
"1996","R1996025","FedEx St. Jude Classic"
"1996","R1996026","U.S. Open Championship"
"1996","R1996027","Buick Classic"
"1996","R1996023","Memorial Tournament"
"1996","R1996024","Kemper Open"
"1996","R1996021","MasterCard Colonial"
"1996","R1996019","GTE Byron Nelson Golf Classic"
"1996","R1996020","Shell Houston Open"
"1996","R1996013","Greater Greensboro Chrysler Classic"
"1996","R1996012","MCI Classic"
"1996","R1996014","Masters Tournament"
"1996","R1996022","BellSouth Classic"
"1996","R1996011","THE PLAYERS Championship"
"1996","R1996018","Freeport-McDermott Classic"
"1996","R1996009","Bay Hill Invitational"
"1996","R1996010","Honda Classic"
"1996","R1996008","Doral-Ryder Open"
"1996","R1996007","Nissan Open"
"1996","R1996006","United Airlines Hawaiian Open"
"1996","R1996004","Buick Invitational"
"1996","R1996003","Phoenix Open"
"1996","R1996002","Bob Hope Chrysler Classic"
"1996","R1996001","Nortel Open"
"1996","R1996016","Mercedes Championships"
"1995","R1995060","THE TOUR Championship"
"1995","R1995041","LaCantera Texas Open"
"1995","R1995047","Las Vegas Invitational"
"1995","R1995045","Walt Disney World/Oldsmobile Classic"
"1995","R1995040","Buick Challenge"
