"year","tournament_id","tournament_name"
"1995","R1995030","Quad City Classic"
"1995","R1995037","B.C. Open"
"1995","R1995032","Bell Canadian Open"
"1995","R1995029","Greater Milwaukee Open"
"1995","R1995036","NEC World Series of Golf"
"1995","R1995033","PGA Championship"
"1995","R1995035","Buick Open"
"1995","R1995038","Ideon Classic at Pleasant Valley"
"1995","R1995054","Deposit Guaranty Golf Classic"
"1995","R1995100","The Open Championship"
"1995","R1995031","Anheuser-Busch Golf Classic"
"1995","R1995028","Motorola Western Open"
"1995","R1995025","FedEx St. Jude Classic"
"1995","R1995034","Canon Greater Hartford Open"
"1995","R1995026","U.S. Open Championship"
"1995","R1995024","Kemper Open"
"1995","R1995023","Memorial Tournament"
"1995","R1995021","Colonial National Invitation"
"1995","R1995027","Buick Classic"
"1995","R1995019","GTE Byron Nelson Golf Classic"
"1995","R1995022","BellSouth Classic"
"1995","R1995020","Shell Houston Open"
"1995","R1995013","KMart Greater Greensboro Open"
"1995","R1995012","MCI Classic"
"1995","R1995014","Masters Tournament"
"1995","R1995018","Freeport-McMoRan Classic"
"1995","R1995011","THE PLAYERS Championship"
"1995","R1995009","Nestle Invitational"
"1995","R1995010","Honda Classic"
"1995","R1995008","Doral-Ryder Open"
"1995","R1995007","Nissan Open"
"1995","R1995002","Bob Hope Chrysler Classic"
"1995","R1995004","Buick Invitational of California"
"1995","R1995005","AT&T Pebble Beach National Pro-Am"
"1995","R1995003","Phoenix Open"
"1995","R1995001","Northern Telecom Open"
"1995","R1995006","United Airlines Hawaiian Open"
"1995","R1995016","Mercedes Championships"
"1994","R1994060","THE TOUR Championship"
"1994","R1994047","Las Vegas Invitational"
"1994","R1994041","Texas Open"
"1994","R1994045","Walt Disney World/Oldsmobile Classic"
"1994","R1994040","Buick Southern Open"
"1994","R1994030","Hardee's Golf Classic"
"1994","R1994037","B.C. Open"
"1994","R1994032","Bell Canadian Open"
"1994","R1994029","Greater Milwaukee Open"
"1994","R1994036","NEC World Series of Golf"
"1994","R1994033","PGA Championship"
"1994","R1994035","Buick Open"
"1994","R1994025","Federal Express St. Jude Classic"
"1994","R1994038","New England Classic"
"1994","R1994054","Deposit Guaranty Golf Classic"
"1994","R1994031","Anheuser-Busch Golf Classic"
"1994","R1994028","Motorola Western Open"
"1994","R1994034","Canon Greater Hartford Open"
"1994","R1994026","U.S. Open Championship"
"1994","R1994027","Buick Classic"
"1994","R1994024","Kemper Open"
"1994","R1994021","Southwestern Bell Colonial"
"1994","R1994023","Memorial Tournament"
"1994","R1994019","GTE Byron Nelson Golf Classic"
"1994","R1994022","BellSouth Classic"
"1994","R1994020","Shell Houston Open"
"1994","R1994013","KMart Greater Greensboro Open"
"1994","R1994012","MCI Heritage Golf Classic"
"1994","R1994014","Masters Tournament"
"1994","R1994018","Freeport-McMoRan Classic"
"1994","R1994011","THE PLAYERS Championship"
"1994","R1994009","Nestle Invitational"
"1994","R1994010","Honda Classic"
"1994","R1994008","Doral-Ryder Open"
"1994","R1994004","Buick Invitational of California"
"1994","R1994002","Bob Hope Chrysler Classic"
"1994","R1994007","Nissan Los Angeles Open"
"1994","R1994005","AT&T Pebble Beach National Pro-Am"
"1994","R1994003","Phoenix Open"
"1994","R1994001","Northern Telecom Open"
"1994","R1994006","United Airlines Hawaiian Open"
"1994","R1994016","Mercedes Championships"
"1993","R1993060","THE TOUR Championship"
"1993","R1993047","Las Vegas Invitational"
"1993","R1993041","H.E.B. Texas Open"
"1993","R1993045","Walt Disney World/Oldsmobile Classic"
"1993","R1993040","Buick Southern Open"
"1993","R1993037","B.C. Open"
"1993","R1993030","Hardee's Golf Classic"
"1993","R1993032","Canadian Open"
"1993","R1993029","Greater Milwaukee Open"
"1993","R1993036","NEC World Series of Golf"
"1993","R1993033","PGA Championship"
"1993","R1993035","Buick Open"
"1993","R1993025","Federal Express St. Jude Classic"
"1993","R1993038","New England Classic"
"1993","R1993031","Anheuser-Busch Golf Classic"
"1993","R1993028","Sprint Western Open"
"1993","R1993034","Canon Greater Hartford Open"
"1993","R1993026","U.S. Open Championship"
"1993","R1993027","Buick Classic"
"1993","R1993023","Memorial Tournament"
"1993","R1993021","Southwestern Bell Colonial"
"1993","R1993024","Kemper Open"
"1993","R1993019","GTE Byron Nelson Golf Classic"
"1993","R1993022","BellSouth Classic"
"1993","R1993020","Shell Houston Open"
"1993","R1993013","KMart Greater Greensboro Open"
"1993","R1993012","MCI Heritage Golf Classic"
"1993","R1993014","Masters Tournament"
"1993","R1993054","Deposit Guaranty Golf Classic"
"1993","R1993018","Freeport-McMoRan Golf Classic"
"1993","R1993011","THE PLAYERS Championship"
"1993","R1993009","Nestle Invitational"
"1993","R1993010","Honda Classic"
"1993","R1993008","Doral-Ryder Open"
"1993","R1993007","Nissan Los Angeles Open"
"1993","R1993004","Buick Invitational of California"
"1993","R1993002","Bob Hope Chrysler Classic"
"1993","R1993005","AT&T Pebble Beach National Pro-Am"
"1993","R1993003","Phoenix Open"
"1993","R1993001","Northern Telecom Open"
"1993","R1993006","United Airlines Hawaiian Open"
"1993","R1993016","Infiniti Tournament of Champions"
"1992","R1992060","THE TOUR Championship"
"1992","R1992041","H.E.B. Texas Open"
"1992","R1992045","Walt Disney World/Oldsmobile Classic"
"1992","R1992047","Las Vegas Invitational"
"1992","R1992040","Buick Southern Open"
"1992","R1992037","B.C. Open"
"1992","R1992030","Hardee's Golf Classic"
"1992","R1992032","Canadian Open"
"1992","R1992029","Greater Milwaukee Open"
"1992","R1992036","NEC World Series of Golf"
"1992","R1992033","PGA Championship"
"1992","R1992035","Buick Open"
"1992","R1992034","Canon Greater Hartford Open"
"1992","R1992038","New England Classic"
"1992","R1992055","Chattanooga Classic"
"1992","R1992031","Anheuser-Busch Golf Classic"
"1992","R1992028","Centel Western Open"
"1992","R1992027","Buick Classic"
"1992","R1992026","U.S. Open Championship"
"1992","R1992025","Federal Express St. Jude Classic"
"1992","R1992023","Memorial Tournament"
"1992","R1992024","Kemper Open"
"1992","R1992021","Southwestern Bell Colonial"
"1992","R1992019","GTE Byron Nelson Golf Classic"
"1992","R1992022","BellSouth Classic"
"1992","R1992020","Shell Houston Open"
"1992","R1992013","KMart Greater Greensboro Open"
"1992","R1992012","MCI Heritage Golf Classic"
"1992","R1992054","Deposit Guaranty Golf Classic"
"1992","R1992014","Masters Tournament"
"1992","R1992018","Freeport-McMoRan Golf Classic"
"1992","R1992011","THE PLAYERS Championship"
"1992","R1992009","Nestle Invitational"
"1992","R1992010","Honda Classic"
"1992","R1992008","Doral-Ryder Open"
"1992","R1992007","Nissan Los Angeles Open"
"1992","R1992004","Buick Invitational of California"
"1992","R1992001","Northern Telecom Open"
"1992","R1992006","United Airlines Hawaiian Open"
"1992","R1992005","AT&T Pebble Beach National Pro-Am"
"1992","R1992003","Phoenix Open"
"1992","R1992002","Bob Hope Chrysler Classic"
"1992","R1992016","Infiniti Tournament of Champions"
"1991","R1991060","THE TOUR Championship"
"1991","R1991020","Independent Insurance Agent Open"
"1991","R1991045","Walt Disney World/Oldsmobile Classic"
"1991","R1991047","Las Vegas Invitational"
"1991","R1991041","H.E.B. Texas Open"
"1991","R1991040","Buick Southern Open"
"1991","R1991037","B.C. Open"
"1991","R1991030","Hardee's Golf Classic"
"1991","R1991032","Canadian Open"
"1991","R1991029","Greater Milwaukee Open"
"1991","R1991036","NEC World Series of Golf"
"1991","R1991033","PGA Championship"
"1991","R1991035","Buick Open"
"1991","R1991034","Canon Greater Hartford Open"
"1991","R1991055","Chattanooga Classic"
"1991","R1991038","New England Classic"
"1991","R1991028","Centel Western Open"
"1991","R1991025","Federal Express St. Jude Classic"
"1991","R1991031","Anheuser-Busch Golf Classic"
"1991","R1991026","U.S. Open Championship"
"1991","R1991027","Buick Classic"
"1991","R1991024","Kemper Open"
"1991","R1991021","Southwestern Bell Colonial"
"1991","R1991023","Memorial Tournament"
"1991","R1991022","BellSouth Atlanta Golf Classic"
"1991","R1991019","GTE Byron Nelson Golf Classic"
"1991","R1991013","KMart Greater Greensboro Open"
"1991","R1991012","MCI Heritage Golf Classic"
"1991","R1991054","Deposit Guaranty Golf Classic"
"1991","R1991014","Masters Tournament"
"1991","R1991011","THE PLAYERS Championship"
"1991","R1991018","USF&G Classic"
"1991","R1991009","Nestle Invitational"
"1991","R1991010","Honda Classic"
"1991","R1991008","Doral-Ryder Open"
"1991","R1991007","Nissan Los Angeles Open"
"1991","R1991004","Shearson Lehman Brothers Open"
"1991","R1991002","Bob Hope Chrysler Classic"
"1991","R1991005","AT&T Pebble Beach National Pro-Am"
"1991","R1991003","Phoenix Open"
"1991","R1991006","United Hawaiian Open"
"1991","R1991001","Northern Telecom Open"
"1991","R1991016","Infiniti Tournament of Champions"
"1990","R1990060","Nabisco Championship"
"1990","R1990045","Walt Disney World/Oldsmobile Classic"
"1990","R1990047","Las Vegas Invitational"
"1990","R1990041","H.E.B. Texas Open"
"1990","R1990040","Buick Southern Open"
"1990","R1990037","B.C. Open"
"1990","R1990032","Canadian Open"
"1990","R1990030","Hardee's Golf Classic"
"1990","R1990029","Greater Milwaukee Open"
"1990","R1990055","Chattanooga Classic"
"1990","R1990036","NEC World Series of Golf"
"1990","R1990033","PGA Championship"
"1990","R1990025","Federal Express St. Jude Classic"
"1990","R1990035","Buick Open"
"1990","R1990038","Bank of Boston Classic"
"1990","R1990031","Anheuser-Busch Golf Classic"
"1990","R1990034","Canon Greater Hartford Open"
"1990","R1990027","Buick Classic"
"1990","R1990026","U.S. Open Championship"
"1990","R1990028","Centel Western Open"
"1990","R1990024","Kemper Open"
"1990","R1990022","BellSouth Atlanta Golf Classic"
"1990","R1990021","Southwestern Bell Colonial"
"1990","R1990023","Memorial Tournament"
"1990","R1990019","GTE Byron Nelson Golf Classic"
"1990","R1990018","USF&G Classic"
"1990","R1990013","KMart Greater Greensboro Open"
"1990","R1990012","MCI Heritage Golf Classic"
"1990","R1990014","Masters Tournament"
"1990","R1990054","Deposit Guaranty Golf Classic"
"1990","R1990020","Independent Insurance Agent Open"
"1990","R1990009","Nestle Invitational"
"1990","R1990011","THE PLAYERS Championship"
"1990","R1990010","Honda Classic"
"1990","R1990008","Doral-Ryder Open"
"1990","R1990007","Nissan Los Angeles Open"
"1990","R1990004","Shearson Lehman Hutton Open"
"1990","R1990006","Hawaiian Open"
"1990","R1990005","AT&T Pebble Beach National Pro-Am"
"1990","R1990003","Phoenix Open"
"1990","R1990002","Bob Hope Chrysler Classic"
"1990","R1990001","Northern Telecom Tucson Open"
"1990","R1990016","MONY Tournament of Champions"
"1989","R1989060","Nabisco Championship"
"1989","R1989045","Walt Disney World/Oldsmobile Classic"
"1989","R1989041","Texas Open"
"1989","R1989057","Centel Classic"
"1989","R1989040","Southern Open"
"1989","R1989038","Bank of Boston Classic"
"1989","R1989037","B.C. Open"
"1989","R1989029","Greater Milwaukee Open"
"1989","R1989055","Chattanooga Classic"
"1989","R1989036","NEC World Series of Golf"
"1989","R1989033","PGA Championship"
"1989","R1989025","Federal Express St. Jude Classic"
"1989","R1989035","Buick Open"
"1989","R1989030","Hardee's Golf Classic"
"1989","R1989031","Anheuser-Busch Golf Classic"
"1989","R1989034","Canon Greater Hartford Open"
"1989","R1989028","Beatrice Western Open"
"1989","R1989032","Canadian Open"
"1989","R1989026","U.S. Open Championship"
"1989","R1989027","Manufacturers Hanover Westchester Classic"
"1989","R1989024","Kemper Open"
"1989","R1989022","BellSouth Atlanta Golf Classic"
"1989","R1989021","Southwestern Bell Colonial"
"1989","R1989023","Memorial Tournament"
"1989","R1989019","GTE Byron Nelson Golf Classic"
"1989","R1989047","Las Vegas Invitational"
"1989","R1989013","KMart Greater Greensboro Open"
"1989","R1989012","MCI Heritage Golf Classic"
"1989","R1989014","Masters Tournament"
"1989","R1989054","Deposit Guaranty Golf Classic"
"1989","R1989020","Independent Insurance Agent Open"
"1989","R1989018","USF&G Classic"
"1989","R1989011","THE PLAYERS Championship"
"1989","R1989009","Nestle Invitational"
"1989","R1989010","Honda Classic"
"1989","R1989008","Doral-Ryder Open"
"1989","R1989004","Shearson Lehman Hutton Open"
"1989","R1989006","Hawaiian Open"
"1989","R1989007","Nissan Los Angeles Open"
"1989","R1989005","AT&T Pebble Beach National Pro-Am"
"1989","R1989003","Phoenix Open"
"1989","R1989002","Bob Hope Chrysler Classic"
"1989","R1989016","MONY Tournament of Champions"
"1988","R1988060","Nabisco Championship"
"1988","R1988057","Centel Classic"
"1988","R1988001","Northern Telecom Tucson Open"
"1988","R1988045","Walt Disney World/Oldsmobile Classic"
"1988","R1988044","Pensacola Open"
"1988","R1988041","Texas Open"
"1988","R1988042","Gatlin Brothers-Southwest Golf Classic"
"1988","R1988040","Southern Open"
"1988","R1988037","B.C. Open"
"1988","R1988038","Bank of Boston Classic"
"1988","R1988029","Greater Milwaukee Open"
"1988","R1988032","Canadian Open"
"1988","R1988055","Provident Classic"
"1988","R1988036","NEC World Series of Golf"
"1988","R1988033","PGA Championship"
"1988","R1988025","Federal Express St. Jude Classic"
"1988","R1988035","Buick Open"
"1988","R1988034","Canon Sammy Davis Jr.-Greater Hartford Open"
"1988","R1988030","Hardee's Golf Classic"
"1988","R1988031","Anheuser-Busch Golf Classic"
"1988","R1988028","Beatrice Western Open"
"1988","R1988022","Georgia-Pacific Atlanta Golf Classic"
"1988","R1988026","U.S. Open Championship"
"1988","R1988027","Manufacturers Hanover Westchester Classic"
"1988","R1988024","Kemper Open"
"1988","R1988023","Memorial Tournament"
"1988","R1988021","Colonial National Invitation"
"1988","R1988019","GTE Byron Nelson Golf Classic"
"1988","R1988047","Panasonic Las Vegas Invitational"
"1988","R1988020","Independent Insurance Agent Open"
"1988","R1988018","USF&G Classic"
"1988","R1988012","MCI Heritage Golf Classic"
"1988","R1988054","Deposit Guaranty Golf Classic"
"1988","R1988014","Masters Tournament"
"1988","R1988013","KMart Greater Greensboro Open"
"1988","R1988011","THE PLAYERS Championship"
"1988","R1988009","Hertz Bay Hill Classic"
"1988","R1988010","Honda Classic"
"1988","R1988008","Doral-Ryder Open"
"1988","R1988007","Los Angeles Open Presented by Nissan"
"1988","R1988004","Shearson Lehman Hutton Andy Williams Open"
"1988","R1988006","Hawaiian Open"
"1988","R1988005","AT&T Pebble Beach National Pro-Am"
"1988","R1988003","Phoenix Open"
"1988","R1988002","Bob Hope Chrysler Classic"
"1988","R1988016","MONY Tournament of Champions"
"1987","R1987057","Centel Classic"
"1987","R1987060","Nabisco Championship"
"1987","R1987001","Seiko Tucson Open"
"1987","R1987045","Walt Disney World/Oldsmobile Classic"
"1987","R1987044","Pensacola Open"
"1987","R1987040","Southern Open"
"1987","R1987042","Southwest Golf Classic"
"1987","R1987029","Greater Milwaukee Open"
"1987","R1987038","Bank of Boston Classic"
"1987","R1987037","B.C. Open"
"1987","R1987055","Provident Classic"
"1987","R1987036","NEC World Series of Golf"
"1987","R1987028","Beatrice Western Open"
"1987","R1987033","PGA Championship"
"1987","R1987025","Federal Express St. Jude Classic"
"1987","R1987035","Buick Open"
"1987","R1987030","Hardee's Golf Classic"
"1987","R1987031","Anheuser-Busch Golf Classic"
"1987","R1987032","Canadian Open"
"1987","R1987034","Canon Sammy Davis Jr.-Greater Hartford Open"
"1987","R1987026","U.S. Open Championship"
"1987","R1987027","Manufacturers Hanover Westchester Classic"
"1987","R1987024","Kemper Open"
"1987","R1987023","Memorial Tournament"
"1987","R1987022","Georgia-Pacific Atlanta Golf Classic"
"1987","R1987021","Colonial National Invitation"
"1987","R1987019","Byron Nelson Golf Classic"
"1987","R1987047","Panasonic Las Vegas Invitational"
"1987","R1987020","Big ""I"" Houston Open"
"1987","R1987012","MCI Heritage Golf Classic"
"1987","R1987014","Masters Tournament"
"1987","R1987013","Greater Greensboro Open"
"1987","R1987011","Tournament Players Championship"
"1987","R1987018","USF&G Classic"
"1987","R1987009","Hertz Bay Hill Classic"
"1987","R1987010","Honda Classic"
"1987","R1987008","Doral-Ryder Open"
"1987","R1987007","Los Angeles Open Presented by Nissan"
"1987","R1987004","Shearson Lehman Brothers Andy Williams Open"
"1987","R1987006","Hawaiian Open"
"1987","R1987005","AT&T Pebble Beach National Pro-Am"
"1987","R1987003","Phoenix Open"
"1987","R1987002","Bob Hope Chrysler Classic"
"1987","R1987016","MONY Tournament of Champions"
