RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,21959,Ted Purdy,287,21
2,0,19846,Brian Gay,286,33
3,0,20572,Rod Pampling,283,21
4,0,23135,Tim Clark,275,21
5,0,20593,Greg Chalmers,274,85
5,0,22405,Justin Rose,274,8
7,0,23108,Matt Kuchar,270,21
8,0,27649,Brandt Snedeker,258,7
9,0,23718,Nathan Green,247,28
10,0,20498,Briny Baird,245,87
11,0,27214,Kevin Streelman,238,23
12,0,25632,Jimmy Walker,234,6
13,0,25345,Carl Pettersson,230,37
14,0,20766,Padraig Harrington,227,227
14,0,28475,Jeff Overton,227,3
16,0,06527,Steve Stricker,223,58
17,0,24507,Jason Bohn,222,39
18,0,23983,Luke Donald,221,21
19,0,20098,Stuart Appleby,216,0
20,0,01116,Michael Bradley,215,2
20,0,23638,Brendon de Jonge,215,84
22,0,26882,Michael Sim,214,140
23,0,12510,Chad Campbell,213,26
23,0,28089,Jason Day,213,4
23,0,24924,Bill Haas,213,4
26,0,20127,Chris Riley,212,29
27,0,24024,Zach Johnson,211,53
28,0,21961,Charles Howell III,209,115
29,0,23613,Rich Barcelo,206,20
29,0,02206,David Toms,206,2
29,0,27095,Nick Watney,206,27
32,0,11032,Frank Lickliter II,205,205
33,0,20157,Retief Goosen,204,13
34,0,09011,David Duval,202,16
35,0,01577,Lee Janzen,197,11
35,0,20645,John Senden,197,3
37,0,25720,Chad Collins,195,59
37,0,07749,Brett Quigley,195,3
39,0,28237,Rory McIlroy,194,12
40,0,23325,Vaughn Taylor,192,7
41,0,06004,Stephen Ames,189,36
41,0,21350,Ryuji Imada,189,2
43,0,25562,Andres Romero,188,90
44,0,22371,Aaron Baddeley,187,11
44,0,01928,Corey Pavin,187,17
46,0,26596,Ryan Moore,183,13
47,0,01941,Tom Pernice Jr.,182,15
48,0,28307,Matt Every,180,42
49,0,21878,Mark Wilson,179,87
50,0,25572,Graeme McDowell,178,20
51,0,25396,Kevin Na,176,7
52,0,23320,Ryan Palmer,175,61
53,0,27330,Josh Teater,173,8
54,0,25240,D.A. Points,167,167
55,0,22621,Ben Curtis,166,6
55,0,12782,Tim Herron,166,29
55,0,10860,Justin Leonard,166,112
55,0,01948,Tim Petrovic,166,9
55,0,23623,Bo Van Pelt,166,1
60,0,01707,Steve Lowery,164,22
60,0,27120,Troy Matteson,164,19
62,0,21753,Brian Davis,163,7
62,0,24912,Will MacKenzie,163,10
62,0,25190,Jeff Quinney,163,80
62,0,08375,Paul Stankowski,163,18
66,0,23353,J.J. Henry,162,17
67,0,27770,Camilo Villegas,161,19
68,0,01320,Bob Estes,160,20
69,0,08537,J.P. Hayes,159,49
69,0,01677,Tom Lehman,159,8
69,0,22122,Andrew McLardy,159,2
69,0,24138,Ian Poulter,159,4
73,0,27936,Martin Laird,158,13
74,0,10505,Shane Bertsch,157,15
74,0,26695,Michael Letzig,157,10
74,0,01724,Jeff Maggert,157,0
74,0,22348,Nick O'Hern,157,5
74,0,08793,Tiger Woods,157,66
79,0,10585,Scott McCarron,156,56
80,0,27466,Spencer Levin,155,127
81,0,25364,Paul Casey,154,29
81,0,24357,K.J. Choi,154,113
81,0,01810,Phil Mickelson,154,7
84,0,21949,Joe Ogilvie,153,2
84,0,10423,Mike Weir,153,7
86,0,12716,Charley Hoffman,152,1
87,0,25900,Lucas Glover,151,0
87,0,20105,Jeff Gove,151,11
87,0,29221,Webb Simpson,151,21
90,0,27933,John Merrick,150,1
90,0,26287,Roland Thatcher,150,2
92,0,21731,Freddie Jacobson,149,5
92,0,30946,Alex Prugh,149,14
94,0,25818,Scott Piercy,146,28
95,0,01226,Fred Couples,145,145
95,0,28620,Aron Price,145,1
95,0,27963,Chris Stroud,145,6
98,0,26420,Richard Johnson,144,13
99,0,23800,Bryce Molder,143,10
99,0,02214,Kirk Triplett,143,0
99,0,25804,Bubba Watson,143,37
102,0,26300,Matt Jones,142,7
102,0,27797,Derek Lamely,142,46
104,0,23541,Ben Crane,141,2
104,0,30925,Dustin Johnson,141,33
104,0,26679,Kevin Stadler,141,50
107,0,21407,Arjun Atwal,140,25
108,0,12602,Dean Wilson,139,19
109,0,01313,Steve Elkington,138,12
110,0,24663,Y.E. Yang,137,43
111,0,32102,Rickie Fowler,136,49
111,0,24361,Pat Perez,136,7
111,0,22293,Heath Slocum,136,6
111,0,32617,Jerod Turner,136,59
115,0,12652,Cameron Beckman,135,9
115,0,20070,Matt Bettencourt,135,19
