RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,28237,Rory McIlroy,$487064,8280095
2,0,21209,Sergio Garcia,$308725,4939606
3,0,25804,Bubba Watson,$301760,6336978
4,0,10809,Jim Furyk,$285114,5987395
5,0,28089,Jason Day,$252638,3789574
6,0,30925,Dustin Johnson,$249951,4249180
7,0,24502,Adam Scott,$241093,4098588
8,0,27408,Martin Kaymer,$238554,4532537
9,0,01666,Bernhard Langer,$234000,234000
10,0,25632,Jimmy Walker,$214333,5787015
11,0,22405,Justin Rose,$206671,3926767
12,0,23108,Matt Kuchar,$195646,4695515
13,0,32102,Rickie Fowler,$184850,4806116
14,0,29420,Billy Horschel,$178325,4814786
15,0,30926,Chris Kirk,$173384,4854777
16,0,34046,Jordan Spieth,$160842,4342748
17,0,23814,Edoardo Molinari,$144455,288911
18,0,34360,Patrick Reed,$143788,4026075
19,0,29221,Webb Simpson,$141584,3539600
20,0,26596,Ryan Moore,$129094,3098262
21,0,24024,Zach Johnson,$128977,3353417
22,0,23320,Ryan Palmer,$127143,2924300
23,0,21528,Henrik Stenson,$126282,1894235
24,0,24781,Hunter Mahan,$123919,3097983
25,0,25572,Graeme McDowell,$122199,2077386
26,0,32839,Hideki Matsuyama,$118228,2837477
27,0,30927,Brendon Todd,$117129,3396746
28,0,25396,Kevin Na,$116781,3153107
29,0,26331,Charl Schwartzel,$110971,1997481
30,0,31323,Gary Woodland,$109366,2734152
31,0,27436,Graham DeLaet,$109021,2616517
32,0,33141,Keegan Bradley,$108793,2828637
33,0,26851,Marc Leishman,$106610,2558657
34,0,20645,John Senden,$105803,2856684
35,0,34099,Harris English,$105261,2947321
36,0,06527,Steve Stricker,$104976,1154746
37,0,01810,Phil Mickelson,$102762,2158018
38,0,46435,Austin Cook,$102466,102466
39,0,24924,Bill Haas,$101482,2841520
40,0,39954,Cody Gribble,$98598,98598
41,0,27141,J.B. Holmes,$98550,2365204
42,0,28307,Matt Every,$97706,2540370
43,0,25686,Jason Dufner,$97146,1651490
44,0,27929,Shiv Kapur,$95984,191968
45,0,24138,Ian Poulter,$95099,1616693
46,0,34098,Russell Henley,$89327,2590493
47,0,26679,Kevin Stadler,$88473,2300306
48,0,27214,Kevin Streelman,$87833,2107993
49,0,23983,Luke Donald,$85378,1451439
50,0,24490,George McNeill,$83931,2014357
51,0,25841,Marc Warren,$82070,164141
52,0,20848,Ángel Cabrera,$81241,1868559
53,0,33418,Shawn Stefani,$80544,1369258
54,0,23135,Tim Clark,$79474,2066343
55,0,12716,Charley Hoffman,$79091,1977295
56,0,29289,S.Y. Noh,$78341,2115233
57,0,01320,Bob Estes,$78000,156000
58,0,19970,Robert Karlsson,$77956,545695
59,0,26300,Matt Jones,$77126,1928154
60,0,27644,Brian Harman,$75447,2414333
61,0,06522,Ernie Els,$74982,1799569
62,0,27963,Chris Stroud,$73055,1826399
63,0,24357,K.J. Choi,$72949,1677847
64,0,33204,Shane Lowry,$72622,217866
65,0,25198,Francesco Molinari,$70664,847974
66,0,21731,Freddie Jacobson,$70436,1901789
67,0,33419,Cameron Tringale,$69991,2169722
68,0,23540,Jason Allred,$69637,626733
69,0,22046,Geoff Ogilvy,$69601,1809632
70,0,21961,Charles Howell III,$68863,1997044
71,0,24912,Will MacKenzie,$68660,1853822
72,0,20396,Lee Westwood,$67950,1223104
73,0,28339,Victor Dubuisson,$67098,670985
74,0,27649,Brandt Snedeker,$66095,1652379
75,0,33948,Byeong Hun An,$65350,65350
76,0,36689,Brooks Koepka,$65194,1043114
77,0,24494,Erik Compton,$64147,1796143
78,0,27895,Jonas Blixt,$63914,1342197
79,0,31560,Brian Stuard,$63880,1852531
80,0,24507,Jason Bohn,$63407,1585189
81,0,30944,Jason Kokrak,$63177,1200381
82,0,08075,Jerry Kelly,$63089,1451058
83,0,34431,Robert Streb,$61908,1300074
84,0,23541,Ben Crane,$61385,1534633
85,0,40026,Daniel Berger,$59588,59588
86,0,26329,Louis Oosthuizen,$59133,946134
87,0,34563,Chesson Hadley,$58735,1703315
88,0,33122,Russell Knox,$58216,1513630
89,0,25274,Steven Bowditch,$57823,1734692
90,0,30852,Ryo Ishikawa,$57524,1380579
91,0,33413,Ben Martin,$57032,1482835
92,0,27770,Camilo Villegas,$56624,1642124
93,0,25834,Daniel Summerhays,$55908,1509542
94,0,25364,Paul Casey,$54873,877968
95,0,19958,Miguel Angel Jiménez,$54000,432000
96,0,34707,Siddikur Rahman,$53433,53433
97,0,35582,Kristoffer Broberg,$52963,52963
98,0,24361,Pat Perez,$52603,1315080
99,0,24956,Mikko Ilonen,$52600,263000
100,0,29518,Brendan Steele,$52303,1359889
101,0,23481,Marcel Siem,$52226,156679
102,0,25444,Justin Hicks,$51468,1544061
103,0,20098,Stuart Appleby,$50964,1477970
104,0,33461,Morgan Hoffmann,$49872,1595922
105,0,30692,Scott Stallings,$49488,1385688
106,0,30978,Kiradech Aphibarnrat,$49464,445178
107,0,29425,Andrew Svoboda,$48669,1168072
108,0,06373,José María Olazábal,$48600,48600
109,0,25345,Carl Pettersson,$48156,1348393
110,0,29479,Scott Brown,$48057,1441724
111,0,32366,Kevin Chappell,$47978,1343411
