RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,07003,David Berganio Jr.,60.00,213,355
2,0,23177,Kenneth Staton,57.99,265,457
3,0,12652,Cameron Beckman,56.18,209,372
4,0,01945,Kenny Perry,55.92,236,422
5,0,06515,Shaun Micheel,55.43,245,442
6,0,23614,Rich Beem,55.27,257,465
7,0,06567,Vijay Singh,55.21,249,451
8,0,06573,Brandt Jobe,55.04,235,427
9,0,08123,Jeff Brehaut,54.81,205,374
10,0,12823,Carlos Franco,54.76,276,504
11,0,01926,Steve Pate,54.74,150,274
12,0,01927,Dennis Paulson,54.33,270,497
13,0,01707,Steve Lowery,53.94,219,406
14,0,12663,Phil Tataurangi,53.90,242,449
15,0,01938,David Peoples,53.71,246,458
16,0,23621,Rory Sabbatini,53.62,185,345
17,0,02106,Chris Smith,53.38,253,474
18,0,23338,David Gossett,53.21,199,374
19,0,01361,Dan Forsman,53.20,183,344
20,0,08339,Spike McRoy,53.00,168,317
21,0,01553,John Huston,52.90,219,414
22,0,22913,John Rollins,52.85,241,456
23,0,10213,Dicky Pride,52.78,133,252
24,0,20043,Edward Fryatt,52.49,232,442
25,0,10962,Bradley Hughes,52.28,126,241
26,0,02101,Joey Sindelar,52.26,243,465
27,0,07721,Pat Bates,52.19,167,320
28,0,12510,Chad Campbell,52.13,220,422
28,0,06350,Bob May,52.13,220,422
30,0,08881,Tripp Isenhour,52.01,168,323
31,0,01035,Tommy Armour III,52.00,195,375
32,0,01381,Fred Funk,51.80,144,278
33,0,21961,Charles Howell III,51.77,248,479
34,0,01723,Andrew Magee,51.50,240,466
35,0,20502,Michael Long,51.17,197,385
36,0,01226,Fred Couples,51.07,167,327
36,0,01388,Robert Gamez,51.07,143,280
38,0,10809,Jim Furyk,50.87,147,289
38,0,12782,Tim Herron,50.87,293,576
40,0,20663,Brenden Pappas,50.78,195,384
41,0,20029,Notah Begay III,50.75,135,266
41,0,23353,J.J. Henry,50.75,238,469
43,0,01203,Russ Cochran,50.48,158,313
44,0,08793,Tiger Woods,50.29,175,348
45,0,20645,John Senden,50.23,219,436
46,0,01374,Robin Freeman,50.00,180,360
47,0,08545,Glen Hnatiuk,49.66,148,298
48,0,21633,Steve Allan,49.59,241,486
49,0,20593,Greg Chalmers,49.51,253,511
50,0,01685,J.L. Lewis,49.44,222,449
51,0,11032,Frank Lickliter II,49.40,207,419
52,0,20105,Jeff Gove,49.28,205,416
53,0,01941,Tom Pernice Jr.,49.24,228,463
54,0,20498,Briny Baird,49.18,210,427
54,0,06613,Tommy Tolles,49.18,179,364
56,0,01948,Tim Petrovic,49.13,198,403
57,0,10425,Jay Williamson,49.08,186,379
58,0,01569,Peter Jacobsen,49.05,129,263
58,0,10423,Mike Weir,49.05,232,473
60,0,20548,Hidemichi Tanaka,49.03,177,361
61,0,10565,Ian Leggatt,49.02,224,457
62,0,24937,Jess Daley,48.98,193,394
63,0,23541,Ben Crane,48.94,207,423
64,0,20574,Mathew Goggin,48.80,163,334
65,0,01307,Joel Edwards,48.72,191,392
66,0,12645,Brent Geiberger,48.70,206,423
67,0,10885,Robert Allenby,48.65,198,407
68,0,26289,Boo Weekley,48.64,125,257
69,0,02133,Craig Stadler,48.58,137,282
70,0,07223,Brian Bateman,48.54,199,410
71,0,10649,Tom Scherrer,48.49,241,497
72,0,01142,Bart Bryant,48.44,109,225
73,0,22046,Geoff Ogilvy,48.35,220,455
74,0,01771,Blaine McCallister,48.24,137,284
75,0,20572,Rod Pampling,48.16,209,434
76,0,08931,Glen Day,48.15,156,324
77,0,07749,Brett Quigley,48.12,256,532
78,0,06809,Bob Burns,48.08,188,391
79,0,06617,Brian Henninger,48.06,149,310
80,0,24357,K.J. Choi,48.00,216,450
81,0,01139,Olin Browne,47.89,159,332
82,0,08375,Paul Stankowski,47.83,231,483
83,0,01457,Jay Haas,47.73,179,375
84,0,23322,Brett Wetterich,47.72,209,438
85,0,02104,Jeff Sluman,47.67,245,514
86,0,01920,Craig Parry,47.63,151,317
87,0,01185,Brandel Chamblee,47.61,179,376
88,0,08633,Per-Ulrik Johansson,47.28,165,349
89,0,23623,Bo Van Pelt,47.27,182,385
90,0,01132,Mark Brooks,47.09,178,378
91,0,07457,Steve Flesch,47.03,222,472
92,0,02002,John Riegger,46.96,170,362
93,0,06197,Michael Allen,46.95,208,443
94,0,06036,Scott Dunlap,46.91,152,324
95,0,12826,Paul Claxton,46.88,150,320
96,0,23983,Luke Donald,46.84,200,427
97,0,01157,Tom Byrum,46.82,125,267
98,0,21805,Harrison Frazar,46.70,205,439
99,0,11011,Mike Sposa,46.69,226,484
100,0,01098,Jay Don Blake,46.67,210,450
101,0,01378,David Frost,46.59,191,410
102,0,01042,Paul Azinger,46.57,156,335
103,0,10201,Matt Gogel,46.56,169,363
104,0,01677,Tom Lehman,46.53,154,331
105,0,24925,Jonathan Byrd,46.46,197,424
106,0,21806,Paul Gow,46.44,222,478
107,0,10585,Scott McCarron,46.29,237,512
108,0,06004,Stephen Ames,46.26,198,428
109,0,10457,Frank Nobilo,46.17,175,379
110,0,02223,Bob Tway,46.12,226,490
111,0,10107,Deane Pappas,46.11,237,514
112,0,23903,Stephen Gangluff,45.87,172,375
113,0,23800,Bryce Molder,45.81,153,334
114,0,08537,J.P. Hayes,45.79,163,356
115,0,02257,Brian Watts,45.69,122,267
116,0,08535,Gary Nicklaus,45.68,148,324
117,0,20095,Carl Paulson,45.65,168,368
118,0,06251,Chris DiMarco,45.56,231,507
119,0,01320,Bob Estes,45.50,182,400
120,0,06575,Dudley Hart,45.45,190,418
121,0,21259,Jason Hill,45.42,139,306
122,0,01014,Fulton Allem,45.32,92,203
122,0,02206,David Toms,45.32,208,459
122,0,02245,Grant Waite,45.32,218,481
125,0,20094,Jonathan Kaye,45.17,173,383
126,0,01329,Brad Faxon,45.16,182,403
127,0,02110,Jerry Smith,45.08,188,417
128,0,01549,Mike Hulbert,45.00,153,340
129,0,10117,Bob Heintz,44.89,211,470
130,0,01766,Billy Mayfair,44.72,165,369
131,0,24361,Pat Perez,44.70,173,387
132,0,01313,Steve Elkington,44.65,196,439
133,0,12388,Michael Clark II,44.62,195,437
134,0,06595,Kevin Sutherland,44.44,196,441
135,0,20634,Peter Lonard,44.40,202,455
136,0,20566,Kaname Yokoo,44.38,142,320
137,0,06332,Neal Lancaster,44.28,240,542
138,0,02214,Kirk Triplett,44.20,122,276
139,0,01810,Phil Mickelson,44.17,212,480
140,0,06643,Paul Goydos,44.02,103,234
141,0,19824,Craig Barlow,43.86,125,285
142,0,02170,Hal Sutton,43.83,135,308
143,0,06016,Brad Lardon,43.82,110,251
144,0,20436,Garrett Willis,43.77,144,329
145,0,10733,Kent Jones,43.74,199,455
146,0,21209,Sergio Garcia,43.73,157,359
147,0,06498,Matt Peterson,43.71,125,286
148,0,01706,Davis Love III,43.68,197,451
149,0,20098,Stuart Appleby,43.64,223,511
150,0,19846,Brian Gay,43.54,209,480
151,0,01024,Billy Andrade,43.50,221,508
152,0,06012,Greg Kraft,43.49,167,384
153,0,19881,Robert Damron,43.44,139,320
154,0,01249,John Daly,43.40,161,371
155,0,07867,Woody Austin,43.35,212,489
156,0,01619,Skip Kendall,43.34,179,413
157,0,12660,Jesper Parnevik,43.18,209,484
158,0,12680,Shigeki Maruyama,43.07,199,462
159,0,01577,Lee Janzen,43.05,195,453
160,0,20229,Stewart Cink,43.01,206,479
161,0,01161,Mark Calcavecchia,43.00,175,407
162,0,01797,Rocco Mediate,42.90,133,310
163,0,06621,Joe Durant,42.86,144,336
164,0,01475,Donnie Hammond,42.79,95,222
165,0,23125,Brad Elder,42.78,154,360
166,0,22293,Heath Slocum,42.66,122,286
167,0,19958,Miguel Angel Jiménez,42.49,116,273
168,0,06078,Esteban Toledo,42.44,191,450
169,0,01219,John Cook,42.26,131,310
170,0,02239,Scott Verplank,42.14,134,318
171,0,06527,Steve Stricker,42.12,163,387
172,0,01175,Jim Carter,41.86,180,430
173,0,23135,Tim Clark,41.34,117,283
174,0,12753,David Morland IV,41.32,100,242
175,0,02246,Duffy Waldorf,41.25,172,417
176,0,01761,Len Mattiace,41.24,207,502
177,0,20157,Retief Goosen,41.16,114,277
178,0,01514,Eduardo Herrera,40.91,135,330
179,0,06373,José María Olazábal,40.86,161,394
180,0,08075,Jerry Kelly,40.60,177,436
181,0,01724,Jeff Maggert,40.48,134,331
182,0,10912,Craig Perks,40.44,201,497
183,0,08553,Lee Porter,40.42,135,334
184,0,19817,Michael Muehr,40.32,152,377
185,0,09011,David Duval,40.18,174,433
186,0,01887,Mark O'Meara,40.00,140,350
187,0,10860,Justin Leonard,39.95,155,388
188,0,02099,Scott Simpson,39.39,117,297
189,0,08993,Franklin Langham,39.32,127,323
190,0,23108,Matt Kuchar,39.27,130,331
191,0,20127,Chris Riley,39.16,177,452
192,0,02322,Richard Zokol,38.98,99,254
193,0,06315,Pete Jordan,38.80,116,299
194,0,01599,Steve Jones,38.28,129,337
195,0,01527,Scott Hoch,37.91,127,335
196,0,21949,Joe Ogilvie,37.35,96,257
197,0,02010,Loren Roberts,37.34,146,391
198,0,01666,Bernhard Langer,36.27,103,284
199,0,19972,José Coceres,35.53,81,228
200,0,06522,Ernie Els,35.34,123,348
201,0,01928,Corey Pavin,32.67,99,303
202,0,01968,Nick Price,31.42,82,261
