RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,21584,Richie Coughlan,4",.583,2,179
2,0,23614,Rich Beem,5",.417,1,140
3,0,06140,Sean Murphy,10",.833,1,154
4,0,24604,Hunter Haas,1' 0",2.000,2,191
4,0,12782,Tim Herron,1' 0",1.000,1,162
6,0,08075,Jerry Kelly,1' 4",13.333,10,103
7,0,21633,Steve Allan,1' 5",5.500,4,135
7,0,01132,Mark Brooks,1' 5",14.417,10,5
7,0,20593,Greg Chalmers,1' 5",1.417,1,21
10,0,10201,Matt Gogel,1' 7",9.417,6,113
11,0,01219,John Cook,1' 8",33.500,20,91
11,0,01378,David Frost,1' 8",23.750,14,52
11,0,23353,J.J. Henry,1' 8",27.000,16,95
11,0,22122,Andrew McLardy,1' 8",9.833,6,175
15,0,20094,Jonathan Kaye,1' 9",21.333,12,47
15,0,01926,Steve Pate,1' 9",6.917,4,166
17,0,01014,Fulton Allem,1' 10",28.833,16,41
17,0,12388,Michael Clark II,1' 10",12.667,7,82
17,0,06012,Greg Kraft,1' 10",47.500,26,77
17,0,01823,Larry Mize,1' 10",32.833,18,24
17,0,01928,Corey Pavin,1' 10",16.250,9,25
17,0,20566,Kaname Yokoo,1' 10",23.917,13,177
23,0,12645,Brent Geiberger,1' 11",21.000,11,69
23,0,06643,Paul Goydos,1' 11",22.667,12,99
23,0,08545,Glen Hnatiuk,1' 11",23.333,12,138
23,0,20095,Carl Paulson,1' 11",26.750,14,148
23,0,01945,Kenny Perry,1' 11",68.417,35,20
28,0,24357,K.J. Choi,2' 1",12.500,6,60
28,0,06522,Ernie Els,2' 1",39.667,19,76
28,0,12705,Cliff Kresge,2' 1",6.250,3,158
31,0,07003,David Berganio Jr.,2' 2",28.000,13,40
31,0,01307,Joel Edwards,2' 2",34.583,16,29
31,0,01666,Bernhard Langer,2' 2",28.250,13,10
31,0,01706,Davis Love III,2' 2",88.750,41,3
31,0,01723,Andrew Magee,2' 2",33.083,15,133
31,0,10912,Craig Perks,2' 2",32.083,15,103
