RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,01185,Brandel Chamblee,0",0,1,66
2,0,21584,Richie Coughlan,4",.333,1,179
2,0,08535,Gary Nicklaus,4",.333,1,183
4,0,10649,Tom Scherrer,5",.417,1,185
5,0,22051,Ben Ferguson,7",.583,1,170
6,0,21805,Harrison Frazar,10",2.417,3,83
6,0,12705,Cliff Kresge,10",.833,1,158
6,0,06613,Tommy Tolles,10",.833,1,189
9,0,01928,Corey Pavin,11",2.750,3,25
10,0,19881,Robert Damron,1' 1",1.083,1,26
11,0,21209,Sergio Garcia,1' 2",3.417,3,71
11,0,02106,Chris Smith,1' 2",2.333,2,160
13,0,20498,Briny Baird,1' 4",8.167,6,122
13,0,21806,Paul Gow,1' 4",1.333,1,34
13,0,01797,Rocco Mediate,1' 4",3.917,3,48
16,0,21633,Steve Allan,1' 6",1.500,1,135
16,0,22892,Jason Gore,1' 6",1.500,1,152
18,0,06332,Neal Lancaster,1' 7",4.833,3,23
18,0,12680,Shigeki Maruyama,1' 7",8.083,5,65
18,0,01920,Craig Parry,1' 7",3.083,2,106
21,0,06522,Ernie Els,1' 8",20.333,12,76
21,0,08545,Glen Hnatiuk,1' 8",6.583,4,138
21,0,11011,Mike Sposa,1' 8",10.000,6,61
24,0,12760,Danny Ellis,1' 9",6.833,4,127
24,0,01823,Larry Mize,1' 9",12.500,7,24
24,0,20095,Carl Paulson,1' 9",5.333,3,148
24,0,02099,Scott Simpson,1' 9",3.417,2,49
28,0,12652,Cameron Beckman,1' 10",7.167,4,37
29,0,06573,Brandt Jobe,1' 11",9.667,5,176
29,0,06012,Greg Kraft,1' 11",3.833,2,77
29,0,10565,Ian Leggatt,1' 11",7.750,4,84
29,0,06595,Kevin Sutherland,1' 11",15.500,8,80
29,0,20436,Garrett Willis,1' 11",7.667,4,171
34,0,10912,Craig Perks,2' 0",5.917,3,103
34,0,08553,Lee Porter,2' 0",3.917,2,51
34,0,02218,Ted Tryba,2' 0",9.833,5,35
37,0,01035,Tommy Armour III,2' 1",14.667,7,147
37,0,01042,Paul Azinger,2' 1",8.167,4,31
37,0,08931,Glen Day,2' 1",20.667,10,9
37,0,20574,Mathew Goggin,2' 1",14.833,7,194
41,0,01313,Steve Elkington,2' 3",11.250,5,107
41,0,01487,Jeff Hart,2' 3",4.500,2,114
41,0,02110,Jerry Smith,2' 3",4.500,2,101
41,0,02214,Kirk Triplett,2' 3",4.417,2,38
45,0,19846,Brian Gay,2' 4",7.000,3,22
45,0,01418,Bill Glasson,2' 4",7.083,3,18
45,0,01968,Nick Price,2' 4",13.917,6,2
48,0,01161,Mark Calcavecchia,2' 5",14.583,6,78
48,0,01249,John Daly,2' 5",9.583,4,167
48,0,01307,Joel Edwards,2' 5",7.250,3,29
48,0,10963,Jimmy Green,2' 5",12.083,5,111
48,0,20094,Jonathan Kaye,2' 5",9.583,4,47
53,0,01014,Fulton Allem,2' 7",5.083,2,41
53,0,06350,Bob May,2' 7",7.833,3,132
53,0,06515,Shaun Micheel,2' 7",15.583,6,66
56,0,07003,David Berganio Jr.,2' 8",10.750,4,40
56,0,08063,Kelly Grunewald,2' 8",2.667,1,184
58,0,25083,Jeremy Anderson,2' 9",5.417,2,157
58,0,01139,Olin Browne,2' 9",13.583,5,131
58,0,20229,Stewart Cink,2' 9",38.167,14,68
58,0,21007,Gabriel Hjertstedt,2' 9",5.417,2,167
58,0,01706,Davis Love III,2' 9",32.917,12,3
63,0,01132,Mark Brooks,2' 11",8.750,3,5
63,0,01329,Brad Faxon,2' 11",20.667,7,19
63,0,12645,Brent Geiberger,2' 11",11.500,4,69
63,0,07547,Craig Kanada,2' 11",2.917,1,105
63,0,08375,Paul Stankowski,2' 11",17.417,6,142
63,0,06527,Steve Stricker,2' 11",11.667,4,17
69,0,01157,Tom Byrum,3' 0",27.167,9,129
69,0,07457,Steve Flesch,3' 0",29.917,10,73
69,0,01723,Andrew Magee,3' 0",21.250,7,133
69,0,12660,Jesper Parnevik,3' 0",18.000,6,11
69,0,02170,Hal Sutton,3' 0",15.000,5,54
69,0,02245,Grant Waite,3' 0",12.000,4,112
75,0,01381,Fred Funk,3' 1",12.167,4,13
75,0,08339,Spike McRoy,3' 1",15.250,5,93
75,0,01938,David Peoples,3' 1",9.250,3,121
75,0,20566,Kaname Yokoo,3' 1",9.167,3,177
79,0,01024,Billy Andrade,3' 2",3.167,1,70
79,0,06617,Brian Henninger,3' 2",18.917,6,163
79,0,01619,Skip Kendall,3' 2",19.083,6,89
79,0,02002,John Riegger,3' 2",12.583,4,75
83,0,02223,Bob Tway,3' 3",22.583,7,146
84,0,24357,K.J. Choi,3' 4",6.667,2,60
84,0,01219,John Cook,3' 4",20.000,6,91
84,0,06567,Vijay Singh,3' 4",42.917,13,44
87,0,06004,Stephen Ames,3' 5",17.000,5,39
87,0,01226,Fred Couples,3' 5",6.833,2,187
87,0,10201,Matt Gogel,3' 5",6.833,2,113
90,0,23353,J.J. Henry,3' 6",7.000,2,95
90,0,01577,Lee Janzen,3' 6",14.000,4,50
90,0,06078,Esteban Toledo,3' 6",17.667,5,36
90,0,10423,Mike Weir,3' 6",17.667,5,14
94,0,08057,Brian Wilson,3' 7",14.333,4,123
95,0,10885,Robert Allenby,3' 8",21.917,6,110
95,0,07763,Doug Dunakey,3' 8",11.000,3,150
97,0,01685,J.L. Lewis,3' 9",18.917,5,58
97,0,10425,Jay Williamson,3' 9",18.667,5,109
99,0,20099,Doug Barron,3' 10",3.833,1,160
99,0,08075,Jerry Kelly,3' 10",19.167,5,103
99,0,12753,David Morland IV,3' 10",19.083,5,153
99,0,02010,Loren Roberts,3' 10",11.417,3,8
103,0,01677,Tom Lehman,4' 0",40.250,10,99
104,0,01945,Kenny Perry,4' 1",40.500,10,20
105,0,08881,Tripp Isenhour,4' 3",8.417,2,138
105,0,02104,Jeff Sluman,4' 3",59.083,14,54
107,0,01724,Jeff Maggert,4' 4",8.667,2,117
