RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,23621,Rory Sabbatini,39' 7",79.083,2,52,27
2,0,07749,Brett Quigley,37' 5",74.750,2,55,20
3,0,01927,Dennis Paulson,35' 4",35.333,1,35,35
4,0,08537,J.P. Hayes,34' 6",34.500,1,35,35
5,0,01320,Bob Estes,34' 2",68.250,2,42,27
6,0,12782,Tim Herron,32' 6",130.000,4,67,4
7,0,24937,Jess Daley,32' 1",96.167,3,74,2
7,0,12660,Jesper Parnevik,32' 1",96.333,3,58,19
9,0,20574,Mathew Goggin,31' 9",31.750,1,32,32
10,0,01024,Billy Andrade,31' 7",31.583,1,32,32
11,0,01577,Lee Janzen,31' 1",62.083,2,57,5
11,0,26289,Boo Weekley,31' 1",93.167,3,75,8
13,0,01941,Tom Pernice Jr.,30' 7",30.583,1,31,31
14,0,20548,Hidemichi Tanaka,29' 6",58.917,2,32,27
15,0,06004,Stephen Ames,29' 4",29.333,1,29,29
16,0,06573,Brandt Jobe,29' 3",58.500,2,41,17
17,0,22046,Geoff Ogilvy,29' 0",29.000,1,29,29
18,0,12388,Michael Clark II,28' 2",28.167,1,28,28
19,0,06567,Vijay Singh,27' 8",138.333,5,83,3
20,0,01810,Phil Mickelson,27' 3",54.500,2,45,10
21,0,23623,Bo Van Pelt,27' 0",53.917,2,43,11
22,0,23125,Brad Elder,26' 7",26.583,1,27,27
23,0,08633,Per-Ulrik Johansson,26' 4",105.167,4,45,6
24,0,01226,Fred Couples,26' 3",26.250,1,26,26
25,0,20029,Notah Begay III,26' 2",52.250,2,37,16
26,0,24361,Pat Perez,25' 11",103.667,4,75,11"
27,0,08075,Jerry Kelly,25' 10",25.833,1,26,26
28,0,08339,Spike McRoy,25' 8",25.667,1,26,26
29,0,24925,Jonathan Byrd,25' 4",50.667,2,41,10
29,0,21961,Charles Howell III,25' 4",76.083,3,36,9
31,0,12645,Brent Geiberger,24' 9",49.500,2,37,12
32,0,01553,John Huston,24' 4",72.917,3,36,6
33,0,06197,Michael Allen,24' 3",48.500,2,43,6
34,0,10585,Scott McCarron,24' 1",48.167,2,32,17
35,0,01249,John Daly,23' 1",115.417,5,64,2
35,0,01707,Steve Lowery,23' 1",69.167,3,43,10
37,0,07457,Steve Flesch,22' 10",68.417,3,25,19
38,0,19846,Brian Gay,22' 9",45.417,2,24,22
39,0,21805,Harrison Frazar,22' 5",22.417,1,22,22
40,0,02206,David Toms,22' 3",133.583,6,39,15
