RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,01797,Rocco Mediate,2' 3",246,562.917
1,0,01968,Nick Price,2' 3",224,511.833
3,0,01042,Paul Azinger,2' 4",151,356.167
3,0,01132,Mark Brooks,2' 4",297,703.750
3,0,01226,Fred Couples,2' 4",152,352.167
3,0,01771,Blaine McCallister,2' 4",259,606.667
3,0,02206,David Toms,2' 4",346,799.750
8,0,08931,Glen Day,2' 5",404,977.167
8,0,10809,Jim Furyk,2' 5",282,675.500
8,0,01388,Robert Gamez,2' 5",259,635.500
8,0,20105,Jeff Gove,2' 5",363,881.750
8,0,06643,Paul Goydos,2' 5",241,590.500
8,0,01475,Donnie Hammond,2' 5",201,478.917
8,0,06617,Brian Henninger,2' 5",229,561.833
8,0,10565,Ian Leggatt,2' 5",313,768.333
8,0,01677,Tom Lehman,2' 5",203,489.500
8,0,23800,Bryce Molder,2' 5",254,606.417
8,0,02010,Loren Roberts,2' 5",334,804.750
8,0,02101,Joey Sindelar,2' 5",392,945.667
20,0,07003,David Berganio Jr.,2' 6",316,779.917
20,0,01142,Bart Bryant,2' 6",279,699.583
20,0,12826,Paul Claxton,2' 6",337,844.500
20,0,01203,Russ Cochran,2' 6",242,607.750
20,0,01219,John Cook,2' 6",224,567.083
20,0,01249,John Daly,2' 6",129,323.417
20,0,19881,Robert Damron,2' 6",301,744.750
20,0,01378,David Frost,2' 6",296,750.083
20,0,10201,Matt Gogel,2' 6",260,655.917
20,0,23353,J.J. Henry,2' 6",419,1038.583
20,0,01577,Lee Janzen,2' 6",315,793.083
20,0,08339,Spike McRoy,2' 6",226,572.417
20,0,06373,José María Olazábal,2' 6",171,428.500
20,0,01926,Steve Pate,2' 6",190,476.750
20,0,01927,Dennis Paulson,2' 6",298,748.500
35,0,10885,Robert Allenby,2' 7",358,926.417
35,0,07721,Pat Bates,2' 7",325,847.083
35,0,01157,Tom Byrum,2' 7",268,694.583
35,0,06036,Scott Dunlap,2' 7",278,714.667
35,0,07457,Steve Flesch,2' 7",320,829.083
35,0,20574,Mathew Goggin,2' 7",234,612.917
35,0,20157,Retief Goosen,2' 7",174,452.083
35,0,10117,Bob Heintz,2' 7",202,513.667
35,0,08633,Per-Ulrik Johansson,2' 7",282,739.083
35,0,06012,Greg Kraft,2' 7",291,757.333
35,0,10860,Justin Leonard,2' 7",309,798.333
35,0,11032,Frank Lickliter II,2' 7",297,771.417
35,0,01706,Davis Love III,2' 7",264,691.833
35,0,06350,Bob May,2' 7",327,842.417
35,0,01928,Corey Pavin,2' 7",240,610.417
35,0,01941,Tom Pernice Jr.,2' 7",319,830.917
35,0,20127,Chris Riley,2' 7",321,826.750
35,0,06567,Vijay Singh,2' 7",335,872.500
35,0,06527,Steve Stricker,2' 7",149,381.000
35,0,06078,Esteban Toledo,2' 7",297,757.750
35,0,02239,Scott Verplank,2' 7",261,673.083
35,0,02322,Richard Zokol,2' 7",171,438.500
