RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
170,0,23048,Eric Axley,77.07,1153,1496
171,0,21350,Ryuji Imada,76.94,1118,1453
171,0,10213,Dicky Pride,76.94,764,993
173,0,01577,Lee Janzen,76.90,709,922
174,0,21949,Joe Ogilvie,76.73,1088,1418
175,0,24290,D.J. Brigman,76.63,718,937
176,0,06251,Chris DiMarco,76.60,825,1077
177,0,02223,Bob Tway,76.58,1102,1439
178,0,21633,Steve Allan,76.40,670,877
179,0,21660,Jason Schultz,76.39,673,881
180,0,25273,Andrew Buckle,76.37,824,1079
181,0,20859,Anders Hansen,76.33,590,773
182,0,23497,Tag Ridings,76.28,553,725
183,0,23638,Brendon de Jonge,75.78,804,1061
184,0,21961,Charles Howell III,75.77,910,1201
185,0,07223,Brian Bateman,75.75,584,771
186,0,01473,Todd Hamilton,75.71,804,1062
187,0,24449,Parker McLachlin,75.45,876,1161
188,0,26360,Bubba Dickerson,74.96,533,711
189,0,07749,Brett Quigley,74.93,819,1093
190,0,24980,Scott Gutschewski,74.81,701,937
191,0,01249,John Daly,74.67,619,829
192,0,08375,Paul Stankowski,74.45,539,724
193,0,23800,Bryce Molder,74.01,581,785
194,0,20157,Retief Goosen,73.82,499,676
195,0,02104,Jeff Sluman,72.00,599,832
196,0,06373,José María Olazábal,71.24,498,699
