RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,10809,Jim Furyk,28' 2",929,26188.917,-110.00
1,0,01724,Jeff Maggert,28' 2",785,22106.833,-53.00
3,0,23320,Ryan Palmer,28' 3",878,24839.083,-120.00
3,0,08793,Tiger Woods,28' 3",589,16656.250,-104.00
5,0,22405,Justin Rose,28' 6",619,17662.000,-90.00
6,0,30925,Dustin Johnson,28' 8",597,17117.250,-64.00
6,0,30926,Chris Kirk,28' 8",1079,30950.250,-145.00
8,0,26476,Chez Reavie,28' 9",946,27225.333,-62.00
9,0,29740,Brad Fritsch,28' 10",874,25233.833,-68.00
10,0,27770,Camilo Villegas,29' 0",835,24226.583,-73.00
11,0,26331,Charl Schwartzel,29' 1",696,20268.750,-88.00
12,0,22295,Darron Stiles,29' 2",597,17432.333,-6.00
13,0,32366,Kevin Chappell,29' 3",893,26106.333,-70.00
13,0,02206,David Toms,29' 3",439,12849.750,-26.00
15,0,23621,Rory Sabbatini,29' 4",915,26827.250,-116.00
15,0,06567,Vijay Singh,29' 4",624,18310.417,-33.00
17,0,26679,Kevin Stadler,29' 5",913,26880.250,-84.00
18,0,23497,Tag Ridings,29' 6",714,21079.417,-50.00
19,0,24358,Robert Garrigus,29' 8",596,17692.083,-29.00
20,0,24024,Zach Johnson,29' 9",948,28193.250,-103.00
20,0,36884,Ben Kohles,29' 9",853,25362.167,-38.00
20,0,23108,Matt Kuchar,29' 9",878,26096.917,-123.00
20,0,20691,Greg Owen,29' 9",856,25473.833,-50.00
20,0,27649,Brandt Snedeker,29' 9",774,23003.083,-104.00
25,0,28237,Rory McIlroy,29' 10",510,15196.000,-59.00
25,0,27933,John Merrick,29' 10",901,26849.167,-77.00
25,0,22913,John Rollins,29' 10",874,26083.667,-66.00
28,0,12510,Chad Campbell,29' 11",963,28805.833,-81.00
28,0,34021,Bud Cauley,29' 11",735,21995.167,-53.00
28,0,24357,K.J. Choi,29' 11",888,26547.917,-75.00
28,0,32448,James Hahn,29' 11",862,25821.333,-67.00
28,0,27503,Steve LeBrun,29' 11",687,20545.083,-41.00
33,0,10885,Robert Allenby,30' 0",685,20536.417,-12.00
33,0,24507,Jason Bohn,30' 0",916,27474.167,-72.00
33,0,27436,Graham DeLaet,30' 0",1145,34329.833,-99.00
33,0,20104,Ken Duke,30' 0",1051,31559.917,-67.00
37,0,21753,Brian Davis,30' 1",1161,34927.250,-114.00
37,0,23800,Bryce Molder,30' 1",982,29549.083,-97.00
37,0,31560,Brian Stuard,30' 1",881,26517.833,-31.00
37,0,26289,Boo Weekley,30' 1",1138,34277.917,-99.00
37,0,31323,Gary Woodland,30' 1",1055,31731.500,-83.00
42,0,25444,Justin Hicks,30' 2",941,28356.583,-33.00
42,0,30692,Scott Stallings,30' 2",859,25941.917,-58.00
42,0,24663,Y.E. Yang,30' 2",551,16616.250,-22.00
45,0,30944,Jason Kokrak,30' 3",893,26998.833,-72.00
45,0,34261,Scott Langley,30' 3",879,26557.500,-41.00
45,0,06527,Steve Stricker,30' 3",497,15021.167,-94.00
45,0,23325,Vaughn Taylor,30' 3",540,16338.917,-31.00
45,0,27095,Nick Watney,30' 3",980,29670.000,-113.00
50,0,23638,Brendon de Jonge,30' 4",1338,40580.917,-153.00
50,0,23983,Luke Donald,30' 4",619,18774.333,-70.00
50,0,01320,Bob Estes,30' 4",867,26277.167,-80.00
50,0,26758,David Hearn,30' 4",978,29698.833,-108.00
50,0,25572,Graeme McDowell,30' 4",521,15803.667,-31.00
55,0,24846,Ricky Barnes,30' 5",849,25811.667,-44.00
55,0,01116,Michael Bradley,30' 5",554,16861.333,+8.00
55,0,23452,Nicolas Colsaerts,30' 5",434,13183.750,-12.00
55,0,06522,Ernie Els,30' 5",634,19285.917,-27.00
55,0,24490,George McNeill,30' 5",892,27150.417,-56.00
55,0,30110,Kyle Stanley,30' 5",768,23334.583,-44.00
55,0,23623,Bo Van Pelt,30' 5",754,22963.667,-24.00
55,0,20396,Lee Westwood,30' 5",681,20691.667,-34.00
63,0,33461,Morgan Hoffmann,30' 6",657,20023.583,-58.00
63,0,06573,Brandt Jobe,30' 6",738,22498.583,-55.00
63,0,28310,Lee Williams,30' 6",690,21040.250,-30.00
66,0,30852,Ryo Ishikawa,30' 7",683,20912.917,-9.00
66,0,19970,Robert Karlsson,30' 7",479,14668.000,-32.00
68,0,20229,Stewart Cink,30' 8",721,22083.833,-43.00
68,0,23135,Tim Clark,30' 8",597,18296.083,-41.00
68,0,34046,Jordan Spieth,30' 8",919,28207.250,-117.00
71,0,12716,Charley Hoffman,30' 9",962,29603.500,-81.00
