RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
36,0,34261,Scott Langley,33' 11",38950.167,1147,Over
36,0,08793,Tiger Woods,33' 11",26169.167,771,Under
39,0,24507,Jason Bohn,34' 0",40121.583,1181,Under
39,0,34021,Bud Cauley,34' 0",34009.667,1001,Over
39,0,32366,Kevin Chappell,34' 0",40764.417,1199,Under
39,0,20229,Stewart Cink,34' 0",34198.750,1006,Under
39,0,23108,Matt Kuchar,34' 0",42074.667,1238,1 Under
44,0,12510,Chad Campbell,34' 1",44036.417,1292,Under
44,0,28307,Matt Every,34' 1",48590.333,1426,Under
44,0,32448,James Hahn,34' 1",40725.167,1196,Under
44,0,29221,Webb Simpson,34' 1",42598.333,1251,Under
44,0,26289,Boo Weekley,34' 1",50604.333,1483,Under
49,0,24846,Ricky Barnes,34' 2",39771.917,1165,Over
49,0,23983,Luke Donald,34' 2",28245.500,827,Under
49,0,08075,Jerry Kelly,34' 2",39163.083,1146,Under
49,0,23800,Bryce Molder,34' 2",43442.083,1271,Under
49,0,26331,Charl Schwartzel,34' 2",33093.833,969,Under
49,0,24502,Adam Scott,34' 2",26990.083,790,Under
55,0,10885,Robert Allenby,34' 3",31887.917,932,Over
55,0,23452,Nicolas Colsaerts,34' 3",22109.000,646,Over
55,0,25686,Jason Dufner,34' 3",37455.083,1094,Under
55,0,19846,Brian Gay,34' 3",43547.833,1272,Over
55,0,30925,Dustin Johnson,34' 3",31143.333,910,Under
55,0,27503,Steve LeBrun,34' 3",32513.750,949,Over
55,0,27933,John Merrick,34' 3",41772.583,1219,Under
55,0,20396,Lee Westwood,34' 3",31164.917,910,Under
55,0,21878,Mark Wilson,34' 3",30737.083,898,Under
64,0,06573,Brandt Jobe,34' 4",32522.000,948,Under
64,0,24138,Ian Poulter,34' 4",23957.417,698,Under
66,0,06522,Ernie Els,34' 5",29652.917,861,Under
66,0,23325,Vaughn Taylor,34' 5",24610.250,715,Over
68,0,28679,Fabián Gómez,34' 6",34602.500,1002,Over
68,0,26758,David Hearn,34' 6",45200.583,1309,Under
68,0,23788,D.J. Trahan,34' 6",23410.333,679,Over
71,0,34098,Russell Henley,34' 7",40800.667,1181,Under
71,0,12716,Charley Hoffman,34' 7",45198.917,1307,Under
71,0,21731,Freddie Jacobson,34' 7",28513.083,825,Under
71,0,20691,Greg Owen,34' 7",40951.833,1185,Over
71,0,24361,Pat Perez,34' 7",39640.083,1146,Under
71,0,25834,Daniel Summerhays,34' 7",48290.667,1398,Under
77,0,20098,Stuart Appleby,34' 8",48986.583,1414,Under
77,0,25345,Carl Pettersson,34' 8",39597.250,1141,Under
77,0,31323,Gary Woodland,34' 8",51558.833,1487,Under
80,0,32102,Rickie Fowler,34' 9",36520.917,1052,Under
80,0,35539,Luke Guthrie,34' 9",40527.000,1165,Over
80,0,27556,Ted Potter Jr.,34' 9",34238.583,986,Under
83,0,33461,Morgan Hoffmann,34' 10",33068.333,949,Under
83,0,35139,Richard Lee,34' 10",44953.500,1289,Under
83,0,22913,John Rollins,34' 10",42212.250,1213,Under
86,0,01116,Michael Bradley,34' 11",26947.917,772,Over
86,0,19970,Robert Karlsson,34' 11",23039.417,660,Over
86,0,10213,Dicky Pride,34' 11",36900.167,1058,Over
89,0,24358,Robert Garrigus,35' 0",30595.750,875,Under
89,0,25900,Lucas Glover,35' 0",32655.167,932,Over
89,0,22961,David Mathis,35' 0",38858.250,1110,Over
89,0,26596,Ryan Moore,35' 0",35768.083,1023,Under
89,0,28310,Lee Williams,35' 0",32069.167,917,Over
94,0,30852,Ryo Ishikawa,35' 1",34552.083,985,Over
94,0,30944,Jason Kokrak,35' 1",45250.917,1290,Under
96,0,30711,Colt Knost,35' 2",36387.167,1035,Over
96,0,01810,Phil Mickelson,35' 2",35981.833,1023,Under
96,0,30110,Kyle Stanley,35' 2",37782.917,1074,Over
96,0,27963,Chris Stroud,35' 2",49237.000,1399,Under
96,0,27330,Josh Teater,35' 2",38525.333,1095,Under
101,0,28259,Sangmoon Bae,35' 3",45354.500,1286,Even
101,0,29420,Billy Horschel,35' 3",52448.000,1488,Under
101,0,25804,Bubba Watson,35' 3",37273.750,1058,Under
104,0,33141,Keegan Bradley,35' 4",45643.583,1292,1 Under
104,0,28500,Martin Flores,35' 4",47996.833,1358,Under
106,0,24924,Bill Haas,35' 5",43765.250,1235,Under
106,0,31557,Jim Herman,35' 5",27896.750,788,Under
106,0,34174,John Huh,35' 5",47555.833,1343,Under
106,0,27408,Martin Kaymer,35' 5",26605.417,751,Under
106,0,21099,David Lynn,35' 5",35662.417,1006,Under
106,0,25240,D.A. Points,35' 5",43108.833,1216,Under
106,0,23497,Tag Ridings,35' 5",36780.000,1038,Over
106,0,29518,Brendan Steele,35' 5",48823.333,1378,Under
114,0,22792,Peter Hanson,35' 6",20939.750,590,Under
114,0,30692,Scott Stallings,35' 6",41754.750,1176,Even
114,0,25632,Jimmy Walker,35' 6",47684.167,1343,Under
117,0,28455,Will Claxton,35' 7",35733.917,1005,Over
117,0,26300,Matt Jones,35' 7",44642.750,1255,Under
117,0,28092,D.H. Lee,35' 7",36947.917,1038,Under
117,0,28237,Rory McIlroy,35' 7",25893.333,727,Under
121,0,34099,Harris English,35' 8",52356.833,1468,Under
121,0,24399,Scott Gardiner,35' 8",33272.667,932,Over
121,0,30163,Henrik Norlander,35' 8",37658.500,1056,Over
121,0,20160,Charlie Wi,35' 8",42111.833,1181,Over
125,0,23409,James Driscoll,35' 9",40303.583,1128,Under
125,0,08725,Tom Gillis,35' 9",38562.667,1078,Over
125,0,22378,Trevor Immelman,35' 9",39575.750,1108,Over
125,0,10860,Justin Leonard,35' 9",48193.667,1347,Under
129,0,24494,Erik Compton,35' 10",41641.750,1161,Over
129,0,21528,Henrik Stenson,35' 10",28240.750,789,Under
131,0,23541,Ben Crane,35' 11",35559.417,989,Under
131,0,22056,Cameron Percy,35' 11",36517.000,1017,Under
131,0,25818,Scott Piercy,35' 11",39908.833,1112,Under
134,0,21209,Sergio Garcia,36' 0",30136.417,838,Under
135,0,23353,J.J. Henry,36' 1",47793.833,1326,Under
135,0,32150,Michael Thompson,36' 1",34222.833,949,Over
137,0,24227,Justin Bolli,36' 2",29784.000,824,Over
137,0,30750,Tommy Gainey,36' 2",48655.667,1346,Over
137,0,24781,Hunter Mahan,36' 2",44090.417,1218,Under
137,0,34360,Patrick Reed,36' 2",48035.333,1327,Under
141,0,28089,Jason Day,36' 4",39717.917,1092,Under
141,0,27644,Brian Harman,36' 4",49332.333,1358,Over
141,0,27120,Troy Matteson,36' 4",38387.250,1056,Over
141,0,28475,Jeff Overton,36' 4",48160.667,1327,Under
141,0,20572,Rod Pampling,36' 4",22722.583,625,Over
141,0,20443,Jin Park,36' 4",27998.500,771,Over
141,0,33419,Cameron Tringale,36' 4",48695.417,1341,Under
148,0,31202,William McGirt,36' 5",46054.833,1266,Under
148,0,33418,Shawn Stefani,36' 5",32559.417,894,Over
150,0,06004,Stephen Ames,36' 6",28756.667,787,Over
150,0,33869,Eric Meierdierks,36' 6",24249.583,664,Over
150,0,22046,Geoff Ogilvy,36' 6",27433.083,752,Over
153,0,37273,Derek Ernst,36' 7",32168.583,879,Over
153,0,20766,Padraig Harrington,36' 7",22922.167,626,Over
153,0,27936,Martin Laird,36' 7",34592.417,946,Over
153,0,28135,Aaron Watkins,36' 7",22920.667,627,Over
153,0,26497,Casey Wittenberg,36' 7",40009.000,1093,Over
158,0,22621,Ben Curtis,36' 8",30256.167,826,Over
158,0,25336,Alistair Presnell,36' 8",30248.500,825,Over
160,0,32334,Charlie Beljan,36' 9",36197.250,986,Over
160,0,20593,Greg Chalmers,36' 9",45971.333,1252,Under
160,0,34431,Robert Streb,36' 9",40865.417,1111,Over
163,0,29479,Scott Brown,36' 10",36351.167,986,Over
163,0,26851,Marc Leishman,36' 10",42336.667,1149,Under
165,0,21961,Charles Howell III,37' 0",52927.333,1430,Under
165,0,20645,John Senden,37' 0",40342.500,1091,Under
167,0,29425,Andrew Svoboda,37' 1",23271.750,627,Over
168,0,29289,S.Y. Noh,37' 3",41124.250,1105,Over
169,0,10423,Mike Weir,37' 4",31572.333,845,Over
170,0,22806,Doug LaBelle II,37' 8",39843.750,1058,Over
171,0,27895,Jonas Blixt,37' 9",45029.083,1192,Over
171,0,12782,Tim Herron,37' 9",29692.250,786,Over
173,0,20848,Ángel Cabrera,37' 11",38693.417,1020,Even
173,0,32698,Bobby Gates,37' 11",25813.417,681,Over
175,0,26951,Johnson Wagner,38' 0",35357.833,931,Over
176,0,24140,Sean O'Hair,38' 2",34857.833,913,Over
177,0,25274,Steven Bowditch,38' 3",39676.500,1037,Under
178,0,27129,Luke List,38' 10",36136.833,930,Over
179,0,25562,Andres Romero,39' 0",36383.333,933,Over
180,0,22371,Aaron Baddeley,39' 3",41477.500,1056,Over
