RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,01072,Chip Beck,11.18,163,1458
2,0,01060,Dave Barr,12.13,190,1566
3,0,01527,Scott Hoch,12.81,226,1764
4,0,01235,Ben Crenshaw,12.86,199,1548
5,0,01457,Jay Haas,12.96,210,1620
6,0,01690,Bruce Lietzke,12.99,194,1494
7,0,01132,Mark Brooks,13.00,227,1746
8,0,01378,David Frost,13.11,184,1404
9,0,01633,Tom Kite,13.17,166,1260
10,0,01435,Wayne Grady,13.32,151,1134
10,0,01935,Calvin Peete,13.32,175,1314
12,0,01958,Dan Pohl,13.47,194,1440
13,0,01006,John Adams,13.54,156,1152
14,0,01783,Mark McCumber,13.69,175,1278
15,0,01226,Fred Couples,13.80,226,1638
16,0,01996,Mike Reid,13.97,176,1260
17,0,01926,Steve Pate,14.04,235,1674
18,0,01725,John Mahaffey,14.06,243,1728
19,0,02010,Loren Roberts,14.07,228,1620
20,0,02146,Payne Stewart,14.11,221,1566
21,0,01346,Ed Fiori,14.19,258,1818
22,0,01495,Morris Hatalsky,14.37,181,1260
23,0,02049,Gene Sauers,14.44,260,1800
24,0,01877,Tim Norris,14.47,211,1458
24,0,02100,Tim Simpson,14.47,237,1638
24,0,02256,Tom Watson,14.47,138,954
27,0,02267,D.A. Weibring,14.48,185,1278
28,0,01042,Paul Azinger,14.54,212,1458
28,0,01682,Wayne Levi,14.54,212,1458
28,0,01823,Larry Mize,14.54,178,1224
31,0,01061,Ray Barr Jr.,14.61,163,1116
32,0,02242,Lanny Wadkins,14.63,216,1476
33,0,01385,Jim Gallagher Jr.,14.67,169,1152
34,0,01306,David Edwards,14.69,193,1314
35,0,01701,Bob Lohr,14.71,286,1944
36,0,02104,Jeff Sluman,14.73,281,1908
37,0,01475,Donnie Hammond,14.74,260,1764
38,0,01736,Roger Maltbie,14.81,208,1404
39,0,01569,Peter Jacobsen,14.84,203,1368
39,0,02159,Curtis Strange,14.84,195,1314
41,0,01559,Hale Irwin,14.90,177,1188
42,0,01975,Tom Purtzer,14.99,205,1368
43,0,02101,Joey Sindelar,15.02,273,1818
44,0,01998,Jack Renner,15.04,241,1602
45,0,01717,Sandy Lyle,15.05,149,990
46,0,01390,Buddy Gardner,15.09,288,1908
46,0,01864,Larry Nelson,15.09,144,954
48,0,01418,Bill Glasson,15.12,234,1548
49,0,02241,Bobby Wadkins,15.26,283,1854
50,0,01837,Gil Morgan,15.28,187,1224
51,0,01161,Mark Calcavecchia,15.36,293,1908
52,0,01444,Ken Green,15.43,250,1620
53,0,01960,Don Pooley,15.46,192,1242
53,0,02279,Mark Wiebe,15.46,295,1908
55,0,02033,Dave Rummells,15.47,284,1836
56,0,01203,Russ Cochran,15.49,276,1782
57,0,01355,Raymond Floyd,15.58,157,1008
57,0,01891,David Ogrin,15.58,258,1656
59,0,01157,Tom Byrum,15.61,309,1980
60,0,01797,Rocco Mediate,15.62,298,1908
61,0,01033,George Archer,15.64,259,1656
62,0,01219,John Cook,15.68,254,1620
63,0,02321,Fuzzy Zoeller,15.70,178,1134
64,0,01723,Andrew Magee,15.77,247,1566
65,0,01313,Steve Elkington,15.78,250,1584
66,0,02223,Bob Tway,15.82,262,1656
67,0,01928,Corey Pavin,15.84,211,1332
68,0,02303,Robert Wrenn,15.87,260,1638
69,0,01469,Dan Halldorson,15.95,267,1674
70,0,02190,Doug Tewell,16.00,193,1206
71,0,02239,Scott Verplank,16.02,271,1692
72,0,01846,Jodie Mudd,16.08,272,1692
73,0,01641,Gary Koch,16.10,200,1242
74,0,02099,Scott Simpson,16.23,184,1134
75,0,01323,Brad Fabel,16.26,281,1728
76,0,01876,Greg Norman,16.27,123,756
77,0,02118,J.C. Snead,16.32,235,1440
78,0,01887,Mark O'Meara,16.37,221,1350
79,0,01098,Jay Don Blake,16.39,298,1818
79,0,01143,Brad Bryant,16.39,239,1458
79,0,01414,Bob Gilder,16.39,239,1458
82,0,01755,Dick Mast,16.41,260,1584
83,0,01361,Dan Forsman,16.44,361,2196
84,0,02023,Clarence Rose,16.45,308,1872
85,0,01284,Mike Donald,16.52,327,1980
86,0,01035,Tommy Armour III,16.54,271,1638
87,0,01945,Kenny Perry,16.55,283,1710
88,0,06284,Jim Hallet,16.67,306,1836
89,0,01129,Bill Britton,16.73,271,1620
90,0,02196,Robert Thompson,16.78,290,1728
91,0,01943,Chris Perry,16.83,309,1836
91,0,01968,Nick Price,16.83,206,1224
93,0,01303,Bob Eastwood,16.93,259,1530
93,0,01329,Brad Faxon,16.93,262,1548
95,0,01549,Mike Hulbert,16.99,318,1872
96,0,01771,Blaine McCallister,17.02,334,1962
97,0,01156,Curt Byrum,17.08,292,1710
98,0,01931,Rick Pearson,17.10,274,1602
99,0,01706,Davis Love III,17.15,250,1458
100,0,01024,Billy Andrade,17.18,303,1764
100,0,02160,Ron Streck,17.18,201,1170
102,0,01971,Dillard Pruitt,17.26,261,1512
103,0,01133,Billy Ray Brown,17.28,311,1800
104,0,02186,Brian Tennyson,17.31,296,1710
105,0,01201,Lennie Clements,17.37,319,1836
105,0,01639,Kenny Knox,17.37,322,1854
107,0,01938,David Peoples,17.40,310,1782
108,0,02167,Mike Sullivan,17.41,282,1620
109,0,02007,Larry Rinker,17.42,301,1728
110,0,02246,Duffy Waldorf,17.44,270,1548
111,0,01168,David Canipe,17.52,268,1530
112,0,02148,Ray Stewart,17.56,294,1674
113,0,02185,Lance Ten Broeck,17.63,257,1458
