RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,12716,Charley Hoffman,3,41
2,0,25274,Steven Bowditch,2,48
2,0,08725,Tom Gillis,2,43
2,0,30925,Dustin Johnson,2,40
2,0,22348,Nick O'Hern,2,40
2,0,23497,Tag Ridings,2,32
2,0,22293,Heath Slocum,2,33
2,0,30110,Kyle Stanley,2,56
2,0,32150,Michael Thompson,2,39
2,0,33419,Cameron Tringale,2,52
11,0,06004,Stephen Ames,1,36
11,0,21407,Arjun Atwal,1,45
11,0,07867,Woody Austin,1,30
11,0,22371,Aaron Baddeley,1,27
11,0,33141,Keegan Bradley,1,43
11,0,32366,Kevin Chappell,1,38
11,0,23673,Michael Connell,1,40
11,0,23638,Brendon de Jonge,1,34
11,0,06251,Chris DiMarco,1,42
11,0,23409,James Driscoll,1,36
11,0,09011,David Duval,1,38
11,0,06522,Ernie Els,1,37
11,0,19846,Brian Gay,1,30
11,0,25900,Lucas Glover,1,31
11,0,28679,Fabián Gómez,1,43
11,0,06643,Paul Goydos,1,44
11,0,25444,Justin Hicks,1,50
11,0,21731,Freddie Jacobson,1,22
11,0,19970,Robert Karlsson,1,19
11,0,08075,Jerry Kelly,1,31
11,0,29718,Anthony Kim,1,32
11,0,35087,Bio Kim,1,37
11,0,01706,Davis Love III,1,18
11,0,24781,Hunter Mahan,1,49
11,0,33413,Ben Martin,1,33
11,0,31202,William McGirt,1,47
11,0,24490,George McNeill,1,21
11,0,26596,Ryan Moore,1,23
11,0,24140,Sean O'Hair,1,34
11,0,21949,Joe Ogilvie,1,29
11,0,22046,Geoff Ogilvy,1,28
11,0,25345,Carl Pettersson,1,34
11,0,28620,Aron Price,1,27
11,0,30946,Alex Prugh,1,42
11,0,26476,Chez Reavie,1,54
11,0,22913,John Rollins,1,45
11,0,25562,Andres Romero,1,36
11,0,23621,Rory Sabbatini,1,29
11,0,20645,John Senden,1,40
11,0,29221,Webb Simpson,1,33
11,0,08375,Paul Stankowski,1,35
11,0,23788,D.J. Trahan,1,67
11,0,27770,Camilo Villegas,1,34
11,0,26951,Johnson Wagner,1,38
11,0,25632,Jimmy Walker,1,41
11,0,26289,Boo Weekley,1,61
11,0,20436,Garrett Willis,1,38
