RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,12510,Chad Campbell,55,67
2,0,23788,D.J. Trahan,50,67
2,0,27064,Jhonattan Vegas,50,61
4,0,26881,Jarrod Lyle,49,58
5,0,30750,Tommy Gainey,47,60
6,0,06621,Joe Durant,46,57
7,0,28087,Kris Blanks,45,55
7,0,31401,Zack Miller,45,61
9,0,29910,Blake Adams,44,49
9,0,06573,Brandt Jobe,44,56
9,0,26476,Chez Reavie,44,54
12,0,01766,Billy Mayfair,43,60
12,0,27963,Chris Stroud,43,51
14,0,23548,Bill Lunde,42,49
14,0,30110,Kyle Stanley,42,56
14,0,23623,Bo Van Pelt,42,49
14,0,26289,Boo Weekley,42,61
18,0,10885,Robert Allenby,41,51
18,0,22913,John Rollins,41,45
18,0,33419,Cameron Tringale,41,52
21,0,23718,Nathan Green,40,49
21,0,20127,Chris Riley,40,42
23,0,24781,Hunter Mahan,39,49
24,0,31557,Jim Herman,38,43
24,0,25240,D.A. Points,38,43
26,0,24846,Ricky Barnes,37,43
26,0,32698,Bobby Gates,37,44
26,0,26758,David Hearn,37,42
26,0,21961,Charles Howell III,37,43
26,0,27330,Josh Teater,37,48
31,0,25274,Steven Bowditch,36,48
31,0,24358,Robert Garrigus,36,48
31,0,10733,Kent Jones,36,43
31,0,26851,Marc Leishman,36,46
31,0,27466,Spencer Levin,36,41
31,0,06515,Shaun Micheel,36,42
31,0,06567,Vijay Singh,36,44
31,0,30692,Scott Stallings,36,43
39,0,33141,Keegan Bradley,35,43
39,0,31202,William McGirt,35,47
39,0,27933,John Merrick,35,39
39,0,30946,Alex Prugh,35,42
43,0,34255,Joseph Bramlett,34,48
43,0,06251,Chris DiMarco,34,42
43,0,20645,John Senden,34,40
46,0,23353,J.J. Henry,33,38
46,0,12782,Tim Herron,33,38
46,0,25444,Justin Hicks,33,50
46,0,21350,Ryuji Imada,33,40
46,0,27797,Derek Lamely,33,45
46,0,27120,Troy Matteson,33,44
46,0,26679,Kevin Stadler,33,43
46,0,21878,Mark Wilson,33,35
54,0,08725,Tom Gillis,32,43
54,0,29420,Billy Horschel,32,37
54,0,28158,Steve Marino,32,42
54,0,32640,Troy Merritt,32,41
54,0,26951,Johnson Wagner,32,38
54,0,25632,Jimmy Walker,32,41
60,0,21407,Arjun Atwal,31,45
60,0,12652,Cameron Beckman,31,45
60,0,24507,Jason Bohn,31,42
60,0,24980,Scott Gutschewski,31,44
60,0,30926,Chris Kirk,31,37
60,0,24361,Pat Perez,31,41
60,0,29518,Brendan Steele,31,38
60,0,25834,Daniel Summerhays,31,38
60,0,31323,Gary Woodland,31,42
69,0,06004,Stephen Ames,30,36
69,0,28679,Fabián Gómez,30,43
69,0,24604,Hunter Haas,30,41
69,0,22348,Nick O'Hern,30,40
69,0,20572,Rod Pampling,30,33
69,0,25345,Carl Pettersson,30,34
69,0,25457,Alexandre Rocha,30,35
69,0,25804,Bubba Watson,30,35
77,0,20070,Matt Bettencourt,29,43
77,0,23673,Michael Connell,29,40
77,0,23409,James Driscoll,29,36
77,0,06643,Paul Goydos,29,44
77,0,24924,Bill Haas,29,36
77,0,33413,Ben Martin,29,33
77,0,25818,Scott Piercy,29,37
77,0,08375,Paul Stankowski,29,35
77,0,32150,Michael Thompson,29,39
86,0,24290,D.J. Brigman,28,37
86,0,21753,Brian Davis,28,45
86,0,06522,Ernie Els,28,37
86,0,10860,Justin Leonard,28,36
86,0,22961,David Mathis,28,39
86,0,20436,Garrett Willis,28,38
92,0,24357,K.J. Choi,27,32
92,0,25686,Jason Dufner,27,38
92,0,08537,J.P. Hayes,27,35
92,0,10585,Scott McCarron,27,32
92,0,23320,Ryan Palmer,27,31
92,0,22405,Justin Rose,27,33
92,0,22293,Heath Slocum,27,33
92,0,34072,Will Strickler,27,36
92,0,23325,Vaughn Taylor,27,34
101,0,23638,Brendon de Jonge,26,34
101,0,09011,David Duval,26,38
101,0,22378,Trevor Immelman,26,27
101,0,30925,Dustin Johnson,26,40
101,0,08075,Jerry Kelly,26,31
101,0,01797,Rocco Mediate,26,30
101,0,24140,Sean O'Hair,26,34
101,0,26287,Roland Thatcher,26,38
101,0,27770,Camilo Villegas,26,34
110,0,20098,Stuart Appleby,25,31
110,0,20593,Greg Chalmers,25,28
110,0,22621,Ben Curtis,25,32
110,0,32102,Rickie Fowler,25,35
110,0,12716,Charley Hoffman,25,41
110,0,35087,Bio Kim,25,37
110,0,30711,Colt Knost,25,27
110,0,31193,Jim Renner,25,31
110,0,25562,Andres Romero,25,36
110,0,27214,Kevin Streelman,25,31
120,0,11123,Chris Couch,24,31
120,0,28089,Jason Day,24,31
120,0,19846,Brian Gay,24,30
120,0,29718,Anthony Kim,24,32
120,0,28486,Michael Putnam,24,25
120,0,26668,Marc Turnesa,24,30
126,0,23614,Rich Beem,23,30
126,0,01116,Michael Bradley,23,29
126,0,32366,Kevin Chappell,23,38
126,0,25900,Lucas Glover,23,31
126,0,29720,Andres Gonzales,23,27
126,0,28475,Jeff Overton,23,35
126,0,23497,Tag Ridings,23,32
126,0,29221,Webb Simpson,23,33
134,0,10809,Jim Furyk,22,29
134,0,26300,Matt Jones,22,28
134,0,27974,Sung Kang,22,27
134,0,27936,Martin Laird,22,31
134,0,21949,Joe Ogilvie,22,29
134,0,22046,Geoff Ogilvy,22,28
134,0,01948,Tim Petrovic,22,30
134,0,24502,Adam Scott,22,34
134,0,27649,Brandt Snedeker,22,30
134,0,20160,Charlie Wi,22,30
144,0,20498,Briny Baird,21,28
144,0,07457,Steve Flesch,21,36
144,0,21805,Harrison Frazar,21,27
144,0,24024,Zach Johnson,21,25
144,0,01810,Phil Mickelson,21,34
144,0,32876,Martin Piller,21,30
144,0,23621,Rory Sabbatini,21,29
144,0,26331,Charl Schwartzel,21,23
152,0,20472,Alex Cejka,20,30
152,0,23541,Ben Crane,20,30
152,0,28620,Aron Price,20,27
152,0,02206,David Toms,20,24
152,0,27095,Nick Watney,20,25
157,0,07867,Woody Austin,19,30
157,0,26420,Richard Johnson,19,23
157,0,23800,Bryce Molder,19,24
157,0,26596,Ryan Moore,19,23
157,0,25396,Kevin Na,19,25
162,0,21731,Freddie Jacobson,18,22
162,0,33911,Nate Smith,18,24
162,0,12602,Dean Wilson,18,23
165,0,22371,Aaron Baddeley,17,27
165,0,10505,Shane Bertsch,17,27
165,0,24925,Jonathan Byrd,17,24
165,0,20848,Ángel Cabrera,17,21
165,0,21209,Sergio Garcia,17,19
165,0,20766,Padraig Harrington,17,23
165,0,01577,Lee Janzen,17,25
172,0,20229,Stewart Cink,16,22
172,0,20157,Retief Goosen,16,19
172,0,29478,Kevin Kisner,16,22
172,0,23108,Matt Kuchar,16,19
176,0,27141,J.B. Holmes,15,23
176,0,01706,Davis Love III,15,18
176,0,25572,Graeme McDowell,15,18
176,0,27939,Matt McQuillan,15,22
180,0,24490,George McNeill,14,21
181,0,01313,Steve Elkington,13,14
181,0,24138,Ian Poulter,13,16
181,0,06527,Steve Stricker,13,15
184,0,19970,Robert Karlsson,12,19
185,0,24663,Y.E. Yang,11,16
186,0,23983,Luke Donald,9,12
