RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,08793,Tiger Woods,19.98,5.66,-3.77,7.50
2,0,09011,David Duval,13.15,5.32,-3.35,4.08
3,0,08635,Colin Montgomerie,10.36,5.08,-3.34,4.06
4,0,01706,Davis Love III,9.48,4.81,-3.27,2.82
5,0,06522,Ernie Els,8.64,5.05,-3.51,3.30
6,0,20396,Lee Westwood,7.85,5.36,-3.35,2.62
7,0,06567,Vijay Singh,7.82,5.02,-3.19,3.02
8,0,01968,Nick Price,7.20,4.58,-3.19,2.28
9,0,01810,Phil Mickelson,6.58,3.96,-2.61,1.94
10,0,01887,Mark O'Meara,6.52,5.32,-3.28,1.22
11,0,10809,Jim Furyk,6.36,4.12,-2.70,2.14
12,0,21209,Sergio Garcia,6.20,.10,-.05,2.68
13,0,10860,Justin Leonard,6.14,3.85,-2.73,2.44
14,0,02170,Hal Sutton,6.11,2.36,-1.38,2.38
15,0,12660,Jesper Parnevik,5.43,3.30,-2.22,1.58
16,0,01553,John Huston,5.36,2.51,-1.31,1.64
17,0,01724,Jeff Maggert,5.34,2.17,-1.46,1.80
18,0,12823,Carlos Franco,5.30,1.48,-.95,1.96
19,1,19825,Darren Clarke,5.29,3.26,-2.04,1.74
20,-1,01226,Fred Couples,5.18,3.06,-1.81,.82
21,0,19958,Miguel Angel Jiménez,4.91,1.55,-.89,2.04
22,0,01677,Tom Lehman,4.83,2.64,-1.92,1.60
23,0,01943,Chris Perry,4.42,1.16,-.76,2.34
24,0,02206,David Toms,4.40,1.24,-.81,2.12
25,0,01313,Steve Elkington,4.29,2.47,-1.77,1.06
26,0,06373,José María Olazábal,4.24,2.45,-1.59,1.60
27,0,01926,Steve Pate,4.15,1.19,-.69,1.74
28,0,02104,Jeff Sluman,4.03,2.13,-1.35,1.76
29,0,06527,Steve Stricker,3.95,1.98,-1.04,.80
30,0,01320,Bob Estes,3.86,1.61,-.93,1.60
31,0,20098,Stuart Appleby,3.85,2.53,-1.68,1.42
32,0,12782,Tim Herron,3.83,1.23,-.87,1.86
33,0,20229,Stewart Cink,3.81,1.92,-1.29,1.58
34,1,20157,Retief Goosen,3.76,1.26,-.97,2.04
35,-1,06575,Dudley Hart,3.75,1.44,-.89,1.44
36,0,08931,Glen Day,3.73,1.85,-1.02,1.26
37,0,01906,Masashi Jumbo Ozaki,3.68,3.18,-2.17,.72
38,0,10944,Thomas Bjørn,3.63,1.63,-1.02,1.28
39,0,01577,Lee Janzen,3.63,2.76,-1.78,.98
40,0,02257,Brian Watts,3.61,2.51,-1.57,.90
41,0,01920,Craig Parry,3.61,1.65,-1.11,1.48
42,0,01527,Scott Hoch,3.54,2.87,-2.09,1.24
43,0,01876,Greg Norman,3.45,2.43,-2.17,1.12
44,1,19904,Paul Lawrie,3.38,.33,-.22,1.58
45,1,02223,Bob Tway,3.36,2.25,-1.36,1.06
46,-2,01905,Joe Ozaki,3.36,1.78,-1.27,1.64
47,0,12645,Brent Geiberger,3.32,1.04,-.68,1.50
48,0,01381,Fred Funk,3.28,1.92,-1.19,1.50
49,0,02010,Loren Roberts,3.27,1.48,-1.17,1.26
50,0,20766,Padraig Harrington,3.07,.94,-.67,1.42
51,0,01666,Bernhard Langer,3.06,2.27,-1.68,1.06
52,0,01766,Billy Mayfair,3.05,1.98,-1.11,.96
53,0,06350,Bob May,2.96,.30,-.17,1.20
54,0,02218,Ted Tryba,2.95,.72,-.48,1.62
55,0,01797,Rocco Mediate,2.92,.71,-.44,1.16
56,0,01723,Andrew Magee,2.82,1.80,-1.15,.96
57,0,10423,Mike Weir,2.80,.21,-.12,1.48
58,0,01161,Mark Calcavecchia,2.79,3.01,-2.01,.62
59,3,12680,Shigeki Maruyama,2.78,1.96,-1.44,1.12
60,-1,01418,Bill Glasson,2.77,1.22,-.94,.94
61,-1,20848,Ángel Cabrera,2.77,.48,-.33,1.04
62,-1,06573,Brandt Jobe,2.75,1.62,-1.01,.60
63,0,01139,Olin Browne,2.71,.99,-.63,1.02
64,0,02246,Duffy Waldorf,2.69,.70,-.54,1.24
65,0,01927,Dennis Paulson,2.67,0,1.28
66,0,01219,John Cook,2.50,2.38,-1.55,.52
67,0,19970,Robert Karlsson,2.43,1.12,-.76,.88
68,0,20387,Jarmo Sandelin,2.38,.82,-.54,.96
69,0,01457,Jay Haas,2.37,1.12,-.78,.82
70,0,01619,Skip Kendall,2.36,1.17,-.69,.96
71,0,01042,Paul Azinger,2.36,1.06,-.64,.64
72,0,02300,Ian Woosnam,2.29,1.72,-1.27,.72
73,0,02239,Scott Verplank,2.27,1.50,-.77,.52
74,9,07269,Greg Turner,2.24,1.10,-.73,.66
75,-1,10821,Toshi Izawa,2.21,.82,-.49,1.02
76,-1,06036,Scott Dunlap,2.18,.41,-.24,.92
77,-1,11032,Frank Lickliter II,2.17,.96,-.55,.96
78,-1,02020,Eduardo Romero,2.17,1.05,-.76,.60
79,-1,01886,Peter O'Malley,2.14,1.40,-.92,.76
80,-1,02214,Kirk Triplett,2.12,1.06,-.76,.78
81,1,01572,Mark James,2.09,.63,-.51,.82
82,-2,19905,Andrew Coltart,2.08,1.51,-.92,.66
83,1,20992,Kazuhiko Hosokawa,2.06,.94,-.58,1.10
84,2,01378,David Frost,2.04,1.03,-.83,.92
85,-4,20548,Hidemichi Tanaka,1.97,1.34,-.74,.56
86,-1,20820,Patrik Sjöland,1.97,1.59,-.93,.48
87,0,20029,Notah Begay III,1.96,0,.98
88,0,06004,Stephen Ames,1.95,.87,-.57,.52
89,1,20382,Stephen Leaney,1.95,1.31,-.76,.58
90,2,20944,Tsuyoshi Yoneyama,1.94,.48,-.30,1.02
91,-2,06431,Jean Van de Velde,1.92,.61,-.36,.90
92,-1,06012,Greg Kraft,1.91,.50,-.29,.80
93,0,02133,Craig Stadler,1.90,1.05,-.79,.50
94,0,20472,Alex Cejka,1.85,.63,-.37,.74
95,0,01185,Brandel Chamblee,1.84,1.08,-.66,.48
96,0,01329,Brad Faxon,1.82,1.78,-1.45,.56
97,0,07457,Steve Flesch,1.80,1.09,-.55,.54
98,0,02256,Tom Watson,1.77,1.90,-1.29,.10
99,0,01599,Steve Jones,1.77,1.84,-1.40,.32
100,7,11106,Frankie Minoza,1.77,1.33,-.84,.34
101,-1,22064,Craig Spence,1.75,.19,-.06,.64
102,-1,20218,Shingo Katayama,1.73,.53,-.31,.56
103,-1,01035,Tommy Armour III,1.73,.76,-.43,.64
104,-1,01941,Tom Pernice Jr.,1.71,.60,-.35,.74
105,-1,20474,Phillip Price,1.70,.81,-.48,.52
106,-1,20763,Pierre Fulke,1.70,.35,-.21,.64
107,-1,12546,Peter Baker,1.69,.95,-.57,.50
108,0,20400,Michael Campbell,1.65,.17,-.10,.84
109,0,20650,Jarrod Moseley,1.65,0,.86
110,0,20566,Kaname Yokoo,1.63,.88,-.50,.76
111,0,06044,Scott Gump,1.62,.52,-.33,.80
112,0,20583,David Carter,1.59,.78,-.49,.60
113,0,20608,David Howell,1.58,.73,-.44,.72
114,0,08633,Per-Ulrik Johansson,1.57,1.05,-.79,.48
115,0,01928,Corey Pavin,1.57,.35,-.21,.66
116,0,06643,Paul Goydos,1.57,.80,-.60,.74
117,0,01823,Larry Mize,1.56,.84,-.54,.40
118,0,20094,Jonathan Kaye,1.55,0,.82
