RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,08075,Jerry Kelly,40,0,1,14,1999430
2,0,01226,Fred Couples,37,1,1,16,1999430
3,0,08537,J.P. Hayes,34,1,1,1,1999010
3,0,01553,John Huston,34,1,4,16,1999440
5,0,06004,Stephen Ames,33,0,1,3,1999430
6,0,12652,Cameron Beckman,29,1,4,8,1999320
6,0,09011,David Duval,29,7,1,18,1999010
6,0,01418,Bill Glasson,29,0,2,8,1999430
6,0,01943,Chris Perry,29,0,2,9,1999430
6,0,02206,David Toms,29,0,3,4,1999300
11,0,01261,Jay Delsing,28,1,3,4,1999280
11,0,06599,John Elliott,28,4,1,9,1999440
11,0,06062,Charles Raulerson,28,0,2,9,1999350
11,0,06581,David Sutherland,28,4,1,13,1999430
15,0,10885,Robert Allenby,27,8,3,14,1999050
15,0,01042,Paul Azinger,27,1,1,15,1999430
15,0,01203,Russ Cochran,27,0,2,5,1999430
15,0,01599,Steve Jones,27,1,2,9,1999430
15,0,02218,Ted Tryba,27,0,4,16,1999420
20,0,10423,Mike Weir,26,0,1,17,1999140
21,0,01724,Jeff Maggert,25,1,1,18,1999240
21,0,01748,Doug Martin,25,1,2,8,1999430
21,0,10649,Tom Scherrer,25,1,1,8,1999440
24,0,01063,Ben Bates,24,0,4,17,1999270
24,0,08123,Jeff Brehaut,24,1,2,2,1999440
24,0,01282,Trevor Dodds,24,0,2,7,1999430
24,0,07763,Doug Dunakey,24,4,3,17,1999430
24,0,21805,Harrison Frazar,24,1,2,17,1999430
24,0,08547,John Maginnes,24,0,3,10,1999030
24,0,02010,Loren Roberts,24,0,1,11,1999410
31,0,20593,Greg Chalmers,23,3,1,16,1999050
31,0,07457,Steve Flesch,23,2,3,14,1999320
31,0,01677,Tom Lehman,23,0,1,11,1999280
31,0,01685,J.L. Lewis,23,4,1,7,1999430
31,0,01975,Tom Purtzer,23,0,3,17,1999430
31,0,01996,Mike Reid,23,3,2,17,1999050
31,0,02008,Lee Rinker,23,1,4,17,1999420
38,0,20498,Briny Baird,22,4,2,5,1999320
