RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,25572,Graeme McDowell,77.71,122,157
2,0,30911,Tommy Fleetwood,76.98,107,139
3,0,22371,Aaron Baddeley,76.38,97,127
4,0,24361,Pat Perez,75.45,83,110
5,0,21528,Henrik Stenson,73.87,82,111
6,0,34021,Bud Cauley,73.81,155,210
7,0,23325,Vaughn Taylor,73.39,160,218
8,0,25818,Scott Piercy,73.26,126,172
9,0,36799,Stephan Jaeger,73.15,109,149
10,0,48081,Xander Schauffele,72.52,95,131
11,0,29221,Webb Simpson,72.25,138,191
12,0,28252,Seamus Power,72.12,119,165
13,0,34256,Andrew Putnam,71.74,99,138
14,0,21961,Charles Howell III,71.69,119,166
15,0,30978,Kiradech Aphibarnrat,71.20,89,125
16,0,10809,Jim Furyk,70.99,93,131
16,0,32150,Michael Thompson,70.99,115,162
18,0,23320,Ryan Palmer,70.83,85,120
19,0,23621,Rory Sabbatini,70.77,138,195
20,0,35891,Cameron Smith,70.73,116,164
21,0,34360,Patrick Reed,70.65,130,184
22,0,34099,Harris English,70.62,149,211
23,0,49303,Anders Albertson,70.40,88,125
24,0,33419,Cameron Tringale,70.27,78,111
25,0,27649,Brandt Snedeker,70.26,163,232
26,0,19846,Brian Gay,70.18,120,171
27,0,32200,Roberto Castro,70.00,112,160
28,0,29908,C.T. Pan,69.95,135,193
29,0,25632,Jimmy Walker,69.93,107,153
30,0,32839,Hideki Matsuyama,69.89,123,176
31,0,34431,Robert Streb,69.82,118,169
32,0,24925,Jonathan Byrd,69.79,67,96
33,0,32333,Kevin Tway,69.77,120,172
34,0,25198,Francesco Molinari,69.72,76,109
35,0,34046,Jordan Spieth,69.52,130,187
36,0,51766,Wyndham Clark,69.47,132,190
37,0,24924,Bill Haas,69.28,115,166
38,0,29420,Billy Horschel,69.23,117,169
39,0,28775,Nate Lashley,69.06,96,139
40,0,29926,Danny Lee,68.98,129,187
41,0,37455,Si Woo Kim,68.97,120,174
42,0,30925,Dustin Johnson,68.80,86,125
43,0,26851,Marc Leishman,68.71,101,147
44,0,33667,Carlos Ortiz,68.68,125,182
45,0,33122,Russell Knox,68.66,92,134
46,0,35450,Patrick Cantlay,68.61,94,137
47,0,26300,Matt Jones,68.32,110,161
48,0,25900,Lucas Glover,68.31,125,183
49,0,34466,Peter Malnati,68.16,152,223
50,0,27644,Brian Harman,68.02,134,197
51,0,36689,Brooks Koepka,67.97,87,128
52,0,29535,Brice Garnett,67.95,106,156
53,0,35461,Beau Hossler,67.72,107,158
54,0,47993,Denny McCarthy,67.68,134,198
54,0,47347,Adam Schenk,67.68,134,198
56,0,47959,Bryson DeChambeau,67.58,123,182
56,0,31420,Anirban Lahiri,67.58,123,182
58,0,25396,Kevin Na,67.52,79,117
59,0,39971,Sungjae Im,67.49,164,243
60,0,40009,Dominic Bozzelli,67.48,83,123
61,0,40026,Daniel Berger,67.46,114,169
62,0,32102,Rickie Fowler,67.26,113,168
63,0,22405,Justin Rose,67.24,78,116
64,0,06522,Ernie Els,66.99,69,103
65,0,29970,Dylan Frittelli,66.88,103,154
66,0,33410,Andrew Landry,66.86,115,172
67,0,33948,Byeong Hun An,66.67,110,165
67,0,23353,J.J. Henry,66.67,68,102
67,0,21731,Freddie Jacobson,66.67,68,102
67,0,39546,Keith Mitchell,66.67,106,159
67,0,45486,Joaquin Niemann,66.67,132,198
67,0,31560,Brian Stuard,66.67,140,210
67,0,33448,Justin Thomas,66.67,74,111
74,0,26951,Johnson Wagner,66.39,79,119
75,0,40098,Matt Fitzpatrick,66.32,63,95
76,0,49298,Kramer Hickok,66.24,104,157
76,0,49771,J.T. Poston,66.24,157,237
78,0,37275,Sam Ryder,66.23,102,154
79,0,27958,Ryan Blaum,66.15,127,192
80,0,24502,Adam Scott,66.02,68,103
81,0,26329,Louis Oosthuizen,65.93,89,135
82,0,32757,Patton Kizzire,65.91,87,132
83,0,27095,Nick Watney,65.84,106,161
84,0,23108,Matt Kuchar,65.82,104,158
85,0,46523,Joey Garber,65.74,71,108
86,0,28237,Rory McIlroy,65.57,80,122
87,0,28679,Fabián Gómez,65.55,78,119
88,0,30944,Jason Kokrak,65.54,116,177
89,0,26758,David Hearn,65.52,57,87
90,0,47504,Sam Burns,65.50,112,171
91,0,39324,J.J. Spaun,65.41,104,159
92,0,37189,Harold Varner III,65.36,117,179
93,0,30191,Julián Etulain,65.13,99,152
93,0,39954,Cody Gribble,65.13,99,152
93,0,34261,Scott Langley,65.13,127,195
96,0,25493,Nick Taylor,65.07,149,229
97,0,24138,Ian Poulter,64.66,75,116
98,0,28259,Sangmoon Bae,64.60,73,113
98,0,26596,Ryan Moore,64.60,104,161
100,0,27214,Kevin Streelman,64.57,113,175
100,0,29484,Peter Uihlein,64.57,113,175
102,0,39327,Ben Silverman,64.54,91,141
103,0,46501,Ollie Schniederjans,64.53,111,172
104,0,33486,Roger Sloan,64.52,120,186
105,0,30786,Brady Schnell,64.21,61,95
106,0,26499,Rafa Cabrera Bello,64.00,96,150
107,0,34363,Tyrrell Hatton,63.96,71,111
108,0,35732,Wes Roach,63.87,76,119
109,0,25364,Paul Casey,63.78,81,127
109,0,35449,Adam Long,63.78,118,185
111,0,32791,K.H. Lee,63.75,102,160
112,0,24024,Zach Johnson,63.70,93,146
112,0,32139,Danny Willett,63.70,86,135
114,0,32640,Troy Merritt,63.64,91,143
115,0,29479,Scott Brown,63.59,117,184
116,0,27974,Sung Kang,63.49,120,189
117,0,27895,Jonas Blixt,63.33,114,180
118,0,47128,Richy Werenski,63.27,124,196
119,0,29223,Sam Saunders,63.19,115,182
120,0,33399,Adam Hadwin,63.16,108,171
121,0,36852,Jim Knous,63.06,70,111
121,0,25804,Bubba Watson,63.06,70,111
123,0,34098,Russell Henley,62.84,115,183
124,0,21209,Sergio Garcia,62.75,64,102
125,0,29478,Kevin Kisner,62.71,111,177
126,0,35617,Martin Trainer,62.66,99,158
127,0,19803,Ryan Armour,62.63,124,198
128,0,46402,Talor Gooch,62.61,72,115
129,0,35506,Mackenzie Hughes,62.50,120,192
130,0,39997,Corey Conners,62.41,83,133
131,0,37454,Whee Kim,62.39,68,109
131,0,24781,Hunter Mahan,62.39,68,109
133,0,32058,José de Jesús Rodríguez,62.25,94,151
134,0,27141,J.B. Holmes,62.22,84,135
135,0,29268,Bronson Burgoon,62.16,69,111
136,0,39975,Michael Kim,62.14,87,140
137,0,33418,Shawn Stefani,62.10,77,124
138,0,45157,Cam Davis,62.09,95,153
139,0,33141,Keegan Bradley,62.00,93,150
139,0,31557,Jim Herman,62.00,62,100
141,0,34563,Chesson Hadley,61.85,107,173
142,0,34076,Joel Dahmen,61.72,129,209
143,0,35532,Tom Hoge,61.70,116,188
144,0,31323,Gary Woodland,61.21,101,165
145,0,35421,Brandon Harkins,61.14,107,175
146,0,39977,Max Homa,60.94,117,192
147,0,29974,Branden Grace,60.90,81,133
148,0,46601,Trey Mullinax,60.78,93,153
149,0,48822,Sebastián Muñoz,60.74,99,163
150,0,30110,Kyle Stanley,60.71,85,140
151,0,27349,Alex Noren,60.55,66,109
152,0,45609,Tyler Duncan,60.53,92,152
153,0,27936,Martin Laird,60.49,98,162
154,0,30692,Scott Stallings,60.44,110,182
155,0,27129,Luke List,60.27,88,146
156,0,29518,Brendan Steele,60.17,71,118
157,0,25686,Jason Dufner,60.14,83,138
158,0,45526,Abraham Ancer,60.09,128,213
159,0,37380,Curtis Luck,60.00,75,125
159,0,27330,Josh Teater,60.00,69,115
161,0,47990,Kyle Jones,59.86,88,147
162,0,46970,Jon Rahm,59.70,80,134
163,0,26476,Chez Reavie,59.61,121,203
164,0,35879,Kelly Kraft,59.44,107,180
164,0,01810,Phil Mickelson,59.44,85,143
166,0,28089,Jason Day,59.13,68,115
