RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,28259,Sangmoon Bae,100.00,2,2
1,0,06522,Ernie Els,100.00,3,3
1,0,10809,Jim Furyk,100.00,7,7
1,0,19846,Brian Gay,100.00,3,3
1,0,36799,Stephan Jaeger,100.00,1,1
1,0,37455,Si Woo Kim,100.00,6,6
1,0,24361,Pat Perez,100.00,3,3
1,0,35732,Wes Roach,100.00,2,2
1,0,24502,Adam Scott,100.00,2,2
1,0,34431,Robert Streb,100.00,3,3
1,0,33419,Cameron Tringale,100.00,5,5
1,0,31323,Gary Woodland,100.00,10,10
13,0,45157,Cam Davis,88.89,8,9
13,0,25818,Scott Piercy,88.89,8,9
15,0,29725,Tony Finau,87.50,7,8
15,0,25900,Lucas Glover,87.50,7,8
15,0,29223,Sam Saunders,87.50,7,8
15,0,48081,Xander Schauffele,87.50,7,8
19,0,26499,Rafa Cabrera Bello,85.71,6,7
19,0,47959,Bryson DeChambeau,85.71,6,7
21,0,32757,Patton Kizzire,83.33,5,6
21,0,27649,Brandt Snedeker,83.33,10,12
21,0,32333,Kevin Tway,83.33,5,6
24,0,34076,Joel Dahmen,81.82,9,11
24,0,32839,Hideki Matsuyama,81.82,9,11
24,0,31560,Brian Stuard,81.82,9,11
27,0,32200,Roberto Castro,80.00,4,5
27,0,39997,Corey Conners,80.00,8,10
27,0,34099,Harris English,80.00,8,10
27,0,30911,Tommy Fleetwood,80.00,4,5
27,0,46970,Jon Rahm,80.00,4,5
27,0,34360,Patrick Reed,80.00,8,10
27,0,33486,Roger Sloan,80.00,4,5
27,0,27214,Kevin Streelman,80.00,8,10
27,0,33448,Justin Thomas,80.00,4,5
36,0,21961,Charles Howell III,77.78,7,9
37,0,35376,Roberto Díaz,75.00,3,4
37,0,46523,Joey Garber,75.00,3,4
37,0,39977,Max Homa,75.00,6,8
37,0,30944,Jason Kokrak,75.00,3,4
37,0,23108,Matt Kuchar,75.00,6,8
37,0,30946,Alex Prugh,75.00,3,4
43,0,37454,Whee Kim,72.73,8,11
43,0,23325,Vaughn Taylor,72.73,8,11
45,0,34021,Bud Cauley,71.43,5,7
45,0,25686,Jason Dufner,71.43,5,7
45,0,29970,Dylan Frittelli,71.43,5,7
45,0,34466,Peter Malnati,71.43,5,7
45,0,40115,Adam Svensson,71.43,5,7
