RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,10809,Jim Furyk,12.96,196,1512
2,0,25686,Jason Dufner,14.02,207,1476
3,0,08793,Tiger Woods,14.18,171,1206
4,0,22405,Justin Rose,14.22,174,1224
5,0,06527,Steve Stricker,14.44,182,1260
6,0,22621,Ben Curtis,14.52,162,1116
7,0,23983,Luke Donald,14.61,163,1116
8,0,19846,Brian Gay,14.62,229,1566
9,0,23108,Matt Kuchar,14.77,218,1476
10,0,33122,Russell Knox,15.03,184,1224
11,0,25804,Bubba Watson,15.07,179,1188
12,0,34021,Bud Cauley,15.10,269,1782
13,0,29420,Billy Horschel,15.16,161,1062
14,0,23638,Brendon de Jonge,15.22,315,2070
15,0,23800,Bryce Molder,15.47,220,1422
16,0,29221,Webb Simpson,15.57,213,1368
16,0,26679,Kevin Stadler,15.57,227,1458
18,0,27895,Jonas Blixt,15.66,203,1296
18,0,28455,Will Claxton,15.66,279,1782
20,0,26758,David Hearn,15.67,268,1710
20,0,23353,J.J. Henry,15.67,251,1602
20,0,30925,Dustin Johnson,15.67,189,1206
20,0,20645,John Senden,15.67,220,1404
20,0,27649,Brandt Snedeker,15.67,220,1404
25,0,32200,Roberto Castro,15.68,254,1620
26,0,28475,Jeff Overton,15.73,286,1818
27,0,06522,Ernie Els,15.74,221,1404
27,0,28237,Rory McIlroy,15.74,153,972
29,0,24361,Pat Perez,15.75,224,1422
30,0,29289,S.Y. Noh,15.79,287,1818
31,0,01797,Rocco Mediate,15.85,194,1224
32,0,24138,Ian Poulter,15.87,160,1008
33,0,25345,Carl Pettersson,15.88,263,1656
34,0,27963,Chris Stroud,15.89,246,1548
35,0,24024,Zach Johnson,15.90,269,1692
35,0,02206,David Toms,15.90,166,1044
37,0,01810,Phil Mickelson,15.96,227,1422
38,0,22293,Heath Slocum,15.98,256,1602
39,0,24924,Bill Haas,16.03,225,1404
39,0,31202,William McGirt,16.03,277,1728
41,0,20098,Stuart Appleby,16.04,205,1278
42,0,25396,Kevin Na,16.10,229,1422
