RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,24227,Justin Bolli,100.0,1
1,0,32366,Kevin Chappell,100.0,1
1,0,24357,K.J. Choi,100.0,2
1,0,21753,Brian Davis,100.0,1
1,0,20104,Ken Duke,100.0,1
1,0,28307,Matt Every,100.0,1
1,0,19846,Brian Gay,100.0,1
1,0,21961,Charles Howell III,100.0,1
1,0,30925,Dustin Johnson,100.0,1
1,0,24024,Zach Johnson,100.0,2
1,0,27408,Martin Kaymer,100.0,1
1,0,08075,Jerry Kelly,100.0,1
1,0,27936,Martin Laird,100.0,1
1,0,01724,Jeff Maggert,100.0,1
1,0,28475,Jeff Overton,100.0,1
1,0,23320,Ryan Palmer,100.0,2
1,0,10213,Dicky Pride,100.0,2
1,0,34360,Patrick Reed,100.0,2
1,0,22913,John Rollins,100.0,1
1,0,27649,Brandt Snedeker,100.0,2
1,0,33418,Shawn Stefani,100.0,1
1,0,21528,Henrik Stenson,100.0,1
1,0,25834,Daniel Summerhays,100.0,1
1,0,27330,Josh Teater,100.0,2
1,0,25632,Jimmy Walker,100.0,1
1,0,26289,Boo Weekley,100.0,2
1,0,21878,Mark Wilson,100.0,2
1,0,08793,Tiger Woods,100.0,1
29,0,34046,Jordan Spieth,75.0,3
30,0,28089,Jason Day,66.7,2
30,0,23108,Matt Kuchar,66.7,2
30,0,26851,Marc Leishman,66.7,2
30,0,01810,Phil Mickelson,66.7,2
30,0,22405,Justin Rose,66.7,2
35,0,33141,Keegan Bradley,60.0,3
36,0,32334,Charlie Beljan,50.0,1
36,0,23638,Brendon de Jonge,50.0,1
36,0,27436,Graham DeLaet,50.0,1
36,0,23983,Luke Donald,50.0,1
36,0,27644,Brian Harman,50.0,2
36,0,23353,J.J. Henry,50.0,1
36,0,30926,Chris Kirk,50.0,1
36,0,28237,Rory McIlroy,50.0,1
36,0,29221,Webb Simpson,50.0,1
36,0,29518,Brendan Steele,50.0,1
36,0,31560,Brian Stuard,50.0,1
36,0,20396,Lee Westwood,50.0,2
48,0,24781,Hunter Mahan,40.0,2
48,0,23621,Rory Sabbatini,40.0,2
50,0,10809,Jim Furyk,33.3,1
50,0,30750,Tommy Gainey,33.3,1
50,0,21209,Sergio Garcia,33.3,1
50,0,31557,Jim Herman,33.3,1
50,0,29420,Billy Horschel,33.3,1
50,0,24361,Pat Perez,33.3,1
50,0,26679,Kevin Stadler,33.3,1
50,0,27095,Nick Watney,33.3,1
58,0,32200,Roberto Castro,25.0,1
58,0,32102,Rickie Fowler,25.0,1
58,0,24924,Bill Haas,25.0,1
58,0,25818,Scott Piercy,25.0,1
58,0,27214,Kevin Streelman,25.0,1
63,0,28259,Sangmoon Bae,.0,0
63,0,24846,Ricky Barnes,.0,0
63,0,27895,Jonas Blixt,.0,0
63,0,20848,Ángel Cabrera,.0,0
63,0,34021,Bud Cauley,.0,0
63,0,20593,Greg Chalmers,.0,0
63,0,23135,Tim Clark,.0,0
63,0,28455,Will Claxton,.0,0
63,0,23409,James Driscoll,.0,0
63,0,28500,Martin Flores,.0,0
63,0,24358,Robert Garrigus,.0,0
63,0,08725,Tom Gillis,.0,0
63,0,32448,James Hahn,.0,0
63,0,22792,Peter Hanson,.0,0
63,0,20766,Padraig Harrington,.0,0
63,0,25444,Justin Hicks,.0,0
63,0,12716,Charley Hoffman,.0,0
63,0,33461,Morgan Hoffmann,.0,0
63,0,34174,John Huh,.0,0
63,0,30852,Ryo Ishikawa,.0,0
63,0,21731,Freddie Jacobson,.0,0
63,0,26300,Matt Jones,.0,0
63,0,30944,Jason Kokrak,.0,0
63,0,27503,Steve LeBrun,.0,0
63,0,28092,D.H. Lee,.0,0
63,0,35139,Richard Lee,.0,0
63,0,21099,David Lynn,.0,0
63,0,24490,George McNeill,.0,0
63,0,33869,Eric Meierdierks,.0,0
63,0,23800,Bryce Molder,.0,0
63,0,26596,Ryan Moore,.0,0
63,0,30163,Henrik Norlander,.0,0
63,0,25345,Carl Pettersson,.0,0
63,0,25240,D.A. Points,.0,0
63,0,27556,Ted Potter Jr.,.0,0
63,0,24138,Ian Poulter,.0,0
63,0,25336,Alistair Presnell,.0,0
63,0,23497,Tag Ridings,.0,0
63,0,26331,Charl Schwartzel,.0,0
63,0,24502,Adam Scott,.0,0
63,0,06527,Steve Stricker,.0,0
63,0,23325,Vaughn Taylor,.0,0
63,0,28780,Nicholas Thompson,.0,0
63,0,33419,Cameron Tringale,.0,0
63,0,27770,Camilo Villegas,.0,0
63,0,26951,Johnson Wagner,.0,0
63,0,25804,Bubba Watson,.0,0
63,0,20160,Charlie Wi,.0,0
63,0,28310,Lee Williams,.0,0
63,0,31323,Gary Woodland,.0,0
63,0,24663,Y.E. Yang,.0,0
