RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,28135,Aaron Watkins,67.67,203,3
2,0,24227,Justin Bolli,69.00,276,4
2,0,34431,Robert Streb,69.00,759,11
4,0,34046,Jordan Spieth,69.22,1246,18
5,0,23800,Bryce Molder,69.24,1177,17
6,0,02206,David Toms,69.38,555,8
7,0,26300,Matt Jones,69.53,1182,17
8,0,33141,Keegan Bradley,69.65,1393,20
9,0,23638,Brendon de Jonge,69.68,1742,25
10,0,29221,Webb Simpson,69.70,1394,20
11,0,23788,D.J. Trahan,69.71,488,7
12,0,01810,Phil Mickelson,69.78,1256,18
13,0,22913,John Rollins,69.85,908,13
14,0,34360,Patrick Reed,69.86,978,14
15,0,23621,Rory Sabbatini,69.87,1048,15
16,0,27214,Kevin Streelman,69.89,1258,18
16,0,25632,Jimmy Walker,69.89,1258,18
18,0,28089,Jason Day,69.90,1398,20
19,0,21528,Henrik Stenson,70.00,1050,15
19,0,31560,Brian Stuard,70.00,840,12
21,0,34098,Russell Henley,70.06,1121,16
22,0,28092,D.H. Lee,70.09,771,11
23,0,24846,Ricky Barnes,70.11,631,9
23,0,34021,Bud Cauley,70.11,631,9
25,0,28500,Martin Flores,70.13,1122,16
25,0,27129,Luke List,70.13,561,8
25,0,33419,Cameron Tringale,70.13,1122,16
28,0,22806,Doug LaBelle II,70.15,912,13
29,0,22405,Justin Rose,70.21,983,14
30,0,32150,Michael Thompson,70.27,773,11
31,0,10213,Dicky Pride,70.30,703,10
31,0,26289,Boo Weekley,70.30,1617,23
33,0,06522,Ernie Els,70.31,914,13
34,0,26679,Kevin Stadler,70.33,1055,15
35,0,24024,Zach Johnson,70.37,1337,19
36,0,28237,Rory McIlroy,70.38,915,13
36,0,28475,Jeff Overton,70.38,1126,16
38,0,25818,Scott Piercy,70.40,1056,15
39,0,27649,Brandt Snedeker,70.41,1197,17
40,0,27436,Graham DeLaet,70.43,1479,21
40,0,37273,Derek Ernst,70.43,493,7
42,0,23108,Matt Kuchar,70.45,1550,22
43,0,20229,Stewart Cink,70.46,916,13
43,0,30944,Jason Kokrak,70.46,916,13
45,0,26758,David Hearn,70.47,1198,17
45,0,23320,Ryan Palmer,70.47,1198,17
