RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,28135,Aaron Watkins,100.00
2,0,21528,Henrik Stenson,86.67
3,0,37273,Derek Ernst,85.71
3,0,34360,Patrick Reed,85.71
5,0,06522,Ernie Els,84.62
5,0,22806,Doug LaBelle II,84.62
7,0,32150,Michael Thompson,81.82
8,0,28089,Jason Day,80.00
8,0,30925,Dustin Johnson,80.00
10,0,22046,Geoff Ogilvy,77.78
11,0,27408,Martin Kaymer,76.92
11,0,30692,Scott Stallings,76.92
13,0,33141,Keegan Bradley,75.00
13,0,32698,Bobby Gates,75.00
15,0,26289,Boo Weekley,73.91
16,0,29479,Scott Brown,72.73
16,0,27556,Ted Potter Jr.,72.73
18,0,27214,Kevin Streelman,72.22
19,0,22913,John Rollins,71.43
19,0,23788,D.J. Trahan,71.43
19,0,10423,Mike Weir,71.43
22,0,23320,Ryan Palmer,70.59
22,0,27649,Brandt Snedeker,70.59
24,0,20229,Stewart Cink,69.23
24,0,31560,Brian Stuard,69.23
26,0,26851,Marc Leishman,68.75
26,0,27770,Camilo Villegas,68.75
28,0,24507,Jason Bohn,66.67
28,0,25572,Graeme McDowell,66.67
28,0,01810,Phil Mickelson,66.67
28,0,34046,Jordan Spieth,66.67
28,0,34431,Robert Streb,66.67
28,0,25834,Daniel Summerhays,66.67
28,0,21878,Mark Wilson,66.67
28,0,08793,Tiger Woods,66.67
36,0,23800,Bryce Molder,64.71
37,0,27895,Jonas Blixt,64.29
38,0,23108,Matt Kuchar,63.64
38,0,10213,Dicky Pride,63.64
40,0,24357,K.J. Choi,63.16
41,0,26951,Johnson Wagner,62.50
42,0,27436,Graham DeLaet,61.90
43,0,23983,Luke Donald,61.54
43,0,32448,James Hahn,61.54
43,0,28237,Rory McIlroy,61.54
46,0,10809,Jim Furyk,61.11
46,0,25632,Jimmy Walker,61.11
48,0,10885,Robert Allenby,60.00
48,0,24227,Justin Bolli,60.00
48,0,34021,Bud Cauley,60.00
48,0,32366,Kevin Chappell,60.00
48,0,22621,Ben Curtis,60.00
48,0,23638,Brendon de Jonge,60.00
48,0,25444,Justin Hicks,60.00
48,0,08075,Jerry Kelly,60.00
48,0,25562,Andres Romero,60.00
57,0,29420,Billy Horschel,59.09
58,0,21753,Brian Davis,58.82
58,0,27963,Chris Stroud,58.82
60,0,21731,Freddie Jacobson,58.33
61,0,24024,Zach Johnson,57.89
61,0,10860,Justin Leonard,57.89
63,0,34099,Harris English,57.14
63,0,24490,George McNeill,57.14
65,0,29740,Brad Fritsch,56.25
65,0,34098,Russell Henley,56.25
65,0,23353,J.J. Henry,56.25
65,0,23621,Rory Sabbatini,56.25
65,0,33419,Cameron Tringale,56.25
70,0,25686,Jason Dufner,55.56
70,0,21961,Charles Howell III,55.56
70,0,19970,Robert Karlsson,55.56
70,0,27120,Troy Matteson,55.56
70,0,25345,Carl Pettersson,55.56
70,0,27330,Josh Teater,55.56
70,0,02206,David Toms,55.56
70,0,27095,Nick Watney,55.56
78,0,30926,Chris Kirk,55.00
