RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
144,0,01782,Mike McCullough,257.5,45322,176
144,0,02094,Tony Sills,257.5,49689,193
146,0,02160,Ron Streck,257.2,33432,130
147,0,02267,D.A. Weibring,257.1,41656,162
148,0,01106,Jim Booros,257.0,41119,160
148,0,01891,David Ogrin,257.0,47039,183
150,0,01157,Tom Byrum,256.9,57288,223
150,0,02242,Lanny Wadkins,256.9,48031,187
152,0,01154,Bill Buttner,256.5,43344,169
153,0,01443,Hubert Green,256.4,35382,138
154,0,01476,Mike Hammond,256.0,37626,147
155,0,01928,Corey Pavin,255.7,42702,167
156,0,01823,Larry Mize,255.6,41659,163
157,0,01960,Don Pooley,255.2,40325,158
157,0,02294,Willie Wood,255.2,40836,160
159,0,01179,Antonio Cerda,255.1,33932,133
160,0,01346,Ed Fiori,255.0,54566,214
160,0,01931,Rick Pearson,255.0,45392,178
162,0,01935,Calvin Peete,254.9,38745,152
163,0,01014,Fulton Allem,254.7,33364,131
164,0,01219,John Cook,254.5,50896,200
165,0,01790,Pat McGowan,254.2,46513,183
166,0,02196,Robert Thompson,254.1,46762,184
167,0,02322,Richard Zokol,253.7,38568,152
168,0,01214,Frank Conner,253.5,28648,113
168,0,01996,Mike Reid,253.5,39285,155
170,0,01892,Aki Ohmachi,253.4,45615,180
171,0,02010,Loren Roberts,253.1,46309,183
172,0,01559,Hale Irwin,252.9,37171,147
173,0,01061,Ray Barr Jr.,252.8,30080,119
173,0,01129,Bill Britton,252.8,47775,189
175,0,01168,David Canipe,252.5,43433,172
175,0,02311,Kim Young,252.5,34345,136
177,0,02099,Scott Simpson,252.3,35323,140
178,0,01306,David Edwards,252.1,40843,162
179,0,01851,Bob Murphy,251.7,35991,143
180,0,01305,Danny Edwards,251.3,30155,120
181,0,01495,Morris Hatalsky,250.2,35785,143
182,0,01236,Richard Cromwell,249.7,35463,142
183,0,01877,Tim Norris,249.6,41931,168
184,0,01557,John Inman,249.5,50157,201
185,0,01998,Jack Renner,246.2,45551,185
