RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
36,0,01226,Fred Couples,26.47,9,34,+0.222
37,0,21961,Charles Howell III,26.32,15,57,-0.400
37,0,01677,Tom Lehman,26.32,15,57,-0.333
39,0,01035,Tommy Armour III,26.09,12,46,-0.333
40,0,20098,Stuart Appleby,25.93,14,54,-0.286
41,0,10585,Scott McCarron,25.81,16,62,E
42,0,01724,Jeff Maggert,25.71,9,35,-0.333
43,0,02223,Bob Tway,25.42,15,59,-0.133
44,0,01203,Russ Cochran,25.00,11,44,-0.364
44,0,12823,Carlos Franco,25.00,6,24,-0.833
44,0,01388,Robert Gamez,25.00,1,4,E
44,0,01553,John Huston,25.00,5,20,-0.200
44,0,07547,Craig Kanada,25.00,5,20,-0.400
44,0,06090,Jim McGovern,25.00,1,4,-1.000
44,0,22122,Andrew McLardy,25.00,5,20,-0.200
44,0,06140,Sean Murphy,25.00,2,8,E
44,0,01941,Tom Pernice Jr.,25.00,12,48,E
44,0,20127,Chris Riley,25.00,8,32,-0.125
44,0,12714,Chris Tidland,25.00,3,12,-0.333
55,0,10423,Mike Weir,24.49,12,49,-0.167
56,0,07003,David Berganio Jr.,24.00,6,25,-0.500
57,0,01706,Davis Love III,23.81,20,84,-0.450
58,0,10565,Ian Leggatt,23.53,8,34,E
59,0,01418,Bill Glasson,22.86,8,35,-0.125
60,0,21007,Gabriel Hjertstedt,22.73,5,22,E
61,0,20095,Carl Paulson,22.22,10,45,-0.400
61,0,06567,Vijay Singh,22.22,16,72,-0.375
63,0,21949,Joe Ogilvie,21.88,7,32,-0.143
64,0,06573,Brandt Jobe,21.74,5,23,E
64,0,01723,Andrew Magee,21.74,10,46,+0.100
66,0,12388,Michael Clark II,21.62,8,37,-0.375
67,0,01926,Steve Pate,20.83,5,24,-0.200
67,0,10649,Tom Scherrer,20.83,5,24,-0.200
69,0,12660,Jesper Parnevik,20.69,12,58,-0.333
70,0,01320,Bob Estes,20.63,13,63,-0.077
71,0,06332,Neal Lancaster,20.59,7,34,-0.143
72,0,21584,Richie Coughlan,20.00,2,10,E
73,0,20229,Stewart Cink,19.77,17,86,-0.353
74,0,01042,Paul Azinger,19.57,9,46,-0.556
74,0,12760,Danny Ellis,19.57,9,46,-0.222
76,0,08633,Per-Ulrik Johansson,19.44,7,36,-0.143
77,0,01938,David Peoples,19.30,11,57,-0.364
78,0,01577,Lee Janzen,18.97,11,58,-0.636
79,0,23353,J.J. Henry,18.92,7,37,-0.286
80,0,01161,Mark Calcavecchia,18.75,6,32,-0.667
80,0,01599,Steve Jones,18.75,3,16,-0.333
82,0,07457,Steve Flesch,18.64,11,59,-0.455
83,0,20574,Mathew Goggin,18.60,8,43,E
84,0,01175,Jim Carter,18.18,10,55,-0.400
84,0,08063,Kelly Grunewald,18.18,2,11,E
84,0,08881,Tripp Isenhour,18.18,4,22,E
87,0,19817,Michael Muehr,17.78,8,45,+0.250
87,0,02218,Ted Tryba,17.78,8,45,-0.500
89,0,10962,Bradley Hughes,17.65,6,34,E
90,0,21805,Harrison Frazar,17.39,4,23,-1.000
91,0,10963,Jimmy Green,17.14,6,35,+0.167
92,0,01139,Olin Browne,17.02,8,47,-0.375
93,0,01313,Steve Elkington,16.67,4,24,-0.250
93,0,01374,Robin Freeman,16.67,4,24,E
93,0,20433,Mark Hensby,16.67,1,6,E
93,0,12680,Shigeki Maruyama,16.67,6,36,-0.167
93,0,08375,Paul Stankowski,16.67,4,24,-0.500
93,0,02246,Duffy Waldorf,16.67,3,18,-0.333
99,0,01766,Billy Mayfair,16.44,12,73,E
100,0,01307,Joel Edwards,16.28,7,43,-0.286
101,0,20094,Jonathan Kaye,16.22,6,37,-0.667
102,0,06809,Bob Burns,15.91,7,44,-0.286
103,0,08075,Jerry Kelly,15.79,3,19,-0.333
104,0,10425,Jay Williamson,15.63,5,32,E
105,0,25083,Jeremy Anderson,15.38,2,13,E
105,0,10733,Kent Jones,15.38,2,13,+0.500
107,0,07867,Woody Austin,15.15,5,33,-0.400
108,0,12753,David Morland IV,14.71,5,34,E
109,0,01707,Steve Lowery,14.67,11,75,-0.091
110,0,06621,Joe Durant,14.63,6,41,E
111,0,10860,Justin Leonard,14.29,9,63,-0.222
111,0,02245,Grant Waite,14.29,6,42,-0.333
113,0,01132,Mark Brooks,13.79,4,29,E
114,0,07763,Doug Dunakey,13.64,3,22,E
114,0,06591,Rocky Walcher,13.64,3,22,-0.667
116,0,01527,Scott Hoch,13.51,5,37,-0.200
117,0,20043,Edward Fryatt,13.33,2,15,+0.500
117,0,19846,Brian Gay,13.33,4,30,-0.750
119,0,02206,David Toms,13.21,7,53,-0.143
120,0,23125,Brad Elder,12.90,4,31,-0.250
121,0,06315,Pete Jordan,12.50,4,32,-0.500
122,0,19972,José Coceres,12.28,7,57,-0.143
123,0,19881,Robert Damron,12.20,5,41,-0.400
124,0,06643,Paul Goydos,12.12,4,33,-0.500
124,0,08545,Glen Hnatiuk,12.12,4,33,-0.250
126,0,11032,Frank Lickliter II,11.86,7,59,-0.143
127,0,01014,Fulton Allem,11.76,4,34,-0.500
128,0,10912,Craig Perks,11.43,4,35,+0.500
129,0,12652,Cameron Beckman,11.36,5,44,E
129,0,06515,Shaun Micheel,11.36,5,44,-0.200
131,0,02104,Jeff Sluman,11.29,7,62,E
132,0,06251,Chris DiMarco,10.98,9,82,+0.222
133,0,11011,Mike Sposa,10.64,5,47,-0.200
134,0,20099,Doug Barron,10.53,2,19,E
134,0,02110,Jerry Smith,10.53,4,38,+0.250
136,0,01098,Jay Don Blake,10.34,6,58,-0.167
136,0,06617,Brian Henninger,10.34,6,58,+0.167
138,0,02002,John Riegger,10.20,5,49,E
139,0,06012,Greg Kraft,10.17,6,59,E
140,0,20593,Greg Chalmers,10.00,2,20,E
140,0,02170,Hal Sutton,10.00,4,40,-0.250
142,0,01823,Larry Mize,9.68,3,31,E
142,0,10457,Frank Nobilo,9.68,3,31,+0.667
144,0,10809,Jim Furyk,9.52,4,42,E
144,0,08535,Gary Nicklaus,9.52,2,21,-0.500
146,0,02239,Scott Verplank,9.23,6,65,E
147,0,01381,Fred Funk,8.89,4,45,E
147,0,01968,Nick Price,8.89,4,45,-0.250
149,0,08339,Spike McRoy,8.82,3,34,E
149,0,01887,Mark O'Meara,8.82,3,34,-0.333
149,0,20436,Garrett Willis,8.82,3,34,+0.333
152,0,10201,Matt Gogel,8.70,2,23,-0.500
153,0,01487,Jeff Hart,8.57,3,35,-0.333
154,0,01185,Brandel Chamblee,8.33,1,12,E
154,0,01928,Corey Pavin,8.33,1,12,E
156,0,01329,Brad Faxon,8.00,4,50,+0.500
156,0,02099,Scott Simpson,8.00,2,25,+0.500
158,0,01219,John Cook,6.38,3,47,E
159,0,01024,Billy Andrade,6.25,1,16,E
159,0,01797,Rocco Mediate,6.25,2,32,E
159,0,06078,Esteban Toledo,6.25,2,32,+1.000
162,0,01666,Bernhard Langer,5.88,3,51,+0.333
163,0,01157,Tom Byrum,5.71,2,35,E
164,0,08931,Glen Day,5.56,3,54,-0.333
165,0,01619,Skip Kendall,5.36,3,56,+0.333
166,0,20498,Briny Baird,4.76,2,42,E
167,0,01771,Blaine McCallister,4.44,2,45,E
168,0,10213,Dicky Pride,4.17,1,24,E
169,0,01761,Len Mattiace,4.00,1,25,E
170,0,02214,Kirk Triplett,3.85,1,26,E
171,0,08553,Lee Porter,3.70,1,27,E
172,0,02010,Loren Roberts,3.23,1,31,E
173,0,06036,Scott Dunlap,.00,0,18,E
173,0,01378,David Frost,.00,0,36,E
