RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
448,0,26499,Rafa Cabrera Bello,336,ISCO Championship,2,6,884
448,0,39859,Cristobal Del Solar,336,Mexico Open,1,2,978
448,0,57123,Steven Fisk,336,The RSM Classic,1,7,776
448,0,32815,Masahiro Kawamura,336,Genesis Scottish Open,1,10,977
448,0,47443,Junghwan Lee,336,Genesis Scottish Open,1,3,977
448,0,63806,Hunter Logan,336,Sanderson Farms,2,5,746
448,0,58944,Blake McShea,336,The RSM Classic,1,7,776
448,0,46405,Sebastian Soderberg,336,PGA Championship,1,1,671
456,0,28259,Sangmoon Bae,335,The RSM Classic,1,10,889
456,0,54788,Chandler Blanchet,335,Black Desert,1,18,930
456,0,66630,Beck Burnette,335,Sanderson Farms,2,12,746
456,0,45734,John Catlin,335,The Open,2,2,709
456,0,63196,Wenyi Ding,335,Procore,2,10,926
456,0,20376,Stephen Gallacher,335,ISCO Championship,2,5,884
456,0,39262,Alvaro Ortiz,335,Mexico Open,4,6,978
456,0,29476,Kyle Reifers,335,ISCO Championship,1,7,884
456,0,31569,Jason Scrivener,335,U.S. Open,1,11,528
456,0,35891,Cameron Smith,335,U.S. Open,2,14,528
456,0,35174,Matthew Southgate,335,The Open,1,2,709
456,0,33870,Ashun Wu,335,Genesis Scottish Open,1,7,977
468,0,52096,Adri Arnaus,334,Genesis Scottish Open,1,7,977
468,0,01098,Jay Don Blake,334,Black Desert,1,7,930
468,0,63459,Dan Bradbury,334,The Open,1,2,709
468,0,51690,Taylor Dickson,334,Myrtle Beach,2,11,925
468,0,46404,Marcus Kinhult,334,ISCO Championship,4,4,884
468,0,55077,Frederik Kjettrup,334,U.S. Open,1,16,528
468,0,34364,David Law,334,Genesis Scottish Open,1,1,977
468,0,31109,Richard Lee,334,RBC Canadian,1,17,874
468,0,51911,Anthony Maccaglia,334,3M Open,1,12,883
468,0,26539,Robert Rock,334,U.S. Open,1,5,528
468,0,59629,Ryan van Velzen,334,The Open,2,2,709
468,0,60222,Austin Wylie,334,Mexico Open,1,6,978
480,0,30750,Tommy Gainey,333,ISCO Championship,1,3,884
480,0,46033,Daniel Gavins,333,Genesis Scottish Open,2,15,977
480,0,31138,Scott Jamieson,333,Genesis Scottish Open,1,10,977
480,0,27408,Martin Kaymer,333,U.S. Open,4,18,528
480,0,34409,David Lingmerth,333,Sony Open,1,13,006
480,0,33199,Matteo Manassero,333,Genesis Scottish Open,4,18,977
480,0,60015,Logan McAllister,333,U.S. Open,1,16,528
480,0,57944,Andy Ogletree,333,PGA Championship,1,10,671
480,0,55741,Hiroshi Tai,333,U.S. Open,1,16,528
489,0,24846,Ricky Barnes,332,Corales Puntacana,2,12,244
489,0,65069,Dylan Brack,332,World Wide Technology,2,18,919
489,0,39436,Joshua Creel,332,John Deere,3,4,669
489,0,64576,Nick Gabrelcik,332,Valspar,2,1,665
489,0,32662,Michael Gligic,332,RBC Canadian,2,11,874
489,0,64033,Luis Masaveu,332,The Open,3,2,709
489,0,27506,Oliver Wilson,332,Genesis Scottish Open,2,18,977
489,0,08793,Tiger Woods,332,Genesis,1,11,500
497,0,57259,Daniel Brown,331,The Open,2,2,709
497,0,58716,Ethan Cairns,331,Butterfield Bermuda,2,7,765
497,0,23983,Luke Donald,331,Valspar,2,1,665
497,0,47989,Sam Horsfield,331,The Open,2,2,709
497,0,54621,Kazuma Kobori,331,The Open,2,2,709
497,0,29670,Pablo Larrazabal,331,Genesis Scottish Open,1,7,977
497,0,67894,Jacob Modleski,331,The RSM Classic,2,7,776
497,0,64624,Tommy Morrison,331,The Open,3,2,709
497,0,54185,Elvis Smylie,331,The Open,2,2,709
497,0,29425,Andrew Svoboda,331,U.S. Open,2,8,528
507,0,45194,Marcus Armitage,330,Genesis Scottish Open,1,3,977
507,0,32622,Matthew Baldwin,330,Genesis Scottish Open,1,7,977
507,0,66417,Blades Brown,330,Myrtle Beach,2,1,925
507,0,31681,Louis de Jager,330,Genesis Scottish Open,1,11,977
507,0,50223,Ewen Ferguson,330,The Open,3,1,709
507,0,49790,Danny Guise,330,Rocket Mortgage,1,2,876
507,0,56743,Chad Hambright,330,Farmers,2,6,004
507,0,29327,Sam Hutsby,330,The Open,1,2,709
507,0,66346,Bryan Kim,330,U.S. Open,2,14,528
507,0,66106,Jaime Montojo,330,The Open,2,2,709
507,0,64431,David Nyfjall,330,THE CJ CUP,2,8,921
507,0,34575,Adrian Otaegui,330,Genesis Scottish Open,1,7,977
507,0,23621,Rory Sabbatini,330,Charles Schwab,2,7,021
507,0,28114,Dawie van der Walt,330,Houston Open,2,12,897
507,0,35469,Sebastián Vázquez,330,Mexico Open,2,12,978
522,0,34306,John Chin,329,U.S. Open,2,16,528
522,0,20721,Darren Fichardt,329,The Open,2,2,709
522,0,47277,Daniel Iceman,329,ISCO Championship,1,18,884
522,0,46879,Naoyuki Kataoka,329,ZOZO CHAMPIONSHIP,3,14,875
522,0,56353,Callum McNeill,329,Houston Open,2,16,897
522,0,57860,Maxwell Moldovan,329,U.S. Open,2,8,528
522,0,23814,Edoardo Molinari,329,U.S. Open,2,7,528
522,0,21528,Henrik Stenson,329,The Open,2,2,709
522,0,23788,D.J. Trahan,329,Myrtle Beach,1,15,925
522,0,50012,Wyatt Worthington II,329,PGA Championship,1,4,671
532,0,59440,Ricky Castillo,328,Valspar,2,1,665
532,0,35557,Aaron Cockerill,328,Genesis Scottish Open,2,1,977
532,0,24358,Robert Garrigus,328,Cognizant Classic,2,14,928
532,0,33410,Andrew Landry,328,John Deere,2,14,669
532,0,01810,Phil Mickelson,328,The Open,2,2,709
532,0,65529,Liam Nolan,328,The Open,2,2,709
532,0,33023,Ockie Strydom,328,Genesis Scottish Open,1,10,977
539,0,67090,Dominic Clemons,327,The Open,1,2,709
539,0,51458,Preston Cole,327,PGA Championship,1,1,671
539,0,59570,Tyler Collet,327,Cognizant Classic,1,10,928
539,0,36983,Matt Dobyns,327,PGA Championship,1,10,671
539,0,47960,Simon Forsström,327,Genesis Scottish Open,1,15,977
539,0,51989,Jordan Gumberg,327,Genesis Scottish Open,1,3,977
539,0,66701,Jackson Koivun,327,the Memorial,2,2,023
539,0,28475,Jeff Overton,327,Corales Puntacana,2,12,244
539,0,35946,Willy Pumarol,327,Corales Puntacana,1,12,244
539,0,34610,Matthias Schwab,327,ISCO Championship,1,4,884
539,0,59204,Andrew Walker,327,World Wide Technology,1,18,919
550,0,58605,Quade Cummins,326,THE CJ CUP,1,14,921
550,0,29256,James Morrison,326,ISCO Championship,2,5,884
550,0,32797,Sanghyun Park,326,Genesis Scottish Open,1,3,977
550,0,54792,Chris Petefish,326,U.S. Open,1,5,528
550,0,66609,Cole Rueck,326,Genesis Scottish Open,2,18,977
550,0,23481,Marcel Siem,326,Genesis Scottish Open,1,7,977
556,0,57320,Joe Deraney,325,Corales Puntacana,2,12,244
556,0,54954,Jesse Droemer,325,Houston Open,2,10,897
556,0,51586,Stewart Hagestad,325,U.S. Open,2,4,528
556,0,66248,Justin Hastings,325,Puerto Rico,2,2,742
556,0,55965,Jacob Skov Olesen,325,The Open,3,1,709
556,0,23531,Tracy Vest,325,John Deere,1,9,669
556,0,65580,Ben Warian,325,3M Open,1,2,883
563,0,65422,Drew Doyle,324,The RSM Classic,1,13,889
563,0,55707,Calum Hill,324,Genesis Scottish Open,2,10,977
563,0,39393,Brad Hopfinger,324,THE CJ CUP,2,8,921
563,0,59283,George Kneiser,324,Wyndham,1,15,752
563,0,63568,Calum Scott,324,The Open,3,2,709
568,0,58065,Denwit David Boriboonsub,323,The Open,1,2,709
568,0,66651,Jakob Chicoyne,323,RBC Canadian,2,9,874
568,0,54876,Chen Guxin,323,ISCO Championship,1,8,884
568,0,55623,Kaito Onishi,323,ZOZO CHAMPIONSHIP,1,4,875
572,0,30978,Kiradech Aphibarnrat,322,Genesis Scottish Open,2,3,977
572,0,46443,Brian Campbell,322,U.S. Open,4,16,528
572,0,58391,Jared Jones,322,PGA Championship,1,18,671
572,0,50521,Hunter Larson,322,Sony Open,1,10,006
572,0,35709,Jeff Winther,322,Genesis Scottish Open,2,16,977
577,0,22764,Michael Block,321,Charles Schwab,2,7,021
577,0,59105,Blake Hathcoat,321,John Deere,2,14,669
577,0,25444,Justin Hicks,321,Corales Puntacana,1,12,244
577,0,47567,Ben Polland,321,PGA Championship,1,7,671
577,0,27114,Ben Willman,321,Valero,2,18,770
582,0,35564,Joel Girrbach,320,ISCO Championship,1,4,884
582,0,34360,Patrick Reed,320,Masters,4,2,014
584,0,46301,Juan Jose Guerra,319,Corales Puntacana,1,12,244
584,0,58547,Austin Hitt,319,World Wide Technology,2,18,919
584,0,27797,Derek Lamely,319,Puerto Rico,2,2,742
584,0,52144,Braden Thornberry,319,Myrtle Beach,1,1,925
584,0,36835,Dustin Volk,319,Black Desert,1,13,930
584,0,29454,Bernd Wiesberger,319,Genesis Scottish Open,1,11,977
590,0,29930,Mike Hendry,318,The Open,1,2,709
590,0,22046,Geoff Ogilvy,318,Puerto Rico,1,2,742
590,0,46628,Jeremy Wells,318,PGA Championship,1,10,671
590,0,58082,Aram Yenidjeian,318,Puerto Rico,2,2,742
594,0,51151,Todd Clements,317,Genesis Scottish Open,2,3,977
594,0,65423,Egor Eroshenko,317,Butterfield Bermuda,3,7,765
594,0,32816,Satoshi Kodaira,317,ZOZO CHAMPIONSHIP,3,12,875
594,0,30110,Kyle Stanley,317,Corales Puntacana,2,12,244
594,0,56100,Ren Yonezawa,317,ZOZO CHAMPIONSHIP,4,12,875
599,0,61220,Alex Goff,316,ISCO Championship,2,3,884
600,0,20472,Alex Cejka,315,The Open,2,2,709
600,0,32775,Shugo Imahira,315,ZOZO CHAMPIONSHIP,1,17,875
600,0,39992,Jeff Kellen,315,PGA Championship,2,18,671
600,0,24490,George McNeill,315,Corales Puntacana,2,12,244
604,0,64052,Angel Ayora,314,Puerto Rico,2,2,742
604,0,50488,Chris Crawford,314,Cognizant Classic,1,3,928
604,0,59476,Angelo Giantsopoulos,314,Rocket Mortgage,2,14,876
604,0,46402,Talor Gooch,314,PGA Championship,3,12,671
604,0,65465,Connor Jones,314,Butterfield Bermuda,2,2,765
604,0,66290,Miles Russell,314,Rocket Mortgage,2,14,876
604,0,32659,Darius Van Driel,314,Genesis Scottish Open,1,3,977
604,0,57864,Jackson Van Paris,314,Puerto Rico,4,2,742
604,0,49964,Aaron Wise,314,Puerto Rico,2,2,742
613,0,58303,Ryan Celano,313,Corales Puntacana,2,12,244
613,0,23541,Ben Crane,313,Butterfield Bermuda,2,7,765
613,0,46837,Yuxin Lin,313,Puerto Rico,2,2,742
613,0,65252,Kyle Martin,313,Rocket Mortgage,1,10,876
613,0,63766,William Moll,313,World Wide Technology,2,6,919
613,0,48705,Dalton Ward,313,Myrtle Beach,1,15,925
619,0,66415,Ryan Abbate,312,Myrtle Beach,2,8,925
619,0,24461,Thomas Aiken,312,ISCO Championship,1,4,884
619,0,19803,Ryan Armour,312,Corales Puntacana,3,12,244
622,0,45527,Kevin Aylwin,311,Valspar,1,10,665
622,0,10860,Justin Leonard,311,The Open,1,2,709
622,0,48585,Charlie Lindh,311,The Open,2,2,709
622,0,37157,Renato Paratore,311,ISCO Championship,2,1,884
622,0,33951,Julio Santos,311,Corales Puntacana,1,12,244
622,0,48102,Carson Schaake,311,U.S. Open,2,14,528
622,0,37410,Hiram Silfa,311,Corales Puntacana,1,7,244
622,0,30933,Jeff Sorenson,311,3M Open,2,2,883
630,0,01024,Billy Andrade,310,World Wide Technology,1,18,919
630,0,49893,Mark Geddes,310,World Wide Technology,1,18,919
630,0,34185,Domenico Geminiani,310,Puerto Rico,1,2,742
633,0,58248,Nick Bienz,309,Rocket Mortgage,2,14,876
633,0,59018,Ryan Gerard,309,World Wide Technology,1,18,919
635,0,21753,Brian Davis,308,Myrtle Beach,2,14,925
635,0,46724,Jeong Woo Ham,308,Genesis Scottish Open,1,10,977
635,0,58381,Kyle Mendoza,308,PGA Championship,1,15,671
635,0,26679,Kevin Stadler,308,WM Phoenix Open,2,5,510
635,0,25804,Bubba Watson,308,Masters,2,1,014
640,0,59869,Larkin Gross,307,PGA Championship,1,7,671
641,0,48001,Zach Bauchou,306,World Wide Technology,3,18,919
641,0,36964,Francisco Bidé,306,The RSM Classic,1,15,776
641,0,51671,Alex Chiarella,306,Farmers,1,6,004
641,0,59872,Brad Marek,306,PGA Championship,1,1,671
641,0,51635,Chris Nido,306,Puerto Rico,1,2,742
646,0,33404,Chris Baker,305,Butterfield Bermuda,2,7,765
646,0,51190,Guntaek Koh,305,The Open,2,2,709
646,0,46270,Takashi Ogiso,305,ZOZO CHAMPIONSHIP,4,14,875
646,0,29531,Richie Ramsay,305,Genesis Scottish Open,1,15,977
646,0,50717,Josh Speight,305,PGA Championship,2,18,671
651,0,51735,Evan Bowser,303,PGA Championship,2,18,671
651,0,01473,Todd Hamilton,303,The Open,2,2,709
651,0,06373,José María Olazábal,303,Masters,4,1,014
654,0,26758,David Hearn,302,RBC Canadian,1,2,874
654,0,51454,Camiko Smith,302,Butterfield Bermuda,2,7,765
656,0,35376,Roberto Díaz,301,Mexico Open,2,12,978
656,0,37273,Derek Ernst,301,Puerto Rico,1,5,742
656,0,01547,Reed Hughes,301,Sanderson Farms,1,12,746
656,0,51441,KK Limbhasut,301,THE CJ CUP,1,10,921
656,0,26331,Charl Schwartzel,301,Masters,1,2,014
661,0,66506,Josh Bevell,300,PGA Championship,1,1,671
661,0,06522,Ernie Els,300,The Open,1,2,709
663,0,66246,Kelvin Hernandez,298,Puerto Rico,1,5,742
663,0,36824,Paul Peterson,298,The RSM Classic,2,8,889
663,0,66247,Gareth Steyn,298,Puerto Rico,1,2,742
663,0,27963,Chris Stroud,298,Puerto Rico,3,2,742
667,0,29479,Scott Brown,297,Puerto Rico,2,2,742
667,0,27556,Ted Potter Jr.,297,Puerto Rico,1,5,742
667,0,48929,Santiago Tarrio,297,Genesis Scottish Open,1,3,977
670,0,25240,D.A. Points,296,Corales Puntacana,2,12,244
670,0,60018,Cameron Sisk,296,Farmers,2,6,004
672,0,06567,Vijay Singh,295,Masters,3,1,014
673,0,59020,Luke Schniederjans,294,Butterfield Bermuda,2,7,765
674,0,06515,Shaun Micheel,293,PGA Championship,2,18,671
674,0,06527,Steve Stricker,293,THE PLAYERS,2,2,011
676,0,66190,Steve Bogdanoff,291,Wyndham,1,18,752
676,0,51895,Ryan Cole,291,Puerto Rico,2,2,742
676,0,66249,Evan Pena,291,Puerto Rico,1,2,742
679,0,23614,Rich Beem,290,PGA Championship,1,15,671
679,0,01249,John Daly,290,The Open,1,2,709
679,0,51314,Julian Perico,290,Puerto Rico,1,2,742
679,0,24663,Y.E. Yang,290,PGA Championship,1,10,671
683,0,46374,Tracy Phillips,288,PGA Championship,1,1,671
684,0,58785,Michael Herrera,286,Butterfield Bermuda,2,7,765
684,0,01706,Davis Love III,286,The RSM Classic,1,15,889
684,0,45165,Graeme Robertson,286,Butterfield Bermuda,2,7,765
684,0,31560,Brian Stuard,286,Corales Puntacana,2,7,244
684,0,30681,Eric West,286,Butterfield Bermuda,1,7,765
689,0,19825,Darren Clarke,285,The Open,3,1,709
690,0,64053,Nick Jones,278,Butterfield Bermuda,2,7,765
691,0,01226,Fred Couples,270,Masters,2,1,014
