RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,30925,Dustin Johnson,150.6,883924000,163
2,0,27141,J.B. Holmes,152.1,1034589000,189
3,0,46440,Smylie Kaufman,154.1,1137056000,205
4,0,35300,Andrew Loupe,154.3,1266110000,228
5,0,25274,Steven Bowditch,154.4,1300679000,234
6,0,25493,Nick Taylor,154.6,1063047000,191
7,0,24140,Sean O'Hair,155.0,1339087000,240
8,0,26329,Louis Oosthuizen,155.3,615126000,110
9,0,35532,Tom Hoge,155.4,1119142000,200
9,0,33410,Andrew Landry,155.4,464234000,83
9,0,23320,Ryan Palmer,155.4,1219747000,218
12,0,29745,Tyler Aldridge,155.6,1120434000,200
12,0,34563,Chesson Hadley,155.6,1232288000,220
14,0,01810,Phil Mickelson,155.7,739785000,132
15,0,24494,Erik Compton,156.3,979134000,174
15,0,36689,Brooks Koepka,156.3,939423000,167
17,0,24358,Robert Garrigus,156.4,850138000,151
18,0,35545,Blayne Barber,156.7,1241364000,220
19,0,35732,Wes Roach,157.3,764666000,135
20,0,29720,Andres Gonzales,157.4,1088039000,192
20,0,27129,Luke List,157.4,1053889000,186
20,0,28158,Steve Marino,157.4,997257000,176
23,0,35879,Kelly Kraft,157.5,714435000,126
24,0,24846,Ricky Barnes,158.0,1262838000,222
25,0,25198,Francesco Molinari,158.1,956363000,168
26,0,12716,Charley Hoffman,158.2,1195836000,210
26,0,29223,Sam Saunders,158.2,939794000,165
28,0,33141,Keegan Bradley,158.3,1014114000,178
29,0,20472,Alex Cejka,158.4,678457000,119
29,0,26300,Matt Jones,158.4,1134758000,199
31,0,35539,Luke Guthrie,158.8,737618000,129
31,0,29289,S.Y. Noh,158.8,1189057000,208
33,0,33461,Morgan Hoffmann,158.9,1041226000,182
34,0,23621,Rory Sabbatini,159.1,796333000,139
35,0,37455,Si Woo Kim,159.3,1554575000,271
35,0,33122,Russell Knox,159.3,980564000,171
37,0,32448,James Hahn,159.4,1274110000,222
37,0,29461,Jamie Lovemark,159.4,1337369000,233
39,0,27064,Jhonattan Vegas,159.5,1223350000,213
39,0,25804,Bubba Watson,159.5,735181000,128
41,0,34466,Peter Malnati,159.6,1309677000,228
41,0,33667,Carlos Ortiz,159.6,1252613000,218
43,0,29268,Bronson Burgoon,159.7,1138071000,198
43,0,32102,Rickie Fowler,159.7,730224000,127
43,0,35451,Scott Pinckney,159.7,1288151000,224
46,0,34099,Harris English,159.8,1139017000,198
46,0,33399,Adam Hadwin,159.8,1351612000,235
46,0,29518,Brendan Steele,159.8,1150207000,200
49,0,20691,Greg Owen,159.9,1220492000,212
50,0,27936,Martin Laird,160.0,1157986000,201
51,0,22892,Jason Gore,160.1,1083378000,188
51,0,34409,David Lingmerth,160.1,973901000,169
53,0,26851,Marc Leishman,160.3,963518000,167
53,0,20572,Rod Pampling,160.3,594230000,103
53,0,24502,Adam Scott,160.3,704150000,122
56,0,20848,Ángel Cabrera,160.4,958556000,166
56,0,21961,Charles Howell III,160.4,1206611000,209
56,0,27942,Rob Oppenheim,160.4,889226000,154
59,0,25686,Jason Dufner,160.5,1322845000,229
60,0,28089,Jason Day,160.6,682203000,118
60,0,23353,J.J. Henry,160.6,1092994000,189
60,0,24912,Will MacKenzie,160.6,1139048000,197
60,0,37189,Harold Varner III,160.6,1445194000,250
64,0,39975,Michael Kim,160.7,1498528000,259
64,0,36699,Patrick Rodgers,160.7,1139451000,197
66,0,06522,Ernie Els,160.8,1047976000,181
67,0,32757,Patton Kizzire,160.9,1291759000,223
67,0,30163,Henrik Norlander,160.9,851241000,147
67,0,22046,Geoff Ogilvy,160.9,897835000,155
67,0,26476,Chez Reavie,160.9,1123416000,194
71,0,23108,Matt Kuchar,161.1,1061076000,183
71,0,27963,Chris Stroud,161.1,1177369000,203
71,0,27770,Camilo Villegas,161.1,1298710000,224
74,0,27895,Jonas Blixt,161.2,1189795000,205
74,0,34174,John Huh,161.2,1224305000,211
74,0,32876,Martin Piller,161.2,754506000,130
74,0,34360,Patrick Reed,161.2,1148852000,198
78,0,21731,Freddie Jacobson,161.3,1196068000,206
79,0,10885,Robert Allenby,161.4,877615000,151
79,0,33204,Shane Lowry,161.4,702882000,121
79,0,23800,Bryce Molder,161.4,987465000,170
82,0,28679,Fabián Gómez,161.5,1250167000,215
82,0,31646,Emiliano Grillo,161.5,1197366000,206
82,0,30692,Scott Stallings,161.5,1034609000,178
85,0,32366,Kevin Chappell,161.7,1298486000,223
86,0,27644,Brian Harman,161.8,1531652000,263
86,0,30944,Jason Kokrak,161.8,1147760000,197
88,0,28092,D.H. Lee,161.9,914893000,157
89,0,20098,Stuart Appleby,162.0,1061567000,182
89,0,37273,Derek Ernst,162.0,734622000,126
89,0,29725,Tony Finau,162.0,1330031000,228
92,0,29974,Branden Grace,162.2,648084000,111
92,0,34046,Jordan Spieth,162.2,805750000,138
94,0,32640,Troy Merritt,162.3,1104171000,189
94,0,33418,Shawn Stefani,162.3,1186371000,203
96,0,26331,Charl Schwartzel,162.5,842330000,144
97,0,32839,Hideki Matsuyama,162.6,813892000,139
98,0,20229,Stewart Cink,162.7,866761000,148
98,0,34264,Hudson Swafford,162.7,1528461000,261
100,0,31416,Derek Fathauer,162.8,1447210000,247
101,0,27747,Hiroshi Iwata,162.9,1184683000,202
101,0,29476,Kyle Reifers,162.9,1606734000,274
101,0,35891,Cameron Smith,162.9,873908000,149
104,0,29479,Scott Brown,163.2,1210630000,206
104,0,32618,Rhein Gibson,163.2,816594000,139
104,0,29222,Billy Hurley III,163.2,898991000,153
104,0,32150,Michael Thompson,163.2,957565000,163
104,0,28132,Tyrone Van Aswegen,163.2,1475097000,251
109,0,34262,Jon Curran,163.3,1352395000,230
109,0,34431,Robert Streb,163.3,1193036000,203
111,0,23325,Vaughn Taylor,163.4,1217960000,207
112,0,26758,David Hearn,163.5,1182773000,201
112,0,27214,Kevin Streelman,163.5,1135945000,193
114,0,25900,Lucas Glover,163.6,924857000,157
114,0,34098,Russell Henley,163.6,989294000,168
114,0,25892,Steve Wheatcroft,163.6,1207356000,205
117,0,10213,Dicky Pride,163.7,724779000,123
117,0,30110,Kyle Stanley,163.7,1372906000,233
117,0,25632,Jimmy Walker,163.7,1196545000,203
120,0,40058,Zac Blair,163.8,1391413000,236
120,0,31557,Jim Herman,163.8,1244009000,211
120,0,34265,Will Wilcox,163.8,1049689000,178
123,0,24924,Bill Haas,163.9,902552000,153
123,0,28237,Rory McIlroy,163.9,666942000,113
