RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
38,0,25274,Steven Bowditch,171.5,4518221.000,732
39,0,33141,Keegan Bradley,171.6,5343441.000,865
39,0,25686,Jason Dufner,171.6,6746231.000,1092
39,0,21209,Sergio Garcia,171.6,2632054.000,426
39,0,33461,Morgan Hoffmann,171.6,4985481.000,807
39,0,22405,Justin Rose,171.6,4206266.000,681
44,0,27936,Martin Laird,171.7,5947008.000,962
44,0,29485,Brett Stegmaier,171.7,6402887.000,1036
46,0,25493,Nick Taylor,171.8,5628436.000,910
46,0,26289,Boo Weekley,171.8,6042887.000,977
48,0,33204,Shane Lowry,172.0,3183129.000,514
48,0,34360,Patrick Reed,172.0,6694095.000,1081
50,0,34563,Chesson Hadley,172.2,5672783.000,915
51,0,12716,Charley Hoffman,172.3,6077228.000,980
51,0,35732,Wes Roach,172.3,3665395.000,591
51,0,34046,Jordan Spieth,172.3,4975220.000,802
51,0,30692,Scott Stallings,172.3,5379170.000,867
55,0,29720,Andres Gonzales,172.4,5438101.000,876
55,0,29518,Brendan Steele,172.4,5921823.000,954
57,0,24781,Hunter Mahan,172.5,4258832.000,686
57,0,32150,Michael Thompson,172.5,4587998.000,739
59,0,27436,Graham DeLaet,172.8,5020841.000,807
60,0,25900,Lucas Glover,173.1,5789122.000,929
61,0,29289,S.Y. Noh,173.2,5798987.000,930
62,0,29268,Bronson Burgoon,173.3,5590986.000,896
63,0,23621,Rory Sabbatini,173.4,3346693.000,536
63,0,27649,Brandt Snedeker,173.4,6510574.000,1043
65,0,35879,Kelly Kraft,173.5,3883901.000,622
66,0,06522,Ernie Els,173.7,4815170.000,770
67,0,20848,Ángel Cabrera,173.8,4222808.000,675
67,0,34099,Harris English,173.8,6225784.000,995
67,0,26331,Charl Schwartzel,173.8,4823470.000,771
70,0,29478,Kevin Kisner,173.9,6396840.000,1022
71,0,33418,Shawn Stefani,174.0,6639372.000,1060
72,0,26300,Matt Jones,174.1,5433461.000,867
72,0,29223,Sam Saunders,174.1,4381229.000,699
74,0,31646,Emiliano Grillo,174.2,6339562.000,1011
74,0,35532,Tom Hoge,174.2,5442401.000,868
74,0,29221,Webb Simpson,174.2,5017182.000,800
77,0,29479,Scott Brown,174.3,6054871.000,965
78,0,40026,Daniel Berger,174.4,6202400.000,988
79,0,20572,Rod Pampling,174.6,3224070.000,513
80,0,32876,Martin Piller,174.8,4096995.000,651
81,0,06567,Vijay Singh,175.0,5652242.000,897
82,0,27974,Sung Kang,175.1,6323313.000,1003
83,0,25364,Paul Casey,175.2,4994362.000,792
83,0,29974,Branden Grace,175.2,3652903.000,579
83,0,26951,Johnson Wagner,175.2,6641983.000,1053
86,0,34265,Will Wilcox,175.3,4941832.000,783
87,0,01810,Phil Mickelson,175.4,5108366.000,809
88,0,32839,Hideki Matsuyama,175.6,5121361.000,810
88,0,26329,Louis Oosthuizen,175.6,3654325.000,578
90,0,26851,Marc Leishman,175.7,5693023.000,900
91,0,37454,Whee Kim,175.8,5694845.000,900
92,0,20472,Alex Cejka,175.9,4470418.000,706
92,0,30163,Henrik Norlander,175.9,4673040.000,738
94,0,29745,Tyler Aldridge,176.0,5835180.000,921
95,0,30110,Kyle Stanley,176.1,6884079.000,1086
96,0,27644,Brian Harman,176.3,8066221.000,1271
97,0,32366,Kevin Chappell,176.4,6851670.000,1079
97,0,20766,Padraig Harrington,176.4,3803354.000,599
97,0,23108,Matt Kuchar,176.4,6783857.000,1068
97,0,34431,Robert Streb,176.4,5783762.000,911
101,0,33399,Adam Hadwin,176.5,7715051.000,1214
101,0,23353,J.J. Henry,176.5,5424972.000,854
101,0,22046,Geoff Ogilvy,176.5,4364169.000,687
104,0,35545,Blayne Barber,176.8,6493321.000,1020
105,0,31416,Derek Fathauer,176.9,6641976.000,1043
105,0,32448,James Hahn,176.9,6140144.000,964
105,0,25892,Steve Wheatcroft,176.9,6145158.000,965
108,0,22892,Jason Gore,177.0,5262117.000,826
108,0,27747,Hiroshi Iwata,177.0,5842541.000,917
108,0,32640,Troy Merritt,177.0,5729643.000,899
108,0,27963,Chris Stroud,177.0,6071204.000,953
112,0,35539,Luke Guthrie,177.1,3915307.000,614
113,0,24924,Bill Haas,177.4,5676198.000,889
113,0,31557,Jim Herman,177.4,6279505.000,983
113,0,33122,Russell Knox,177.4,5746607.000,900
113,0,28475,Jeff Overton,177.4,5114802.000,801
113,0,25834,Daniel Summerhays,177.4,6953706.000,1089
118,0,12510,Chad Campbell,177.5,7091399.000,1110
119,0,24846,Ricky Barnes,177.6,7021366.000,1098
120,0,20645,John Senden,177.7,6985375.000,1092
121,0,35891,Cameron Smith,177.8,4032212.000,630
122,0,24912,Will MacKenzie,177.9,5854893.000,914
123,0,24461,Thomas Aiken,178.1,4270588.000,666
123,0,45526,Abraham Ancer,178.1,3384551.000,528
123,0,34409,David Lingmerth,178.1,5374285.000,838
126,0,31420,Anirban Lahiri,178.2,4239996.000,661
126,0,33413,Ben Martin,178.2,7095125.000,1106
126,0,27214,Kevin Streelman,178.2,5644546.000,880
126,0,28132,Tyrone Van Aswegen,178.2,7702674.000,1201
130,0,22371,Aaron Baddeley,178.3,6580187.000,1025
130,0,26476,Chez Reavie,178.3,6757988.000,1053
132,0,27895,Jonas Blixt,178.5,5949261.000,926
133,0,23638,Brendon de Jonge,178.6,5762458.000,896
133,0,23325,Vaughn Taylor,178.6,5947319.000,925
135,0,29420,Billy Horschel,178.7,5074811.000,789
136,0,39975,Michael Kim,178.8,7635171.000,1186
137,0,28679,Fabián Gómez,178.9,6549098.000,1017
138,0,29926,Danny Lee,179.1,6355589.000,986
138,0,31202,William McGirt,179.1,7925483.000,1229
140,0,30926,Chris Kirk,179.2,6652657.000,1031
141,0,32757,Patton Kizzire,179.6,6665450.000,1031
141,0,25198,Francesco Molinari,179.6,5119576.000,792
141,0,27770,Camilo Villegas,179.6,6277414.000,971
144,0,24494,Erik Compton,179.7,4516006.000,698
145,0,34261,Scott Langley,179.8,4763240.000,736
146,0,20157,Retief Goosen,179.9,4210116.000,650
147,0,20098,Stuart Appleby,180.2,5930096.000,914
147,0,28092,D.H. Lee,180.2,4099250.000,632
149,0,29476,Kyle Reifers,180.3,8684485.000,1338
150,0,25349,Tim Wilkinson,180.5,4482763.000,690
151,0,32200,Roberto Castro,180.6,7968885.000,1226
152,0,10885,Robert Allenby,180.8,3664080.000,563
153,0,20104,Ken Duke,180.9,4324559.000,664
153,0,34466,Peter Malnati,180.9,6650210.000,1021
155,0,08075,Jerry Kelly,181.0,5414793.000,831
156,0,25240,D.A. Points,181.4,3533596.000,541
157,0,26596,Ryan Moore,181.5,5868289.000,898
158,0,24024,Zach Johnson,181.7,6621368.000,1012
158,0,25572,Graeme McDowell,181.7,4088470.000,625
160,0,21731,Freddie Jacobson,182.3,6504356.000,991
161,0,27466,Spencer Levin,182.4,7472893.000,1138
162,0,36801,Mark Hubbard,182.5,7503257.000,1142
163,0,10213,Dicky Pride,182.9,3740063.000,568
164,0,24507,Jason Bohn,183.4,5408705.000,819
164,0,24490,George McNeill,183.4,4159345.000,630
166,0,30927,Brendon Todd,183.6,4870904.000,737
167,0,23800,Bryce Molder,183.7,6151402.000,930
168,0,34174,John Huh,183.9,7237949.000,1093
169,0,25720,Chad Collins,184.7,5858728.000,881
170,0,23541,Ben Crane,184.8,6072625.000,913
171,0,21878,Mark Wilson,185.0,5027374.000,755
172,0,26758,David Hearn,185.1,7530749.000,1130
172,0,27942,Rob Oppenheim,185.1,4711842.000,707
174,0,10809,Jim Furyk,185.2,4079691.000,612
175,0,33419,Cameron Tringale,185.7,6464510.000,967
176,0,29222,Billy Hurley III,185.9,5473157.000,818
177,0,23983,Luke Donald,186.0,5418500.000,809
178,0,40058,Zac Blair,186.4,7583782.000,1130
178,0,06527,Steve Stricker,186.4,4153871.000,619
180,0,25396,Kevin Na,186.5,6424222.000,957
181,0,31560,Brian Stuard,186.9,5637377.000,838
182,0,30711,Colt Knost,189.2,6723790.000,987
183,0,24357,K.J. Choi,189.7,6255702.000,916
184,0,02206,David Toms,189.8,5130712.000,751
185,0,34262,Jon Curran,190.9,7952715.000,1157
