RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,33410,Andrew Landry,158.0,3344757.000,588
2,0,30925,Dustin Johnson,158.5,6395403.000,1121
3,0,34466,Peter Malnati,158.7,7534826.000,1319
4,0,32876,Martin Piller,159.2,4766952.000,832
5,0,29745,Tyler Aldridge,160.0,6911669.000,1200
6,0,45526,Abraham Ancer,160.2,3916713.000,679
7,0,35879,Kelly Kraft,160.3,4605881.000,798
8,0,25349,Tim Wilkinson,160.4,5158124.000,893
9,0,22892,Jason Gore,160.5,6200602.000,1073
10,0,25274,Steven Bowditch,160.6,5631661.000,974
11,0,35891,Cameron Smith,160.8,4759190.000,822
12,0,35532,Tom Hoge,160.9,6504637.000,1123
12,0,32150,Michael Thompson,160.9,5560871.000,960
14,0,35732,Wes Roach,161.0,4444733.000,767
15,0,20572,Rod Pampling,161.3,3844283.000,662
16,0,32618,Rhein Gibson,161.4,4572224.000,787
16,0,10213,Dicky Pride,161.4,4228799.000,728
18,0,33204,Shane Lowry,161.5,3838228.000,660
19,0,23325,Vaughn Taylor,161.6,6963019.000,1197
20,0,28092,D.H. Lee,161.7,4726422.000,812
21,0,34098,Russell Henley,162.0,7191810.000,1233
21,0,24912,Will MacKenzie,162.0,6888424.000,1181
23,0,20104,Ken Duke,162.1,4990691.000,855
23,0,30927,Brendon Todd,162.1,5585254.000,957
25,0,20098,Stuart Appleby,162.3,6917124.000,1184
25,0,25686,Jason Dufner,162.3,8254366.000,1413
25,0,29720,Andres Gonzales,162.3,6688959.000,1145
25,0,28158,Steve Marino,162.3,5790302.000,991
29,0,28114,Dawie van der Walt,162.4,5851229.000,1001
30,0,33461,Morgan Hoffmann,162.5,6130818.000,1048
30,0,23320,Ryan Palmer,162.5,8101838.000,1385
32,0,27141,J.B. Holmes,162.6,6340292.000,1083
32,0,35300,Andrew Loupe,162.6,6940457.000,1186
34,0,24494,Erik Compton,162.7,5331372.000,910
34,0,34563,Chesson Hadley,162.7,6971157.000,1190
34,0,27644,Brian Harman,162.7,9559482.000,1632
34,0,24781,Hunter Mahan,162.7,5182257.000,885
34,0,29289,S.Y. Noh,162.7,7203197.000,1230
34,0,02206,David Toms,162.7,5663978.000,967
40,0,21961,Charles Howell III,162.9,8267959.000,1410
40,0,39975,Michael Kim,162.9,8984176.000,1532
40,0,23800,Bryce Molder,162.9,7000617.000,1194
40,0,22046,Geoff Ogilvy,162.9,5250232.000,895
40,0,27214,Kevin Streelman,162.9,6674945.000,1138
45,0,35539,Luke Guthrie,163.1,4715660.000,803
46,0,25493,Nick Taylor,163.2,6924885.000,1179
47,0,20229,Stewart Cink,163.3,5166788.000,879
47,0,27770,Camilo Villegas,163.3,7448145.000,1267
49,0,24846,Ricky Barnes,163.4,8428766.000,1433
49,0,29479,Scott Brown,163.4,7330550.000,1246
49,0,20472,Alex Cejka,163.4,5371275.000,913
49,0,26758,David Hearn,163.4,8616164.000,1465
49,0,08075,Jerry Kelly,163.4,6310762.000,1073
49,0,33418,Shawn Stefani,163.4,8078794.000,1373
55,0,06522,Ernie Els,163.5,5850003.000,994
56,0,35545,Blayne Barber,163.6,7787091.000,1322
57,0,10885,Robert Allenby,163.7,4308334.000,731
57,0,34431,Robert Streb,163.7,6920305.000,1174
59,0,31416,Derek Fathauer,163.8,7987922.000,1355
59,0,34264,Hudson Swafford,163.8,9611643.000,1630
61,0,29222,Billy Hurley III,163.9,6201391.000,1051
62,0,33122,Russell Knox,164.0,6873626.000,1164
63,0,29974,Branden Grace,164.1,4424246.000,749
63,0,23353,J.J. Henry,164.1,6470607.000,1095
63,0,33667,Carlos Ortiz,164.1,6433446.000,1089
63,0,30110,Kyle Stanley,164.1,8328181.000,1410
63,0,29485,Brett Stegmaier,164.1,7917805.000,1340
