RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,37455,Si Woo Kim,22
2,0,23800,Bryce Molder,21
3,0,32366,Kevin Chappell,19
3,0,34174,John Huh,19
3,0,34360,Patrick Reed,19
6,0,32200,Roberto Castro,18
7,0,35532,Tom Hoge,17
8,0,34262,Jon Curran,16
8,0,21961,Charles Howell III,16
8,0,33413,Ben Martin,16
8,0,23320,Ryan Palmer,16
8,0,26476,Chez Reavie,16
8,0,34046,Jordan Spieth,16
8,0,27770,Camilo Villegas,16
15,0,21731,Freddie Jacobson,15
15,0,08075,Jerry Kelly,15
15,0,34409,David Lingmerth,15
15,0,35300,Andrew Loupe,15
15,0,29461,Jamie Lovemark,15
20,0,45526,Abraham Ancer,14
20,0,20472,Alex Cejka,14
20,0,24494,Erik Compton,14
20,0,31416,Derek Fathauer,14
20,0,24924,Bill Haas,14
20,0,34098,Russell Henley,14
20,0,32757,Patton Kizzire,14
20,0,30944,Jason Kokrak,14
20,0,27466,Spencer Levin,14
20,0,26596,Ryan Moore,14
20,0,25240,D.A. Points,14
20,0,33418,Shawn Stefani,14
20,0,25632,Jimmy Walker,14
33,0,24461,Thomas Aiken,13
33,0,29268,Bronson Burgoon,13
33,0,25720,Chad Collins,13
33,0,25686,Jason Dufner,13
33,0,06522,Ernie Els,13
33,0,34563,Chesson Hadley,13
33,0,31557,Jim Herman,13
33,0,30925,Dustin Johnson,13
33,0,39975,Michael Kim,13
33,0,30926,Chris Kirk,13
33,0,34466,Peter Malnati,13
33,0,31202,William McGirt,13
33,0,28475,Jeff Overton,13
33,0,32876,Martin Piller,13
33,0,36699,Patrick Rodgers,13
33,0,30692,Scott Stallings,13
33,0,29485,Brett Stegmaier,13
33,0,25834,Daniel Summerhays,13
33,0,25493,Nick Taylor,13
33,0,26951,Johnson Wagner,13
53,0,35545,Blayne Barber,12
53,0,40026,Daniel Berger,12
53,0,40058,Zac Blair,12
53,0,27895,Jonas Blixt,12
53,0,23541,Ben Crane,12
53,0,33399,Adam Hadwin,12
53,0,27141,J.B. Holmes,12
53,0,27747,Hiroshi Iwata,12
53,0,24024,Zach Johnson,12
53,0,30711,Colt Knost,12
53,0,34261,Scott Langley,12
53,0,29926,Danny Lee,12
53,0,24502,Adam Scott,12
53,0,06567,Vijay Singh,12
53,0,30110,Kyle Stanley,12
53,0,31560,Brian Stuard,12
53,0,30927,Brendon Todd,12
53,0,31323,Gary Woodland,12
71,0,29745,Tyler Aldridge,11
71,0,22371,Aaron Baddeley,11
71,0,24846,Ricky Barnes,11
71,0,12510,Chad Campbell,11
71,0,27644,Brian Harman,11
71,0,26758,David Hearn,11
71,0,12716,Charley Hoffman,11
