RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,27895,Jonas Blixt,1.718,1378,802,32.91
2,0,27649,Brandt Snedeker,1.725,1544,895,33.67
3,0,24024,Zach Johnson,1.726,1897,1099,32.00
4,0,20593,Greg Chalmers,1.733,1624,937,29.90
5,0,29221,Webb Simpson,1.735,1601,923,32.72
6,0,28237,Rory McIlroy,1.738,1121,645,34.68
6,0,23623,Bo Van Pelt,1.738,1741,1002,32.46
8,0,25572,Graeme McDowell,1.739,1120,644,31.26
9,0,23541,Ben Crane,1.740,1462,840,33.29
9,0,25345,Carl Pettersson,1.740,1841,1058,31.47
11,0,26596,Ryan Moore,1.742,1852,1063,32.08
12,0,01249,John Daly,1.743,896,514,32.30
13,0,22371,Aaron Baddeley,1.744,1313,753,32.67
14,0,20850,Daniel Chopra,1.745,958,549,30.66
14,0,23983,Luke Donald,1.745,1265,725,29.17
14,0,28475,Jeff Overton,1.745,2021,1158,31.37
17,0,21753,Brian Davis,1.746,1736,994,29.64
18,0,01810,Phil Mickelson,1.747,1593,912,33.48
18,0,25818,Scott Piercy,1.747,1964,1124,32.20
18,0,06527,Steve Stricker,1.747,1504,861,30.46
21,0,20104,Ken Duke,1.748,2033,1163,30.97
22,0,28259,Sangmoon Bae,1.749,1450,829,32.37
22,0,23409,James Driscoll,1.749,1551,887,30.54
22,0,20766,Padraig Harrington,1.749,1233,705,30.16
22,0,24663,Y.E. Yang,1.749,1142,653,30.32
26,0,30750,Tommy Gainey,1.750,1923,1099,30.78
27,0,23108,Matt Kuchar,1.752,1691,965,29.53
28,0,25396,Kevin Na,1.753,1546,882,29.89
28,0,23320,Ryan Palmer,1.753,1665,950,32.11
28,0,20160,Charlie Wi,1.753,1620,924,29.90
31,0,08725,Tom Gillis,1.754,1512,862,31.74
31,0,27644,Brian Harman,1.754,2038,1162,29.83
33,0,27466,Spencer Levin,1.755,1522,867,29.58
34,0,28089,Jason Day,1.756,1066,607,32.18
34,0,25686,Jason Dufner,1.756,1793,1021,31.40
34,0,26329,Louis Oosthuizen,1.756,1370,780,30.12
37,0,28307,Matt Every,1.757,1592,906,31.24
38,0,33141,Keegan Bradley,1.758,1853,1054,32.13
38,0,01320,Bob Estes,1.758,1540,876,27.64
40,0,19846,Brian Gay,1.760,1728,982,27.96
40,0,25632,Jimmy Walker,1.760,2057,1169,31.05
42,0,08793,Tiger Woods,1.761,1435,815,31.66
43,0,22621,Ben Curtis,1.762,1267,719,27.96
43,0,06034,Marco Dawson,1.762,1075,610,28.17
43,0,21209,Sergio Garcia,1.762,1154,655,29.56
43,0,30925,Dustin Johnson,1.762,1397,793,31.09
47,0,29926,Danny Lee,1.763,1366,775,29.18
48,0,20070,Matt Bettencourt,1.764,1348,764,30.28
48,0,23638,Brendon de Jonge,1.764,2438,1382,29.69
48,0,01706,Davis Love III,1.764,1321,749,29.99
48,0,23325,Vaughn Taylor,1.764,1579,895,28.54
52,0,24138,Ian Poulter,1.765,1096,621,29.89
53,0,33120,Mark Anderson,1.767,1401,793,31.02
53,0,22961,David Mathis,1.767,1495,846,27.52
55,0,23542,Tommy Biershenk,1.768,1296,733,30.68
55,0,06251,Chris DiMarco,1.768,1522,861,28.29
55,0,27797,Derek Lamely,1.768,1190,673,29.27
55,0,27302,Garth Mulroy,1.768,1181,668,30.69
59,0,20623,Gavin Coles,1.769,1350,763,28.52
59,0,34174,John Huh,1.769,2094,1184,29.47
59,0,24361,Pat Perez,1.769,1636,925,30.95
59,0,10213,Dicky Pride,1.769,1109,627,27.64
59,0,20645,John Senden,1.769,1704,963,29.83
64,0,23621,Rory Sabbatini,1.770,1666,941,30.46
64,0,25804,Bubba Watson,1.770,1471,831,30.88
64,0,20396,Lee Westwood,1.770,1200,678,30.83
67,0,30926,Chris Kirk,1.771,1890,1067,30.04
67,0,35139,Richard Lee,1.771,1415,799,29.54
69,0,23800,Bryce Molder,1.772,1636,923,27.25
70,0,28500,Martin Flores,1.773,1899,1071,28.46
70,0,32102,Rickie Fowler,1.773,1722,971,29.72
72,0,10809,Jim Furyk,1.774,1829,1031,25.88
72,0,32150,Michael Thompson,1.774,1616,911,29.97
74,0,27141,J.B. Holmes,1.775,1690,952,31.55
74,0,27936,Martin Laird,1.775,1523,858,30.92
74,0,31202,William McGirt,1.775,1949,1098,27.42
74,0,27963,Chris Stroud,1.775,1741,981,27.51
78,0,24940,Edward Loar,1.777,1052,592,28.14
78,0,27095,Nick Watney,1.777,1997,1124,30.15
80,0,34021,Bud Cauley,1.778,2109,1186,28.76
80,0,11123,Chris Couch,1.778,1202,676,30.47
80,0,21350,Ryuji Imada,1.778,1474,829,28.47
83,0,28455,Will Claxton,1.779,2101,1181,28.38
83,0,24604,Hunter Haas,1.779,1274,716,28.25
85,0,24494,Erik Compton,1.780,1461,821,29.55
85,0,29289,S.Y. Noh,1.780,2095,1177,28.53
85,0,22405,Justin Rose,1.780,1533,861,28.52
85,0,26331,Charl Schwartzel,1.780,1084,609,30.38
85,0,02206,David Toms,1.780,1228,690,28.20
90,0,29910,Blake Adams,1.781,2176,1222,29.10
90,0,20098,Stuart Appleby,1.781,1475,828,27.09
90,0,34099,Harris English,1.781,2128,1195,29.03
90,0,29478,Kevin Kisner,1.781,1222,686,27.41
94,0,08075,Jerry Kelly,1.782,1684,945,27.83
95,0,23548,Bill Lunde,1.783,1626,912,27.94
95,0,25834,Daniel Summerhays,1.783,1672,938,26.74
97,0,24925,Jonathan Byrd,1.784,1390,779,29.18
97,0,24358,Robert Garrigus,1.784,1978,1109,31.71
97,0,19970,Robert Karlsson,1.784,1056,592,32.09
97,0,01724,Jeff Maggert,1.784,1750,981,27.65
97,0,22046,Geoff Ogilvy,1.784,1472,825,29.82
102,0,24357,K.J. Choi,1.785,1430,801,27.47
102,0,24140,Sean O'Hair,1.785,1842,1032,29.45
102,0,27330,Josh Teater,1.785,2017,1130,30.74
102,0,27770,Camilo Villegas,1.785,1721,964,28.87
106,0,12716,Charley Hoffman,1.786,1877,1051,30.09
