RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
128,0,01320,Bob Estes,27.64,241,872
128,0,10213,Dicky Pride,27.64,173,626
130,0,30944,Jason Kokrak,27.61,246,891
131,0,21731,Freddie Jacobson,27.59,184,667
132,0,22961,David Mathis,27.52,232,843
133,0,26758,David Hearn,27.51,312,1134
133,0,27963,Chris Stroud,27.51,269,978
135,0,24357,K.J. Choi,27.47,220,801
136,0,21961,Charles Howell III,27.46,321,1169
137,0,31202,William McGirt,27.42,300,1094
138,0,20574,Mathew Goggin,27.41,202,737
138,0,29478,Kevin Kisner,27.41,188,686
138,0,27120,Troy Matteson,27.41,296,1080
141,0,24507,Jason Bohn,27.32,238,871
142,0,01797,Rocco Mediate,27.31,204,747
143,0,32200,Roberto Castro,27.30,288,1055
144,0,23800,Bryce Molder,27.25,251,921
145,0,30711,Colt Knost,27.21,234,860
146,0,30927,Brendon Todd,27.19,205,754
147,0,31558,J.J. Killeen,27.14,273,1006
147,0,24781,Hunter Mahan,27.14,276,1017
149,0,20098,Stuart Appleby,27.09,224,827
150,0,27556,Ted Potter Jr.,27.08,225,831
151,0,27060,John Mallinger,27.03,226,836
152,0,10860,Justin Leonard,26.90,219,814
153,0,23788,D.J. Trahan,26.86,220,819
154,0,12510,Chad Campbell,26.85,272,1013
155,0,20848,Ángel Cabrera,26.84,153,570
156,0,06522,Ernie Els,26.80,250,933
156,0,20572,Rod Pampling,26.80,250,933
158,0,06573,Brandt Jobe,26.79,165,616
159,0,22378,Trevor Immelman,26.76,232,867
160,0,25834,Daniel Summerhays,26.74,250,935
161,0,33122,Russell Knox,26.73,220,823
162,0,28308,Troy Kelly,26.70,188,704
163,0,30852,Ryo Ishikawa,26.65,137,514
164,0,27974,Sung Kang,26.60,200,752
165,0,26300,Matt Jones,26.54,151,569
166,0,01941,Tom Pernice Jr.,26.40,170,644
167,0,01766,Billy Mayfair,26.36,261,990
168,0,23903,Stephen Gangluff,26.34,143,543
168,0,12782,Tim Herron,26.34,280,1063
170,0,28087,Kris Blanks,26.30,202,768
171,0,21407,Arjun Atwal,26.23,219,835
172,0,10809,Jim Furyk,25.88,266,1028
172,0,29222,Billy Hurley III,25.88,177,684
174,0,20229,Stewart Cink,25.87,200,773
174,0,23135,Tim Clark,25.87,179,692
176,0,22293,Heath Slocum,25.84,268,1037
177,0,10885,Robert Allenby,25.72,231,898
178,0,21878,Mark Wilson,25.64,230,897
179,0,22348,Nick O'Hern,25.60,215,840
180,0,25892,Steve Wheatcroft,25.55,152,595
181,0,06004,Stephen Ames,25.43,148,582
182,0,26476,Chez Reavie,25.38,250,985
182,0,29518,Brendan Steele,25.38,217,855
184,0,29476,Kyle Reifers,25.30,250,988
185,0,22582,Kyle Thompson,25.18,138,548
186,0,22548,Patrick Sheehan,25.13,148,589
187,0,06036,Scott Dunlap,25.04,154,615
188,0,26289,Boo Weekley,24.94,205,822
189,0,01116,Michael Bradley,24.71,171,692
190,0,23353,J.J. Henry,24.35,254,1043
191,0,25457,Alexandre Rocha,24.33,164,674
