RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,28237,Rory McIlroy,34.68,223,643
2,0,27649,Brandt Snedeker,33.67,301,894
3,0,01810,Phil Mickelson,33.48,305,911
4,0,23541,Ben Crane,33.29,279,838
5,0,27895,Jonas Blixt,32.91,262,796
6,0,29221,Webb Simpson,32.72,301,920
7,0,22371,Aaron Baddeley,32.67,246,753
8,0,23623,Bo Van Pelt,32.46,324,998
9,0,28259,Sangmoon Bae,32.37,268,828
10,0,01249,John Daly,32.30,166,514
11,0,25818,Scott Piercy,32.20,360,1118
12,0,28089,Jason Day,32.18,195,606
13,0,33141,Keegan Bradley,32.13,337,1049
14,0,23320,Ryan Palmer,32.11,305,950
15,0,19970,Robert Karlsson,32.09,190,592
16,0,26596,Ryan Moore,32.08,340,1060
17,0,24024,Zach Johnson,32.00,351,1097
18,0,08725,Tom Gillis,31.74,273,860
19,0,24358,Robert Garrigus,31.71,351,1107
20,0,08793,Tiger Woods,31.66,258,815
21,0,27141,J.B. Holmes,31.55,300,951
22,0,25345,Carl Pettersson,31.47,333,1058
23,0,25686,Jason Dufner,31.40,320,1019
24,0,28475,Jeff Overton,31.37,363,1157
25,0,25572,Graeme McDowell,31.26,201,643
26,0,28307,Matt Every,31.24,283,906
27,0,30925,Dustin Johnson,31.09,245,788
28,0,25632,Jimmy Walker,31.05,362,1166
29,0,33120,Mark Anderson,31.02,246,793
30,0,20104,Ken Duke,30.97,359,1159
31,0,24361,Pat Perez,30.95,286,924
32,0,27936,Martin Laird,30.92,265,857
33,0,25804,Bubba Watson,30.88,256,829
34,0,20396,Lee Westwood,30.83,209,678
35,0,30750,Tommy Gainey,30.78,337,1095
36,0,27330,Josh Teater,30.74,347,1129
37,0,27302,Garth Mulroy,30.69,205,668
38,0,23542,Tommy Biershenk,30.68,224,730
39,0,20850,Daniel Chopra,30.66,168,548
40,0,23409,James Driscoll,30.54,270,884
41,0,11123,Chris Couch,30.47,206,676
42,0,23621,Rory Sabbatini,30.46,286,939
42,0,06527,Steve Stricker,30.46,261,857
44,0,24502,Adam Scott,30.45,211,693
45,0,26331,Charl Schwartzel,30.38,185,609
46,0,24663,Y.E. Yang,30.32,198,653
47,0,20070,Matt Bettencourt,30.28,231,763
48,0,20766,Padraig Harrington,30.16,212,703
49,0,27095,Nick Watney,30.15,338,1121
50,0,26329,Louis Oosthuizen,30.12,234,777
51,0,12716,Charley Hoffman,30.09,315,1047
52,0,30926,Chris Kirk,30.04,319,1062
53,0,01706,Davis Love III,29.99,224,747
54,0,32150,Michael Thompson,29.97,273,911
55,0,20593,Greg Chalmers,29.90,279,933
55,0,20160,Charlie Wi,29.90,276,923
57,0,25396,Kevin Na,29.89,263,880
57,0,24138,Ian Poulter,29.89,185,619
59,0,27644,Brian Harman,29.83,346,1160
59,0,20645,John Senden,29.83,287,962
61,0,22046,Geoff Ogilvy,29.82,246,825
62,0,21805,Harrison Frazar,29.80,177,594
62,0,25562,Andres Romero,29.80,197,661
64,0,32334,Charlie Beljan,29.75,188,632
65,0,32102,Rickie Fowler,29.72,288,969
66,0,23638,Brendon de Jonge,29.69,408,1374
67,0,21753,Brian Davis,29.64,294,992
68,0,27466,Spencer Levin,29.58,255,862
69,0,21209,Sergio Garcia,29.56,193,653
70,0,24494,Erik Compton,29.55,242,819
71,0,35139,Richard Lee,29.54,236,799
72,0,23108,Matt Kuchar,29.53,285,965
73,0,30110,Kyle Stanley,29.52,299,1013
74,0,22913,John Rollins,29.51,270,915
75,0,20691,Greg Owen,29.49,327,1109
76,0,34174,John Huh,29.47,348,1181
76,0,06567,Vijay Singh,29.47,346,1174
78,0,24140,Sean O'Hair,29.45,303,1029
79,0,23718,Nathan Green,29.37,230,783
80,0,27797,Derek Lamely,29.27,197,673
81,0,24925,Jonathan Byrd,29.18,227,778
81,0,29926,Danny Lee,29.18,225,771
83,0,23983,Luke Donald,29.17,210,720
84,0,29910,Blake Adams,29.10,355,1220
85,0,34099,Harris English,29.03,346,1192
86,0,29479,Scott Brown,28.95,198,684
87,0,25240,D.A. Points,28.87,304,1053
87,0,27770,Camilo Villegas,28.87,278,963
89,0,21528,Henrik Stenson,28.80,159,552
90,0,12652,Cameron Beckman,28.76,260,904
90,0,34021,Bud Cauley,28.76,340,1182
90,0,27064,Jhonattan Vegas,28.76,256,890
93,0,23325,Vaughn Taylor,28.54,254,890
94,0,29289,S.Y. Noh,28.53,335,1174
95,0,20623,Gavin Coles,28.52,217,761
95,0,22405,Justin Rose,28.52,245,859
97,0,31323,Gary Woodland,28.50,226,793
98,0,21350,Ryuji Imada,28.47,236,829
99,0,28500,Martin Flores,28.46,304,1068
100,0,28455,Will Claxton,28.38,334,1177
101,0,27933,John Merrick,28.31,278,982
102,0,27436,Graham DeLaet,28.29,254,898
102,0,06251,Chris DiMarco,28.29,243,859
104,0,24604,Hunter Haas,28.25,202,715
105,0,26951,Johnson Wagner,28.24,294,1041
106,0,32366,Kevin Chappell,28.20,282,1000
106,0,02206,David Toms,28.20,194,688
108,0,26287,Roland Thatcher,28.19,168,596
109,0,06034,Marco Dawson,28.17,171,607
110,0,30692,Scott Stallings,28.16,261,927
111,0,24940,Edward Loar,28.14,166,590
112,0,32698,Bobby Gates,28.12,273,971
113,0,24490,George McNeill,28.10,258,918
114,0,29420,Billy Horschel,28.09,191,680
115,0,23204,Gary Christian,28.08,287,1022
116,0,33419,Cameron Tringale,28.02,295,1053
117,0,22621,Ben Curtis,27.96,201,719
117,0,19846,Brian Gay,27.96,274,980
119,0,23548,Bill Lunde,27.94,254,909
120,0,24846,Ricky Barnes,27.93,298,1067
120,0,24924,Bill Haas,27.93,255,913
122,0,28093,Miguel Angel Carballo,27.87,211,757
123,0,26851,Marc Leishman,27.85,264,948
124,0,08075,Jerry Kelly,27.83,263,945
125,0,27214,Kevin Streelman,27.80,288,1036
126,0,26679,Kevin Stadler,27.72,260,938
127,0,01724,Jeff Maggert,27.65,271,980
