RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,20498,Briny Baird,34.53,1036,30
2,0,01945,Kenny Perry,34.69,902,26
3,0,27214,Kevin Streelman,34.75,1112,32
4,0,20104,Ken Duke,34.82,1149,33
5,0,10733,Kent Jones,34.83,801,23
6,0,21209,Sergio Garcia,34.89,628,18
7,0,08845,Scott Sterling,34.96,979,28
8,0,27060,John Mallinger,34.97,1014,29
9,0,10885,Robert Allenby,35.00,945,27
9,0,28158,Steve Marino,35.00,1120,32
11,0,06575,Dudley Hart,35.05,771,22
12,0,12826,Paul Claxton,35.09,807,23
12,0,12602,Dean Wilson,35.09,1123,32
14,0,26951,Johnson Wagner,35.12,913,26
15,0,20105,Jeff Gove,35.17,633,18
15,0,01553,John Huston,35.17,633,18
17,0,06567,Vijay Singh,35.18,774,22
18,0,20623,Gavin Coles,35.19,563,16
18,0,01388,Robert Gamez,35.19,915,26
18,0,11032,Frank Lickliter II,35.19,1126,32
21,0,01810,Phil Mickelson,35.20,704,20
22,0,12782,Tim Herron,35.21,986,28
23,0,20574,Mathew Goggin,35.22,951,27
23,0,23623,Bo Van Pelt,35.22,1127,32
25,0,26476,Chez Reavie,35.23,1057,30
26,0,06012,Greg Kraft,35.24,740,21
26,0,25349,Tim Wilkinson,35.24,1022,29
28,0,06004,Stephen Ames,35.26,811,23
28,0,23048,Eric Axley,35.26,1234,35
28,0,08931,Glen Day,35.26,670,19
31,0,20098,Stuart Appleby,35.27,776,22
31,0,01941,Tom Pernice Jr.,35.27,1058,30
33,0,27933,John Merrick,35.29,988,28
33,0,27770,Camilo Villegas,35.29,741,21
35,0,06595,Kevin Sutherland,35.31,918,26
36,0,19846,Brian Gay,35.32,1095,31
36,0,01577,Lee Janzen,35.32,989,28
38,0,21753,Brian Davis,35.33,1166,33
38,0,20634,Peter Lonard,35.33,1060,30
40,0,10809,Jim Furyk,35.36,884,25
41,0,22348,Nick O'Hern,35.38,849,24
41,0,23497,Tag Ridings,35.38,1026,29
41,0,21878,Mark Wilson,35.38,1026,29
44,0,10505,Shane Bertsch,35.39,991,28
45,0,23541,Ben Crane,35.40,885,25
45,0,12823,Carlos Franco,35.40,885,25
45,0,22548,Patrick Sheehan,35.40,1239,35
48,0,28475,Jeff Overton,35.41,1133,32
48,0,23621,Rory Sabbatini,35.41,779,22
48,0,20160,Charlie Wi,35.41,956,27
51,0,25900,Lucas Glover,35.42,921,26
52,0,23614,Rich Beem,35.43,992,28
53,0,01226,Fred Couples,35.44,638,18
54,0,20229,Stewart Cink,35.45,780,22
54,0,12660,Jesper Parnevik,35.45,1028,29
56,0,26668,Marc Turnesa,35.48,1029,29
57,0,24024,Zach Johnson,35.50,852,24
57,0,02002,John Riegger,35.50,852,24
59,0,24912,Will MacKenzie,35.52,746,21
59,0,27649,Brandt Snedeker,35.52,888,25
61,0,20382,Stephen Leaney,35.53,604,17
62,0,07867,Woody Austin,35.55,1031,29
62,0,25804,Bubba Watson,35.55,1031,29
64,0,06197,Michael Allen,35.56,960,27
64,0,01139,Olin Browne,35.56,960,27
66,0,22621,Ben Curtis,35.59,783,22
66,0,29718,Anthony Kim,35.59,783,22
66,0,24490,George McNeill,35.59,1032,29
69,0,01928,Corey Pavin,35.60,712,20
70,0,22892,Jason Gore,35.61,1104,31
70,0,07547,Craig Kanada,35.61,819,23
72,0,06034,Marco Dawson,35.62,748,21
72,0,27561,Nick Flanagan,35.62,1033,29
74,0,01161,Mark Calcavecchia,35.64,784,22
74,0,10875,Todd Demsey,35.64,891,25
74,0,24502,Adam Scott,35.64,499,14
77,0,24925,Jonathan Byrd,35.65,927,26
77,0,23353,J.J. Henry,35.65,1212,34
77,0,02223,Bob Tway,35.65,713,20
77,0,02239,Scott Verplank,35.65,820,23
81,0,23778,Brad Adamonis,35.66,1034,29
81,0,12716,Charley Hoffman,35.66,1034,29
83,0,25720,Chad Collins,35.67,856,24
83,0,26420,Richard Johnson,35.67,749,21
83,0,21959,Ted Purdy,35.67,856,24
86,0,12652,Cameron Beckman,35.68,999,28
87,0,27936,Martin Laird,35.69,1035,29
87,0,01766,Billy Mayfair,35.69,1035,29
87,0,23797,Brett Rumford,35.69,928,26
90,0,01142,Bart Bryant,35.70,821,23
90,0,23125,Brad Elder,35.70,821,23
90,0,23788,D.J. Trahan,35.70,964,27
93,0,23409,James Driscoll,35.71,1000,28
93,0,10860,Justin Leonard,35.71,857,24
95,0,01313,Steve Elkington,35.72,893,25
95,0,25396,Kevin Na,35.72,1036,29
95,0,07749,Brett Quigley,35.72,893,25
95,0,28780,Nicholas Thompson,35.72,1286,36
99,0,21961,Charles Howell III,35.73,1072,30
100,0,02206,David Toms,35.74,679,19
101,0,23325,Vaughn Taylor,35.75,1144,32
101,0,10425,Jay Williamson,35.75,1144,32
103,0,20472,Alex Cejka,35.76,894,25
103,0,27141,J.B. Holmes,35.76,894,25
103,0,20127,Chris Riley,35.76,608,17
103,0,22293,Heath Slocum,35.76,1037,29
107,0,22046,Geoff Ogilvy,35.79,680,19
107,0,24138,Ian Poulter,35.79,501,14
107,0,08385,Omar Uresti,35.79,859,24
107,0,24663,Y.E. Yang,35.79,1038,29
111,0,23718,Nathan Green,35.80,1074,30
111,0,26679,Kevin Stadler,35.80,1074,30
113,0,06090,Jim McGovern,35.81,931,26
114,0,23320,Ryan Palmer,35.82,788,22
114,0,12309,Bob Sowards,35.82,788,22
116,0,10423,Mike Weir,35.83,860,24
117,0,24140,Sean O'Hair,35.84,896,25
117,0,25562,Andres Romero,35.84,681,19
119,0,20850,Daniel Chopra,35.85,932,26
120,0,25345,Carl Pettersson,35.86,1040,29
121,0,21805,Harrison Frazar,35.87,825,23
122,0,12680,Shigeki Maruyama,35.88,610,17
122,0,01948,Tim Petrovic,35.88,1148,32
124,0,06621,Joe Durant,35.89,1005,28
124,0,24449,Parker McLachlin,35.89,969,27
126,0,07457,Steve Flesch,35.90,1041,29
127,0,24361,Pat Perez,35.92,934,26
128,0,12510,Chad Campbell,35.93,1006,28
128,0,06522,Ernie Els,35.93,539,15
128,0,01473,Todd Hamilton,35.93,1006,28
131,0,22806,Doug LaBelle II,35.95,791,22
131,0,06527,Steve Stricker,35.95,755,21
133,0,21461,Kenneth Ferrie,35.96,899,25
133,0,26596,Ryan Moore,35.96,863,24
133,0,20572,Rod Pampling,35.96,971,27
133,0,26289,Boo Weekley,35.96,827,23
137,0,19803,Ryan Armour,35.97,1115,31
137,0,06251,Chris DiMarco,35.97,1043,29
137,0,25842,Jon Mills,35.97,1151,32
140,0,23135,Tim Clark,36.00,936,26
140,0,25190,Jeff Quinney,36.00,1008,28
142,0,01320,Bob Estes,36.04,1009,28
142,0,01706,Davis Love III,36.04,829,23
142,0,01707,Steve Lowery,36.04,901,25
142,0,01797,Rocco Mediate,36.04,973,27
146,0,19913,Ron Whittaker,36.05,793,22
147,0,21949,Joe Ogilvie,36.07,1046,29
148,0,01035,Tommy Armour III,36.08,866,24
148,0,25632,Jimmy Walker,36.08,866,24
150,0,24358,Robert Garrigus,36.10,1047,29
150,0,26695,Michael Letzig,36.10,1047,29
150,0,27120,Troy Matteson,36.10,1083,30
153,0,24227,Justin Bolli,36.11,1011,28
153,0,28089,Jason Day,36.11,1011,28
153,0,01724,Jeff Maggert,36.11,1011,28
153,0,27095,Nick Watney,36.11,975,27
157,0,08537,J.P. Hayes,36.12,939,26
158,0,22371,Aaron Baddeley,36.14,759,21
159,0,24357,K.J. Choi,36.15,723,20
160,0,24924,Bill Haas,36.16,1121,31
160,0,24781,Hunter Mahan,36.16,904,25
162,0,30925,Dustin Johnson,36.17,1085,30
162,0,23349,Charles Warren,36.17,1049,29
164,0,26500,Alejandro Cañizares,36.19,579,16
164,0,22582,Kyle Thompson,36.19,941,26
166,0,08075,Jerry Kelly,36.20,1086,30
167,0,12705,Cliff Kresge,36.21,1014,28
167,0,20663,Brenden Pappas,36.21,869,24
169,0,23108,Matt Kuchar,36.22,978,27
170,0,21731,Freddie Jacobson,36.25,870,24
171,0,26631,Cody Freeman,36.27,943,26
172,0,23157,Richard Johnson,36.28,1052,29
173,0,26300,Matt Jones,36.29,1125,31
174,0,20443,Jin Park,36.30,1089,30
175,0,10585,Scott McCarron,36.32,799,22
175,0,22913,John Rollins,36.32,1017,28
177,0,20645,John Senden,36.33,981,27
178,0,22378,Trevor Immelman,36.38,764,21
179,0,06643,Paul Goydos,36.40,910,25
179,0,20378,Mathias Grönberg,36.40,1092,30
181,0,30750,Tommy Gainey,36.42,874,24
182,0,27613,David Lutterus,36.43,838,23
183,0,21633,Steve Allan,36.48,766,21
184,0,10649,Tom Scherrer,36.50,730,20
185,0,06573,Brandt Jobe,36.53,694,19
185,0,01677,Tom Lehman,36.53,621,17
187,0,21350,Ryuji Imada,36.56,914,25
188,0,23540,Jason Allred,36.57,841,23
189,0,27963,Chris Stroud,36.62,1062,29
190,0,01024,Billy Andrade,36.63,879,24
190,0,20848,Ángel Cabrera,36.63,586,16
192,0,20766,Padraig Harrington,36.64,513,14
193,0,25594,Travis Perkins,36.65,843,23
194,0,25364,Paul Casey,36.67,550,15
195,0,20433,Mark Hensby,36.73,955,26
196,0,09011,David Duval,36.74,698,19
197,0,20157,Retief Goosen,36.88,627,17
